Store,Store Type,MFC Store,Possession date,RDC,FASH DC,Import DC,Return Center,City,State,GM SQFT,Total SQFT,Start Date,End Date,SubDivision,Phase 1 Date,Phase 2 Date,Phase 3 Date
189,SUP,,,6009,7842,7078,9193,KIRKSVILLE,MO,"136,471","194,959",8/13/2024,1/27/2025,E,10/1/2026,1/1/2028,#N/A
190,SUP,,,6018,7842,7067,9153,KENNETT,MO,"109,798","146,397",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
192,SUP,,,6066,6022,7067,9193,COLUMBIA,TN,"156,830","224,043",8/13/2024,1/27/2025,A,7/1/2027,10/1/2028,#N/A
194,SUP,,,7036,6005,7042,9153,BAYTOWN,TX,"156,830","224,043",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
195,SUP,,,6035,7842,7042,9193,EXCELSIOR SPRINGS,MO,"145,453","207,790",8/13/2024,1/27/2025,E,8/15/2024,1/26/2026,5/26/2027
196,SUP,,,6066,6022,7067,9193,CARBONDALE,IL,"141,138","201,626",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
197,SUP,,,6009,7842,7078,9193,MACOMB,IL,"146,888","209,840",8/13/2024,1/27/2025,E,10/1/2026,1/1/2028,#N/A
198,SUP,,,6069,7842,7067,9193,SALEM,IL,"108,555","155,078",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
199,SUP,,,6092,6022,7078,9193,LINCOLN,IL,"135,789","193,985",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
200,SUP,,,6009,7842,7078,9193,JACKSONVILLE,IL,"144,514","206,449",8/13/2024,1/27/2025,E,10/1/2026,1/1/2028,#N/A
201,SUP,,,6069,7842,7067,9193,BELLEVILLE,IL,"142,624","203,748",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
202,SUP,,,6068,7842,7042,9153,FRISCO (CUSTER & 121),TX,"130,853","186,933",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
203,SUP,,,6009,7842,7078,9193,BROOKFIELD,MO,"83,036","110,715",8/13/2024,1/27/2025,E,10/1/2026,1/1/2028,#N/A
204,SUP,,,6066,6022,7067,9193,PRINCETON,KY,"110,647","158,067",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
205,SUP,,,6011,7842,7067,9153,PHILADELPHIA,MS,"109,798","146,398",8/13/2024,1/27/2025,A,2/29/2024,9/12/2025,1/12/2027
206,SUP,,,6068,7842,7042,9153,MCKINNEY,TX,"142,431","203,473",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
207,SUP,,,6094,7842,7042,9153,CLEVELAND,OK,"67,300","89,734",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
209,EXP,,,6094,7842,7042,9153,OZARK,AR,"31,700","31,700",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
210,EXP,,,6094,7842,7042,9153,HOLDENVILLE,OK,"50,968","50,968",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
211,SUP,,,6036,6005,7042,9153,HILLSBORO,TX,"112,278","149,704",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
212,SUP,,,6068,7842,7042,9153,NORMAN,OK,"155,359","221,941",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
213,SUP,,,6069,7842,7067,9193,LITCHFIELD,IL,"130,147","185,924",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
214,SUP,,,6036,6005,7042,9153,JASPER,TX,"129,027","184,325",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
216,SUP,,,6066,6022,7067,9193,MARION,IL,"151,714","216,734",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
217,SUP,,,6068,7842,7042,9153,LEWISVILLE,TX,"140,295","200,422",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
218,SUP,,,6006,7842,7067,8092,SELMER,TN,"84,585","112,780",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
219,SUP,,,6069,7842,7067,9193,SEDALIA,MO,"141,315","201,879",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
220,SUP,,,6068,7842,7042,9153,BURLESON,TX,"139,318","199,026",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
221,SUP,,,6094,7842,7042,9153,YUKON,OK,"107,143","142,857",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
222,SUP,,,6069,7842,7067,9193,SPARTA,IL,"112,055","149,407",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
224,SUP,,,6069,7842,7067,9193,MOUNT VERNON,IL,"127,905","182,721",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
225,SUP,,,6068,7842,7042,9153,SULPHUR,OK,"74,684","99,578",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
226,SUP,,,6036,6005,7042,9153,ATLANTA,TX,"112,278","149,704",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
227,SUP,,,6094,7842,7042,9153,EL RENO,OK,"109,798","146,397",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
228,SUP,,,6036,6005,7042,9153,CLEBURNE,TX,"142,890","204,129",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
229,SUP,,,6018,7842,7067,9153,TRUMANN,AR,"74,778","99,704",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
230,EXP,,,6094,7842,7042,9153,PARIS,AR,"32,760","32,760",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
231,SUP,,,6068,7842,7042,9153,ADA,OK,"141,252","201,788",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
232,EXP,,,6068,7842,7042,9153,ATOKA,OK,"50,968","50,968",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
233,SUP,,,6066,6022,7067,9193,ANNA,IL,"82,087","109,450",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
234,SUP,,,6035,7842,7042,9193,KANSAS CITY,MO,"147,400","210,572",8/13/2024,1/27/2025,E,8/15/2024,1/26/2026,5/26/2027
236,SUP,,,6036,6005,7042,9153,CROCKETT,TX,"82,087","109,450",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
237,SUP,,,6066,6022,7067,9193,HARRISBURG,IL,"128,872","184,103",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
238,SUP,,,6006,7842,7067,8092,PULASKI,TN,"112,278","149,704",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
239,SUP,,,6011,7842,7067,9153,KOSCIUSKO,MS,"82,222","109,630",8/13/2024,1/27/2025,A,2/29/2024,9/12/2025,1/12/2027
240,SUP,,,6036,6005,7042,9153,COMMERCE,TX,"82,222","109,630",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
242,SUP,,,6035,7842,7042,9193,PAOLA,KS,"108,223","144,298",8/13/2024,1/27/2025,B,8/15/2024,1/26/2026,5/26/2027
243,SUP,,,6069,7842,7067,9193,WENTZVILLE,MO,"151,791","216,844",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
244,SUP,,,6048,6005,7067,9153,WINNFIELD,LA,"82,222","109,630",8/13/2024,1/27/2025,A,11/1/2026,2/1/2028,#N/A
246,SUP,,,6094,7842,7042,9153,SKIATOOK,OK,"78,704","104,939",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
247,WMT,,,6094,7842,7042,9153,HENRYETTA,OK,"46,596","46,596",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
248,SUP,,,6036,6005,7042,9153,MEXIA,TX,"110,484","157,834",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
249,SUP,,,7036,6005,7042,9153,CLEVELAND,TX,"110,198","157,426",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
250,SUP,,,6069,7842,7067,9193,WARSAW,MO,"80,517","107,356",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
251,SUP,,,6036,6005,7042,9153,MINEOLA,TX,"106,087","141,449",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
252,SUP,,,6069,7842,7067,9193,DU QUOIN,IL,"82,222","109,630",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
253,SUP,,,6069,7842,7067,9193,JERSEYVILLE,IL,"129,356","184,795",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
254,SUP,,,6066,6022,7067,9193,OLNEY,IL,"106,386","151,980",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
256,SUP,,,6069,7842,7067,9193,GLEN CARBON,IL,"128,877","184,110",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
257,SUP,,,6066,6022,7067,9193,MORGANFIELD,KY,"82,222","109,630",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
258,SUP,,,6006,7842,7067,8092,TUPELO,MS,"121,114","173,020",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
259,SUP,,,6036,6005,7042,9153,ROCKWALL,TX,"141,992","202,846",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
260,SUP,,,6036,6005,7042,9153,WAXAHACHIE,TX,"139,318","199,026",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
261,SUP,,,6018,7842,7067,9153,HOT SPRINGS,AR,"156,830","224,043",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
262,SUP,,,6066,6022,7067,9193,BENTON,IL,"110,471","157,816",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
264,SUP,,,6066,6022,7067,9193,DICKSON,TN,"122,569","175,098",8/13/2024,1/27/2025,A,7/1/2027,10/1/2028,#N/A
265,SUP,,,6036,6005,7042,9153,TERRELL,TX,"129,321","184,744",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
266,SUP,X,,6036,6005,7042,9153,GRAPEVINE,TX,"144,470","206,385",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
267,SUP,,,6094,7842,7042,9153,WEBB CITY,MO,"106,386","151,980",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
268,SUP,,,6006,7842,7067,8092,SAVANNAH,TN,"128,742","183,917",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
269,SUP,,,6068,7842,7042,9153,LAWTON,OK,"138,021","197,173",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
271,SUP,,,6068,7842,7042,9153,BOWIE,TX,"74,778","99,704",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
272,SUP,,,6066,6022,7067,9193,FRANKLIN,TN,"155,650","222,357",8/13/2024,1/27/2025,A,7/1/2027,10/1/2028,#N/A
273,SUP,,,6006,7842,7067,8092,FULTON,MS,"82,222","109,630",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
274,WMT,,,6006,7842,7067,8092,IUKA,MS,"41,400","41,400",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
275,SUP,,,6036,6005,7042,9153,LIVINGSTON,TX,"126,974","181,392",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
276,SUP,,,6094,7842,7042,9153,STIGLER,OK,"74,686","99,581",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
277,SUP,X,,6068,7842,7042,9153,MOORE,OK,"143,284","204,691",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
278,SUP,,,6036,6005,7042,9153,SHREVEPORT,LA,"146,599","209,427",8/13/2024,1/27/2025,A,2/16/2023,12/5/2024,4/5/2026
279,SUP,,,6018,7842,7067,9153,DE QUEEN,AR,"80,517","107,356",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
280,SUP,,,7036,6005,7042,9153,ROCKDALE,TX,"74,778","99,704",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
281,SUP,,,6018,7842,7067,9153,HEBER SPRINGS,AR,"82,087","109,450",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
282,SUP,,,6066,6022,7067,9193,FRANKLIN,KY,"106,386","151,980",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
283,EXP,,,6048,6005,7067,9153,BRIDGE CITY,TX,"52,800","52,800",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
284,SUP,,,6036,6005,7042,9153,MANSFIELD,TX,"143,631","205,187",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
285,SUP,,,6036,6005,7042,9153,HUNTSVILLE,TX,"141,615","202,307",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
286,SUP,,,6036,6005,7042,9153,ENNIS,TX,"128,743","183,918",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
287,SUP,,,6006,7842,7067,8092,JASPER,AL,"124,242","177,489",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
288,SUP,,,6036,6005,7042,9153,WOODVILLE,TX,"78,704","104,939",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
289,EXP,,,6018,7842,7067,9153,MCGEHEE,AR,"43,800","43,800",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
290,SUP,,,6016,6005,7042,9153,GONZALES,TX,"92,348","123,130",8/13/2024,1/27/2025,B,2/16/2023,11/12/2024,3/12/2026
292,SUP,,,6016,6005,7042,9153,LOCKHART,TX,"92,347","123,130",8/13/2024,1/27/2025,B,2/16/2023,11/12/2024,3/12/2026
293,WMT,,,7036,6005,7042,9153,NAVASOTA,TX,"43,620","43,620",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
294,SUP,,,6066,6022,7067,9193,CENTRAL CITY,KY,"112,278","149,704",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
295,SUP,,,6069,7842,7067,9193,EUREKA,MO,"107,028","152,897",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
296,SUP,,,6018,7842,7067,9153,DARDANELLE,AR,"74,775","99,700",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
297,SUP,,,7036,6005,7042,9153,PORTER,TX,"157,506","225,009",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
298,SUP,,,6006,7842,7067,8092,BOAZ,AL,"128,742","183,917",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
299,SUP,,,6066,6022,7067,9193,BOWLING GREEN,KY,"141,131","201,616",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
300,SUP,,,6006,7842,7067,8092,JACKSONVILLE,AL,"110,690","158,128",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
301,SUP,,,6006,7842,7067,8092,GADSDEN,AL,"142,164","203,091",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
302,SUP,,,6066,6022,7067,9193,MURPHYSBORO,IL,"109,747","156,781",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
303,SUP,,,6018,7842,7067,9153,HOLLY SPRINGS,MS,"74,778","99,704",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
304,SUP,,,6066,6022,7067,9193,SPRINGFIELD,TN,"144,096","205,851",8/13/2024,1/27/2025,A,7/1/2027,10/1/2028,#N/A
305,SUP,,,6011,7842,7067,9153,CARTHAGE,MS,"83,216","110,955",8/13/2024,1/27/2025,A,2/29/2024,9/12/2025,1/12/2027
306,SUP,,,6006,7842,7067,8092,ARAB,AL,"108,555","155,078",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
307,SUP,,,6048,6005,7067,9153,WEST MONROE,LA,"139,318","199,026",8/13/2024,1/27/2025,A,11/1/2026,2/1/2028,#N/A
308,SUP,,,6006,7842,7067,8092,MANCHESTER,TN,"109,095","155,850",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
309,SUP,,,6048,6005,7067,9153,ABBEVILLE,LA,"132,592","189,417",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
310,SUP,,,6048,6005,7067,9153,CROWLEY,LA,"128,518","183,597",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
311,EXP,,,6048,6005,7067,9153,FRANKLIN,LA,"55,480","55,480",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
312,SUP,,,6048,6005,7067,9153,VILLE PLATTE,LA,"78,704","104,939",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
313,SUP,,,6069,7842,7067,9193,HIGH RIDGE,MO,"112,913","161,304",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
314,SUP,,,6006,7842,7067,8092,FAYETTEVILLE,TN,"124,894","178,420",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
315,SUP,,,6006,7842,7067,8092,ONEONTA,AL,"112,283","149,711",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
316,SUP,,,6006,7842,7067,8092,ATTALLA,AL,"109,495","156,421",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
317,SUP,,,6069,7842,7067,9193,VANDALIA,IL,"108,555","155,078",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
318,SUP,,,6018,7842,7067,9153,ARKADELPHIA,AR,"106,386","151,980",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
319,SUP,,,6035,7842,7042,9193,RAYMORE,MO,"139,979","199,970",8/13/2024,1/27/2025,E,8/15/2024,1/26/2026,5/26/2027
320,EXP,,,6036,6005,7042,9153,MARLIN,TX,"46,302","46,302",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
321,SUP,,,7036,6005,7042,9153,BRENHAM,TX,"105,978","151,397",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
322,SUP,,,7036,6005,7042,9153,BRYAN,TX,"145,312","207,589",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
323,SUP,,,6048,6005,7067,9153,MANSFIELD,LA,"74,750","99,667",8/13/2024,1/27/2025,A,11/1/2026,2/1/2028,#N/A
324,SUP,,,6094,7842,7042,9153,BRISTOW,OK,"78,676","104,902",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
325,SUP,,,6069,7842,7067,9193,RICHMOND,MO,"108,871","155,530",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
326,EXP,,,6069,7842,7067,9193,HIGGINSVILLE,MO,"50,139","50,139",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
328,SUP,,,6069,7842,7067,9193,WATERLOO,IL,"105,022","150,031",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
329,SUP,,,6006,7842,7067,8092,ANNISTON,AL,"142,556","203,651",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
330,SUP,,,7036,6005,7042,9153,VICTORIA,TX,"143,137","204,482",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
331,SUP,,,6048,6005,7067,9153,SULPHUR,LA,"139,318","199,026",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
332,SUP,,,6006,7842,7067,8092,HUNTSVILLE,AL,"139,318","199,026",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
333,SUP,,,6066,6022,7067,9193,BEAVER DAM,KY,"108,115","154,450",8/13/2024,1/27/2025,E,7/1/2027,10/1/2028,#N/A
334,SUP,,,6069,7842,7067,9193,CARLINVILLE,IL,"74,750","99,667",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
335,SUP,,,6066,6022,7067,9193,JACKSON,TN,"139,318","199,026",8/13/2024,1/27/2025,A,7/1/2027,10/1/2028,#N/A
336,SUP,,,6018,7842,7067,9153,SHERIDAN,AR,"74,750","99,667",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
337,SUP,,,6069,7842,7067,9193,FREDERICKTOWN,MO,"75,048","100,064",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
338,SUP,,,6094,7842,7042,9153,LAMAR,MO,"80,517","107,356",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
339,WMT,,,6018,7842,7067,9153,FORDYCE,AR,"38,120","38,120",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
340,SUP,,,6094,7842,7042,9153,CHECOTAH,OK,"111,451","148,601",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
341,SUP,,,6035,7842,7042,9193,MARYSVILLE,KS,"74,778","99,704",8/13/2024,1/27/2025,M,8/15/2024,1/26/2026,5/26/2027
342,SUP,,,6035,7842,7042,9193,HIAWATHA,KS,"78,676","104,902",8/13/2024,1/27/2025,M,8/15/2024,1/26/2026,5/26/2027
343,SUP,,,6069,7842,7067,9193,TAYLORVILLE,IL,"109,914","157,020",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
344,SUP,,,7036,6005,7042,9153,EL CAMPO,TX,"108,555","155,078",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
345,SUP,,,6036,6005,7042,9153,PALESTINE,TX,"138,816","198,308",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
346,SUP,,,6035,7842,7042,9193,AUGUSTA,KS,"89,806","119,741",8/13/2024,1/27/2025,B,8/15/2024,1/26/2026,5/26/2027
347,SUP,,,6011,7842,7067,9153,INDIANOLA,MS,"110,652","158,075",8/13/2024,1/27/2025,A,2/29/2024,9/12/2025,1/12/2027
348,SUP,,,6018,7842,7067,9153,MONTICELLO,AR,"95,937","127,916",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
350,SUP,,,6035,7842,7042,9193,YORK,NE,"110,699","158,141",8/13/2024,1/27/2025,M,8/15/2024,1/26/2026,5/26/2027
351,SUP,,,7036,6005,7042,9153,TOMBALL,TX,"130,853","186,933",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
352,EXP,,,6069,7842,7067,9193,CHESTER,IL,"44,938","44,938",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
353,SUP,,,6068,7842,7042,9153,GRAHAM,TX,"106,413","152,018",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
354,SUP,,,6069,7842,7067,9193,OWENSVILLE,MO,"74,778","99,704",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
355,SUP,,,6054,6014,6061,8092,OPELIKA,AL,"153,735","219,622",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
356,SUP,,,6054,6014,6061,8092,AUBURN,AL,"142,929","204,184",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
357,SUP,,,6069,7842,7067,9193,VERSAILLES,MO,"74,864","99,819",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
358,SUP,,,6094,7842,7042,9153,ALMA,AR,"74,778","99,704",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
359,SUP,,,6094,7842,7042,9153,FAYETTEVILLE,AR,"152,926","218,466",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
360,SUP,,,6094,7842,7042,9153,CUSHING,OK,"107,401","153,430",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
361,SUP,,,6069,7842,7067,9193,COLLINSVILLE,IL,"142,148","203,068",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
362,SUP,,,6006,7842,7067,8092,WINFIELD,AL,"74,750","99,667",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
363,SUP,,,6069,7842,7067,9193,MARSHALL,MO,"110,695","158,136",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
364,SUP,,,6036,6005,7042,9153,CENTER,TX,"110,690","158,128",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
365,SUP,,,6011,7842,7067,9153,PEARL,MS,"156,187","223,124",8/13/2024,1/27/2025,A,2/29/2024,9/12/2025,1/12/2027
366,SUP,,,6039,6022,8980,8092,MADISONVILLE,TN,"106,386","151,980",8/13/2024,1/27/2025,A,11/2/2023,4/18/2025,8/18/2026
368,SUP,,,6094,7842,7042,9153,PARSONS,KS,"108,512","155,017",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
369,SUP,,,6035,7842,7042,9193,WINFIELD,KS,"107,430","153,472",8/13/2024,1/27/2025,M,8/15/2024,1/26/2026,5/26/2027
370,SUP,,,6035,7842,7042,9193,WELLINGTON,KS,"107,430","153,472",8/13/2024,1/27/2025,M,8/15/2024,1/26/2026,5/26/2027
371,SUP,,,6068,7842,7042,9153,GRANBURY,TX,"141,252","201,789",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
372,SUP,,,6035,7842,7042,9193,DODGE CITY,KS,"140,059","200,084",8/13/2024,1/27/2025,M,8/15/2024,1/26/2026,5/26/2027
373,SUP,,,6094,7842,7042,9153,HUNTSVILLE,AR,"51,448","68,597",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
374,SUP,,,6094,7842,7042,9153,COWETA,OK,"109,514","156,449",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
375,SUP,,,6006,7842,7067,8092,HUNTSVILLE,AL,"105,859","151,227",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
376,SUP,,,6036,6005,7042,9153,BOSSIER CITY,LA,"145,708","208,154",8/13/2024,1/27/2025,A,2/16/2023,12/5/2024,4/5/2026
377,WNM,,,6040,6014,8980,8092,SUMTER (MCCRAYS),SC,"6,299","41,990",8/13/2024,1/27/2025,O,8/15/2024,12/22/2025,4/22/2027
378,SUP,,,6035,7842,7042,9193,HOLTON,KS,"51,448","68,597",8/13/2024,1/27/2025,M,8/15/2024,1/26/2026,5/26/2027
379,SUP,,,6069,7842,7067,9193,OZARK,MO,"110,690","158,128",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
381,SUP,,,6036,6005,7042,9153,COPPERAS COVE,TX,"142,929","204,185",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
382,SUP,,,6035,7842,7042,9193,OTTAWA,KS,"124,894","178,420",8/13/2024,1/27/2025,B,8/15/2024,1/26/2026,5/26/2027
383,SUP,,,6036,6005,7042,9153,SILSBEE,TX,"108,555","155,078",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
384,SUP,,,7036,6005,7042,9153,LUMBERTON,TX,"110,095","157,278",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
385,EXP,,,7036,6005,7042,9153,CUERO,TX,"46,350","46,350",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
386,SUP,,,6048,6005,7067,9153,JENNINGS,LA,"124,894","178,420",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
387,SUP,,,6094,7842,7042,9153,CHANDLER,OK,"70,135","93,514",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
388,SUP,,,6094,7842,7042,9153,FORT SMITH,AR,"128,979","184,256",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
