Store Nbr,Vendor Stk Nbr,Product Line,Curr Str On Hand Qty
2866,172-S20T-CRU-W,S20T,2 
2866,172-S20T-ELE-W,S20T,2 
2866,172-S20T-OPT-W,S20T,2 
2866,172-S34Q-CRU-W,S34Q,2 
2866,172-S34Q-ELE-W,S34Q,2 
2866,172-S34Q-OPT-W,S34Q,2 
2867,172-S12C-CRU-W,S12C,2 
2867,172-S12C-ELE-W,S12C,2 
2867,172-S12C-OPT-W,S12C,2 
2867,172-S20T-CRU-W,S20T,2 
2867,172-S20T-ELE-W,S20T,2 
2867,172-S20T-OPT-W,S20T,2 
2867,172-S34Q-CRU-W,S34Q,2 
2867,172-S34Q-ELE-W,S34Q,2 
2867,172-S34Q-OPT-W,S34Q,2 
2869,172-S12C-CRU-W,S12C,2 
2869,172-S12C-ELE-W,S12C,2 
2869,172-S12C-OPT-W,S12C,2 
2869,172-S20T-CRU-W,S20T,2 
2869,172-S20T-ELE-W,S20T,2 
2869,172-S20T-OPT-W,S20T,2 
2869,172-S34Q-CRU-W,S34Q,2 
2869,172-S34Q-ELE-W,S34Q,2 
2869,172-S34Q-OPT-W,S34Q,2 
2886,629-S12C-CRU-W,S12C,16 
2886,629-S12C-ELE-W,S12C,16 
2886,629-S12C-OPT-W,S12C,16 
2886,629-S20T-CRU-W,S20T,16 
2886,629-S20T-ELE-W,S20T,16 
2886,629-S20T-OPT-W,S20T,16 
2886,629-S34Q-CRU-W,S34Q,16 
2886,629-S34Q-ELE-W,S34Q,16 
2886,629-S34Q-OPT-W,S34Q,16 
2892,610-S12C-CRU-W,S12C,4 
2892,610-S12C-ELE-W,S12C,2 
2892,610-S12C-OPT-W,S12C,2 
2892,610-S20T-CRU-W,S20T,2 
2892,610-S20T-ELE-W,S20T,2 
2892,610-S20T-OPT-W,S20T,6 
2892,610-S34Q-CRU-W,S34Q,2 
2892,610-S34Q-ELE-W,S34Q,2 
2892,610-S34Q-OPT-W,S34Q,5 
2912,171-S12C-CRU-W,S12C,2 
2912,171-S12C-ELE-W,S12C,2 
2912,171-S12C-OPT-W,S12C,2 
2912,611-S12C-CRU-W,S12C,2 
2912,611-S12C-ELE-W,S12C,2 
2912,611-S12C-OPT-W,S12C,2 
2912,171-S20T-CRU-W,S20T,2 
2912,171-S20T-ELE-W,S20T,2 
2912,171-S20T-OPT-W,S20T,2 
2912,611-S20T-CRU-W,S20T,2 
2912,611-S20T-ELE-W,S20T,2 
2912,611-S20T-OPT-W,S20T,2 
2912,171-S34Q-CRU-W,S34Q,2 
2912,171-S34Q-ELE-W,S34Q,2 
2912,171-S34Q-OPT-W,S34Q,2 
2912,611-S34Q-CRU-W,S34Q,2 
2912,611-S34Q-ELE-W,S34Q,2 
2912,611-S34Q-OPT-W,S34Q,2 
2932,217-S12C-CRU-W,S12C,2 
2932,217-S12C-ELE-W,S12C,2 
2932,217-S12C-OPT-W,S12C,2 
2932,217-S20T-CRU-W,S20T,2 
2932,217-S20T-ELE-W,S20T,2 
2932,217-S20T-OPT-W,S20T,2 
2932,217-S34Q-CRU-W,S34Q,2 
2932,217-S34Q-ELE-W,S34Q,2 
2932,217-S34Q-OPT-W,S34Q,2 
2933,239-S12C-CRU-W,S12C,2 
2933,239-S12C-ELE-W,S12C,2 
2933,239-S12C-OPT-W,S12C,2 
2933,239-S20T-CRU-W,S20T,2 
2933,239-S20T-ELE-W,S20T,2 
2933,239-S20T-OPT-W,S20T,2 
2933,239-S34Q-CRU-W,S34Q,2 
2933,239-S34Q-ELE-W,S34Q,2 
2933,239-S34Q-OPT-W,S34Q,2 
2953,619-S12C-CRU-W,S12C,2 
2953,619-S12C-ELE-W,S12C,2 
2953,619-S12C-OPT-W,S12C,2 
2953,619-S20T-CRU-W,S20T,2 
2953,619-S20T-ELE-W,S20T,2 
2953,619-S20T-OPT-W,S20T,2 
2953,619-S34Q-CRU-W,S34Q,2 
2953,619-S34Q-ELE-W,S34Q,2 
2953,619-S34Q-OPT-W,S34Q,2 
2955,616-S12C-CRU-W,S12C,0 
2955,616-S12C-ELE-W,S12C,0 
2955,616-S12C-OPT-W,S12C,0 
2955,616-S20T-CRU-W,S20T,0 
2955,616-S20T-ELE-W,S20T,0 
2955,616-S20T-OPT-W,S20T,0 
2955,616-S34Q-CRU-W,S34Q,0 
2955,616-S34Q-ELE-W,S34Q,0 
2955,616-S34Q-OPT-W,S34Q,0 
2958,612-S12C-CRU-W,S12C,2 
2958,612-S12C-ELE-W,S12C,2 
2958,612-S12C-OPT-W,S12C,2 
2958,612-S20T-CRU-W,S20T,2 
2958,612-S20T-ELE-W,S20T,2 
2958,612-S20T-OPT-W,S20T,2 
2958,612-S34Q-CRU-W,S34Q,2 
2958,612-S34Q-ELE-W,S34Q,2 
2958,612-S34Q-OPT-W,S34Q,2 
2959,611-S12C-CRU-W,S12C,2 
2959,611-S12C-ELE-W,S12C,2 
2959,611-S12C-OPT-W,S12C,2 
2959,611-S20T-CRU-W,S20T,2 
2959,611-S20T-ELE-W,S20T,2 
2959,611-S20T-OPT-W,S20T,2 
2959,611-S34Q-CRU-W,S34Q,2 
2959,611-S34Q-ELE-W,S34Q,2 
2959,611-S34Q-OPT-W,S34Q,2 
2967,607-S12C-CRU-W,S12C,2 
2967,607-S12C-ELE-W,S12C,1 
2967,607-S12C-OPT-W,S12C,2 
2967,607-S20T-CRU-W,S20T,2 
2967,607-S20T-ELE-W,S20T,2 
2967,607-S20T-OPT-W,S20T,1 
2967,607-S34Q-CRU-W,S34Q,2 
2967,607-S34Q-ELE-W,S34Q,2 
2967,607-S34Q-OPT-W,S34Q,2 
2980,609-S12C-CRU-W,S12C,2 
2980,609-S12C-ELE-W,S12C,2 
2980,609-S12C-OPT-W,S12C,2 
2980,609-S20T-CRU-W,S20T,2 
2980,609-S20T-ELE-W,S20T,2 
2980,609-S20T-OPT-W,S20T,2 
2980,609-S34Q-CRU-W,S34Q,2 
2980,609-S34Q-ELE-W,S34Q,2 
2980,609-S34Q-OPT-W,S34Q,2 
3182,185-S12C-CRU-W,S12C,2 
3182,185-S12C-ELE-W,S12C,2 
3182,185-S12C-OPT-W,S12C,2 
3182,185-S20T-CRU-W,S20T,2 
3182,185-S20T-ELE-W,S20T,2 
3182,185-S20T-OPT-W,S20T,2 
3182,185-S34Q-CRU-W,S34Q,2 
3182,185-S34Q-ELE-W,S34Q,2 
3182,185-S34Q-OPT-W,S34Q,2 
3200,619-S12C-CRU-W,S12C,2 
3200,619-S12C-ELE-W,S12C,2 
3200,619-S12C-OPT-W,S12C,2 
3200,619-S20T-CRU-W,S20T,2 
3200,619-S20T-ELE-W,S20T,2 
3200,619-S20T-OPT-W,S20T,2 
3200,619-S34Q-CRU-W,S34Q,2 
3200,619-S34Q-ELE-W,S34Q,2 
3200,619-S34Q-OPT-W,S34Q,2 
3215,239-S12C-CRU-W,S12C,0 
3215,239-S12C-ELE-W,S12C,0 
3215,239-S12C-OPT-W,S12C,0 
3215,239-S20T-CRU-W,S20T,0 
3215,239-S20T-ELE-W,S20T,0 
3215,239-S20T-OPT-W,S20T,0 
3215,239-S34Q-CRU-W,S34Q,0 
3215,239-S34Q-ELE-W,S34Q,0 
3215,239-S34Q-OPT-W,S34Q,0 
3222,123-S12C-CRU-W,S12C,2 
3222,123-S12C-ELE-W,S12C,2 
3222,123-S12C-OPT-W,S12C,2 
3222,123-S20T-CRU-W,S20T,2 
3222,123-S20T-ELE-W,S20T,2 
3222,123-S20T-OPT-W,S20T,2 
3222,123-S34Q-CRU-W,S34Q,2 
3222,123-S34Q-ELE-W,S34Q,2 
3222,123-S34Q-OPT-W,S34Q,2 
3228,625-S12C-CRU-W,S12C,2 
3228,625-S12C-ELE-W,S12C,2 
3228,625-S12C-OPT-W,S12C,2 
3228,625-S20T-CRU-W,S20T,2 
3228,625-S20T-ELE-W,S20T,2 
3228,625-S20T-OPT-W,S20T,2 
3228,625-S34Q-CRU-W,S34Q,2 
3228,625-S34Q-ELE-W,S34Q,2 
3228,625-S34Q-OPT-W,S34Q,2 
3230,108-S12C-CRU-W,S12C,2 
3230,108-S12C-ELE-W,S12C,2 
3230,108-S12C-OPT-W,S12C,2 
3230,108-S20T-CRU-W,S20T,2 
3230,108-S20T-ELE-W,S20T,2 
3230,108-S20T-OPT-W,S20T,2 
3230,108-S34Q-CRU-W,S34Q,2 
3230,108-S34Q-ELE-W,S34Q,2 
3230,108-S34Q-OPT-W,S34Q,2 
3233,422-S12C-CRU-W,S12C,4 
3233,422-S12C-ELE-W,S12C,4 
3233,422-S12C-OPT-W,S12C,4 
3233,618-S12C-CRU-W,S12C,2 
3233,618-S12C-ELE-W,S12C,2 
3233,618-S12C-OPT-W,S12C,2 
3233,422-S20T-CRU-W,S20T,4 
3233,422-S20T-ELE-W,S20T,4 
3233,422-S20T-OPT-W,S20T,4 
3233,618-S20T-CRU-W,S20T,2 
3233,618-S20T-ELE-W,S20T,2 
3233,618-S20T-OPT-W,S20T,2 
3233,422-S34Q-CRU-W,S34Q,4 
3233,422-S34Q-ELE-W,S34Q,4 
3233,422-S34Q-OPT-W,S34Q,4 
3233,618-S34Q-CRU-W,S34Q,2 
3233,618-S34Q-ELE-W,S34Q,2 
3233,618-S34Q-OPT-W,S34Q,2 
3239,194-S12C-CRU-W,S12C,2 
3239,194-S12C-ELE-W,S12C,2 
3239,194-S12C-OPT-W,S12C,2 
3239,194-S20T-CRU-W,S20T,2 
3239,194-S20T-ELE-W,S20T,2 
3239,194-S20T-OPT-W,S20T,2 
3239,194-S34Q-CRU-W,S34Q,2 
3239,194-S34Q-ELE-W,S34Q,2 
3239,194-S34Q-OPT-W,S34Q,2 
3254,313-S12C-CRU-W,S12C,6 
3254,313-S12C-ELE-W,S12C,6 
3254,313-S12C-OPT-W,S12C,6 
3254,313-S20T-CRU-W,S20T,10 
3254,313-S20T-ELE-W,S20T,10 
3254,313-S20T-OPT-W,S20T,10 
3254,313-S34Q-CRU-W,S34Q,8 
3254,313-S34Q-ELE-W,S34Q,8 
3254,313-S34Q-OPT-W,S34Q,8 
3258,194-S12C-CRU-W,S12C,2 
3258,194-S12C-ELE-W,S12C,2 
3258,194-S12C-OPT-W,S12C,2 
3258,194-S20T-CRU-W,S20T,2 
3258,194-S20T-ELE-W,S20T,2 
3258,194-S20T-OPT-W,S20T,2 
3258,194-S34Q-CRU-W,S34Q,2 
3258,194-S34Q-ELE-W,S34Q,2 
3258,194-S34Q-OPT-W,S34Q,2 
3259,179-S12C-CRU-W,S12C,2 
3259,179-S12C-ELE-W,S12C,2 
3259,179-S12C-OPT-W,S12C,2 
3259,179-S20T-CRU-W,S20T,2 
3259,179-S20T-ELE-W,S20T,2 
3259,179-S20T-OPT-W,S20T,2 
3259,179-S34Q-CRU-W,S34Q,2 
3259,179-S34Q-ELE-W,S34Q,2 
3259,179-S34Q-OPT-W,S34Q,2 
3273,616-S12C-CRU-W,S12C,0 
3273,616-S12C-ELE-W,S12C,0 
3273,616-S12C-OPT-W,S12C,0 
3273,616-S20T-CRU-W,S20T,0 
3273,616-S20T-ELE-W,S20T,0 
3273,616-S20T-OPT-W,S20T,0 
3273,616-S34Q-CRU-W,S34Q,0 
3273,616-S34Q-ELE-W,S34Q,0 
3273,616-S34Q-OPT-W,S34Q,0 
3278,182-S12C-CRU-W,S12C,0 
3278,182-S12C-ELE-W,S12C,0 
3278,182-S12C-OPT-W,S12C,0 
3278,182-S20T-CRU-W,S20T,0 
3278,182-S20T-ELE-W,S20T,0 
3278,182-S20T-OPT-W,S20T,0 
3278,182-S34Q-CRU-W,S34Q,0 
3278,182-S34Q-ELE-W,S34Q,0 
3278,182-S34Q-OPT-W,S34Q,0 
3283,616-S12C-CRU-W,S12C,0 
3283,616-S12C-ELE-W,S12C,0 
3283,616-S12C-OPT-W,S12C,0 
3283,616-S20T-CRU-W,S20T,0 
3283,616-S20T-ELE-W,S20T,0 
3283,616-S20T-OPT-W,S20T,0 
3283,616-S34Q-CRU-W,S34Q,0 
3283,616-S34Q-ELE-W,S34Q,0 
3283,616-S34Q-OPT-W,S34Q,0 
3288,162-S12C-CRU-W,S12C,0 
3288,162-S12C-ELE-W,S12C,0 
3288,162-S12C-OPT-W,S12C,0 
3288,162-S20T-CRU-W,S20T,0 
3288,162-S20T-ELE-W,S20T,0 
3288,162-S20T-OPT-W,S20T,0 
3288,162-S34Q-CRU-W,S34Q,0 
3288,162-S34Q-ELE-W,S34Q,0 
3288,162-S34Q-OPT-W,S34Q,0 
3294,161-S12C-CRU-W,S12C,2 
3294,161-S12C-ELE-W,S12C,2 
3294,161-S12C-OPT-W,S12C,2 
3294,161-S20T-CRU-W,S20T,2 
3294,161-S20T-ELE-W,S20T,2 
3294,161-S20T-OPT-W,S20T,2 
3294,161-S34Q-CRU-W,S34Q,2 
3294,161-S34Q-ELE-W,S34Q,2 
3294,161-S34Q-OPT-W,S34Q,2 
3313,610-S12C-CRU-W,S12C,2 
3313,610-S12C-ELE-W,S12C,2 
3313,610-S12C-OPT-W,S12C,2 
3313,610-S20T-CRU-W,S20T,2 
3313,610-S20T-ELE-W,S20T,2 
3313,610-S20T-OPT-W,S20T,2 
3313,610-S34Q-CRU-W,S34Q,2 
3313,610-S34Q-ELE-W,S34Q,2 
3313,610-S34Q-OPT-W,S34Q,2 
3324,612-S12C-CRU-W,S12C,2 
3324,612-S12C-ELE-W,S12C,2 
3324,612-S12C-OPT-W,S12C,2 
3324,612-S20T-CRU-W,S20T,2 
3324,612-S20T-ELE-W,S20T,2 
3324,612-S20T-OPT-W,S20T,2 
3324,612-S34Q-CRU-W,S34Q,2 
3324,612-S34Q-ELE-W,S34Q,2 
3324,612-S34Q-OPT-W,S34Q,2 
3337,624-S12C-CRU-W,S12C,2 
3337,624-S12C-ELE-W,S12C,2 
3337,624-S12C-OPT-W,S12C,2 
3337,624-S20T-CRU-W,S20T,2 
3337,624-S20T-ELE-W,S20T,2 
3337,624-S20T-OPT-W,S20T,2 
3337,624-S34Q-CRU-W,S34Q,2 
3337,624-S34Q-ELE-W,S34Q,2 
3337,624-S34Q-OPT-W,S34Q,2 
3366,230-S12C-CRU-W,S12C,2 
3366,230-S12C-ELE-W,S12C,2 
3366,230-S12C-OPT-W,S12C,2 
3366,230-S20T-CRU-W,S20T,2 
3366,230-S20T-ELE-W,S20T,2 
3366,230-S20T-OPT-W,S20T,2 
3366,230-S34Q-CRU-W,S34Q,2 
3366,230-S34Q-ELE-W,S34Q,2 
3366,230-S34Q-OPT-W,S34Q,2 
3433,609-S12C-CRU-W,S12C,0 
3433,609-S12C-ELE-W,S12C,0 
3433,609-S12C-OPT-W,S12C,0 
3433,609-S20T-CRU-W,S20T,0 
3433,609-S20T-ELE-W,S20T,0 
3433,609-S20T-OPT-W,S20T,0 
3433,609-S34Q-CRU-W,S34Q,0 
3433,609-S34Q-ELE-W,S34Q,0 
3433,609-S34Q-OPT-W,S34Q,0 
3436,190-S12C-CRU-W,S12C,2 
3436,190-S12C-ELE-W,S12C,2 
3436,190-S12C-OPT-W,S12C,2 
3436,190-S20T-CRU-W,S20T,2 
3436,190-S20T-ELE-W,S20T,2 
3436,190-S20T-OPT-W,S20T,2 
3436,190-S34Q-CRU-W,S34Q,2 
3436,190-S34Q-ELE-W,S34Q,2 
3436,190-S34Q-OPT-W,S34Q,2 
3478,146-S12C-CRU-W,S12C,4 
3478,146-S12C-ELE-W,S12C,4 
3478,146-S12C-OPT-W,S12C,4 
3478,146-S20T-CRU-W,S20T,4 
3478,146-S20T-ELE-W,S20T,4 
3478,146-S20T-OPT-W,S20T,4 
3481,603-S12C-CRU-W,S12C,2 
3481,603-S12C-ELE-W,S12C,2 
3481,603-S12C-OPT-W,S12C,2 
3481,603-S20T-CRU-W,S20T,2 
3481,603-S20T-ELE-W,S20T,2 
3481,603-S20T-OPT-W,S20T,2 
3481,603-S34Q-CRU-W,S34Q,2 
3481,603-S34Q-ELE-W,S34Q,2 
3481,603-S34Q-OPT-W,S34Q,2 
3488,612-S12C-CRU-W,S12C,2 
3488,612-S12C-ELE-W,S12C,2 
3488,612-S12C-OPT-W,S12C,2 
3488,612-S20T-CRU-W,S20T,2 
3488,612-S20T-ELE-W,S20T,2 
3488,612-S20T-OPT-W,S20T,2 
3488,612-S34Q-CRU-W,S34Q,2 
3488,612-S34Q-ELE-W,S34Q,2 
3488,612-S34Q-OPT-W,S34Q,2 
3490,603-S12C-CRU-W,S12C,0 
3490,603-S12C-ELE-W,S12C,0 
3490,603-S12C-OPT-W,S12C,0 
3490,603-S20T-CRU-W,S20T,0 
3490,603-S20T-ELE-W,S20T,0 
3490,603-S20T-OPT-W,S20T,0 
3490,603-S34Q-CRU-W,S34Q,0 
3490,603-S34Q-ELE-W,S34Q,0 
3490,603-S34Q-OPT-W,S34Q,0 
3491,619-S12C-CRU-W,S12C,2 
3491,619-S12C-ELE-W,S12C,2 
3491,619-S12C-OPT-W,S12C,2 
3491,619-S20T-CRU-W,S20T,2 
3491,619-S20T-ELE-W,S20T,2 
3491,619-S20T-OPT-W,S20T,2 
3491,619-S34Q-CRU-W,S34Q,2 
3491,619-S34Q-ELE-W,S34Q,2 
3491,619-S34Q-OPT-W,S34Q,2 
3492,616-S12C-CRU-W,S12C,0 
3492,616-S12C-ELE-W,S12C,0 
3492,616-S12C-OPT-W,S12C,0 
3492,616-S20T-CRU-W,S20T,0 
3492,616-S20T-ELE-W,S20T,0 
3492,616-S20T-OPT-W,S20T,0 
3492,616-S34Q-CRU-W,S34Q,0 
3492,616-S34Q-ELE-W,S34Q,0 
3492,616-S34Q-OPT-W,S34Q,0 
3505,244-S12C-CRU-W,S12C,2 
3505,244-S12C-ELE-W,S12C,2 
3505,244-S12C-OPT-W,S12C,2 
3505,612-S12C-CRU-W,S12C,2 
3505,612-S12C-ELE-W,S12C,2 
3505,612-S12C-OPT-W,S12C,2 
3505,244-S20T-CRU-W,S20T,2 
3505,244-S20T-ELE-W,S20T,2 
3505,244-S20T-OPT-W,S20T,2 
3505,612-S20T-CRU-W,S20T,2 
3505,612-S20T-ELE-W,S20T,2 
3505,612-S20T-OPT-W,S20T,2 
3505,244-S34Q-CRU-W,S34Q,2 
3505,244-S34Q-ELE-W,S34Q,2 
3505,244-S34Q-OPT-W,S34Q,2 
3505,612-S34Q-CRU-W,S34Q,2 
3505,612-S34Q-ELE-W,S34Q,2 
3505,612-S34Q-OPT-W,S34Q,2 
3520,621-S12C-CRU-W,S12C,2 
3520,621-S12C-ELE-W,S12C,2 
3520,621-S12C-OPT-W,S12C,2 
3520,621-S20T-CRU-W,S20T,2 
3520,621-S20T-ELE-W,S20T,2 
3520,621-S20T-OPT-W,S20T,2 
3520,621-S34Q-CRU-W,S34Q,2 
3520,621-S34Q-ELE-W,S34Q,2 
3520,621-S34Q-OPT-W,S34Q,2 
3533,610-S12C-CRU-W,S12C,2 
3533,610-S12C-ELE-W,S12C,2 
3533,610-S12C-OPT-W,S12C,2 
3533,610-S20T-CRU-W,S20T,2 
3533,610-S20T-ELE-W,S20T,2 
3533,610-S20T-OPT-W,S20T,2 
3533,610-S34Q-CRU-W,S34Q,2 
3533,610-S34Q-ELE-W,S34Q,2 
3533,610-S34Q-OPT-W,S34Q,2 
3535,619-S12C-CRU-W,S12C,2 
3535,619-S12C-ELE-W,S12C,2 
3535,619-S12C-OPT-W,S12C,2 
3535,619-S20T-CRU-W,S20T,2 
3535,619-S20T-ELE-W,S20T,2 
3535,619-S20T-OPT-W,S20T,2 
3535,619-S34Q-CRU-W,S34Q,2 
3535,619-S34Q-ELE-W,S34Q,2 
3535,619-S34Q-OPT-W,S34Q,2 
3561,619-S12C-CRU-W,S12C,2 
3561,619-S12C-ELE-W,S12C,2 
3561,619-S12C-OPT-W,S12C,2 
3561,619-S20T-CRU-W,S20T,2 
3561,619-S20T-ELE-W,S20T,2 
3561,619-S20T-OPT-W,S20T,2 
3561,619-S34Q-CRU-W,S34Q,2 
3561,619-S34Q-ELE-W,S34Q,2 
3561,619-S34Q-OPT-W,S34Q,2 
3564,624-S12C-CRU-W,S12C,2 
3564,624-S12C-ELE-W,S12C,2 
3564,624-S12C-OPT-W,S12C,2 
3564,624-S20T-CRU-W,S20T,2 
3564,624-S20T-ELE-W,S20T,2 
3564,624-S20T-OPT-W,S20T,2 
3564,624-S34Q-CRU-W,S34Q,2 
3564,624-S34Q-ELE-W,S34Q,2 
3564,624-S34Q-OPT-W,S34Q,2 
3566,610-S12C-CRU-W,S12C,2 
3566,610-S12C-ELE-W,S12C,2 
3566,610-S12C-OPT-W,S12C,2 
3566,610-S20T-CRU-W,S20T,2 
3566,610-S20T-ELE-W,S20T,2 
3566,610-S20T-OPT-W,S20T,2 
3566,610-S34Q-CRU-W,S34Q,2 
3566,610-S34Q-ELE-W,S34Q,2 
3566,610-S34Q-OPT-W,S34Q,2 
3582,610-S12C-CRU-W,S12C,2 
3582,610-S12C-ELE-W,S12C,2 
3582,610-S12C-OPT-W,S12C,2 
3582,610-S20T-CRU-W,S20T,0 
3582,610-S20T-ELE-W,S20T,0 
3582,610-S20T-OPT-W,S20T,0 
3582,610-S34Q-CRU-W,S34Q,2 
3582,610-S34Q-ELE-W,S34Q,2 
3582,610-S34Q-OPT-W,S34Q,2 
3601,606-S12C-CRU-W,S12C,0 
3601,606-S12C-ELE-W,S12C,0 
3601,606-S12C-OPT-W,S12C,0 
3601,606-S20T-CRU-W,S20T,0 
3601,606-S20T-ELE-W,S20T,0 
3601,606-S20T-OPT-W,S20T,0 
3601,606-S34Q-CRU-W,S34Q,0 
3601,606-S34Q-ELE-W,S34Q,0 
3601,606-S34Q-OPT-W,S34Q,0 
3620,230-S12C-CRU-W,S12C,2 
3620,230-S12C-ELE-W,S12C,2 
3620,230-S12C-OPT-W,S12C,2 
3620,230-S20T-CRU-W,S20T,2 
3620,230-S20T-ELE-W,S20T,2 
3620,230-S20T-OPT-W,S20T,2 
3620,230-S34Q-CRU-W,S34Q,2 
3620,230-S34Q-ELE-W,S34Q,2 
3620,230-S34Q-OPT-W,S34Q,2 
3627,142-S12C-CRU-W,S12C,0 
3627,142-S12C-ELE-W,S12C,0 
3627,142-S12C-OPT-W,S12C,0 
3627,142-S20T-CRU-W,S20T,0 
3627,142-S20T-ELE-W,S20T,0 
3627,142-S20T-OPT-W,S20T,0 
3627,142-S34Q-CRU-W,S34Q,0 
3627,142-S34Q-ELE-W,S34Q,0 
3627,142-S34Q-OPT-W,S34Q,0 
3630,155-S12C-CRU-W,S12C,2 
3630,155-S12C-ELE-W,S12C,2 
3630,155-S12C-OPT-W,S12C,2 
3630,155-S20T-CRU-W,S20T,2 
3630,155-S20T-ELE-W,S20T,2 
3630,155-S20T-OPT-W,S20T,2 
3630,155-S34Q-CRU-W,S34Q,2 
3630,155-S34Q-ELE-W,S34Q,2 
3630,155-S34Q-OPT-W,S34Q,2 
3700,605-S12C-CRU-W,S12C,2 
3700,605-S12C-ELE-W,S12C,2 
3700,605-S12C-OPT-W,S12C,2 
3700,605-S20T-CRU-W,S20T,2 
3700,605-S20T-ELE-W,S20T,2 
3700,605-S20T-OPT-W,S20T,2 
3700,605-S34Q-CRU-W,S34Q,2 
3700,605-S34Q-ELE-W,S34Q,2 
3700,605-S34Q-OPT-W,S34Q,2 
3702,135-S12C-CRU-W,S12C,0 
3702,135-S12C-ELE-W,S12C,0 
3702,135-S12C-OPT-W,S12C,0 
3702,135-S20T-CRU-W,S20T,0 
3702,135-S20T-ELE-W,S20T,0 
3702,135-S20T-OPT-W,S20T,0 
3702,135-S34Q-CRU-W,S34Q,0 
3702,135-S34Q-ELE-W,S34Q,0 
3702,135-S34Q-OPT-W,S34Q,0 
3720,603-S12C-CRU-W,S12C,0 
3720,603-S12C-ELE-W,S12C,0 
3720,603-S12C-OPT-W,S12C,0 
3720,603-S20T-CRU-W,S20T,0 
3720,603-S20T-ELE-W,S20T,0 
3720,603-S20T-OPT-W,S20T,0 
3720,603-S34Q-CRU-W,S34Q,0 
3720,603-S34Q-ELE-W,S34Q,0 
3720,603-S34Q-OPT-W,S34Q,0 
3726,171-S12C-CRU-W,S12C,2 
3726,171-S12C-ELE-W,S12C,2 
3726,171-S12C-OPT-W,S12C,2 
3726,171-S20T-CRU-W,S20T,2 
3726,171-S20T-ELE-W,S20T,2 
3726,171-S20T-OPT-W,S20T,2 
3726,171-S34Q-CRU-W,S34Q,2 
3726,171-S34Q-ELE-W,S34Q,2 
3726,171-S34Q-OPT-W,S34Q,2 
3734,338-S12C-CRU-W,S12C,4 
3734,338-S12C-ELE-W,S12C,4 
3734,338-S12C-OPT-W,S12C,4 
3734,338-S20T-CRU-W,S20T,4 
3734,338-S20T-ELE-W,S20T,4 
3734,338-S20T-OPT-W,S20T,4 
3734,338-S34Q-CRU-W,S34Q,4 
3734,338-S34Q-ELE-W,S34Q,4 
3734,338-S34Q-OPT-W,S34Q,4 
3762,155-S12C-CRU-W,S12C,2 
3762,155-S12C-ELE-W,S12C,2 
3762,155-S12C-OPT-W,S12C,2 
3762,156-S12C-CRU-W,S12C,2 
3762,156-S12C-ELE-W,S12C,2 
3762,156-S12C-OPT-W,S12C,2 
3762,155-S20T-CRU-W,S20T,2 
3762,155-S20T-ELE-W,S20T,2 
3762,155-S20T-OPT-W,S20T,2 
3762,156-S20T-CRU-W,S20T,2 
3762,156-S20T-ELE-W,S20T,2 
3762,156-S20T-OPT-W,S20T,2 
3762,155-S34Q-CRU-W,S34Q,2 
3762,155-S34Q-ELE-W,S34Q,2 
3762,155-S34Q-OPT-W,S34Q,2 
3762,156-S34Q-CRU-W,S34Q,2 
3762,156-S34Q-ELE-W,S34Q,2 
3762,156-S34Q-OPT-W,S34Q,2 
3786,142-S12C-CRU-W,S12C,0 
3786,142-S12C-ELE-W,S12C,0 
3786,142-S12C-OPT-W,S12C,0 
3786,142-S20T-CRU-W,S20T,0 
3786,142-S20T-ELE-W,S20T,0 
3786,142-S20T-OPT-W,S20T,0 
3786,142-S34Q-CRU-W,S34Q,0 
3786,142-S34Q-ELE-W,S34Q,0 
3786,142-S34Q-OPT-W,S34Q,0 
3823,182-S12C-CRU-W,S12C,0 
3823,182-S12C-ELE-W,S12C,0 
3823,182-S12C-OPT-W,S12C,0 
3823,182-S20T-CRU-W,S20T,0 
3823,182-S20T-ELE-W,S20T,0 
3823,182-S20T-OPT-W,S20T,0 
3823,182-S34Q-CRU-W,S34Q,0 
3823,182-S34Q-ELE-W,S34Q,0 
3823,182-S34Q-OPT-W,S34Q,0 
3824,610-S12C-CRU-W,S12C,2 
3824,610-S12C-ELE-W,S12C,2 
3824,610-S12C-OPT-W,S12C,2 
3824,610-S20T-CRU-W,S20T,2 
3824,610-S20T-ELE-W,S20T,2 
3824,610-S20T-OPT-W,S20T,2 
3824,610-S34Q-CRU-W,S34Q,2 
3824,610-S34Q-ELE-W,S34Q,2 
3824,610-S34Q-OPT-W,S34Q,2 
3838,625-S12C-CRU-W,S12C,2 
3838,625-S12C-ELE-W,S12C,2 
3838,625-S12C-OPT-W,S12C,2 
3838,625-S20T-CRU-W,S20T,2 
3838,625-S20T-ELE-W,S20T,2 
3838,625-S20T-OPT-W,S20T,2 
3838,625-S34Q-CRU-W,S34Q,2 
3838,625-S34Q-ELE-W,S34Q,2 
3838,625-S34Q-OPT-W,S34Q,2 
3857,244-S12C-CRU-W,S12C,2 
3857,244-S12C-ELE-W,S12C,2 
3857,244-S12C-OPT-W,S12C,2 
3857,244-S20T-CRU-W,S20T,2 
3857,244-S20T-ELE-W,S20T,2 
3857,244-S20T-OPT-W,S20T,2 
3857,244-S34Q-CRU-W,S34Q,2 
3857,244-S34Q-ELE-W,S34Q,2 
3857,244-S34Q-OPT-W,S34Q,2 
3867,610-S12C-CRU-W,S12C,2 
