Store #,City,Category,Declaration Category,Declared Items,UPC ,Cat,Sub-Cat,Action Needed,Reporting Category
3107,SAN ANTONIO,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
3107,SAN ANTONIO,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
3107,SAN ANTONIO,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
3107,SAN ANTONIO,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women
3107,SAN ANTONIO,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,7874222979,4,5,,Juice - Women
3107,SAN ANTONIO,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
3107,SAN ANTONIO,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
3107,SAN ANTONIO,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
3107,SAN ANTONIO,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
3107,SAN ANTONIO,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
3107,SAN ANTONIO,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
3107,SAN ANTONIO,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
3107,SAN ANTONIO,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
3107,SAN ANTONIO,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
3107,SAN ANTONIO,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
3107,SAN ANTONIO,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
3107,SAN ANTONIO,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
3107,SAN ANTONIO,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
3107,SAN ANTONIO,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
3107,SAN ANTONIO,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
3107,SAN ANTONIO,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
3107,SAN ANTONIO,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
3107,SAN ANTONIO,Milk,Whole Milk Quart,DFA OAK FARMS WHOLE QT-032OZ,4127100411,50,1,,Milk
3107,SAN ANTONIO,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
3107,SAN ANTONIO,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
3107,SAN ANTONIO,Milk,1% Milk Quart,DFA OAK FARMS 1% QT-032OZ,7002635126,52,1,,Milk
3107,SAN ANTONIO,Milk,1% Buttermilk,OAK FARMS BUTTERMILK 64OZ,4127100356,1,3,,Milk
3107,SAN ANTONIO,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
3112,SAN ANTONIO,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
3112,SAN ANTONIO,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
3112,SAN ANTONIO,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
3112,SAN ANTONIO,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
3112,SAN ANTONIO,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
3112,SAN ANTONIO,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
3112,SAN ANTONIO,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
3112,SAN ANTONIO,Cheese,Cheese,GV Mont Jack - 32oz,7874209747,2,12,,Cheese
3112,SAN ANTONIO,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
3112,SAN ANTONIO,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
3112,SAN ANTONIO,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
3112,SAN ANTONIO,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
3112,SAN ANTONIO,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
3112,SAN ANTONIO,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
3112,SAN ANTONIO,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women
3112,SAN ANTONIO,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,7874222979,4,5,,Juice - Women
3112,SAN ANTONIO,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
3112,SAN ANTONIO,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
3112,SAN ANTONIO,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
3112,SAN ANTONIO,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
3112,SAN ANTONIO,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
3112,SAN ANTONIO,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
3112,SAN ANTONIO,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
3112,SAN ANTONIO,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
3112,SAN ANTONIO,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
3112,SAN ANTONIO,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
3112,SAN ANTONIO,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
3112,SAN ANTONIO,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
3112,SAN ANTONIO,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
3112,SAN ANTONIO,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
3112,SAN ANTONIO,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
3112,SAN ANTONIO,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
3112,SAN ANTONIO,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
3112,SAN ANTONIO,Milk,Whole Milk Quart,DFA OAK FARMS WHOLE QT-032OZ,4127100411,50,1,,Milk
3112,SAN ANTONIO,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
3112,SAN ANTONIO,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
3112,SAN ANTONIO,Milk,1% Milk Quart,DFA OAK FARMS 1% QT-032OZ,7002635126,52,1,,Milk
3112,SAN ANTONIO,Milk,1% Buttermilk,OAK FARMS BUTTERMILK 64OZ,4127100356,1,3,,Milk
3112,SAN ANTONIO,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
3135,FORT WORTH,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
3135,FORT WORTH,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
3135,FORT WORTH,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
3135,FORT WORTH,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
3135,FORT WORTH,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
3135,FORT WORTH,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
3135,FORT WORTH,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
3135,FORT WORTH,Cheese,Cheese,GV Mont Jack - 32oz,7874209747,2,12,,Cheese
3135,FORT WORTH,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
3135,FORT WORTH,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
3135,FORT WORTH,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
3135,FORT WORTH,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
3135,FORT WORTH,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
3135,FORT WORTH,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women
3135,FORT WORTH,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,7874222979,4,5,,Juice - Women
3135,FORT WORTH,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
3135,FORT WORTH,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
3135,FORT WORTH,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
3135,FORT WORTH,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
3135,FORT WORTH,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
3135,FORT WORTH,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
3135,FORT WORTH,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
3135,FORT WORTH,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
3135,FORT WORTH,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
3135,FORT WORTH,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
3135,FORT WORTH,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
3135,FORT WORTH,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
3135,FORT WORTH,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
3135,FORT WORTH,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
3135,FORT WORTH,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
3135,FORT WORTH,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
3135,FORT WORTH,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
3135,FORT WORTH,Milk,Whole Milk Quart,DFA OAK FARMS WHOLE QT-032OZ,4127100411,50,1,,Milk
3135,FORT WORTH,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
3135,FORT WORTH,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
3135,FORT WORTH,Milk,1% Milk Quart,DFA OAK FARMS 1% QT-032OZ,7002635126,52,1,,Milk
3135,FORT WORTH,Milk,1% Buttermilk,OAK FARMS BUTTERMILK 64OZ,4127100356,1,3,,Milk
3135,FORT WORTH,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
3136,HORIZON CITY,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
3136,HORIZON CITY,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
3136,HORIZON CITY,Cheese,Cheese,GV Colby 16oz,7874243020,2,12,,Cheese
3136,HORIZON CITY,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
3136,HORIZON CITY,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
3136,HORIZON CITY,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
3136,HORIZON CITY,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
3136,HORIZON CITY,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
3136,HORIZON CITY,Cheese,Cheese,GV Mont Jack - 32oz,7874209747,2,12,,Cheese
3136,HORIZON CITY,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
3136,HORIZON CITY,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
3136,HORIZON CITY,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
3136,HORIZON CITY,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
3136,HORIZON CITY,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
3136,HORIZON CITY,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
3136,HORIZON CITY,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women
3136,HORIZON CITY,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
3136,HORIZON CITY,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
3136,HORIZON CITY,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
3136,HORIZON CITY,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
3136,HORIZON CITY,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
3136,HORIZON CITY,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
3136,HORIZON CITY,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
3136,HORIZON CITY,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
3136,HORIZON CITY,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
3136,HORIZON CITY,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
3136,HORIZON CITY,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
3136,HORIZON CITY,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
3136,HORIZON CITY,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
3136,HORIZON CITY,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
3136,HORIZON CITY,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
3136,HORIZON CITY,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
3136,HORIZON CITY,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
3136,HORIZON CITY,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
3136,HORIZON CITY,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
3136,HORIZON CITY,Milk,1% Buttermilk,DFA PRICES 1% BUTTERMILK HG-064OZ,7544000102,1,3,,Milk
3136,HORIZON CITY,Milk,1% Milk Quart,Sarah Farms 1% Quart,78396100033,52,1,,Milk
3136,HORIZON CITY,Milk,Whole Milk Quart,Sarah Farms Whole Quart,78396100031,50,1,,Milk
3136,HORIZON CITY,Milk,Fat Free Milk Quart,Sarah Farms Fat Free Qt,78396100034,52,1,,Milk
3136,HORIZON CITY,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
3169,MANOR,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
3169,MANOR,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
3169,MANOR,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
3169,MANOR,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
3169,MANOR,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
3169,MANOR,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
3169,MANOR,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
3169,MANOR,Cheese,Cheese,GV Mont Jack - 32oz,7874209747,2,12,,Cheese
3169,MANOR,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
3169,MANOR,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
3169,MANOR,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
3169,MANOR,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
3169,MANOR,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
3169,MANOR,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
3169,MANOR,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women
3169,MANOR,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,7874222979,4,5,,Juice - Women
3169,MANOR,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
3169,MANOR,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
3169,MANOR,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
3169,MANOR,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
3169,MANOR,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
3169,MANOR,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
3169,MANOR,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
3169,MANOR,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
3169,MANOR,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
3169,MANOR,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
3169,MANOR,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
3169,MANOR,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
3169,MANOR,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
3169,MANOR,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
3169,MANOR,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
3169,MANOR,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
3169,MANOR,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
3169,MANOR,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
3169,MANOR,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
3169,MANOR,Milk,Whole Milk Quart,DFA OAK FARMS WHOLE QT-032OZ,4127100411,50,1,,Milk
3169,MANOR,Milk,1% Milk Quart,DFA OAK FARMS 1% QT-032OZ,7002635126,52,1,,Milk
3169,MANOR,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
3170,ELGIN,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
3170,ELGIN,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
3170,ELGIN,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
3170,ELGIN,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
3170,ELGIN,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
3170,ELGIN,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
3170,ELGIN,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
3170,ELGIN,Cheese,Cheese,GV Mont Jack - 32oz,7874209747,2,12,,Cheese
3170,ELGIN,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
3170,ELGIN,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
3170,ELGIN,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
3170,ELGIN,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
3170,ELGIN,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
3170,ELGIN,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
3170,ELGIN,Frozen Juice,Apple 12 oz Frozen,GV Apple 12 oz Frozen,7874235228,4,5,,Juice - Women
3170,ELGIN,Frozen Juice,Grape P 12 oz Frozen,GV Grape P 12 oz Frozen,7874222979,4,5,,Juice - Women
3170,ELGIN,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
3170,ELGIN,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
3170,ELGIN,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
3170,ELGIN,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
3170,ELGIN,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
3170,ELGIN,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
3170,ELGIN,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
3170,ELGIN,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
3170,ELGIN,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
3170,ELGIN,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
3170,ELGIN,Juice,Orange 48 oz - Non Refrigerated,Tex Sun Orange 48 oz NR,1630022005,4,5,,Juice - Women
3170,ELGIN,Juice,Orange Pineapple 48 oz,Tex Sun Orange Pineapple 48 oz,1630022006,4,5,,Juice - Women
3170,ELGIN,Juice  ,Cranberry 64 oz,GV Cranberry 64 oz,7874206692,4,4,,Juice - Children
3170,ELGIN,Milk,1% Milk Gallon,GV 1% Milk Gallon,7874235188,1,2,,Milk
3170,ELGIN,Milk,Fat Free Milk Gallon,GV Fat Free Milk Gallon,7874235189,1,2,,Milk
3170,ELGIN,Milk,1% Milk Half Gallon ,GV 1% Milk Half Gallon,7874235202,1,6,,Milk
3170,ELGIN,Milk,Fat Free Milk Half Gallon ,GV Fat Free Milk Half Gallon,7874235203,1,6,,Milk
3170,ELGIN,Milk,Whole Milk Gallon,GV Whole Milk Gallon,7874235186,51,1,,Milk
3170,ELGIN,Milk,Whole Milk Half Gallon ,GV Whole Milk Half Gallon,7874235200,51,2,,Milk
3170,ELGIN,Milk,Whole Milk Quart,DFA OAK FARMS WHOLE QT-032OZ,4127100411,50,1,,Milk
3170,ELGIN,Milk,1% Milk Quart,DFA OAK FARMS 1% QT-032OZ,7002635126,52,1,,Milk
3170,ELGIN,Juice,Grape Purple 64 oz.,GV Grape Purple 64 oz,194346283484,4,4,,Juice - Children
3198,CARROLLTON,Bread,Whole Wheat Bread,Sara Lee 100% Whole Wheat Bread,7294561103,16,1,,Bread
3198,CARROLLTON,Cheese,Cheese,GV Deluxe Sliced American ,7874235327,2,12,,Cheese
3198,CARROLLTON,Cheese,Cheese,GV Colby 16oz,7874243020,2,12,,Cheese
3198,CARROLLTON,Cheese,Cheese,GV Colby Jack 16oz,7874207964,2,12,,Cheese
3198,CARROLLTON,Cheese,Cheese,GV Med Cheddar 16oz,7874221730,2,12,,Cheese
3198,CARROLLTON,Cheese,Cheese,GV Mild Cheddar 16oz,7874237458,2,12,,Cheese
3198,CARROLLTON,Cheese,Cheese,GV Mild Cheddar 32oz,7874206773,2,12,,Cheese
3198,CARROLLTON,Cheese,Cheese,GV Mont Jack - 16oz,7874243021,2,12,,Cheese
3198,CARROLLTON,Cheese,Cheese,GV Mont Jack - 32oz,7874209747,2,12,,Cheese
3198,CARROLLTON,Cheese,Cheese,GV Mozzarella - 16oz,7874243019,2,12,,Cheese
3198,CARROLLTON,Cheese,Cheese,GV Mozzarella -32oz,7874211907,2,12,,Cheese
3198,CARROLLTON,Cheese,Cheese,GV Sharp Cheddar 16oz,7874243022,2,12,,Cheese
3198,CARROLLTON,Cheese,Cheese,GV Sharp Cheddar 32oz,7874214878,2,12,,Cheese
3198,CARROLLTON,Cheese,Cheese,Frigo String Cheese,4171623216,2,12,,Cheese
3198,CARROLLTON,Cheese,Cheese,GV XSharp Cheddar 16oz,7874206257,2,12,,Cheese
3198,CARROLLTON,Frozen Juice,Orange 12 oz - Other Pulp Free Frozen ,GV Orange Pulp Free 12 oz Frozen,7874212237,4,5,,Juice - Women
3198,CARROLLTON,Frozen Juice,Orange 12 oz Frozen,GV Orange 12 oz Frozen,7874237167,4,5,,Juice - Women
3198,CARROLLTON,Juice,Apple 64 oz.,GV Apple 64 oz,7874208819,4,4,,Juice - Children
3198,CARROLLTON,Juice,Cranberry Grape 64 oz,GV Crangrape 64 oz,7874206990,4,4,,Juice - Children
3198,CARROLLTON,Juice,Grape White 64 oz.,GV Grape White 64 oz,7874222689,4,4,,Juice - Children
3198,CARROLLTON,Juice,Orange 64 oz - Non Refrigerated,GV Orange 64 oz NR- 7874229660,7874229660,4,4,,Juice - Children
3198,CARROLLTON,Juice,Pineapple 64 oz,GV Pineapple 64 oz NR,7874201467,4,4,,Juice - Children
3198,CARROLLTON,Juice,Tomato 64 oz,GV Tomato 64 oz,7874206209,4,4,,Juice - Children
3198,CARROLLTON,Juice,Vegetable 64 oz,GV Vegetable 64 oz,7874206203,4,4,,Juice - Children
3198,CARROLLTON,Juice,Apple 48 oz.,Tex Sun Apple 48 oz,1630022001,4,5,,Juice - Women
