Store,BU,Reg,Mkt,Store_nbr,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Total
5669,NORTH BU,53,442,5669,39904.9,42693.4,46524.43,49232.3,46813.3,42198.45,37889.3,40570,45835.235,52541.15,68218.375,61691.57,574112.41
5670,NHM BU,72,548,5670,2724.3,3037.4,2761.48,2731.4,3403,3297.55,3747.2,2993.4,6553.35,3339.77,4448.93,4098.805,43136.585
5671,SOUTHEAST BU,9,110,5671,25473.6,31661.45,28399.57,31040.35,35392.05,32278.3,34626.5,35081.45,27203,32514.68,43863.505,36217.665,393752.12
5672,SOUTHWEST BU,5,51,5672,12561.4,15053.45,14231.38,15689.24,18149.05,16497.7,18492.7,16318.23,17493.29,18281.6,26127.7,21459.765,210355.505
5673,SOUTHWEST BU,5,51,5673,14053.2,15940.05,15214.84,17602.7,21334.05,19580.15,19365.1,18392.66,18039.88,17621.95,24379.22,20200.525,221724.325
5675,NHM BU,64,570,5675,5373.1,5601.2,5000.25,5316.5,6536.1,5815.35,5821.84,5173.74,5507.8,4353.64,4470.44,3985.33,62955.29
5676,WEST BU,54,380,5676,11902.35,11892.65,10728.01,11154.59,12169.8,11729.95,10512.38,10351.49,9450.96,11589.61,14251.21,13747.625,139480.625
5683,NHM BU,61,552,5683,19369.7,18319.3,19395.79,16093.8,17128.05,17016,15417.55,15435.5,13769.31,15392.38,18310.19,14676.65,200324.22
5684,NHM BU,61,551,5684,25288.9,27476.3,24846.86,23327.35,31841.6,28502.15,31003.65,26648.95,24985.25,26004.87,30285.41,28153.23,328364.52
5686,WEST BU,57,448,5686,27462.95,29612.65,28453.75,29809.27,37876.4,38455.7,44953.05,48165.88,49112.14,56234.31,74866.99,56795.685,521798.775
5689,NHM BU,61,515,5689,13131.55,11557.45,12322.96,11990.5,11205.3,12644.65,12725.8,13390.46,12707.13,14299.59,14791.02,13354.9,154121.31
5691,NHM BU,61,515,5691,12527.2,11836.8,11304.17,10929.9,14159.8,13855.6,16069.6,15974.03,15426.2,14110.41,18995.505,14126.445,169315.66
5692,NHM BU,72,538,5692,7390.8,5554.9,4920.98,4713.26,5258.3,5166.7,5152.46,5625.81,5139.13,6440.68,8962.37,9577.235,73902.625
5693,NHM BU,72,538,5693,2900,2944.25,2904.36,2967.63,4262.85,3323.6,3640.54,3540.5,3326.68,3799.51,6376.985,6538.44,46525.345
5695,NHM BU,59,494,5695,3850.3,5084.4,4936.22,4933.73,6507.2,6066.7,6310.1,6337.74,4951.01,5800.98,8588.7,7997.52,71364.6
5697,US Retail SD X,99,999,5697,9630.65,13880.55,8788.94,,,,,,,,,,32300.14
5700,NHM BU,64,542,5700,2404.05,2656,2157.47,2133.8,3085.1,2728.95,2833.1,2290.2,2537.74,2585.47,3930.21,4407.05,33749.14
5701,WEST BU,57,449,5701,10652.35,12777.65,11978.25,13010.95,16880.3,16257.8,15265.25,15445.28,13870.19,14888.48,18001.31,15129.395,174157.205
5702,NHM BU,64,570,5702,2697.7,2945.85,2867.94,2464.5,2210.35,2434.35,3186.55,3471.17,3305.3,3852.59,5158.55,4762.33,39357.18
5703,SOUTHEAST BU,11,137,5703,22403.4,21883.25,19378.54,20325.75,24296.7,26189.45,26129.75,25465.34,26541.78,27207.59,43742.49,34648.105,318212.145
5704,NHM BU,72,488,5704,4995.95,4509.9,4990.75,5719.78,5986.9,6026.95,6422.36,6885.93,11083.19,7143.96,8918.53,7292.925,79977.125
5705,EAST BU,4,37,5705,10573.7,12924.1,10944.6,13911.95,22865.1,22233.05,14938.6,12982.32,11839.24,11306.06,18785,14485.56,177789.28
5706,SOUTHEAST BU,42,324,5706,22098.4,25050.5,22958.98,22651.28,26105.1,26520.15,25401.45,25246.59,25945.73,27397.48,40674.1,38380.115,328429.875
5707,SOUTHWEST BU,5,52,5707,52252.45,52898,52176.34,51790.17,55184.35,54878,57800.51,54728.84,55313.8,53608.695,71153.59,60366.795,672151.54
5709,SOUTHEAST BU,2,19,5709,19724.15,22192.35,20586.76,21994.2,25333.6,25880.1,27871.35,29318.48,29475.67,31239.29,43753.39,35151.86,332521.2
5710,WEST BU,56,450,5710,32628.65,38027,35312.78,39505.35,43673.9,44103.8,43769,45674.19,41566.68,44723.555,60541.465,49336.15,518862.52
5713,SOUTHWEST BU,7,88,5713,7337.55,7855.15,8017.65,8532.25,11024.95,9026.2,10039.25,8669.11,10172.51,9722.67,14386.435,11639.235,116422.96
5715,NHM BU,64,528,5715,2644.15,2498.4,2832.72,3070.65,3199.2,3274,3610.4,2703.57,3141.79,3045.45,4600.06,4906.31,39526.7
5716,NHM BU,59,566,5716,2069.75,2306.95,2367.22,2645.55,3167.5,3097.55,3407.35,3168.05,2945.85,3531.31,4573.25,4240.88,37521.21
5717,SOUTHWEST BU,7,505,5717,39067.5,44290.9,42869.3,44214.15,50413.5,48236.1,50649.35,51594.61,55024.39,58996.8,79872.59,66285.11,631514.3
5719,NHM BU,72,103,5719,8156.55,8803.95,8948.9,9507.1,10036.95,8853.6,8793.97,9320.41,11452.74,8330.76,12922.245,9686.74,114813.915
5722,NHM BU,64,543,5722,6886.05,6946.25,6598.41,6119.15,6895.1,6859.5,7058.22,9561.37,6242.31,7075.77,9250.54,13640.065,93132.735
5725,NHM BU,61,9,5725,5994.7,5393.7,6124.47,5962.9,7637.25,6805.25,6257.14,5723.59,6046.6,6255.95,9371.005,7457.785,79030.34
5726,NHM BU,64,526,5726,3712.7,3802.9,3399.9,3783.7,4665.95,3864.3,3935.35,3760.56,4237.73,4197.31,5423.46,5189.015,49972.875
5727,SOUTHEAST BU,9,115,5727,12150.8,12790.8,12234.17,13529.24,15579.85,14074.95,16777.15,17401.89,16622.82,17184.77,24382.11,19979.34,192707.89
5728,NORTH BU,41,254,5728,20333.2,25469.4,21629.04,22353.25,24998.6,26731.14,33564.47,28293.97,26020.54,30581.96,42147.9,29518.36,331641.83
5731,EAST BU,75,291,5731,8671.25,10795.9,9861.74,10793.19,12815.95,14451.95,15898.3,16006.65,15431.15,16082.23,21935.62,19455.035,172198.965
5732,EAST BU,17,190,5732,25364.05,25997.5,22673.9,23070.15,25835.25,23574.75,27286.15,30974.07,28460.08,34066.88,45130.965,43006.04,355439.785
5734,NHM BU,59,498,5734,3755.4,3887.9,3706.47,3555.52,4803.15,4905.45,5266.4,5251.18,8759.98,6512.75,9679.52,9724.79,69808.51
5735,SOUTHEAST BU,2,30,5735,24751.35,29329.05,25734.34,27803.92,31289.5,30386.8,32828.35,25113.9,28299.805,39284.735,56628.01,42654.86,394104.62
5737,NHM BU,72,537,5737,9269.6,7290.4,6662.8,5962.65,6738.85,7065.2,8142.25,6908.44,7372.12,7280.72,9530.13,10751.285,92974.445
5738,NHM BU,72,534,5738,4015.55,3927.8,3802.9,4162.85,5072.75,4508.15,5460.9,5676.38,5093.02,5875.88,8180.695,7241.81,63018.685
5740,NHM BU,72,545,5740,7511.2,6836.55,5531.54,6883.7,8299.6,7886.05,8396.4,9579.85,9450.56,9603.85,11167.17,11920.26,103066.73
5741,NHM BU,72,559,5741,5160.55,5113.05,5232.72,5199.8,6042.8,5667.85,5786.05,6364.78,7010.69,5482.43,8698.2,6992.06,72750.98
5743,EAST BU,26,299,5743,22147.2,26134.85,24225.34,28068.5,34599.5,35230.65,39882.15,35075.02,33459.96,42349.795,53430.995,45518.775,420122.735
5744,NHM BU,72,545,5744,7628.3,8828.4,7668.91,7903.45,9694.8,9086.4,10425,9959.75,9623.65,10256.15,13204.02,13473.575,117752.405
5745,EAST BU,26,305,5745,16710.9,20586.6,19923.84,19992,23505.75,24173.65,27686.7,22327.54,18750.58,22876.48,33065.97,26709.98,276309.99
5747,EAST BU,26,306,5747,4977.55,6657.95,5800.1,5624.7,8846.9,8155.75,8377.73,8833.9,7936.37,10717.45,15359.96,13565.86,104854.22
5748,WEST BU,52,414,5748,23295.6,17135.7,12630.98,10613.15,11982.9,11861.25,13349.04,13966.305,12252.75,14134.53,22318.93,16699.38,180240.515
5751,WEST BU,56,451,5751,8600.85,10413.3,10325.49,10424.5,12466.9,11682.65,13103.45,12412.29,12062.18,12302.96,16851.215,13257.5,143903.285
5752,EAST BU,17,577,5752,89301.5,83775,69496.95,62574.63,64398.35,69174.85,68056.92,69998.03,72760.8,81739.4,107705.385,95486.135,934467.95
5753,EAST BU,76,283,5753,85617.95,94735.9,90495.77,88012.12,92302.75,95604.8,103690.41,97675,107057.66,107780.3,122329.285,119213.44,1204515.385
5754,NHM BU,59,502,5754,4408.65,4682.4,4435.52,4376.15,5413,5493.3,6088.1,5580.44,4983.35,4446.1,8783.94,7761.68,66452.63
5755,NHM BU,59,502,5755,6945.65,6023.7,5575.13,5769.85,6922,8709.55,10110.55,7720.39,7827.93,7535.37,11531.97,12903.27,97575.36
5758,NHM BU,72,488,5758,2355.75,3063.9,2470.57,2776.51,4031.25,3146.8,3301.05,3480.5,5726.01,3216.11,4763.66,3594.035,41926.145
5759,NHM BU,72,488,5759,2325.9,2350.65,2219.13,2406.25,2812.75,2928.5,3009.1,2735.99,4424.34,2720.54,3628.1,3269.95,34831.2
5760,NHM BU,72,548,5760,4729.3,4881,4503.05,3976.33,4007.6,3324.25,3197.2,3400.7,5748.08,4852.01,6920.49,6031.94,55571.95
5761,NORTH BU,19,197,5761,13827.05,12100.3,10710.79,13274.38,14394.75,14690.1,14651.1,14353.56,12935.56,12667.24,21812.52,18703.37,174120.72
5763,WEST BU,54,403,5763,14570.85,14961.85,15980.39,17554,20146.8,20365.3,20494.93,18264.09,19864.08,19816.67,27122.34,21284.895,230426.195
5764,SOUTHWEST BU,5,479,5764,52849.75,60380.5,44024.35,41830.35,44675.75,43089.3,48221.44,50678.04,54341.9,54984.115,67021.11,54673.095,616769.7
5766,WEST BU,56,451,5766,6001.9,6510.45,6184.85,7521.65,8867.25,9177,8466.45,7855.98,7581.95,7900.77,11402.285,8756.825,96227.36
5767,NHM BU,59,494,5767,3915.15,4317.15,4289.68,3482.17,5278.1,5852.75,4816.8,3467.99,3252.14,3329.43,5071.18,4780.445,51852.985
5768,SOUTHWEST BU,46,371,5768,36989.8,36023.7,39075.99,29011.15,28700.4,26283.45,38210.2,40432.41,39621.92,37877.47,35001.16,34156.09,421383.74
5769,NHM BU,72,544,5769,10933.45,9847.5,9836.18,8707.1,11007.55,10088.7,12216.75,14351.71,13241.68,16045.04,18775.77,16898.72,151950.15
5771,NHM BU,72,545,5771,5243.05,5132.55,3691.03,4500.25,5309.2,5280.5,6810.55,6440.43,5539.78,5856.63,8307.35,7580.475,69691.795
5772,SOUTHEAST BU,3,95,5772,24559.05,22955.25,21988.12,23544.8,28022.95,26164.9,27506.75,25202.42,23995.54,29590.19,41381.94,33061.3,327973.21
5773,NHM BU,64,541,5773,3897.25,4347.2,3931.19,4085.1,4763.6,4601.3,4798.35,7803.97,5758.63,6650.15,8738.71,13463.515,72838.965
5774,NHM BU,64,543,5774,6676.55,6605.45,8186.25,7950.2,9361.55,8812.8,8082.2,12100.1,8545.51,8831.28,13277.6,14129.84,112559.33
5776,NHM BU,64,543,5776,4631.25,4968.6,4611.22,4537.8,5569.15,5382.3,6398.2,6930.57,6015.1,6299.99,8843.27,8985.355,73172.805
5777,EAST BU,17,162,5777,17317.55,20614.1,17388.44,17830.05,20801.35,19000.55,20908.76,22102.97,26054.45,30453.27,33977.69,27350.15,273799.33
5779,EAST BU,75,508,5779,2457.25,3111.1,2857.84,3222.83,5943.25,7601.35,8382.55,8698.85,8848.5,10728.34,14758.34,13453.04,90063.24
5780,NHM BU,72,492,5780,4844.6,4986,5070.78,5425.75,6457.5,6543.65,6456.7,7363.78,6463.62,7748.92,9458.075,9370.005,80189.38
5782,NHM BU,64,526,5782,4212.3,4248.7,3610.39,3414.5,4228.95,4021.4,4788.2,4595.23,4794.31,4473.27,6395.95,4924.075,53707.275
5786,SOUTHEAST BU,2,18,5786,5966.45,7720.5,6788.98,7036.45,8804.25,10317.25,10429.9,10363.57,10476.44,11229.405,16127.155,13613.505,118873.855
5787,EAST BU,4,310,5787,19319.2,21274.4,21084.93,22813.15,24984.35,24126.95,26393.95,25948.4,25660.19,28074.53,37154.65,32897.535,309732.235
5789,NHM BU,72,537,5789,4868.45,5404.7,4898.18,4577,5696.1,5539.05,5755.54,5103.01,5055.88,5206.73,7569.91,8103.49,67778.04
5790,NHM BU,72,537,5790,3797,3777,4032.64,3551,4485.5,5041.85,5049.26,4720.2,4153.6,4161.94,6785.06,6780.205,56335.255
5791,NHM BU,72,538,5791,1770.45,1877.35,1867.05,1676,2262.25,2180,2676.26,2553.7,2572.57,2718.55,4216.525,4368.115,30738.82
5795,EAST BU,22,284,5795,11872.15,13752.35,12412.15,12131.4,14510.7,13984.35,16029.85,16743.65,15695.29,17676.79,24725.415,21847.045,191381.14
5797,SOUTHEAST BU,3,27,5797,10780.8,11004.45,9464.75,10823.95,11850.75,12266.95,12045.54,11900.66,10879.81,12316.57,19766.48,18416.32,151517.03
5799,SOUTHWEST BU,46,367,5799,10100,11592.35,9806.93,11143.86,12963.7,13062.5,12355.3,12479.51,12796.07,11704.54,14693.62,12235.6,144933.98
5804,NHM BU,59,494,5804,7574.5,14208.7,7647.95,4173.42,4323.55,4113.6,4683.2,4217.56,4642.91,5482.95,7701.17,7523.18,76292.69
5805,NHM BU,64,533,5805,2956.5,2874.55,2545.75,2626.3,2824.85,3024.3,2798.4,3683.43,3287.33,3474.6,4930.06,4972.64,39998.71
5806,WEST BU,52,412,5806,9586.7,10507.65,8798.55,8841.4,8819.8,8800.7,10113.3,9541.29,9624.54,11180.18,16145.44,14690.62,126650.17
5807,WEST BU,57,465,5807,76090.55,77984.9,77655.42,75000.12,80009.5,99475.9,90995.6,87639.62,87485.835,92058.395,103660.525,95925.175,1043981.54
5808,SOUTHWEST BU,6,569,5808,5060.6,7127.35,5325.14,5793.6,7132.4,6797.82,7085.67,6236.02,6640.82,6672.6,8856.09,7626.505,80354.615
5809,SOUTHWEST BU,6,80,5809,9073.9,10656.05,10140.97,11560.68,14133.45,11800.8,12469.25,12046.3,13487.01,13575.425,18776.31,13489.785,151209.93
5810,SOUTHWEST BU,5,49,5810,18027.5,21396.6,19739.21,20244.95,25186.4,22087.75,21177.28,20000.53,21481.07,21826.81,26624.01,26003.49,263795.6
5812,SOUTHEAST BU,2,18,5812,7224.65,11052.2,8115.85,8561.15,10203.95,11404.85,12332.86,12377.93,14325.23,15507.95,18001.07,13527.255,142634.945
5813,NHM BU,59,497,5813,2193.9,1998.4,2265.18,2296.45,2356.3,2381.7,2916.55,2641.6,2493.64,3248.68,3952.84,4894.89,33640.13
5814,SOUTHEAST BU,2,24,5814,14407.75,17454.15,14148.73,16075.97,18095.3,18230.35,18749.2,18071.67,18741.15,17786.26,27469.46,20179.555,219409.545
5815,NHM BU,59,554,5815,1923.3,1858.2,1910.32,2090.59,1993.3,1765.4,2229.4,2437.78,2106.6,2133,2856.3,3998.815,27303.005
5816,NHM BU,72,549,5816,3706.45,4179.75,4024.41,4131.54,4424.6,4207.7,4407.35,5545.88,6045.18,4994.44,6474.49,6454.53,58596.32
5817,NHM BU,72,549,5817,5681,6238.95,5683.01,4997.4,6330.6,6735.3,6181.25,8025.71,8840.02,7574.66,10157.1,9446.875,85891.875
5818,NHM BU,72,549,5818,2532.65,2315.2,2433.11,2627.2,3226.05,3049.75,3317.6,3995.62,4935.34,3522.79,4526.94,4405.32,40887.57
5819,NHM BU,72,549,5819,11541.3,12014.9,12529.47,11603.75,8289.05,7512.4,8868.2,9415.39,10548.27,8116.83,12427.115,11437.86,124304.535
5820,NHM BU,72,549,5820,1345.1,1514.95,1263.42,1418.18,1700.9,1859.5,1737.35,2977.81,3340.12,2336.99,3251.9,3199.215,25945.435
5823,SOUTHWEST BU,5,583,5823,48527.95,49019.5,45576.85,55103.55,82371.1,70129.2,69575.15,56007.18,62463.99,61044.76,71445.01,72415.39,743679.63
5824,NHM BU,64,561,5824,4326.95,4743.25,5044.06,4553.55,5749.6,5016.3,5862.75,4731.71,5313.86,5960.9,7077.57,9150.315,67530.815
5826,NHM BU,72,102,5826,2917.6,3155.4,3035.55,3513.59,4529.5,3768.7,3750.25,4328.79,8857.01,4847.9,6195.97,4913.24,53813.5
5828,NHM BU,61,490,5828,4071.3,4762.1,4429.89,3960.15,4254.4,4627.2,3983.95,3494.7,4039.04,5105.04,6640.155,6661.5,56029.425
5829,NHM BU,59,500,5829,4043.1,3704.35,3069.86,3404.35,3898.65,3662.4,4843.05,3889.05,3448.49,3865.72,5055.31,5315.5,48199.83
5831,NHM BU,72,548,5831,3081.55,3643.1,2835.44,2923.95,4188,4029.5,4053.3,3116.23,6237.31,3745.9,4885.84,4149.26,46889.38
5832,NHM BU,64,543,5832,6768.55,7067.9,7089.83,6547.05,7412.75,5558.95,8140.95,10594.8,8406.77,7542.89,11836.04,13613.905,100580.385
5835,SOUTHWEST BU,46,370,5835,5218.45,6638.7,5311.4,5183.69,6564.25,6340.7,6783.1,7161.27,6412.07,7113.01,9498.185,7665.625,79890.45
5837,NHM BU,72,534,5837,9624.65,7604.8,7555.37,6105.3,11258.65,8782.45,9526.85,9582.91,9896.13,11553.34,13964.785,13455.005,118910.24
5839,WEST BU,56,468,5839,20020,23659.4,20034.5,21517.55,26161.05,25973.3,22409.25,22093.97,22212.6,24381.95,35789.34,31060.24,295313.15
5840,NHM BU,64,507,5840,4930.05,3943.85,3791.38,3543.65,3747,3800,4012.91,3815.77,3655.26,4821.17,6503.54,7184.995,53749.575
5841,WEST BU,56,399,5841,20546.95,24783.35,23006.25,24468.87,29153.3,29745.95,31527.4,29317.56,28044.76,25388.875,41260.945,32810.675,340054.885
5842,NORTH BU,19,197,5842,19095.85,23955.6,20411.77,19766.32,24695.1,24182.05,23510.5,23787.24,22273.79,24855.835,37239.63,34693.52,298467.205
5843,WEST BU,56,450,5843,10502.65,9606.05,11451.42,11971.65,14204.6,14464.9,15999.15,15541.78,16229.53,17124.745,22488.445,20632.295,180217.215
5844,NORTH BU,19,206,5844,35884.49,41955.54,26362.12,24059.01,34813.37,36797.08,28778,28489.13,38795.51,44507.47,59139.5,57368.04,456949.26
5845,SOUTHEAST BU,14,15,5845,15574.2,17498.8,16326.41,18121.85,21207,19744.6,20699.05,20609.76,21458.37,21721.44,31261.92,26561.22,250784.62
5846,NHM BU,72,559,5846,4099.1,4383.45,4602.42,4198.04,5371.6,5273.65,4901.45,6302.47,9460.29,5696.27,7818.82,6060.41,68167.97
5847,EAST BU,75,290,5847,5325.6,6164.15,5433.27,5307.75,6373.6,7262.4,8029.08,8023.59,8882.47,9127.16,12239.72,8921.435,91090.225
5848,WEST BU,56,454,5848,3508.25,3551.3,3704.93,4374,5646.55,5377.15,4741.3,4219.65,4106.72,5422.02,9721.76,5504.73,59878.36
5851,EAST BU,26,301,5851,14857.5,17083.35,17325.87,14881.71,18061.7,22738.4,21864.75,19472.375,15812.67,18002.4,26354.48,19062.07,225517.275
5853,WEST BU,60,467,5853,15128.7,18888.5,16617.47,19006.57,22271.15,22355.1,22687.85,22215.66,19919.23,18984.935,26877.44,23479.055,248431.66
5854,SOUTHEAST BU,9,110,5854,44028.05,49844.2,50666.79,54715.8,58798.35,50553.55,52584.28,37018.36,27497.79,27452.99,37032.07,30176.71,520368.94
5855,NHM BU,61,491,5855,2281.35,2728.25,1768.9,1841.75,2309.1,1826.2,1748.9,1849.12,1877.35,2388.06,3746.22,3897.34,28262.54
5857,NORTH BU,21,219,5857,12016.4,14208.15,11999.43,12837.9,14688.25,14725.8,15436.35,13776.42,13672.54,13962.02,19424.98,20346.04,177094.28
5858,SOUTHWEST BU,46,367,5858,12377.15,13929.45,13639.72,14278.5,16800.5,18124.35,17814.45,17460.21,18425.45,19226.85,24950.59,20856.365,207883.585
5859,WEST BU,57,581,5859,31192.1,36974.2,36707.89,39228.85,43347.65,43829.45,45387.5,43734.25,39844.22,43397.47,52281.86,47538.81,503464.25
5861,WEST BU,60,472,5861,3085.7,3666.15,3231.65,3475.85,4302.25,5351.7,4839.85,5042.82,4928.89,5100.25,7812,6727.045,57564.155
5863,NHM BU,64,533,5863,5800,5300.95,5288.15,4766.5,4808.85,4584.85,4466.36,3962.14,4395.8,5044.59,5681.15,6041.5,60140.84
5864,WEST BU,56,455,5864,10913.85,10832.7,10665.14,11542.55,13973.05,12931.3,13680.15,13730.43,13337.515,13888.16,15668.135,13923.85,155086.83
5866,SOUTHWEST BU,5,56,5866,14207.35,14258,15298.23,16454.3,17942.25,16231.05,18053.6,17036.3,18453.88,17023.52,23920.8,20476.875,209356.155
5867,EAST BU,17,176,5867,115185.14,122991.05,102031.09,93455.32,82984.09,92292.33,97339.9,122677.56,140487.87,151086.435,172364.135,163709.965,1456604.885
5869,WEST BU,60,475,5869,8702,9907,9651.14,9705.85,10254.65,10176.05,11712.95,10723.06,9631.85,10372.21,14301.35,12324.4,127462.51
5871,SOUTHEAST BU,9,91,5871,12187.25,12197.35,11387.96,13862.07,15273.85,14214.75,14615.02,16005.44,15963.62,14179.72,20686.62,17977.725,178551.375
5872,SOUTHEAST BU,14,15,5872,10820.05,25537.75,17090.95,24020.85,49705.4,65264.6,29578.25,19561.73,25387.78,16690.77,19156.72,15737.245,318552.095
5874,WEST BU,57,465,5874,2329.1,2260.75,2493.65,2378.65,3989.85,3643.6,4197.05,2947.48,3080.07,4079.72,8996.34,4821.235,45217.495
5875,NHM BU,72,559,5875,3542.75,3120.6,3352.06,3120.92,4003.15,4134.3,3672.45,4174.74,5218.21,3445.32,4905.91,4500.3,47190.71
5876,NHM BU,72,548,5876,3531.85,3668.1,3630.51,4141.75,5439.35,5473.65,5603.4,4886.86,6344.95,4828.09,6558.21,5318.655,59425.375
5879,EAST BU,26,306,5879,31563.6,48049.9,55170.98,49598.15,45767.25,55345.8,67364.25,48574.99,32329.86,31683.71,46815.665,33322.52,545586.675
5880,EAST BU,76,292,5880,13405.35,14251.45,12946.97,13137.46,17164.45,15545.15,17370.84,15844.12,16736.25,16645.81,25665.53,23164.595,201877.975
5881,EAST BU,22,166,5881,71771.45,88840.46,80985.89,80186.95,77565,89226.45,91010.67,85202.59,91204.04,96674.65,117471.92,119854.925,1089994.995
5882,SOUTHEAST BU,9,108,5882,15477.1,18035.6,15976.63,17451.53,20972.75,19885.85,20214.25,19116.24,15227.2,17226.395,24707.98,20143.63,224435.155
5883,WEST BU,60,474,5883,32713.8,42121.7,36851.65,40800.95,49774.1,48211.8,47960.51,47411.61,50049.6,49875.95,66849.665,56404.13,569025.465
5884,WEST BU,56,451,5884,21932.2,17709.4,15389.08,15707.3,20119.1,19400.8,21186.05,20951.98,19493.11,20656.73,30365.67,22956.495,245867.915
5886,WEST BU,58,459,5886,6177.1,7269.25,6440.34,7461.5,10796.2,10770.05,11042.5,9990.79,9398.67,9005.4,14956.07,10471.205,113779.075
5888,EAST BU,22,234,5888,13863.95,15195.05,13655.32,13050.15,15760.2,16319,17146.2,15524.66,15329.27,17760.96,28494.02,24419.33,206518.11
5889,SOUTHWEST BU,5,53,5889,11670.6,11387.65,11416.1,12760.65,15446.45,13419.95,13099,12340.43,14502.04,13200.17,17810.24,18095.07,165148.35
5890,WEST BU,56,450,5890,17112.45,18015,18228.02,19829.1,24679.9,24084.95,23635.75,24469.58,24280.14,25738.075,34146.65,27795.665,282015.28
5891,EAST BU,22,166,5891,,,,,,,,,3296.77,42659.8,81148.61,105680.79,232785.97
5893,NORTH BU,19,203,5893,6513.45,5973.25,5480.55,6364.2,8510.75,6987.3,8252.55,7576.59,6920.71,7937.03,13414.4,10008.38,93939.16
5894,SOUTHEAST BU,9,91,5894,18362.65,21166.55,18921.33,19350.47,24051.65,21056.29,23070.1,24815.82,22006.58,21511.48,32663.55,26411.56,273388.03
5898,SOUTHWEST BU,6,78,5898,15898,17805.1,16137.66,17857.7,21954.05,19056.25,18488.15,17510.51,19759.52,19063.125,29214.81,22799.48,235544.355
5903,NHM BU,59,546,5903,6962.1,7434.75,6258.73,6790.25,8183.5,7750.45,10019.2,9846.2,6659.77,8946.47,11982.41,13876.715,104710.545
5907,NHM BU,59,546,5907,5265.2,6159.6,5866.51,6264.8,7038.25,6858,6299.45,6969.01,5197.94,7472.15,9955.47,11121.67,84468.05
5908,NHM BU,59,498,5908,3505.6,4706.4,4874.5,4752,6019.5,7401.65,6906.55,6988.49,6930.57,7389.73,11384.34,8164.51,79023.84
5911,SOUTHEAST BU,9,108,5911,5154.25,5939.7,5322.63,5901.16,6894.8,6706.35,6800.55,7295.45,5804.44,6305.75,8774.14,8400.7,79299.92
5912,SOUTHEAST BU,9,110,5912,13721.95,17430.75,15753.59,17638.27,21637.05,17883.35,20391.5,18218.71,18370.165,19007.695,28226.3,21952.585,230231.915
5922,EAST BU,75,289,5922,11928.3,12193.55,10522.97,12898.25,17162.4,17451.1,16934.2,14624.24,13732.42,13802.46,20322.895,16516.32,178089.105
5923,NHM BU,59,516,5923,3083.05,3289.25,2855.32,2731.95,4098.35,3965,6945.3,3804.36,4426.65,4026.23,5842.4,8323.34,53391.2
5925,NHM BU,59,566,5925,1791,1980.05,1802.06,1928.95,2001.3,2323.6,1604.2,2076.66,1948.5,2510.44,5178.57,4034.865,29180.195
5927,NORTH BU,40,339,5927,100774.7,110872.6,109070.95,109840.55,64336,106350.05,117524.01,103568.47,118120.17,119163.25,135561.03,92889.355,1288071.135
5929,WEST BU,60,476,5929,10729.5,12764.3,12098.55,13423.65,17054.05,18366.4,19778.5,21152.23,18418.19,20794.95,25532.01,19628.2,209740.53
5930,WEST BU,58,464,5930,11717.1,12365.55,11961.43,12876.28,16397.5,15539.05,15268.75,15240.39,14961.85,15587.455,23278.08,16955.475,182148.91
5932,SOUTHEAST BU,9,109,5932,30707.6,35418.05,32488,33568.85,37093.7,35501,42445.75,37545.84,36077.76,41414.985,47274.29,41151.12,450686.945
5935,WEST BU,60,477,5935,39003.25,50691.45,43421.3,47005.65,55849.55,57035.45,55067.55,52291.48,48404.19,48181.83,59020.47,51871.145,607843.315
5936,EAST BU,76,283,5936,30241.95,24284.85,24149.01,19852.66,22556.1,18752.8,22821.9,22403.64,23699,26201.65,38710.235,34389.465,308063.26
5938,WEST BU,58,458,5938,1842.95,2557.4,2122,2582,3792.8,3607.7,3113.9,2767.43,2714.18,2906.92,4983.05,3018.53,36008.86
5944,EAST BU,22,558,5944,54052,51211.4,50490.69,50136.45,49686.1,51739.4,52624.51,54457.06,56891.13,55096.9,66997.345,60827.81,654210.795
5945,NHM BU,72,103,5945,10639.15,10776.9,10607.75,13534.05,15142.15,13561.2,12347.2,10587.61,14475.84,12278.4,15273.38,13561.935,152785.565
5947,SOUTHWEST BU,7,505,5947,18225.5,22393.55,19308.03,20449.5,24611.4,20250.15,20620.45,21911.78,24119.65,23185.14,31405.575,24297.225,270777.95
5956,WEST BU,57,581,5956,22228.3,23844.25,22299.33,24873.2,30348.3,29309.7,28484.5,28403.43,27754.93,29200.88,39757.985,29407.335,335912.14
5957,WEST BU,54,585,5957,13094.9,13966.9,13060.3,13065.95,15801.15,13740.45,14436.59,11486.77,12659.29,15722.45,19800.04,21604.13,178438.92
5959,SOUTHWEST BU,6,63,5959,20383.55,24265.1,23093.88,25820.68,29650.75,30009.15,28828.05,26091.77,28850.56,27488.63,38950.28,34573.655,338006.055
5960,NHM BU,64,526,5960,6739.9,7368.25,7145.93,8337.25,9714.7,9026.25,9011.22,8855.37,9594.29,9611.92,10640.82,9078.895,105124.795
5962,NHM BU,64,526,5962,3039.35,3044.3,3447.53,3507.4,4055.55,3289.7,3475.85,3271.41,3933.93,4336.435,4831.71,5046.915,45280.08
