Store,Day of Week,Date,8 am -12 pm Dispense,12 pm - 4 pm Dispense,4 pm - 8 pm Dispense,10 pm-7 am Pick & Stage
780,Monday,11/7/2022,0,0,0,5
780,Tuesday,11/8/2022,4,4,4,4
780,Wednesday,11/9/2022,4,4,4,0
780,Thursday,11/10/2022,1,1,1,0
780,Friday,11/11/2022,1,1,1,0
780,Saturday,11/12/2022,1,1,1,0
780,Sunday,11/13/2022,1,1,1,0
780,Monday,11/14/2022,0,0,0,5
780,Tuesday,11/15/2022,3,3,3,4
780,Wednesday,11/16/2022,3,3,3,0
780,Thursday,11/17/2022,1,1,1,0
780,Friday,11/18/2022,1,1,1,0
780,Saturday,11/19/2022,1,1,1,0
780,Sunday,11/20/2022,1,1,1,0
780,Monday,11/21/2022,0,0,0,10
780,Tuesday,11/22/2022,6,6,6,5
780,Wednesday,11/23/2022,5,5,5,0
780,Thursday,11/24/2022,0,0,0,5
780,Friday,11/25/2022,4,4,4,0
780,Saturday,11/26/2022,1,1,1,0
780,Sunday,11/27/2022,1,1,1,0
780,Monday,11/28/2022,1,1,1,0
781,Monday,11/7/2022,0,0,0,4
781,Tuesday,11/8/2022,3,3,3,4
781,Wednesday,11/9/2022,3,3,3,0
781,Thursday,11/10/2022,3,3,3,0
781,Friday,11/11/2022,3,3,3,0
781,Saturday,11/12/2022,3,3,3,0
781,Sunday,11/13/2022,1,1,1,0
781,Monday,11/14/2022,0,0,0,6
781,Tuesday,11/15/2022,3,3,3,5
781,Wednesday,11/16/2022,3,3,3,0
781,Thursday,11/17/2022,3,3,3,0
781,Friday,11/18/2022,1,1,1,0
781,Saturday,11/19/2022,1,1,1,0
781,Sunday,11/20/2022,1,1,1,0
781,Monday,11/21/2022,0,0,0,11
781,Tuesday,11/22/2022,4,4,4,7
781,Wednesday,11/23/2022,4,4,4,0
781,Thursday,11/24/2022,0,0,0,6
781,Friday,11/25/2022,4,4,4,0
781,Saturday,11/26/2022,3,3,3,0
781,Sunday,11/27/2022,3,3,3,0
781,Monday,11/28/2022,1,1,1,0
782,Monday,11/7/2022,0,0,0,5
782,Tuesday,11/8/2022,3,3,3,4
782,Wednesday,11/9/2022,3,3,3,0
782,Thursday,11/10/2022,3,3,3,0
782,Friday,11/11/2022,3,3,3,0
782,Saturday,11/12/2022,3,3,3,0
782,Sunday,11/13/2022,1,1,1,0
782,Monday,11/14/2022,0,0,0,8
782,Tuesday,11/15/2022,4,4,4,7
782,Wednesday,11/16/2022,4,4,4,0
782,Thursday,11/17/2022,1,1,1,0
782,Friday,11/18/2022,1,1,1,0
782,Saturday,11/19/2022,1,1,1,0
782,Sunday,11/20/2022,1,1,1,0
782,Monday,11/21/2022,0,0,0,13
782,Tuesday,11/22/2022,4,4,4,8
782,Wednesday,11/23/2022,4,4,4,0
782,Thursday,11/24/2022,0,0,0,8
782,Friday,11/25/2022,4,4,4,0
782,Saturday,11/26/2022,3,3,3,0
782,Sunday,11/27/2022,3,3,3,0
782,Monday,11/28/2022,1,1,1,0
783,Monday,11/7/2022,0,0,0,3
783,Tuesday,11/8/2022,4,4,4,2
783,Wednesday,11/9/2022,4,4,4,0
783,Thursday,11/10/2022,1,1,1,0
783,Friday,11/11/2022,1,1,1,0
783,Saturday,11/12/2022,1,1,1,0
783,Sunday,11/13/2022,1,1,1,0
783,Monday,11/14/2022,0,0,0,4
783,Tuesday,11/15/2022,4,4,4,3
783,Wednesday,11/16/2022,4,4,4,0
783,Thursday,11/17/2022,1,1,1,0
783,Friday,11/18/2022,1,1,1,0
783,Saturday,11/19/2022,1,1,1,0
783,Sunday,11/20/2022,1,1,1,0
783,Monday,11/21/2022,0,0,0,6
783,Tuesday,11/22/2022,6,6,6,4
783,Wednesday,11/23/2022,4,4,4,0
783,Thursday,11/24/2022,0,0,0,3
783,Friday,11/25/2022,3,3,3,0
783,Saturday,11/26/2022,1,1,1,0
783,Sunday,11/27/2022,1,1,1,0
783,Monday,11/28/2022,1,1,1,0
784,Monday,11/7/2022,0,0,0,4
784,Tuesday,11/8/2022,4,4,4,3
784,Wednesday,11/9/2022,4,4,4,0
784,Thursday,11/10/2022,1,1,1,0
784,Friday,11/11/2022,1,1,1,0
784,Saturday,11/12/2022,1,1,1,0
784,Sunday,11/13/2022,1,1,1,0
784,Monday,11/14/2022,0,0,0,4
784,Tuesday,11/15/2022,4,4,4,3
784,Wednesday,11/16/2022,3,3,3,0
784,Thursday,11/17/2022,1,1,1,0
784,Friday,11/18/2022,1,1,1,0
784,Saturday,11/19/2022,1,1,1,0
784,Sunday,11/20/2022,1,1,1,0
784,Monday,11/21/2022,0,0,0,7
784,Tuesday,11/22/2022,7,7,7,4
784,Wednesday,11/23/2022,4,4,4,0
784,Thursday,11/24/2022,0,0,0,4
784,Friday,11/25/2022,3,3,3,0
784,Saturday,11/26/2022,1,1,1,0
784,Sunday,11/27/2022,1,1,1,0
784,Monday,11/28/2022,1,1,1,0
785,Monday,11/7/2022,0,0,0,6
785,Tuesday,11/8/2022,4,4,4,4
785,Wednesday,11/9/2022,4,4,4,0
785,Thursday,11/10/2022,1,1,1,0
785,Friday,11/11/2022,1,1,1,0
785,Saturday,11/12/2022,1,1,1,0
785,Sunday,11/13/2022,1,1,1,0
785,Monday,11/14/2022,0,0,0,5
785,Tuesday,11/15/2022,4,4,4,4
785,Wednesday,11/16/2022,4,4,4,0
785,Thursday,11/17/2022,1,1,1,0
785,Friday,11/18/2022,1,1,1,0
785,Saturday,11/19/2022,1,1,1,0
785,Sunday,11/20/2022,1,1,1,0
785,Monday,11/21/2022,0,0,0,9
785,Tuesday,11/22/2022,8,8,8,4
785,Wednesday,11/23/2022,5,5,5,0
785,Thursday,11/24/2022,0,0,0,4
785,Friday,11/25/2022,4,4,4,0
785,Saturday,11/26/2022,1,1,1,0
785,Sunday,11/27/2022,1,1,1,0
785,Monday,11/28/2022,1,1,1,0
786,Monday,11/7/2022,0,0,0,5
786,Tuesday,11/8/2022,4,4,4,4
786,Wednesday,11/9/2022,4,4,4,0
786,Thursday,11/10/2022,1,1,1,0
786,Friday,11/11/2022,1,1,1,0
786,Saturday,11/12/2022,1,1,1,0
786,Sunday,11/13/2022,1,1,1,0
786,Monday,11/14/2022,0,0,0,5
786,Tuesday,11/15/2022,4,4,4,4
786,Wednesday,11/16/2022,4,4,4,0
786,Thursday,11/17/2022,1,1,1,0
786,Friday,11/18/2022,1,1,1,0
786,Saturday,11/19/2022,1,1,1,0
786,Sunday,11/20/2022,1,1,1,0
786,Monday,11/21/2022,0,0,0,8
786,Tuesday,11/22/2022,5,5,5,4
786,Wednesday,11/23/2022,5,5,5,0
786,Thursday,11/24/2022,0,0,0,4
786,Friday,11/25/2022,4,4,4,0
786,Saturday,11/26/2022,1,1,1,0
786,Sunday,11/27/2022,1,1,1,0
786,Monday,11/28/2022,1,1,1,0
787,Monday,11/7/2022,0,0,0,5
787,Tuesday,11/8/2022,5,5,4,4
787,Wednesday,11/9/2022,5,5,4,0
787,Thursday,11/10/2022,1,1,1,0
787,Friday,11/11/2022,1,1,1,0
787,Saturday,11/12/2022,1,1,1,0
787,Sunday,11/13/2022,1,1,1,0
787,Monday,11/14/2022,0,0,0,5
787,Tuesday,11/15/2022,4,4,3,4
787,Wednesday,11/16/2022,4,4,3,0
787,Thursday,11/17/2022,1,1,1,0
787,Friday,11/18/2022,1,1,1,0
787,Saturday,11/19/2022,1,1,1,0
787,Sunday,11/20/2022,1,1,1,0
787,Monday,11/21/2022,0,0,0,11
787,Tuesday,11/22/2022,7,7,6,6
787,Wednesday,11/23/2022,6,6,5,0
787,Thursday,11/24/2022,0,0,0,6
787,Friday,11/25/2022,5,5,4,0
787,Saturday,11/26/2022,1,1,1,0
787,Sunday,11/27/2022,1,1,1,0
787,Monday,11/28/2022,1,1,1,0
788,Monday,11/7/2022,0,0,0,3
788,Tuesday,11/8/2022,4,4,4,3
788,Wednesday,11/9/2022,4,4,4,0
788,Thursday,11/10/2022,1,1,1,0
788,Friday,11/11/2022,1,1,1,0
788,Saturday,11/12/2022,1,1,1,0
788,Sunday,11/13/2022,1,1,1,0
788,Monday,11/14/2022,0,0,0,4
788,Tuesday,11/15/2022,4,4,4,3
788,Wednesday,11/16/2022,3,3,3,0
788,Thursday,11/17/2022,1,1,1,0
788,Friday,11/18/2022,1,1,1,0
788,Saturday,11/19/2022,1,1,1,0
788,Sunday,11/20/2022,1,1,1,0
788,Monday,11/21/2022,0,0,0,6
788,Tuesday,11/22/2022,6,6,6,3
788,Wednesday,11/23/2022,4,4,4,0
788,Thursday,11/24/2022,0,0,0,3
788,Friday,11/25/2022,3,3,3,0
788,Saturday,11/26/2022,1,1,1,0
788,Sunday,11/27/2022,1,1,1,0
788,Monday,11/28/2022,1,1,1,0
789,Monday,11/7/2022,0,0,0,6
789,Tuesday,11/8/2022,6,6,5,4
789,Wednesday,11/9/2022,6,6,5,0
789,Thursday,11/10/2022,1,1,1,0
789,Friday,11/11/2022,1,1,1,0
789,Saturday,11/12/2022,1,1,1,0
789,Sunday,11/13/2022,1,1,1,0
789,Monday,11/14/2022,0,0,0,7
789,Tuesday,11/15/2022,5,5,4,6
789,Wednesday,11/16/2022,5,5,4,0
789,Thursday,11/17/2022,1,1,1,0
789,Friday,11/18/2022,1,1,1,0
789,Saturday,11/19/2022,1,1,1,0
789,Sunday,11/20/2022,1,1,1,0
789,Monday,11/21/2022,0,0,0,11
789,Tuesday,11/22/2022,7,7,6,6
789,Wednesday,11/23/2022,6,6,5,0
789,Thursday,11/24/2022,0,0,0,6
789,Friday,11/25/2022,6,6,5,0
789,Saturday,11/26/2022,1,1,1,0
789,Sunday,11/27/2022,1,1,1,0
789,Monday,11/28/2022,1,1,1,0
790,Monday,11/7/2022,0,0,0,4
790,Tuesday,11/8/2022,4,4,4,3
790,Wednesday,11/9/2022,4,4,4,0
790,Thursday,11/10/2022,1,1,1,0
790,Friday,11/11/2022,1,1,1,0
790,Saturday,11/12/2022,1,1,1,0
790,Sunday,11/13/2022,1,1,1,0
790,Monday,11/14/2022,0,0,0,4
790,Tuesday,11/15/2022,4,4,4,3
790,Wednesday,11/16/2022,4,4,4,0
790,Thursday,11/17/2022,1,1,1,0
790,Friday,11/18/2022,1,1,1,0
790,Saturday,11/19/2022,1,1,1,0
790,Sunday,11/20/2022,1,1,1,0
790,Monday,11/21/2022,0,0,0,7
790,Tuesday,11/22/2022,7,7,7,4
790,Wednesday,11/23/2022,4,4,4,0
790,Thursday,11/24/2022,0,0,0,3
790,Friday,11/25/2022,3,3,3,0
790,Saturday,11/26/2022,1,1,1,0
790,Sunday,11/27/2022,1,1,1,0
790,Monday,11/28/2022,1,1,1,0
791,Monday,11/7/2022,0,0,0,5
791,Tuesday,11/8/2022,3,3,3,4
791,Wednesday,11/9/2022,3,3,3,0
791,Thursday,11/10/2022,3,3,3,0
791,Friday,11/11/2022,3,3,3,0
791,Saturday,11/12/2022,3,3,3,0
791,Sunday,11/13/2022,1,1,1,0
791,Monday,11/14/2022,0,0,0,6
791,Tuesday,11/15/2022,3,3,3,5
791,Wednesday,11/16/2022,3,3,3,0
791,Thursday,11/17/2022,1,1,1,0
791,Friday,11/18/2022,1,1,1,0
791,Saturday,11/19/2022,1,1,1,0
791,Sunday,11/20/2022,1,1,1,0
791,Monday,11/21/2022,0,0,0,10
791,Tuesday,11/22/2022,4,4,4,6
791,Wednesday,11/23/2022,4,4,4,0
791,Thursday,11/24/2022,0,0,0,5
791,Friday,11/25/2022,4,4,4,0
791,Saturday,11/26/2022,3,3,3,0
791,Sunday,11/27/2022,3,3,3,0
791,Monday,11/28/2022,1,1,1,0
792,Monday,11/7/2022,0,0,0,3
792,Tuesday,11/8/2022,4,4,4,2
792,Wednesday,11/9/2022,4,4,4,0
792,Thursday,11/10/2022,1,1,1,0
792,Friday,11/11/2022,1,1,1,0
792,Saturday,11/12/2022,1,1,1,0
792,Sunday,11/13/2022,1,1,1,0
792,Monday,11/14/2022,0,0,0,4
792,Tuesday,11/15/2022,4,4,4,3
792,Wednesday,11/16/2022,3,3,3,0
792,Thursday,11/17/2022,1,1,1,0
792,Friday,11/18/2022,1,1,1,0
792,Saturday,11/19/2022,1,1,1,0
792,Sunday,11/20/2022,1,1,1,0
792,Monday,11/21/2022,0,0,0,6
792,Tuesday,11/22/2022,6,6,6,3
792,Wednesday,11/23/2022,4,4,4,0
792,Thursday,11/24/2022,0,0,0,3
792,Friday,11/25/2022,3,3,3,0
792,Saturday,11/26/2022,1,1,1,0
792,Sunday,11/27/2022,1,1,1,0
792,Monday,11/28/2022,1,1,1,0
793,Monday,11/7/2022,0,0,0,4
793,Tuesday,11/8/2022,3,3,3,3
793,Wednesday,11/9/2022,3,3,3,0
793,Thursday,11/10/2022,3,3,3,0
793,Friday,11/11/2022,3,3,3,0
793,Saturday,11/12/2022,3,3,3,0
793,Sunday,11/13/2022,1,1,1,0
793,Monday,11/14/2022,0,0,0,5
793,Tuesday,11/15/2022,4,4,4,4
793,Wednesday,11/16/2022,4,4,4,0
793,Thursday,11/17/2022,1,1,1,0
793,Friday,11/18/2022,1,1,1,0
793,Saturday,11/19/2022,1,1,1,0
793,Sunday,11/20/2022,1,1,1,0
793,Monday,11/21/2022,0,0,0,6
793,Tuesday,11/22/2022,4,4,4,4
793,Wednesday,11/23/2022,4,4,4,0
793,Thursday,11/24/2022,0,0,0,4
793,Friday,11/25/2022,3,3,3,0
793,Saturday,11/26/2022,3,3,3,0
793,Sunday,11/27/2022,1,1,1,0
793,Monday,11/28/2022,1,1,1,0
794,Monday,11/7/2022,0,0,0,6
794,Tuesday,11/8/2022,3,3,3,4
794,Wednesday,11/9/2022,3,3,3,0
794,Thursday,11/10/2022,4,4,4,0
794,Friday,11/11/2022,3,3,3,0
794,Saturday,11/12/2022,3,3,3,0
794,Sunday,11/13/2022,1,1,1,0
794,Monday,11/14/2022,0,0,0,7
794,Tuesday,11/15/2022,3,3,3,5
794,Wednesday,11/16/2022,3,3,3,0
794,Thursday,11/17/2022,4,4,4,0
794,Friday,11/18/2022,3,3,3,0
794,Saturday,11/19/2022,3,3,3,0
794,Sunday,11/20/2022,1,1,1,0
794,Monday,11/21/2022,0,0,0,9
794,Tuesday,11/22/2022,3,3,3,6
794,Wednesday,11/23/2022,3,3,3,0
794,Thursday,11/24/2022,0,0,0,6
794,Friday,11/25/2022,4,4,4,0
794,Saturday,11/26/2022,3,3,3,0
794,Sunday,11/27/2022,3,3,3,0
794,Monday,11/28/2022,1,1,1,0
795,Monday,11/7/2022,0,0,0,4
795,Tuesday,11/8/2022,4,4,4,3
795,Wednesday,11/9/2022,4,4,4,0
795,Thursday,11/10/2022,1,1,1,0
795,Friday,11/11/2022,1,1,1,0
795,Saturday,11/12/2022,1,1,1,0
795,Sunday,11/13/2022,1,1,1,0
795,Monday,11/14/2022,0,0,0,4
795,Tuesday,11/15/2022,4,4,4,3
795,Wednesday,11/16/2022,3,3,3,0
795,Thursday,11/17/2022,1,1,1,0
795,Friday,11/18/2022,1,1,1,0
795,Saturday,11/19/2022,1,1,1,0
795,Sunday,11/20/2022,1,1,1,0
795,Monday,11/21/2022,0,0,0,8
795,Tuesday,11/22/2022,7,7,7,4
795,Wednesday,11/23/2022,4,4,4,0
795,Thursday,11/24/2022,0,0,0,4
795,Friday,11/25/2022,3,3,3,0
795,Saturday,11/26/2022,1,1,1,0
795,Sunday,11/27/2022,1,1,1,0
795,Monday,11/28/2022,1,1,1,0
796,Monday,11/7/2022,0,0,0,4
796,Tuesday,11/8/2022,3,3,3,3
796,Wednesday,11/9/2022,3,3,3,0
796,Thursday,11/10/2022,3,3,3,0
796,Friday,11/11/2022,3,3,3,0
796,Saturday,11/12/2022,3,3,3,0
796,Sunday,11/13/2022,1,1,1,0
796,Monday,11/14/2022,0,0,0,5
796,Tuesday,11/15/2022,3,3,3,4
796,Wednesday,11/16/2022,3,3,3,0
796,Thursday,11/17/2022,3,3,3,0
796,Friday,11/18/2022,3,3,3,0
796,Saturday,11/19/2022,3,3,3,0
796,Sunday,11/20/2022,1,1,1,0
796,Monday,11/21/2022,0,0,0,5
796,Tuesday,11/22/2022,3,3,3,4
796,Wednesday,11/23/2022,3,3,3,0
796,Thursday,11/24/2022,0,0,0,4
796,Friday,11/25/2022,3,3,3,0
796,Saturday,11/26/2022,3,3,3,0
796,Sunday,11/27/2022,3,3,3,0
796,Monday,11/28/2022,1,1,1,0
797,Monday,11/7/2022,0,0,0,5
797,Tuesday,11/8/2022,3,3,3,4
797,Wednesday,11/9/2022,3,3,3,0
797,Thursday,11/10/2022,3,3,3,0
797,Friday,11/11/2022,3,3,3,0
797,Saturday,11/12/2022,3,3,3,0
797,Sunday,11/13/2022,1,1,1,0
797,Monday,11/14/2022,0,0,0,5
797,Tuesday,11/15/2022,3,3,3,5
797,Wednesday,11/16/2022,3,3,3,0
797,Thursday,11/17/2022,3,3,3,0
797,Friday,11/18/2022,3,3,3,0
797,Saturday,11/19/2022,3,3,3,0
797,Sunday,11/20/2022,1,1,1,0
797,Monday,11/21/2022,0,0,0,8
797,Tuesday,11/22/2022,3,3,3,5
797,Wednesday,11/23/2022,3,3,3,0
797,Thursday,11/24/2022,0,0,0,5
797,Friday,11/25/2022,3,3,3,0
797,Saturday,11/26/2022,3,3,3,0
797,Sunday,11/27/2022,3,3,3,0
797,Monday,11/28/2022,1,1,1,0
798,Monday,11/7/2022,0,0,0,3
798,Tuesday,11/8/2022,4,4,4,3
798,Wednesday,11/9/2022,4,4,4,0
798,Thursday,11/10/2022,1,1,1,0
798,Friday,11/11/2022,1,1,1,0
798,Saturday,11/12/2022,1,1,1,0
798,Sunday,11/13/2022,1,1,1,0
798,Monday,11/14/2022,0,0,0,4
798,Tuesday,11/15/2022,4,4,4,3
798,Wednesday,11/16/2022,3,3,3,0
798,Thursday,11/17/2022,1,1,1,0
798,Friday,11/18/2022,1,1,1,0
798,Saturday,11/19/2022,1,1,1,0
798,Sunday,11/20/2022,1,1,1,0
798,Monday,11/21/2022,0,0,0,6
798,Tuesday,11/22/2022,6,6,6,4
798,Wednesday,11/23/2022,4,4,4,0
798,Thursday,11/24/2022,0,0,0,3
798,Friday,11/25/2022,3,3,3,0
798,Saturday,11/26/2022,1,1,1,0
798,Sunday,11/27/2022,1,1,1,0
798,Monday,11/28/2022,1,1,1,0
799,Monday,11/7/2022,0,0,0,4
799,Tuesday,11/8/2022,4,4,4,3
799,Wednesday,11/9/2022,4,4,4,0
799,Thursday,11/10/2022,1,1,1,0
799,Friday,11/11/2022,1,1,1,0
799,Saturday,11/12/2022,1,1,1,0
799,Sunday,11/13/2022,1,1,1,0
799,Monday,11/14/2022,0,0,0,5
799,Tuesday,11/15/2022,4,4,4,4
799,Wednesday,11/16/2022,4,4,4,0
799,Thursday,11/17/2022,1,1,1,0
799,Friday,11/18/2022,1,1,1,0
799,Saturday,11/19/2022,1,1,1,0
799,Sunday,11/20/2022,1,1,1,0
799,Monday,11/21/2022,0,0,0,9
799,Tuesday,11/22/2022,8,8,8,5
799,Wednesday,11/23/2022,5,5,5,0
799,Thursday,11/24/2022,0,0,0,4
799,Friday,11/25/2022,4,4,4,0
799,Saturday,11/26/2022,1,1,1,0
799,Sunday,11/27/2022,1,1,1,0
799,Monday,11/28/2022,1,1,1,0
800,Monday,11/7/2022,0,0,0,5
800,Tuesday,11/8/2022,5,5,4,3
800,Wednesday,11/9/2022,5,5,4,0
800,Thursday,11/10/2022,1,1,1,0
800,Friday,11/11/2022,1,1,1,0
800,Saturday,11/12/2022,1,1,1,0
800,Sunday,11/13/2022,1,1,1,0
800,Monday,11/14/2022,0,0,0,5
800,Tuesday,11/15/2022,5,5,4,4
800,Wednesday,11/16/2022,5,5,4,0
800,Thursday,11/17/2022,1,1,1,0
800,Friday,11/18/2022,1,1,1,0
800,Saturday,11/19/2022,1,1,1,0
800,Sunday,11/20/2022,1,1,1,0
800,Monday,11/21/2022,0,0,0,9
800,Tuesday,11/22/2022,6,6,5,5
800,Wednesday,11/23/2022,6,6,5,0
800,Thursday,11/24/2022,0,0,0,5
800,Friday,11/25/2022,5,5,4,0
800,Saturday,11/26/2022,1,1,1,0
800,Sunday,11/27/2022,1,1,1,0
800,Monday,11/28/2022,1,1,1,0
801,Monday,11/7/2022,0,0,0,4
801,Tuesday,11/8/2022,4,4,4,3
801,Wednesday,11/9/2022,4,4,4,0
801,Thursday,11/10/2022,1,1,1,0
801,Friday,11/11/2022,1,1,1,0
801,Saturday,11/12/2022,1,1,1,0
801,Sunday,11/13/2022,1,1,1,0
801,Monday,11/14/2022,0,0,0,4
801,Tuesday,11/15/2022,4,4,4,3
801,Wednesday,11/16/2022,4,4,4,0
801,Thursday,11/17/2022,1,1,1,0
801,Friday,11/18/2022,1,1,1,0
801,Saturday,11/19/2022,1,1,1,0
801,Sunday,11/20/2022,1,1,1,0
801,Monday,11/21/2022,0,0,0,7
801,Tuesday,11/22/2022,7,7,7,4
801,Wednesday,11/23/2022,4,4,4,0
801,Thursday,11/24/2022,0,0,0,4
801,Friday,11/25/2022,3,3,3,0
801,Saturday,11/26/2022,1,1,1,0
801,Sunday,11/27/2022,1,1,1,0
801,Monday,11/28/2022,1,1,1,0
802,Monday,11/7/2022,0,0,0,4
802,Tuesday,11/8/2022,4,4,4,3
802,Wednesday,11/9/2022,4,4,4,0
802,Thursday,11/10/2022,1,1,1,0
802,Friday,11/11/2022,1,1,1,0
802,Saturday,11/12/2022,1,1,1,0
802,Sunday,11/13/2022,1,1,1,0
802,Monday,11/14/2022,0,0,0,5
802,Tuesday,11/15/2022,4,4,4,4
802,Wednesday,11/16/2022,4,4,4,0
802,Thursday,11/17/2022,1,1,1,0
802,Friday,11/18/2022,1,1,1,0
802,Saturday,11/19/2022,1,1,1,0
802,Sunday,11/20/2022,1,1,1,0
802,Monday,11/21/2022,0,0,0,6
802,Tuesday,11/22/2022,6,6,6,3
802,Wednesday,11/23/2022,4,4,4,0
802,Thursday,11/24/2022,0,0,0,3
802,Friday,11/25/2022,3,3,3,0
802,Saturday,11/26/2022,1,1,1,0
802,Sunday,11/27/2022,1,1,1,0
802,Monday,11/28/2022,1,1,1,0
803,Monday,11/7/2022,0,0,0,4
803,Tuesday,11/8/2022,4,4,4,3
803,Wednesday,11/9/2022,4,4,4,0
803,Thursday,11/10/2022,1,1,1,0
803,Friday,11/11/2022,1,1,1,0
803,Saturday,11/12/2022,1,1,1,0
803,Sunday,11/13/2022,1,1,1,0
803,Monday,11/14/2022,0,0,0,4
803,Tuesday,11/15/2022,3,3,3,3
803,Wednesday,11/16/2022,3,3,3,0
803,Thursday,11/17/2022,1,1,1,0
803,Friday,11/18/2022,1,1,1,0
803,Saturday,11/19/2022,1,1,1,0
803,Sunday,11/20/2022,1,1,1,0
803,Monday,11/21/2022,0,0,0,8
803,Tuesday,11/22/2022,5,5,5,4
803,Wednesday,11/23/2022,4,4,4,0
803,Thursday,11/24/2022,0,0,0,4
803,Friday,11/25/2022,4,4,4,0
803,Saturday,11/26/2022,1,1,1,0
803,Sunday,11/27/2022,1,1,1,0
803,Monday,11/28/2022,1,1,1,0
804,Monday,11/7/2022,0,0,0,5
804,Tuesday,11/8/2022,4,4,4,4
804,Wednesday,11/9/2022,4,4,4,0
804,Thursday,11/10/2022,1,1,1,0
804,Friday,11/11/2022,1,1,1,0
804,Saturday,11/12/2022,1,1,1,0
804,Sunday,11/13/2022,1,1,1,0
804,Monday,11/14/2022,0,0,0,6
804,Tuesday,11/15/2022,4,4,4,5
804,Wednesday,11/16/2022,4,4,4,0
804,Thursday,11/17/2022,1,1,1,0
804,Friday,11/18/2022,1,1,1,0
804,Saturday,11/19/2022,1,1,1,0
804,Sunday,11/20/2022,1,1,1,0
804,Monday,11/21/2022,0,0,0,9
804,Tuesday,11/22/2022,6,6,6,5
804,Wednesday,11/23/2022,5,5,5,0
804,Thursday,11/24/2022,0,0,0,5
804,Friday,11/25/2022,4,4,4,0
804,Saturday,11/26/2022,1,1,1,0
804,Sunday,11/27/2022,1,1,1,0
804,Monday,11/28/2022,1,1,1,0
805,Monday,11/7/2022,0,0,0,5
805,Tuesday,11/8/2022,5,5,4,4
805,Wednesday,11/9/2022,5,5,4,0
805,Thursday,11/10/2022,1,1,1,0
805,Friday,11/11/2022,1,1,1,0
805,Saturday,11/12/2022,1,1,1,0
805,Sunday,11/13/2022,1,1,1,0
805,Monday,11/14/2022,0,0,0,5
805,Tuesday,11/15/2022,5,5,4,4
805,Wednesday,11/16/2022,5,5,4,0
805,Thursday,11/17/2022,1,1,1,0
805,Friday,11/18/2022,1,1,1,0
805,Saturday,11/19/2022,1,1,1,0
805,Sunday,11/20/2022,1,1,1,0
805,Monday,11/21/2022,0,0,0,10
805,Tuesday,11/22/2022,7,7,6,5
805,Wednesday,11/23/2022,6,6,5,0
805,Thursday,11/24/2022,0,0,0,5
805,Friday,11/25/2022,5,5,4,0
805,Saturday,11/26/2022,1,1,1,0
805,Sunday,11/27/2022,1,1,1,0
805,Monday,11/28/2022,1,1,1,0
806,Monday,11/7/2022,0,0,0,5
806,Tuesday,11/8/2022,4,4,4,4
806,Wednesday,11/9/2022,4,4,4,0
806,Thursday,11/10/2022,1,1,1,0
806,Friday,11/11/2022,1,1,1,0
806,Saturday,11/12/2022,1,1,1,0
806,Sunday,11/13/2022,1,1,1,0
806,Monday,11/14/2022,0,0,0,6
806,Tuesday,11/15/2022,4,4,4,5
806,Wednesday,11/16/2022,4,4,4,0
806,Thursday,11/17/2022,1,1,1,0
806,Friday,11/18/2022,1,1,1,0
806,Saturday,11/19/2022,1,1,1,0
806,Sunday,11/20/2022,1,1,1,0
806,Monday,11/21/2022,0,0,0,11
806,Tuesday,11/22/2022,6,6,6,6
806,Wednesday,11/23/2022,5,5,5,0
806,Thursday,11/24/2022,0,0,0,5
806,Friday,11/25/2022,5,5,5,0
806,Saturday,11/26/2022,1,1,1,0
806,Sunday,11/27/2022,1,1,1,0
806,Monday,11/28/2022,1,1,1,0
807,Monday,11/7/2022,0,0,0,5
807,Tuesday,11/8/2022,5,5,4,4
807,Wednesday,11/9/2022,5,5,4,0
807,Thursday,11/10/2022,1,1,1,0
807,Friday,11/11/2022,1,1,1,0
807,Saturday,11/12/2022,1,1,1,0
807,Sunday,11/13/2022,1,1,1,0
807,Monday,11/14/2022,0,0,0,6
807,Tuesday,11/15/2022,5,5,4,5
807,Wednesday,11/16/2022,5,5,4,0
807,Thursday,11/17/2022,1,1,1,0
807,Friday,11/18/2022,1,1,1,0
807,Saturday,11/19/2022,1,1,1,0
807,Sunday,11/20/2022,1,1,1,0
807,Monday,11/21/2022,0,0,0,10
807,Tuesday,11/22/2022,7,7,6,5
807,Wednesday,11/23/2022,6,6,5,0
807,Thursday,11/24/2022,0,0,0,5
807,Friday,11/25/2022,5,5,4,0
807,Saturday,11/26/2022,1,1,1,0
807,Sunday,11/27/2022,1,1,1,0
807,Monday,11/28/2022,1,1,1,0
808,Monday,11/7/2022,0,0,0,6
808,Tuesday,11/8/2022,4,4,4,5
808,Wednesday,11/9/2022,4,4,4,0
808,Thursday,11/10/2022,3,3,3,0
808,Friday,11/11/2022,1,1,1,0
808,Saturday,11/12/2022,1,1,1,0
808,Sunday,11/13/2022,1,1,1,0
808,Monday,11/14/2022,0,0,0,8
808,Tuesday,11/15/2022,3,3,3,7
808,Wednesday,11/16/2022,3,3,3,0
808,Thursday,11/17/2022,1,1,1,0
808,Friday,11/18/2022,1,1,1,0
808,Saturday,11/19/2022,1,1,1,0
808,Sunday,11/20/2022,1,1,1,0
808,Monday,11/21/2022,0,0,0,14
808,Tuesday,11/22/2022,4,4,4,9
808,Wednesday,11/23/2022,4,4,4,0
808,Thursday,11/24/2022,0,0,0,8
