Store,Dept,Inventory Dollars,Format
45,93,"$51,067.23",WM Supercenter
45,94,"$20,466.83",WM Supercenter
45,98,"$32,948.27",WM Supercenter
46,80,"$23,991.97",WM Supercenter
46,93,"$65,245.54",WM Supercenter
46,94,"$36,595.74",WM Supercenter
46,98,"$25,749.80",WM Supercenter
47,80,"$14,890.53",WM Supercenter
47,93,"$47,522.75",WM Supercenter
47,94,"$22,500.55",WM Supercenter
47,98,"$25,266.45",WM Supercenter
48,80,"$11,774.31",WM Supercenter
48,93,"$63,422.02",WM Supercenter
48,94,"$33,916.77",WM Supercenter
48,98,"$24,074.89",WM Supercenter
49,80,"$9,282.88",WM Supercenter
49,93,"$50,586.55",WM Supercenter
49,94,"$27,462.38",WM Supercenter
49,98,"$3,934.20",WM Supercenter
50,80,"$15,479.73",WM Supercenter
50,93,"$37,168.88",WM Supercenter
50,94,"$18,822.02",WM Supercenter
50,98,"$8,776.32",WM Supercenter
51,80,"$12,623.29",WM Supercenter
51,93,"$34,256.02",WM Supercenter
51,94,"$19,984.03",WM Supercenter
51,98,"$8,630.04",WM Supercenter
52,80,"$15,538.96",WM Supercenter
52,93,"$67,350.45",WM Supercenter
52,94,"$30,048.06",WM Supercenter
52,98,"$18,111.39",WM Supercenter
54,80,"$14,911.31",WM Supercenter
54,93,"$54,573.52",WM Supercenter
54,94,"$39,088.54",WM Supercenter
54,98,"$31,113.49",WM Supercenter
55,80,"$9,818.27",WM Supercenter
55,93,"$51,086.52",WM Supercenter
55,94,"$32,356.77",WM Supercenter
55,98,"$15,053.28",WM Supercenter
56,80,"$9,851.07",WM Supercenter
56,93,"$42,645.35",WM Supercenter
56,94,"$29,250.22",WM Supercenter
56,98,"$8,394.58",WM Supercenter
58,80,"$20,996.54",WM Supercenter
58,93,"$70,703.02",WM Supercenter
58,94,"$40,888.71",WM Supercenter
58,98,"$23,942.78",WM Supercenter
59,80,"$21,158.57",WM Supercenter
59,93,"$74,060.87",WM Supercenter
59,94,"$43,972.82",WM Supercenter
59,98,"$27,750.17",WM Supercenter
60,80,"$14,279.78",WM Supercenter
60,93,"$62,608.67",WM Supercenter
60,94,"$25,825.31",WM Supercenter
60,98,"$20,727.86",WM Supercenter
61,80,"$19,521.16",WM Supercenter
61,93,"$60,616.93",WM Supercenter
61,94,"$31,805.22",WM Supercenter
61,98,"$19,098.13",WM Supercenter
62,80,"$19,522.29",WM Supercenter
62,93,"$71,957.10",WM Supercenter
62,94,"$28,616.95",WM Supercenter
62,98,"$19,878.97",WM Supercenter
63,80,"$9,064.47",WM Supercenter
63,93,"$60,936.58",WM Supercenter
63,94,"$31,836.00",WM Supercenter
63,98,"$11,470.50",WM Supercenter
64,80,"$10,300.50",WM Supercenter
64,93,"$51,075.81",WM Supercenter
64,94,"$18,878.00",WM Supercenter
64,98,"$17,102.33",WM Supercenter
65,80,"$21,153.78",WM Supercenter
65,93,"$53,265.00",WM Supercenter
65,94,"$24,905.77",WM Supercenter
65,98,"$18,231.19",WM Supercenter
66,80,"$14,393.99",WM Supercenter
66,93,"$64,780.54",WM Supercenter
66,94,"$33,693.79",WM Supercenter
66,98,"$22,327.74",WM Supercenter
67,80,"$21,710.45",WM Supercenter
67,93,"$35,270.52",WM Supercenter
67,94,"$17,699.88",WM Supercenter
67,98,"$18,227.46",WM Supercenter
68,80,"$9,809.11",WM Supercenter
68,93,"$50,717.32",WM Supercenter
68,94,"$23,603.40",WM Supercenter
68,98,"$7,453.10",WM Supercenter
69,80,"$26,545.56",WM Supercenter
69,93,"$71,809.15",WM Supercenter
69,94,"$33,996.28",WM Supercenter
69,98,"$30,180.14",WM Supercenter
70,80,"$14,661.73",WM Supercenter
70,93,"$73,334.64",WM Supercenter
70,94,"$32,371.07",WM Supercenter
70,98,"$17,766.59",WM Supercenter
71,80,"$10,592.61",WM Supercenter
71,93,"$53,466.63",WM Supercenter
71,94,"$22,668.77",WM Supercenter
71,98,"$10,491.24",WM Supercenter
72,80,"$19,865.21",WM Supercenter
72,93,"$67,233.51",WM Supercenter
72,94,"$42,153.67",WM Supercenter
72,98,"$21,166.32",WM Supercenter
73,80,"$15,785.69",WM Supercenter
73,93,"$77,489.91",WM Supercenter
73,94,"$43,654.27",WM Supercenter
73,98,"$23,211.09",WM Supercenter
74,80,"$3,012.62",WM Supercenter
74,93,"$40,557.33",WM Supercenter
74,94,"$23,366.03",WM Supercenter
74,98,"$13,532.68",WM Supercenter
75,80,"$15,854.43",WM Supercenter
75,93,"$66,723.76",WM Supercenter
75,94,"$22,701.99",WM Supercenter
75,98,"$20,379.56",WM Supercenter
76,80,"$16,059.88",WM Supercenter
76,93,"$52,229.05",WM Supercenter
76,94,"$35,528.87",WM Supercenter
76,98,"$17,180.32",WM Supercenter
77,80,"$16,402.45",WM Supercenter
77,93,"$50,248.89",WM Supercenter
77,94,"$26,863.59",WM Supercenter
77,98,"$19,221.36",WM Supercenter
78,80,"$8,350.89",WM Supercenter
78,93,"$59,134.01",WM Supercenter
78,94,"$34,040.18",WM Supercenter
78,98,"$17,645.69",WM Supercenter
79,80,"$14,620.09",WM Supercenter
79,93,"$67,837.78",WM Supercenter
79,94,"$32,402.67",WM Supercenter
79,98,"$28,242.27",WM Supercenter
80,80,"$13,883.75",WM Supercenter
80,93,"$60,851.79",WM Supercenter
80,94,"$40,081.80",WM Supercenter
80,98,"$19,799.57",WM Supercenter
81,80,"$10,396.25",WM Supercenter
81,93,"$40,970.80",WM Supercenter
81,94,"$23,135.60",WM Supercenter
81,98,"$10,375.86",WM Supercenter
82,80,"$9,643.82",WM Supercenter
82,93,"$37,102.51",WM Supercenter
82,94,"$20,637.77",WM Supercenter
82,98,"$7,769.13",WM Supercenter
83,80,"$10,659.84",WM Supercenter
83,93,"$41,411.21",WM Supercenter
83,94,"$19,199.15",WM Supercenter
83,98,"$17,063.63",WM Supercenter
85,80,"$18,272.24",WM Supercenter
85,93,"$66,297.26",WM Supercenter
85,94,"$31,083.00",WM Supercenter
85,98,"$23,983.96",WM Supercenter
86,80,"$13,844.55",WM Supercenter
86,93,"$72,992.36",WM Supercenter
86,94,"$43,803.67",WM Supercenter
86,98,"$24,817.44",WM Supercenter
87,80,"$17,463.11",WM Supercenter
87,93,"$104,210.55",WM Supercenter
87,94,"$37,104.69",WM Supercenter
87,98,"$19,711.32",WM Supercenter
88,80,"$15,212.34",WM Supercenter
88,93,"$53,983.38",WM Supercenter
88,94,"$31,830.83",WM Supercenter
88,98,"$8,499.36",WM Supercenter
89,80,"$17,044.98",WM Supercenter
89,93,"$61,148.34",WM Supercenter
89,94,"$31,685.51",WM Supercenter
89,98,"$19,731.55",WM Supercenter
90,80,"$18,045.83",WM Supercenter
90,93,"$79,736.74",WM Supercenter
90,94,"$36,604.98",WM Supercenter
90,98,"$30,626.24",WM Supercenter
91,80,"$13,744.49",WM Supercenter
91,93,"$50,385.85",WM Supercenter
91,94,"$23,906.51",WM Supercenter
91,98,"$57,839.49",WM Supercenter
92,80,"$14,469.11",WM Supercenter
92,93,"$58,136.50",WM Supercenter
92,94,"$28,872.33",WM Supercenter
92,98,"$19,935.05",WM Supercenter
93,80,"$16,615.60",WM Supercenter
93,93,"$75,276.77",WM Supercenter
93,94,"$34,431.74",WM Supercenter
93,98,"$23,549.95",WM Supercenter
94,80,"$22,827.01",WM Supercenter
94,93,"$79,783.33",WM Supercenter
94,94,"$35,081.56",WM Supercenter
94,98,"$24,150.64",WM Supercenter
95,80,"$15,292.84",WM Supercenter
95,93,"$69,624.73",WM Supercenter
95,94,"$24,568.04",WM Supercenter
95,98,"$23,754.73",WM Supercenter
96,80,"$11,041.96",WM Supercenter
96,93,"$55,558.41",WM Supercenter
96,94,"$34,555.49",WM Supercenter
96,98,"$19,686.88",WM Supercenter
97,80,$587.74,WM Supercenter
97,93,"$67,335.60",WM Supercenter
97,94,"$27,178.15",WM Supercenter
97,98,"$7,249.29",WM Supercenter
98,80,"$8,967.84",WM Supercenter
98,93,"$55,742.78",WM Supercenter
98,94,"$17,674.99",WM Supercenter
98,98,"$14,292.95",WM Supercenter
99,80,"$12,782.75",WM Supercenter
99,93,"$39,420.44",WM Supercenter
99,94,"$22,190.92",WM Supercenter
99,98,"$12,536.05",WM Supercenter
100,80,"$45,627.84",WM Supercenter
100,93,"$83,093.69",WM Supercenter
100,94,"$108,091.47",WM Supercenter
100,98,"$26,796.44",WM Supercenter
101,80,"$13,579.77",WM Supercenter
101,93,"$75,185.70",WM Supercenter
101,94,"$35,060.47",WM Supercenter
101,98,"$17,612.28",WM Supercenter
102,80,"$8,281.11",WM Supercenter
102,93,"$52,809.53",WM Supercenter
102,94,"$22,508.33",WM Supercenter
102,98,"$3,994.94",WM Supercenter
103,80,"$15,506.29",WM Supercenter
103,93,"$93,196.59",WM Supercenter
103,94,"$44,363.87",WM Supercenter
103,98,"$36,855.87",WM Supercenter
104,80,"$20,180.75",WM Supercenter
104,93,"$55,435.61",WM Supercenter
104,94,"$30,211.06",WM Supercenter
104,98,"$18,932.31",WM Supercenter
105,80,"$8,363.14",WM Supercenter
105,93,"$77,529.55",WM Supercenter
105,94,"$32,444.37",WM Supercenter
105,98,"$20,099.20",WM Supercenter
106,80,"$15,894.22",WM Supercenter
106,93,"$41,132.60",WM Supercenter
106,94,"$19,158.97",WM Supercenter
106,98,"$5,989.46",WM Supercenter
107,80,"$11,093.36",WM Supercenter
107,93,"$50,773.20",WM Supercenter
107,94,"$27,271.95",WM Supercenter
107,98,"$24,758.75",WM Supercenter
108,80,"$11,720.34",WM Supercenter
108,93,"$56,414.67",WM Supercenter
108,94,"$27,743.42",WM Supercenter
108,98,"$23,556.15",WM Supercenter
109,80,"$12,909.02",WM Supercenter
109,93,"$36,917.48",WM Supercenter
109,94,"$19,651.74",WM Supercenter
109,98,"$4,549.72",WM Supercenter
110,80,"$18,162.99",WM Supercenter
110,93,"$60,830.57",WM Supercenter
110,94,"$30,676.04",WM Supercenter
110,98,"$25,013.64",WM Supercenter
111,80,"$16,615.12",WM Supercenter
111,93,"$52,069.94",WM Supercenter
111,94,"$27,133.92",WM Supercenter
111,98,"$19,888.35",WM Supercenter
112,80,"$20,595.71",WM Supercenter
112,93,"$62,865.27",WM Supercenter
112,94,"$27,697.32",WM Supercenter
112,98,"$22,811.68",WM Supercenter
113,80,"$20,650.01",WM Supercenter
113,93,"$72,655.38",WM Supercenter
113,94,"$34,379.81",WM Supercenter
113,98,"$25,879.66",WM Supercenter
114,80,"$3,292.51",WM Supercenter
114,93,"$42,651.14",WM Supercenter
114,94,"$17,811.94",WM Supercenter
114,98,"$14,723.92",WM Supercenter
115,80,"$9,768.19",WM Supercenter
115,93,"$45,139.07",WM Supercenter
115,94,"$22,888.58",WM Supercenter
115,98,"$15,099.84",WM Supercenter
118,80,"$9,927.67",WM Supercenter
118,93,"$45,488.05",WM Supercenter
118,94,"$26,294.49",WM Supercenter
118,98,"$20,451.19",WM Supercenter
119,80,"$16,097.65",WM Supercenter
119,93,"$71,119.14",WM Supercenter
119,94,"$37,179.58",WM Supercenter
119,98,"$20,264.25",WM Supercenter
120,80,"$10,960.60",WM Supercenter
120,93,"$70,455.31",WM Supercenter
120,94,"$28,446.68",WM Supercenter
120,98,"$15,368.20",WM Supercenter
121,80,"$21,259.27",WM Supercenter
121,93,"$63,881.21",WM Supercenter
121,94,"$30,343.98",WM Supercenter
121,98,"$21,352.17",WM Supercenter
122,80,"$2,376.52",WM Supercenter
122,93,"$38,533.91",WM Supercenter
122,94,"$27,066.61",WM Supercenter
122,98,"$10,106.86",WM Supercenter
123,80,"$15,574.36",WM Supercenter
123,93,"$64,819.30",WM Supercenter
123,94,"$33,576.82",WM Supercenter
123,98,"$4,015.78",WM Supercenter
124,80,"$24,181.37",WM Supercenter
124,93,"$75,179.27",WM Supercenter
124,94,"$34,866.36",WM Supercenter
124,98,"$19,600.11",WM Supercenter
125,80,"$16,529.13",WM Supercenter
125,93,"$78,795.54",WM Supercenter
125,94,"$48,531.56",WM Supercenter
125,98,"$23,816.38",WM Supercenter
126,80,"$13,434.02",WM Supercenter
126,93,"$61,337.47",WM Supercenter
126,94,"$29,494.06",WM Supercenter
126,98,"$18,837.76",WM Supercenter
127,80,"$17,574.20",WM Supercenter
127,93,"$44,962.19",WM Supercenter
127,94,"$34,372.94",WM Supercenter
127,98,"$19,937.72",WM Supercenter
128,80,"$10,238.77",WM Supercenter
128,93,"$44,061.49",WM Supercenter
128,94,"$19,767.00",WM Supercenter
128,98,"$17,406.20",WM Supercenter
129,80,"$22,720.98",WM Supercenter
129,93,"$98,753.87",WM Supercenter
129,94,"$45,534.86",WM Supercenter
129,98,"$23,569.14",WM Supercenter
130,80,"$15,902.61",WM Supercenter
130,93,"$92,994.23",WM Supercenter
130,94,"$43,892.57",WM Supercenter
130,98,"$22,592.45",WM Supercenter
131,80,"$16,884.09",WM Supercenter
131,93,"$74,250.01",WM Supercenter
131,94,"$49,957.62",WM Supercenter
131,98,"$15,400.01",WM Supercenter
132,80,"$8,593.31",WM Supercenter
132,93,"$43,667.53",WM Supercenter
132,94,"$19,346.53",WM Supercenter
132,98,"$10,262.59",WM Supercenter
133,80,"$11,982.59",WM Supercenter
133,93,"$45,908.82",WM Supercenter
133,94,"$15,924.64",WM Supercenter
133,98,"$7,895.67",WM Supercenter
134,80,"$11,263.17",WM Supercenter
134,93,"$76,206.78",WM Supercenter
134,94,"$38,326.82",WM Supercenter
134,98,"$16,979.64",WM Supercenter
135,80,"$9,061.80",WM Supercenter
135,93,"$39,241.45",WM Supercenter
135,94,"$20,247.68",WM Supercenter
135,98,"$15,156.02",WM Supercenter
137,80,"$15,677.12",WM Supercenter
137,93,"$62,737.01",WM Supercenter
137,94,"$41,021.31",WM Supercenter
137,98,"$19,467.31",WM Supercenter
138,80,"$26,512.17",WM Supercenter
138,93,"$64,973.01",WM Supercenter
138,94,"$40,392.90",WM Supercenter
138,98,"$19,613.21",WM Supercenter
139,80,"$13,451.66",WM Supercenter
139,93,"$54,461.90",WM Supercenter
139,94,"$26,839.43",WM Supercenter
139,98,"$17,753.23",WM Supercenter
140,80,"$8,844.40",WM Supercenter
140,93,"$95,357.81",WM Supercenter
140,94,"$50,045.80",WM Supercenter
140,98,"$18,662.66",WM Supercenter
141,80,"$13,211.78",WM Supercenter
141,93,"$78,271.99",WM Supercenter
141,94,"$61,825.22",WM Supercenter
141,98,"$21,168.68",WM Supercenter
143,80,"$19,695.79",WM Supercenter
143,93,"$72,986.06",WM Supercenter
143,94,"$38,746.58",WM Supercenter
143,98,"$23,714.50",WM Supercenter
144,80,"$16,344.21",WM Supercenter
144,93,"$79,416.76",WM Supercenter
144,94,"$28,749.95",WM Supercenter
144,98,"$31,184.14",WM Supercenter
145,80,"$8,884.48",WM Supercenter
145,93,"$44,033.80",WM Supercenter
145,94,"$21,632.11",WM Supercenter
145,98,"$14,544.00",WM Supercenter
146,80,"$9,947.05",WM Supercenter
146,93,"$46,541.46",WM Supercenter
146,94,"$25,791.28",WM Supercenter
146,98,"$6,048.20",WM Supercenter
147,80,"$23,870.47",WM Supercenter
147,93,"$67,060.70",WM Supercenter
147,94,"$34,819.65",WM Supercenter
147,98,"$28,160.54",WM Supercenter
148,80,"$10,057.09",WM Supercenter
148,93,"$75,343.10",WM Supercenter
148,94,"$39,665.61",WM Supercenter
148,98,"$23,697.02",WM Supercenter
149,80,"$9,734.99",WM Supercenter
149,93,"$43,011.53",WM Supercenter
149,94,"$19,023.94",WM Supercenter
149,98,"$6,480.90",WM Supercenter
150,80,"$17,682.75",WM Supercenter
150,93,"$61,010.05",WM Supercenter
150,94,"$27,291.72",WM Supercenter
150,98,"$21,605.66",WM Supercenter
151,80,"$14,990.31",WM Supercenter
151,93,"$89,575.60",WM Supercenter
151,94,"$28,855.16",WM Supercenter
151,98,"$27,159.89",WM Supercenter
152,80,"$12,971.27",WM Supercenter
152,93,"$44,988.29",WM Supercenter
152,94,"$15,489.53",WM Supercenter
152,98,"$22,812.88",WM Supercenter
153,80,"$5,535.32",WM Supercenter
153,93,"$46,994.18",WM Supercenter
153,94,"$25,513.98",WM Supercenter
153,98,"$7,279.26",WM Supercenter
154,80,"$18,335.22",WM Supercenter
154,93,"$57,533.92",WM Supercenter
154,94,"$37,381.73",WM Supercenter
154,98,"$21,182.96",WM Supercenter
155,80,"$17,501.48",WM Supercenter
155,93,"$67,220.33",WM Supercenter
155,94,"$31,285.10",WM Supercenter
155,98,"$20,341.83",WM Supercenter
157,80,"$15,223.59",WM Supercenter
157,93,"$64,257.31",WM Supercenter
157,94,"$38,657.92",WM Supercenter
157,98,"$27,750.54",WM Supercenter
158,80,"$11,065.88",WM Supercenter
158,93,"$56,663.75",WM Supercenter
158,94,"$39,596.50",WM Supercenter
158,98,"$10,487.97",WM Supercenter
159,80,"$16,930.16",WM Supercenter
159,93,"$57,877.60",WM Supercenter
159,94,"$30,930.66",WM Supercenter
159,98,"$20,479.57",WM Supercenter
160,80,"$1,991.32",WM Supercenter
160,93,"$59,431.50",WM Supercenter
160,94,"$26,164.19",WM Supercenter
160,98,"$9,156.83",WM Supercenter
161,80,"$9,050.62",WM Supercenter
161,93,"$40,397.04",WM Supercenter
161,94,"$29,292.02",WM Supercenter
161,98,"$6,802.57",WM Supercenter
162,80,"$10,893.62",WM Supercenter
162,93,"$40,953.25",WM Supercenter
162,94,"$17,172.82",WM Supercenter
162,98,"$5,721.17",WM Supercenter
163,80,"$14,517.34",WM Supercenter
163,93,"$64,897.95",WM Supercenter
163,94,"$39,226.15",WM Supercenter
163,98,"$24,058.54",WM Supercenter
164,80,"$14,577.83",WM Supercenter
164,93,"$46,376.12",WM Supercenter
164,94,"$33,072.90",WM Supercenter
164,98,"$17,684.80",WM Supercenter
165,80,"$13,048.12",WM Supercenter
165,93,"$62,066.39",WM Supercenter
165,94,"$26,828.60",WM Supercenter
165,98,"$23,496.82",WM Supercenter
166,80,"$9,914.95",WM Supercenter
166,93,"$37,440.31",WM Supercenter
166,94,"$26,728.13",WM Supercenter
166,98,"$8,441.41",WM Supercenter
167,80,"$18,939.63",WM Supercenter
167,93,"$60,973.92",WM Supercenter
167,94,"$16,223.24",WM Supercenter
167,98,"$17,894.39",WM Supercenter
168,80,"$18,236.93",WM Supercenter
168,93,"$106,338.57",WM Supercenter
168,94,"$52,352.28",WM Supercenter
168,98,"$27,741.95",WM Supercenter
169,80,"$8,636.59",WM Supercenter
169,93,"$39,041.28",WM Supercenter
169,94,"$19,915.89",WM Supercenter
169,98,"$12,353.06",WM Supercenter
170,80,"$13,028.79",WM Supercenter
170,93,"$57,553.54",WM Supercenter
170,94,"$28,732.73",WM Supercenter
170,98,"$18,017.90",WM Supercenter
171,80,"$15,320.04",WM Supercenter
171,93,"$52,460.66",WM Supercenter
171,94,"$14,390.26",WM Supercenter
171,98,"$16,777.22",WM Supercenter
172,80,"$21,742.34",WM Supercenter
172,93,"$68,873.63",WM Supercenter
172,94,"$44,795.48",WM Supercenter
172,98,"$26,533.44",WM Supercenter
173,80,"$9,633.12",WM Supercenter
173,93,"$33,978.22",WM Supercenter
173,94,"$17,641.41",WM Supercenter
173,98,"$6,349.68",WM Supercenter
174,80,"$20,846.84",WM Supercenter
174,93,"$57,210.19",WM Supercenter
174,94,"$31,238.53",WM Supercenter
174,98,"$20,281.10",WM Supercenter
175,80,"$15,002.49",WM Supercenter
175,93,"$62,272.62",WM Supercenter
175,94,"$34,985.89",WM Supercenter
175,98,"$23,493.47",WM Supercenter
177,80,"$10,818.28",WM Supercenter
177,93,"$62,039.11",WM Supercenter
177,94,"$34,344.81",WM Supercenter
177,98,"$24,740.95",WM Supercenter
178,80,"$7,490.00",WM Supercenter
178,93,"$30,648.53",WM Supercenter
178,94,"$16,329.13",WM Supercenter
178,98,"$2,194.98",WM Supercenter
179,80,"$14,131.83",WM Supercenter
179,93,"$47,266.35",WM Supercenter
179,94,"$28,199.28",WM Supercenter
179,98,"$21,929.16",WM Supercenter
180,80,"$12,935.50",WM Supercenter
180,93,"$53,592.64",WM Supercenter
180,94,"$30,189.30",WM Supercenter
180,98,"$21,429.13",WM Supercenter
181,80,"$10,569.24",WM Supercenter
181,93,"$41,379.98",WM Supercenter
181,94,"$23,676.38",WM Supercenter
181,98,"$13,796.59",WM Supercenter
182,80,"$14,139.44",WM Supercenter
182,93,"$95,767.55",WM Supercenter
182,94,"$41,928.04",WM Supercenter
182,98,"$20,916.81",WM Supercenter
183,80,"$6,651.49",WM Supercenter
183,93,"$34,888.71",WM Supercenter
183,94,"$15,544.34",WM Supercenter
183,98,"$11,396.39",WM Supercenter
184,80,"$14,860.53",WM Supercenter
184,93,"$56,805.35",WM Supercenter
184,94,"$31,766.15",WM Supercenter
184,98,"$20,629.59",WM Supercenter
185,80,"$12,867.49",WM Supercenter
185,93,"$85,341.91",WM Supercenter
185,94,"$51,345.66",WM Supercenter
185,98,"$22,177.69",WM Supercenter
186,80,"$16,445.51",WM Supercenter
186,93,"$59,789.04",WM Supercenter
186,94,"$28,781.35",WM Supercenter
186,98,"$20,735.99",WM Supercenter
188,80,"$16,772.14",WM Supercenter
188,93,"$50,140.11",WM Supercenter
