Store,Offsite Storage Pickup Date,Service  Hours,Shred Vendor,Pallet  Count
4162,7/14/2021,7 am to 6 pm,Shred It ,4
4163,TBD,TBD,TBD,TBD
4164,3/12/2022,7 am to 6 pm,Shred It ,9
4165,No Service Required per Store,7 am to 6 pm,Shred It ,0
4166,3/28/2022,7 am to 6 pm,Shred It ,4
4168,5/4/2022,7 am to 6 pm,Shred It ,1
4169,6/10/2022,7 am to 6 pm,Shred It ,2
4171,3/5/2022,7 am to 6 pm,Shred It ,3
4174,3/4/2022,7 am to 6 pm,Shred It ,1
4176,7/21/2021,7 am to 6 pm,Shred It ,3
4178,TBD,TBD,TBD,TBD
4180,7/15/2021,7 am to 6 pm,Shred It ,3
4182,7/15/2021,7 am to 6 pm,Shred It ,1
4183,No Service required per store,7 am to 6 pm,Shred It ,0
4184,9/28/2021,7 am to 6 pm,Shred It ,4
4185,2/23/2022,7 am to 6 pm,Shred It ,1
4187,2/22/2022,7 am to 6 pm,Shred It ,2
4188,No Service required per store,7 am to 6 pm,Shred It ,0
4189,5/11/2021,7 am to 6 pm,Shred It ,4
4191,4/8/2022,7 am to 6 pm,Shred It ,1
4193,7/14/2021,7 am to 6 pm,Shred It ,1
4194,TBD,TBD,TBD,TBD
4195,5/19/2022,7 am to 6 pm,Shred It ,2
4196,8/6/2022,7 am to 6 pm,Shred It ,2
4197,3/2/2021,7 am to 6 pm,Shred It ,1
4198,10/6/2021,7 am to 6 pm,Shred It ,1
4200,9/27/2021,7 am to 6 pm,Shred It ,2
4201,5/9/2022,7 am to 6 pm,Shred It ,3
4202,9/1/2021,7 am to 6 pm,Shred It ,3
4203,3/11/2022,7 am to 6 pm,Shred It ,1
4206,9/27/2021,7 am to 6 pm,Shred It ,2
4208,8/30/2021,7 am to 6 pm,Shred It ,7
4209,8/17/2022,7 am to 6 pm,Shred It ,2
4210,5/10/2021,7 am to 6 pm,Shred It ,1
4211,3/12/2021,7 am to 6 pm,Shred It ,1
4215,3/19/2022,7 am to 6 pm,Shred It ,8
4216,7/23/2022,7 am to 6 pm,Shred It ,11
4218,5/6/2022,7 am to 6 pm,Shred It ,5
4219,3/18/2022,7 am to 6 pm,Shred It ,2
4220,TBD,TBD,TBD,TBD
4221,7/16/2021,7 am to 6 pm,Shred It ,5
4223,No Service Required per Store ,7 am to 6 pm,Shred It ,0
4224,7/21/2021,7 am to 6 pm,Shred It ,1
4226,3/21/2022,7 am to 6 pm,Shred It ,3
4230,7/11/2022,7 am to 6 pm,Shred It ,1
4231,7/11/2022,7 am to 6 pm,Shred It ,9
4232,5/6/2022,7 am to 6 pm,Shred It ,5
4233,5/9/2022,7 am to 6 pm,Shred It ,4
4235,7/23/2022,7 am to 6 pm,Shred It ,8
4237,7/19/2021,7 am to 6 pm,Shred It ,8
4238,3/8/2022,7 am to 6 pm,Shred It ,3
4239,3/3/2022,7 am to 6 pm,Shred It ,3
4240,TBD,TBD,TBD,TBD
4241,5/5/2022,7 am to 6 pm,Shred It ,6
4243,6/27/2022,7 am to 6 pm,Shred It ,7
4244,4/18/2022,7 am to 6 pm,Shred It ,2
4246,4/18/2022,7 am to 6 pm,Shred It ,5
4247,TBD,TBD,TBD,TBD
4249,No Service required per store,7 am to 6 pm,Shred It ,0
4250,No Service Required per Store ,7 am to 6 pm,Shred It ,0
4252,TBD,TBD,TBD,TBD
4253,7/24/2021,7 am to 6 pm,Shred It ,3
4255,No Service required per store,7 am to 6 pm,Shred It ,0
4256,No Service Required Per Store ,7 am to 6 pm,Shred It ,0
4257,TBD,TBD,TBD,TBD
4258,TBD,TBD,TBD,TBD
4259,TBD,TBD,TBD,TBD
4260,2/22/2021,7 am to 6 pm,Shred It ,4
4262,2/15/2021,7 am to 6 pm,Shred It ,6
4264,7/12/2021,7 am to 6 pm,Shred It ,1
4272,9/22/2021,7 am to 6 pm,Shred It ,11
4273,5/2/2022,7 am to 6 pm,Shred It ,25
4274,9/2/2021,7 am to 6 pm,Shred It ,10
4275,TBD,TBD,TBD,TBD
4276,TBD,TBD,TBD,TBD
4277,No Service required per store,7 am to 6 pm,Shred It ,0
4278,1/10/2022,7 am to 6 pm,Shred It ,10
4279,9/2/2021,7 am to 6 pm,Shred It ,6
4281,No Service required per store,7 am to 6 pm,Shred It ,0
4283,3/19/2021,7 am to 6 pm,Shred It ,13
4284,8/11/2022,7 am to 6 pm,Shred It ,2
4285,6/2/2021,7 am to 6 pm,Shred It ,6
4286,TBD,TBD,TBD,TBD
4288,8/9/2022,7 am to 6 pm,Shred It ,7
4293,TBD,TBD,TBD,TBD
4295,7/6/2021,7 am to 6 pm,Shred It ,7
4298,TBD,TBD,TBD,TBD
4299,7/25/2022,7 am to 6 pm,Shred It ,11
4303,3/12/2021,7 am to 6 pm,Shred It ,9
4309,3/12/2022,7 am to 6 pm,Shred It ,4
4317,TBD,TBD,TBD,TBD
4318,TBD,TBD,TBD,TBD
4321,5/2/2022,7 am to 6 pm,Shred It ,1
4322,7/18/2022,7 am to 6 pm,Shred It ,1
4323,9/15/2021,7 am to 6 pm,Shred It ,7
4324,7/13/2021,7 am to 6 pm,Shred It ,1
4325,7/13/2021,7 am to 6 pm,Shred It ,9
4330,No Service Required per Store ,7 am to 6 pm,Shred It ,0
4332,2/24/2021,7 am to 6 pm,Shred It ,11
4333,4/27/2021,7 am to 6 pm,Shred It ,2
4334,3/31/2022,7 am to 6 pm,Shred It ,7
4335,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,8
4336,5/5/2022,7 am to 6 pm,Shred It ,4
4337,7/14/2021,7 am to 6 pm,Shred It ,8
4339,6/7/2021,7 am to 6 pm,Shred It ,3
4340,3/7/2022,7 am to 6 pm,Shred It ,5
4341,No Service Required per Store,7 am to 6 pm,Shred It ,0
4348,10/4/2021,7 am to 6 pm,Shred It ,2
4350,TBD,TBD,TBD,TBD
4352,8/5/2022,7 am to 6 pm,Shred It ,4
4354,2/23/2021,7 am to 6 pm,Shred It ,3
4355,7/23/2021,7 am to 6 pm,Shred It ,2
4356,5/13/2022,7 am to 6 pm,Shred It ,13
4357,5/14/2021,7 am to 6 pm,Shred It ,1
4358,7/27/2022,7 am to 6 pm,Shred It ,1
4359,TBD,TBD,TBD,TBD
4365,3/10/2021,7 am to 6 pm,Shred It ,2
4366,9/17/2021,7 am to 6 pm,Shred It ,5
4367,7/19/2021,7 am to 6 pm,Shred It ,2
4368,3/26/2021,7 am to 6 pm,Shred It ,12
4370,TBD,TBD,TBD,TBD
4371,No Service required per store,7 am to 6 pm,Shred It ,0
4372,TBD,TBD,TBD,TBD
4373,No Service required per store,7 am to 6 pm,Shred It ,0
4374,9/15/2021,7 am to 6 pm,Shred It ,4
4375,10/15/2021,7 am to 6 pm,Shred It ,1
4376,9/24/2021,7 am to 6 pm,Shred It ,1
4377,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,6
4378,TBD,TBD,TBD,TBD
4380,3/8/2021,7 am to 6 pm,Shred It ,10
4381,4/19/2022,7 am to 6 pm,Shred It ,7
4383,7/11/2022,7 am to 6 pm,Shred It ,7
4384,9/17/2021,7 am to 6 pm,Shred It ,12
4387,5/26/2022,7 am to 6 pm,Shred It ,1
4388,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,2
4389,7/11/2022,7 am to 6 pm,Shred It ,11
4390,8/30/2021,7 am to 6 pm,Shred It ,3
4392,TBD,TBD,TBD,TBD
4393,3/2/2022,7 am to 6 pm,Shred It ,3
4394,7/16/2021,7 am to 6 pm,Shred It ,2
4395,7/12/2021,7 am to 6 pm,Shred It ,2
4399,Pending with the Vendor to Reschedule,7 am to 6 pm,Shred It ,13
4403,Pending with the Vendor to Reschedule,7 am to 6 pm,Shred It ,3
4404,9/20/2021,7 am to 6 pm,Shred It ,5
4405,TBD,TBD,TBD,TBD
4407,TBD,TBD,TBD,TBD
4409,2/22/2022,7 am to 6 pm,Shred It ,1
4410,7/22/2021,7 am to 6 pm,Shred It ,5
4412,7/20/2021,7 am to 6 pm,Shred It ,3
4413,TBD,TBD,TBD,TBD
4414,3/25/2022,7 am to 6 pm,Shred It ,1
4415,9/17/2021,7 am to 6 pm,Shred It ,1
4416,10/9/2021,7 am to 6 pm,Shred It ,8
4417,TBD,TBD,TBD,TBD
4420,9/25/2021,7 am to 6 pm,Shred It ,3
4421,No Service required per store,7 am to 6 pm,Shred It ,0
4423,TBD,TBD,TBD,TBD
4424,6/16/2022,7 am to 6 pm,Shred It ,1
4425,2/24/2021,7 am to 6 pm,Shred It ,2
4426,9/27/2021,7 am to 6 pm,Shred It ,20
4427,4/1/2021,7 am to 6 pm,Shred It ,3
4428,6/21/2022,7 am to 6 pm,Shred It ,3
4430,7/8/2021,7 am to 6 pm,Shred It ,5
4431,10/1/2021,7 am to 6 pm,Shred It ,1
4432,9/2/2021,7 am to 6 pm,Shred It ,2
4434,3/26/2021,7 am to 6 pm,Shred It ,16
4435,9/15/2021,7 am to 6 pm,Shred It ,11
4436,3/11/2022,7 am to 6 pm,Shred It ,2
4438,TBD,TBD,TBD,TBD
4439,TBD,TBD,TBD,TBD
4440,8/23/2021,7 am to 6 pm,Shred It ,2
4441,2/23/2021,7 am to 6 pm,Shred It ,3
4443,1/11/2022,7 am to 6 pm,Shred It ,3
4444,TBD,TBD,TBD,TBD
4445,No Service required per store,7 am to 6 pm,Shred It ,0
4446,2/25/2021,7 am to 6 pm,Shred It ,9
4450,9/28/2021,7 am to 6 pm,Shred It ,8
4451,7/27/2021,7 am to 6 pm,Shred It ,6
4452,9/27/2021,7 am to 6 pm,Shred It ,2
4453,7/1/2021,7 am to 6 pm,Shred It ,4
4456,9/2/2021,7 am to 6 pm,Shred It ,10
4457,7/21/2021,7 am to 6 pm,Shred It ,2
4458,TBD,TBD,TBD,TBD
4459,TBD,TBD,TBD,TBD
4460,4/1/2022,7 am to 6 pm,Shred It ,2
4461,TBD,TBD,TBD,TBD
4464,TBD,TBD,TBD,TBD
4465,7/24/2021,7 am to 6 pm,Shred It ,1
4466,7/24/2021,7 am to 6 pm,Shred It ,1
4468,10/9/2021,7 am to 6 pm,Shred It ,2
4469,10/11/2021,7 am to 6 pm,Shred It ,1
4470,10/8/2021,7 am to 6 pm,Shred It ,2
4471,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,2
4472,2/21/2022,7 am to 6 pm,Shred It ,15
4473,No Service required per store,7 am to 6 pm,Shred It ,0
4474,TBD,TBD,TBD,TBD
4475,5/23/2022,7 am to 6 pm,Shred It ,9
4476,TBD,TBD,TBD,TBD
4477,4/25/2022,7 am to 6 pm,Shred It ,3
4478,9/15/2021,7 am to 6 pm,Shred It ,2
4479,6/6/2022,7 am to 6 pm,Shred It ,2
4482,4/2/2022,7 am to 6 pm,Shred It ,2
4483,4/30/2022,7 am to 6 pm,Shred It ,4
4484,TBD,TBD,TBD,TBD
4487,No service required per store ,7 am to 6 pm,Shred It ,0
4488,3/4/2022,7 am to 6 pm,Shred It ,1
4490,7/15/2021,7 am to 6 pm,Shred It ,2
4491,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,1
4494,7/13/2022,7 am to 6 pm,Shred It ,1
4497,5/19/2021,7 am to 6 pm,Shred It ,4
4498,6/22/2021,7 am to 6 pm,Shred It ,3
4499,TBD,TBD,TBD,TBD
4501,4/12/2021,7 am to 6 pm,Shred It ,2
4503,No Service Required per Store,7 am to 6 pm,Shred It ,0
4504,5/14/2021,7 am to 6 pm,Shred It ,5
4506,8/24/2021,7 am to 6 pm,Shred It ,17
4508,6/25/2021,7 am to 6 pm,Shred It ,5
4509,No Service Required per Store,7 am to 6 pm,Shred It ,0
4511,7/8/2022,7 am to 6 pm,Shred It ,7
4512,TBD,TBD,TBD,TBD
4514,TBD,TBD,TBD,TBD
4516,TBD,TBD,TBD,TBD
4517,TBD,TBD,TBD,TBD
4519,TBD,TBD,TBD,TBD
4520,4/1/2021,7 am to 6 pm,Shred It ,5
4521,8/20/2021,7 am to 6 pm,Shred It ,5
4524,8/25/2021,7 am to 6 pm,Shred It ,3
4525,TBD,TBD,TBD,TBD
4526,7/10/2021,7 am to 6 pm,Shred It ,4
4527,5/7/2021,7 am to 6 pm,Shred It ,2
4528,7/20/2021,7 am to 6 pm,Shred It ,3
4529,TBD,TBD,TBD,TBD
4530,TBD,TBD,TBD,TBD
4531,7/13/2022,7 am to 6 pm,Shred It ,6
4533,6/7/2021,7 am to 6 pm,Shred It ,7
4538,7/10/2021,7 am to 6 pm,Shred It ,6
4540,6/20/2022,7 am to 6 pm,Shred It ,3
4543,7/24/2021,7 am to 6 pm,Shred It ,2
4545,8/30/2021,7 am to 6 pm,Shred It ,3
4546,No Service required per store,7 am to 6 pm,Shred It ,0
4553,5/3/2022,7 am to 6 pm,Shred It ,6
4554,3/21/2022,7 am to 6 pm,Shred It ,4
4556,1/14/2022,7 am to 6 pm,Shred It ,7
4557,5/16/2022,7 am to 6 pm,Shred It ,13
4558,3/7/2022,7 am to 6 pm,Shred It ,11
4560,3/26/2021,7 am to 6 pm,Shred It ,3
4561,4/28/2022,7 am to 6 pm,Shred It ,1
4563,3/1/2021,7 am to 6 pm,Shred It ,1
4564,TBD,TBD,TBD,TBD
4565,4/2/2021,7 am to 6 pm,Shred It ,1
4567,5/20/2021,7 am to 6 pm,Shred It ,3
4568,7/19/2022,7 am to 6 pm,Shred It ,3
4569,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,2
4570,6/7/2021,7 am to 6 pm,Shred It ,5
4574,No Service required per store,7 am to 6 pm,Shred It ,0
4577,No Service required per store,7 am to 6 pm,Shred It ,0
4579,9/24/2021,7 am to 6 pm,Shred It ,1
4580,5/18/2021,7 am to 6 pm,Shred It ,6
4581,4/27/2021,7 am to 6 pm,Shred It ,4
4582,5/4/2021,7 am to 6 pm,Shred It ,1
4583,9/27/2021,7 am to 6 pm,Shred It ,10
4585,8/30/2021,7 am to 6 pm,Shred It ,2
4586,6/8/2021,7 am to 6 pm,Shred It ,2
4588,2/19/2021,7 am to 6 pm,Shred It ,6
4589,TBD,TBD,TBD,TBD
4590,No Service Required per Store,7 am to 6 pm,Shred It ,0
4591,completed without notification,7 am to 6 pm,Shred It ,3
4593,7/29/2021,7 am to 6 pm,Shred It ,3
4594,8/13/2021,7 am to 6 pm,Shred It ,3
4595,2/25/2021,7 am to 6 pm,Shred It ,2
4597,No Service Required per Store,7 am to 6 pm,Shred It ,0
4599,7/30/2022,7 am to 6 pm,Shred It ,6
4600,7/27/2022,7 am to 6 pm,Shred It ,2
4601,5/5/2022,7 am to 6 pm,Shred It ,4
4603,7/21/2021,7 am to 6 pm,Shred It ,3
4605,TBD,TBD,TBD,TBD
4606,No Service Required Per Store ,7 am to 6 pm,Shred It ,0
4607,10/4/2021,7 am to 6 pm,Shred It ,1
4609,10/15/2021,7 am to 6 pm,Shred It ,12
4611,5/2/2022,7 am to 6 pm,Shred It ,2
4612,6/3/2022,7 am to 6 pm,Shred It ,2
4615,1/11/2022,7 am to 6 pm,Shred It ,10
4616,TBD,TBD,TBD,TBD
4617,3/4/2021,7 am to 6 pm,Shred It ,4
4618,No Service required per store,7 am to 6 pm,Shred It ,0
4619,TBD,TBD,TBD,TBD
4623,TBD,TBD,TBD,TBD
4625,4/26/2022,7 am to 6 pm,Shred It ,3
4626,5/5/2022,7 am to 6 pm,Shred It ,1
4627,3/12/2022,7 am to 6 pm,Shred It ,4
4631,7/27/2022,7 am to 6 pm,Shred It ,6
4635,3/28/2022,7 am to 6 pm,Shred It ,3
4636,TBD,TBD,TBD,TBD
4637,7/5/2022,7 am to 6 pm,Shred It ,1
4638,TBD,TBD,TBD,TBD
4639,5/17/2021,7 am to 6 pm,Shred It ,2
4641,TBD,TBD,TBD,TBD
4643,TBD,TBD,TBD,TBD
4644,TBD,TBD,TBD,TBD
4648,5/6/2021,7 am to 6 pm,Shred It ,1
4653,7/25/2022,7 am to 6 pm,Shred It ,2
4654,10/13/2021,7 am to 6 pm,Shred It ,2
4655,TBD,TBD,TBD,TBD
4657,6/25/2021,7 am to 6 pm,Shred It ,3
4659,6/16/2021,7 am to 6 pm,Shred It ,1
4660,6/14/2022,7 am to 6 pm,Shred It ,1
4664,10/4/2021,7 am to 6 pm,Shred It ,0
4667,TBD,TBD,TBD,TBD
4669,3/17/2021,7 am to 6 pm,Shred It ,2
4671,TBD,TBD,TBD,TBD
4672,10/15/2021,7 am to 6 pm,Shred It ,2
4673,5/13/2021,7 am to 6 pm,Shred It ,1
4674,7/8/2021,7 am to 6 pm,Shred It ,2
4676,9/21/2021,7 am to 6 pm,Shred It ,1
4677,6/23/2022,7 am to 6 pm,Shred It ,3
4678,7/12/2022,7 am to 6 pm,Shred It ,3
4679,5/19/2021,7 am to 6 pm,Shred It ,2
4681,3/5/2021,7 am to 6 pm,Shred It ,8
4682,TBD,TBD,TBD,TBD
4683,6/1/2021,7 am to 6 pm,Shred It ,1
4686,9/24/2021,7 am to 6 pm,Shred It ,1
4687,6/17/2022,7 am to 6 pm,Shred It ,9
4689,9/29/2021,7 am to 6 pm,Shred It ,6
4690,3/18/2021,7 am to 6 pm,Shred It ,5
4691,TBD,TBD,TBD,TBD
4692,7/13/2021,7 am to 6 pm,Shred It ,3
4695,6/28/2022,7 am to 6 pm,Shred It ,9
4696,1/12/2022,7 am to 6 pm,Shred It ,6
4697,TBD,TBD,TBD,TBD
4699,No Service Required Per Store ,7 am to 6 pm,Shred It ,0
4700,7/25/2022,7 am to 6 pm,Shred It ,2
4706,7/20/2022,7 am to 6 pm,Shred It ,1
4734,8/11/2022,7 am to 6 pm,Shred It ,2
4747,8/3/2022,7 am to 6 pm,Shred It ,5
4756,5/11/2021,7 am to 6 pm,Shred It ,1
4757,5/6/2021,7 am to 6 pm,Shred It ,2
4759,3/4/2022,7 am to 6 pm,Shred It ,1
4762,3/2/2022,7 am to 6 pm,Shred It ,2
4772,TBD,TBD,TBD,TBD
4826,2/24/2021,7 am to 6 pm,Shred It ,1
4848,8/31/2021,7 am to 6 pm,Shred It ,4
4849,8/6/2021,7 am to 6 pm,Shred It ,2
4865,10/1/2021,7 am to 6 pm,Shred It ,5
5003,TBD,TBD,TBD,TBD
5005,TBD,TBD,TBD,TBD
5007,3/5/2022,7 am to 6 pm,Shred It ,1
5008,No Service Required per Store,7 am to 6 pm,Shred It ,0
5012,6/9/2022,7 am to 6 pm,Shred It ,5
5013,No Service required per store,7 am to 6 pm,Shred It ,0
5014,10/12/2021,7 am to 6 pm,Shred It ,7
5021,7/15/2021,7 am to 6 pm,Shred It ,2
5022,6/21/2021,7 am to 6 pm,Shred It ,5
5023,2/25/2022,7 am to 6 pm,Shred It ,5
5025,7/11/2022,7 am to 6 pm,Shred It ,2
5027,5/11/2022,7 am to 6 pm,Shred It ,9
5028,TBD,TBD,TBD,TBD
5029,5/2 & 5/5/2022,7 am to 6 pm,Shred It ,12
5030,6/6/2022,7 am to 6 pm,Shred It ,1
5031,7/22/2021,7 am to 6 pm,Shred It ,5
5032,TBD,TBD,TBD,TBD
5033,8/5/2022,7 am to 6 pm,Shred It ,3
5034,2/22/2021,7 am to 6 pm,Shred It ,12
5035,3/9/2021,7 am to 6 pm,Shred It ,7
5036,3/8/2021,7 am to 6 pm,Shred It ,9
5037,TBD,TBD,TBD,TBD
5038,TBD,TBD,TBD,TBD
5039,TBD,TBD,TBD,TBD
5040,TBD,TBD,TBD,TBD
5041,7/27/2021,7 am to 6 pm,Shred It ,6
5043,9/23/2021,7 am to 6 pm,Shred It ,1
5044,7/27/2021,7 am to 6 pm,Shred It ,2
5045,No Service Required per Store ,7 am to 6 pm,Shred It ,0
5046,TBD,TBD,TBD,TBD
5047,5/27/2022,7 am to 6 pm,Shred It ,8
5048,8/25/2021,7 am to 6 pm,Shred It ,11
5049,No Service Required Per Store ,7 am to 6 pm,Shred It ,0
5051,TBD,TBD,TBD,TBD
5054,TBD,TBD,TBD,TBD
5055,2/23/2021,7 am to 6 pm,Shred It ,6
5056,6/9/2021,7 am to 6 pm,Shred It ,3
5057,4/7/2022,7 am to 6 pm,Shred It ,1
5058,10/4/2021,7 am to 6 pm,Shred It ,4
5059,9/29/2021,7 am to 6 pm,Shred It ,1
5060,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,7
5062,5/13/2021,7 am to 6 pm,Shred It ,20
5063,4/4/2022,7 am to 6 pm,Shred It ,3
5064,6/22/2022,7 am to 6 pm,Shred It ,9
5065,9/2/2021,7 am to 6 pm,Shred It ,10
5066,10/4/2021,7 am to 6 pm,Shred It ,3
5070,7/23/2021,7 am to 6 pm,Shred It ,15
5071,7/27/2021,7 am to 6 pm,Shred It ,2
5072,3/5/2022,7 am to 6 pm,Shred It ,3
5073,7/27/2021,7 am to 6 pm,Shred It ,3
5075,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,5
5076,No Service required per store,7 am to 6 pm,Shred It ,0
5077,TBD,TBD,TBD,TBD
5078,No Service required per store,7 am to 6 pm,Shred It ,0
5079,6/3/2021,7 am to 6 pm,Shred It ,2
5080,No Service Required per Store,7 am to 6 pm,Shred It ,0
5081,6/11/2021,7 am to 6 pm,Shred It ,1
5082,4/9/2021,7 am to 6 pm,Shred It ,1
5083,TBD,TBD,TBD,TBD
5085,1/10/2022,7 am to 6 pm,Shred It ,7
5087,7/28/2021,7 am to 6 pm,Shred It ,4
5088,TBD,TBD,TBD,TBD
5089,8/24/2022,7 am to 6 pm,Shred It ,5
5090,6/16/2022,7 am to 6 pm,Shred It ,1
5091,TBD,TBD,TBD,TBD
5092,3/19/2022,7 am to 6 pm,Shred It ,5
5093,8/30/2021,7 am to 6 pm,Shred It ,2
5094,7/24/2021,7 am to 6 pm,Shred It ,6
5095,1/13/2022,7 am to 6 pm,Shred It ,9
5096,3/15/2022,7 am to 6 pm,Shred It ,6
5097,9/14/2021,7 am to 6 pm,Shred It ,8
5098,5/6/2021,7 am to 6 pm,Shred It ,3
5099,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,6
5100,5/19/2021,7 am to 6 pm,Shred It ,2
5101,3/2/2022,7 am to 6 pm,Shred It ,3
5102,6/8/2021,7 am to 6 pm,Shred It ,1
5103,9/20/2021,7 am to 6 pm,Shred It ,15
5104,TBD,TBD,TBD,TBD
5105,TBD,TBD,TBD,TBD
5106,TBD,TBD,TBD,TBD
5107,9/2/2021,7 am to 6 pm,Shred It ,2
5108,TBD,TBD,TBD,TBD
5109,7/14/2021,7 am to 6 pm,Shred It ,1
5110,7/21/2021,7 am to 6 pm,Shred It ,1
5111,5/27/2022,7 am to 6 pm,Shred It ,7
5113,4/26/2021,7 am to 6 pm,Shred It ,2
5115,7/21/2022,7 am to 6 pm,Shred It ,3
5116,6/25/2021,7 am to 6 pm,Shred It ,3
5117,4/18/2022,7 am to 6 pm,Shred It ,1
5118,TBD,TBD,TBD,TBD
5119,TBD,TBD,TBD,TBD
5122,1/12/2022,7 am to 6 pm,Shred It ,5
5123,5/17/2021,7 am to 6 pm,Shred It ,10
5124,TBD,TBD,TBD,TBD
5125,6/11/2021,7 am to 6 pm,Shred It ,3
5126,4/23/2021,7 am to 6 pm,Shred It ,3
5127,9/27/2021,7 am to 6 pm,Shred It ,8
5129,TBD,TBD,TBD,TBD
5130,9/24/2021,7 am to 6 pm,Shred It ,4
5131,10/4/2021,7 am to 6 pm,Shred It ,4
5132,2/24/2021,7 am to 6 pm,Shred It ,4
5133,TBD,TBD,TBD,TBD
5134,3/9/2022,7 am to 6 pm,Shred It ,1
5135,TBD,TBD,TBD,TBD
5136,3/4/2022,7 am to 6 pm,Shred It ,3
5137,TBD,TBD,TBD,TBD
5139,No Service Required per Store,7 am to 6 pm,Shred It ,0
5140,TBD,TBD,TBD,TBD
5141,7/25/2022,7 am to 6 pm,Shred It ,8
5142,6/9/2022,7 am to 6 pm,Shred It ,8
5143,No service required per store,7 am to 6 pm,Shred It ,0
5144,7/2/2021,7 am to 6 pm,Shred It ,13
5145,7/16/2021,7 am to 6 pm,Shred It ,2
5146,No Service required per store,7 am to 6 pm,Shred It ,0
5147,3/11/2022,7 am to 6 pm,Shred It ,2
5148,7/15/2021,7 am to 6 pm,Shred It ,1
5149,9/1/2021,7 am to 6 pm,Shred It ,1
5150,4/25/2022,7 am to 6 pm,Shred It ,3
5151,3/2/2022,7 am to 6 pm,Shred It ,6
5152,TBD,TBD,TBD,TBD
5154,7/21/2021,7 am to 6 pm,Shred It ,6
5155,5/5/2022,7 am to 6 pm,Shred It ,4
5156,3/14/2022,7 am to 6 pm,Shred It ,1
5157,7/15/2022,7 am to 6 pm,Shred It ,6
5159,6/23/2022,7 am to 6 pm,Shred It ,6
5160,8/31/2021,7 am to 6 pm,Shred It ,8
5162,TBD,TBD,TBD,TBD
5165,6/23/2021,7 am to 6 pm,Shred It ,2
5166,5/4/2022,7 am to 6 pm,Shred It ,3
5167,7/25/2022,7 am to 6 pm,Shred It ,1
5168,6/22/2021 (3 hours from vendor - have pallets ready),7 am to 6 pm,Shred It ,5
5170,7/29/2022,7 am to 6 pm,Shred It ,2
5172,4/1/2021,7 am to 6 pm,Shred It ,4
5173,2/24/2022,7 am to 6 pm,Shred It ,6
5174,TBD,TBD,TBD,TBD
5175,9/2/2021,7 am to 6 pm,Shred It ,5
5178,5/17/2022,7 am to 6 pm,Shred It ,1
5179,3/3/2021,7 am to 6 pm,Shred It ,3
5180,TBD,TBD,TBD,TBD
5182,7/15/2021,7 am to 6 pm,Shred It ,3
5183,8/25/2021,7 am to 6 pm,Shred It ,3
5184,TBD,TBD,TBD,TBD
5185,5/26/2021,7 am to 6 pm,Shred It ,10
5186,7/15/2021,7 am to 6 pm,Shred It ,4
5188,7/22/2021,7 am to 6 pm,Shred It ,1
5189,TBD,TBD,TBD,TBD
5190,5/12/2022,7 am to 6 pm,Shred It ,12
5191,9/2/2021,7 am to 6 pm,Shred It ,7
5192,No Service Required per Store,7 am to 6 pm,Shred It ,0
5193,3/14/2022,7 am to 6 pm,Shred It ,6
5195,7/19/2021,7 am to 6 pm,Shred It ,8
5196,9/24/2021,7 am to 6 pm,Shred It ,20
5197,2/25/2022,7 am to 6 pm,Shred It ,4
5198,6/17/2021,7 am to 6 pm,Shred It ,1
5199,Pending with Vendor to Schedule,7 am to 6 pm,Shred It ,4
5200,TBD,TBD,TBD,TBD
5201,6/6/2022,7 am to 6 pm,Shred It ,2
5202,6/2/2022,7 am to 6 pm,Shred It ,1
5203,6/10/2022,7 am to 6 pm,Shred It ,2
5204,6/7/2021,7 am to 6 pm,Shred It ,2
5205,7/12/2021,7 am to 6 pm,Shred It ,2
5206,9/15/2021,7 am to 6 pm,Shred It ,1
5207,TBD,TBD,TBD,TBD
5210,3/19/2022,7 am to 6 pm,Shred It ,2
5211,3/14/2022,7 am to 6 pm,Shred It ,2
5214,No Service required per store,7 am to 6 pm,Shred It ,0
5215,3/9/2022,7 am to 6 pm,Shred It ,2
5216,3/25/2022,7 am to 6 pm,Shred It ,6
5218,3/11/2021,7 am to 6 pm,Shred It ,16
5219,5/2/2022,7 am to 6 pm,Shred It ,3
5220,3/11/2021,7 am to 6 pm,Shred It ,5
5221,3/9/2021,7 am to 6 pm,Shred It ,3
5224,No Service required per store,7 am to 6 pm,Shred It ,0
5226,TBD,TBD,TBD,TBD
5227,TBD,TBD,TBD,TBD
5228,TBD,TBD,TBD,TBD
5229,1/11/2022,7 am to 6 pm,Shred It ,10
5231,1/14/2022,7 am to 6 pm,Shred It ,1
5232,Pending with the Vendor to Reschedule,7 am to 6 pm,Shred It ,2
5233,7/14/2021,7 am to 6 pm,Shred It ,15
5234,9/22/2021,7 am to 6 pm,Shred It ,3
5235,7/21/2021,7 am to 6 pm,Shred It ,9
