store_nbr,acct_dept,UPC_Number,description,DEPT_CATEGORY_DESC,SIZE,pack_qty,pack_cost,base_retail
530,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
531,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
532,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
533,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
535,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
536,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
537,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
539,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
540,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
541,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
542,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
543,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
546,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
547,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
548,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
549,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
550,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
553,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
558,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
559,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
562,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
564,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
565,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
566,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
569,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
571,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
572,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
574,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
575,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
576,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
578,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
580,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
581,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
583,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
584,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
585,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
586,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
587,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
589,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
590,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
591,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
592,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
594,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
595,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
598,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
599,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
601,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
602,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
603,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
604,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
608,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
609,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
610,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
611,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
612,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
614,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
615,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
616,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
618,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
619,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
620,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
621,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
622,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
624,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
625,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
627,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
628,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
629,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
630,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
631,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
632,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
633,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
634,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
636,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
637,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
638,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
640,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
641,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
642,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
643,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
644,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
645,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
648,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
651,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
652,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
653,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
655,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
656,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
657,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
658,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
659,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
660,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
661,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
662,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
663,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
664,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
665,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
666,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
667,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
668,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
669,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
670,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
671,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
672,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
673,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
674,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
675,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
676,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
677,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
678,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
680,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
681,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
682,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
683,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
684,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
685,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
687,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
688,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
689,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
690,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
691,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
692,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
694,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
695,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
698,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
699,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
700,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
701,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
702,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
703,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
705,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
706,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
707,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
708,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
709,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
710,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
711,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
712,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
715,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
716,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
718,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
719,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
720,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
722,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
723,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
724,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
725,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
726,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
727,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
729,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
730,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
731,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
733,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
734,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
735,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
736,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
737,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
738,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
739,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
740,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
741,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
742,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
744,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
745,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
746,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
748,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
749,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
752,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
753,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
754,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
755,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
756,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
757,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
758,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
761,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
762,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
764,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
765,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
766,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
768,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
770,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
772,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
773,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
774,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
775,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
776,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
777,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
779,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
780,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
781,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
782,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
784,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
785,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
786,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
787,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
790,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
791,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
793,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
794,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
796,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
797,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
799,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
802,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
804,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
805,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
806,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
807,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
808,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
809,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
810,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
812,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
813,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
815,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
816,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
817,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
818,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
820,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
821,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
822,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
823,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
824,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
825,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
826,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
828,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
835,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
838,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
839,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
844,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
846,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
847,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
848,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
849,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
850,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
851,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
852,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
853,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
854,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
855,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
856,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
859,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
861,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
865,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
866,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
867,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
868,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
869,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
870,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
872,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
874,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
875,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
876,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
877,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
878,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
879,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
880,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
881,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
882,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
884,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
886,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
891,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
892,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
894,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
896,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
897,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
901,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
902,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
903,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
904,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
905,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
906,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
907,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
908,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
909,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
910,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
911,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
912,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
913,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
914,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
915,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
916,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
919,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
922,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
923,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
924,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
927,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
930,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
932,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
933,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
934,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
935,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
936,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
937,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
938,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
939,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
940,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
941,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
942,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
944,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
945,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
948,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
950,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
954,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
955,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
958,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
961,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
962,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
963,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
964,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
965,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
966,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
967,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
968,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
969,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
970,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
972,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
976,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
978,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
979,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
981,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
982,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
985,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
988,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
989,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
990,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
991,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
992,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
993,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
994,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
995,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
999,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
1000,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
1002,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
1003,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
1005,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
1007,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
1010,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
1012,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
1015,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
1016,98,5573700020,MARBLE 1/2 CK,Cakes,N/A,6,38.38,29.14
