Market,RDC,Phase 1 Date,Phase 2 Date,Phase 3 Date
371,6031,6/30/2025,10/30/2026,#N/A
461,7033,10/1/2027,1/1/2029,#N/A
36,6010,5/4/2023,1/6/2025,5/6/2026
183,6030,7/20/2024,11/24/2025,3/24/2027
222,6024,7/20/2023,1/24/2025,5/24/2026
297,6040,8/15/2024,12/22/2025,4/22/2027
204,6043,4/1/2027,7/1/2028,#N/A
184,6030,7/20/2024,11/24/2025,3/24/2027
203,6043,4/1/2027,7/1/2028,#N/A
453,6026,3/12/2025,9/17/2026,1/17/2028
462,7033,10/1/2027,1/1/2029,#N/A
419,6025,10/12/2023,4/6/2025,8/6/2026
239,6017,4/7/2025,10/31/2026,2/29/2028
288,6023,3/10/2025,10/4/2026,2/4/2028
455,6026,3/12/2025,9/17/2026,1/17/2028
341,6069,4/1/2028,7/1/2029,#N/A
157,6030,7/20/2024,11/24/2025,3/24/2027
311,6039,11/2/2023,4/18/2025,8/18/2026
413,6009,10/1/2026,1/1/2028,#N/A
231,6027,7/25/2024,11/24/2025,3/24/2027
23,6054,4/1/2027,7/1/2028,#N/A
300,6040,8/15/2024,12/22/2025,4/22/2027
582,7026,7/1/2027,10/1/2028,#N/A
237,6027,7/25/2024,11/24/2025,3/24/2027
229,6027,7/25/2024,11/24/2025,3/24/2027
202,6043,4/1/2027,7/1/2028,#N/A
468,6026,3/12/2025,9/17/2026,1/17/2028
288,6023,3/10/2025,10/4/2026,2/4/2028
310,6040,8/15/2024,12/22/2025,4/22/2027
478,6026,3/12/2025,9/17/2026,1/17/2028
442,7039,11/1/2026,2/1/2028,#N/A
168,7034,7/1/2027,10/1/2028,#N/A
382,6019,12/8/2025,3/8/2027,7/8/2028
265,6092,4/1/2028,7/1/2029,#N/A
315,7045,4/1/2028,7/1/2029,#N/A
190,6038,8/15/2024,10/24/2025,2/24/2027
216,6024,7/20/2023,1/24/2025,5/24/2026
580,6066,7/1/2027,10/1/2028,#N/A
477,6026,3/12/2025,9/17/2026,1/17/2028
184,6030,7/20/2024,11/24/2025,3/24/2027
423,6025,10/12/2023,4/6/2025,8/6/2026
414,6009,10/1/2026,1/1/2028,#N/A
183,6030,7/20/2024,11/24/2025,3/24/2027
452,6021,1/6/2026,4/6/2027,8/6/2028
197,6043,4/1/2027,7/1/2028,#N/A
200,6043,4/1/2027,7/1/2028,#N/A
237,6027,7/25/2024,11/24/2025,3/24/2027
477,6026,3/12/2025,9/17/2026,1/17/2028
232,6080,4/1/2027,7/1/2028,#N/A
294,6039,11/2/2023,4/18/2025,8/18/2026
184,6030,7/20/2024,11/24/2025,3/24/2027
179,6030,7/20/2024,11/24/2025,3/24/2027
205,6043,4/1/2027,7/1/2028,#N/A
441,7039,11/1/2026,2/1/2028,#N/A
583,6036,2/16/2023,12/5/2024,4/5/2026
44,6068,4/1/2028,7/1/2029,#N/A
411,6035,8/15/2024,1/26/2026,5/26/2027
87,6016,2/16/2023,11/12/2024,3/12/2026
248,6043,4/1/2027,7/1/2028,#N/A
463,7033,10/1/2027,1/1/2029,#N/A
189,6038,8/15/2024,10/24/2025,2/24/2027
165,7034,7/1/2027,10/1/2028,#N/A
388,6019,12/8/2025,3/8/2027,7/8/2028
202,6043,4/1/2027,7/1/2028,#N/A
164,6080,4/1/2027,7/1/2028,#N/A
289,6023,3/10/2025,10/4/2026,2/4/2028
215,6024,7/20/2023,1/24/2025,5/24/2026
192,6038,8/15/2024,10/24/2025,2/24/2027
264,6092,4/1/2028,7/1/2029,#N/A
449,6021,1/6/2026,4/6/2027,8/6/2028
297,6040,8/15/2024,12/22/2025,4/22/2027
475,6037,2/1/2024,7/8/2025,11/8/2026
436,6025,10/12/2023,4/6/2025,8/6/2026
229,6027,7/25/2024,11/24/2025,3/24/2027
306,6070,1/1/2028,4/1/2029,#N/A
811,7035,7/1/2026,10/1/2027,#N/A
234,6027,7/25/2024,11/24/2025,3/24/2027
286,7045,4/1/2028,7/1/2029,#N/A
581,6021,1/6/2026,4/6/2027,8/6/2028
582,7026,7/1/2027,10/1/2028,#N/A
439,7039,11/1/2026,2/1/2028,#N/A
37,6040,8/15/2024,12/22/2025,4/22/2027
191,6038,8/15/2024,10/24/2025,2/24/2027
191,6038,8/15/2024,10/24/2025,2/24/2027
463,7033,10/1/2027,1/1/2029,#N/A
291,6023,3/10/2025,10/4/2026,2/4/2028
468,6026,3/12/2025,9/17/2026,1/17/2028
190,6080,4/1/2027,7/1/2028,#N/A
202,6043,4/1/2027,7/1/2028,#N/A
59,7036,4/1/2028,7/1/2029,#N/A
394,7033,10/1/2027,1/1/2029,#N/A
214,6024,7/20/2023,1/24/2025,5/24/2026
511,6021,1/6/2026,4/6/2027,8/6/2028
289,6023,3/10/2025,10/4/2026,2/4/2028
298,6070,1/1/2028,4/1/2029,#N/A
477,6026,3/12/2025,9/17/2026,1/17/2028
178,7034,7/1/2027,10/1/2028,#N/A
109,7038,1/1/2028,4/1/2029,#N/A
366,6031,6/30/2025,10/30/2026,#N/A
93,7035,7/1/2026,10/1/2027,#N/A
264,6092,4/1/2028,7/1/2029,#N/A
308,6070,1/1/2028,4/1/2029,#N/A
234,6027,7/25/2024,11/24/2025,3/24/2027
109,7038,1/1/2028,4/1/2029,#N/A
291,6023,3/10/2025,10/4/2026,2/4/2028
461,7033,10/1/2027,1/1/2029,#N/A
801,7035,7/1/2026,10/1/2027,#N/A
423,6025,10/12/2023,4/6/2025,8/6/2026
179,6030,7/20/2024,11/24/2025,3/24/2027
209,6027,7/25/2024,11/24/2025,3/24/2027
421,6025,10/12/2023,4/6/2025,8/6/2026
463,7033,10/1/2027,1/1/2029,#N/A
284,7034,7/1/2027,10/1/2028,#N/A
422,6025,10/12/2023,4/6/2025,8/6/2026
462,7033,10/1/2027,1/1/2029,#N/A
209,6024,7/20/2023,1/24/2025,5/24/2026
422,6025,10/12/2023,4/6/2025,8/6/2026
421,6025,10/12/2023,4/6/2025,8/6/2026
180,6030,7/20/2024,11/24/2025,3/24/2027
293,7045,4/1/2028,7/1/2029,#N/A
180,6030,7/20/2024,11/24/2025,3/24/2027
165,7034,7/1/2027,10/1/2028,#N/A
475,6037,2/1/2024,7/8/2025,11/8/2026
187,6038,8/15/2024,10/24/2025,2/24/2027
383,7026,7/1/2027,10/1/2028,#N/A
161,6030,7/20/2024,11/24/2025,3/24/2027
118,6020,5/1/2022,9/1/2024,In Progress
282,7045,4/1/2028,7/1/2029,#N/A
476,6037,2/1/2024,7/8/2025,11/8/2026
581,6021,1/6/2026,4/6/2027,8/6/2028
400,7026,7/1/2027,10/1/2028,#N/A
445,7033,10/1/2027,1/1/2029,#N/A
468,6026,3/12/2025,9/17/2026,1/17/2028
454,6026,3/12/2025,9/17/2026,1/17/2028
581,6021,1/6/2026,4/6/2027,8/6/2028
229,6027,7/25/2024,11/24/2025,3/24/2027
226,6080,4/1/2027,7/1/2028,#N/A
229,6027,7/25/2024,11/24/2025,3/24/2027
234,6027,7/25/2024,11/24/2025,3/24/2027
232,6027,7/25/2024,11/24/2025,3/24/2027
401,7026,7/1/2027,10/1/2028,#N/A
475,6037,2/1/2024,7/8/2025,11/8/2026
285,7034,7/1/2027,10/1/2028,#N/A
162,6038,8/15/2024,10/24/2025,2/24/2027
268,6092,4/1/2028,7/1/2029,#N/A
508,7034,7/1/2027,10/1/2028,#N/A
215,6024,7/20/2023,1/24/2025,5/24/2026
215,6024,7/20/2023,1/24/2025,5/24/2026
391,6019,12/8/2025,3/8/2027,7/8/2028
268,6092,4/1/2028,7/1/2029,#N/A
264,6092,4/1/2028,7/1/2029,#N/A
461,7033,10/1/2027,1/1/2029,#N/A
400,7026,7/1/2027,10/1/2028,#N/A
383,7026,7/1/2027,10/1/2028,#N/A
400,7026,7/1/2027,10/1/2028,#N/A
455,6026,3/12/2025,9/17/2026,1/17/2028
292,7045,4/1/2028,7/1/2029,#N/A
400,7026,7/1/2027,10/1/2028,#N/A
160,6030,7/20/2024,11/24/2025,3/24/2027
184,6030,7/20/2024,11/24/2025,3/24/2027
440,7039,11/1/2026,2/1/2028,#N/A
195,6038,8/15/2024,10/24/2025,2/24/2027
457,6026,3/12/2025,9/17/2026,1/17/2028
215,6024,7/20/2023,1/24/2025,5/24/2026
461,7033,10/1/2027,1/1/2029,#N/A
207,6024,7/20/2023,1/24/2025,5/24/2026
445,7033,10/1/2027,1/1/2029,#N/A
463,7033,10/1/2027,1/1/2029,#N/A
108,7038,1/1/2028,4/1/2029,#N/A
459,7033,10/1/2027,1/1/2029,#N/A
156,6030,7/20/2024,11/24/2025,3/24/2027
179,6030,7/20/2024,11/24/2025,3/24/2027
477,6026,3/12/2025,9/17/2026,1/17/2028
178,7034,7/1/2027,10/1/2028,#N/A
462,7033,10/1/2027,1/1/2029,#N/A
200,6043,4/1/2027,7/1/2028,#N/A
179,6030,7/20/2024,11/24/2025,3/24/2027
478,6026,3/12/2025,9/17/2026,1/17/2028
191,6038,8/15/2024,10/24/2025,2/24/2027
209,6027,7/25/2024,11/24/2025,3/24/2027
205,6043,4/1/2027,7/1/2028,#N/A
419,6025,10/12/2023,4/6/2025,8/6/2026
184,6030,7/20/2024,11/24/2025,3/24/2027
440,7039,11/1/2026,2/1/2028,#N/A
179,6030,7/20/2024,11/24/2025,3/24/2027
267,6092,4/1/2028,7/1/2029,#N/A
314,6023,3/10/2025,10/4/2026,2/4/2028
231,6027,7/25/2024,11/24/2025,3/24/2027
196,6043,4/1/2027,7/1/2028,#N/A
216,6024,7/20/2023,1/24/2025,5/24/2026
268,6092,4/1/2028,7/1/2029,#N/A
180,6030,7/20/2024,11/24/2025,3/24/2027
188,6038,8/15/2024,10/24/2025,2/24/2027
462,7033,10/1/2027,1/1/2029,#N/A
200,6043,4/1/2027,7/1/2028,#N/A
433,6035,8/15/2024,1/26/2026,5/26/2027
226,6027,7/25/2024,11/24/2025,3/24/2027
187,6038,8/15/2024,10/24/2025,2/24/2027
473,6037,2/1/2024,7/8/2025,11/8/2026
208,6027,7/25/2024,11/24/2025,3/24/2027
194,6027,7/25/2024,11/24/2025,3/24/2027
301,6023,3/10/2025,10/4/2026,2/4/2028
399,7026,7/1/2027,10/1/2028,#N/A
422,6025,10/12/2023,4/6/2025,8/6/2026
297,6040,8/15/2024,12/22/2025,4/22/2027
183,6030,7/20/2024,11/24/2025,3/24/2027
263,6092,4/1/2028,7/1/2029,#N/A
382,6019,12/8/2025,3/8/2027,7/8/2028
105,7038,1/1/2028,4/1/2029,#N/A
80,6016,2/16/2023,11/12/2024,3/12/2026
164,6080,4/1/2027,7/1/2028,#N/A
112,6020,5/1/2022,9/1/2024,In Progress
225,6017,4/7/2025,10/31/2026,2/29/2028
246,6017,4/7/2025,10/31/2026,2/29/2028
450,6021,1/6/2026,4/6/2027,8/6/2028
161,6030,7/20/2024,11/24/2025,3/24/2027
432,6009,10/1/2026,1/1/2028,#N/A
194,6038,8/15/2024,10/24/2025,2/24/2027
154,6038,8/15/2024,10/24/2025,2/24/2027
281,7034,7/1/2027,10/1/2028,#N/A
290,6023,3/10/2025,10/4/2026,2/4/2028
159,6030,7/20/2024,11/24/2025,3/24/2027
425,6025,10/12/2023,4/6/2025,8/6/2026
511,6021,1/6/2026,4/6/2027,8/6/2028
194,6027,7/25/2024,11/24/2025,3/24/2027
179,6030,7/20/2024,11/24/2025,3/24/2027
181,6030,7/20/2024,11/24/2025,3/24/2027
190,6038,8/15/2024,10/24/2025,2/24/2027
178,7034,7/1/2027,10/1/2028,#N/A
247,6092,4/1/2028,7/1/2029,#N/A
453,6026,3/12/2025,9/17/2026,1/17/2028
162,6030,7/20/2024,11/24/2025,3/24/2027
508,6023,3/10/2025,10/4/2026,2/4/2028
439,7039,11/1/2026,2/1/2028,#N/A
450,6021,1/6/2026,4/6/2027,8/6/2028
154,6038,8/15/2024,10/24/2025,2/24/2027
283,7045,4/1/2028,7/1/2029,#N/A
213,6024,7/20/2023,1/24/2025,5/24/2026
205,6043,4/1/2027,7/1/2028,#N/A
455,6026,3/12/2025,9/17/2026,1/17/2028
447,6021,1/6/2026,4/6/2027,8/6/2028
217,6024,7/20/2023,1/24/2025,5/24/2026
251,6017,4/7/2025,10/31/2026,2/29/2028
462,7033,10/1/2027,1/1/2029,#N/A
195,6038,8/15/2024,10/24/2025,2/24/2027
187,6038,8/15/2024,10/24/2025,2/24/2027
400,7026,7/1/2027,10/1/2028,#N/A
553,7038,1/1/2028,4/1/2029,#N/A
188,6038,8/15/2024,10/24/2025,2/24/2027
267,6092,4/1/2028,7/1/2029,#N/A
424,6025,10/12/2023,4/6/2025,8/6/2026
301,6023,3/10/2025,10/4/2026,2/4/2028
449,6021,1/6/2026,4/6/2027,8/6/2028
451,6021,1/6/2026,4/6/2027,8/6/2028
174,6080,4/1/2027,7/1/2028,#N/A
415,6009,10/1/2026,1/1/2028,#N/A
306,6070,1/1/2028,4/1/2029,#N/A
475,6037,2/1/2024,7/8/2025,11/8/2026
473,6037,2/1/2024,7/8/2025,11/8/2026
229,6027,7/25/2024,11/24/2025,3/24/2027
281,7034,7/1/2027,10/1/2028,#N/A
201,6043,4/1/2027,7/1/2028,#N/A
156,6030,7/20/2024,11/24/2025,3/24/2027
179,6030,7/20/2024,11/24/2025,3/24/2027
204,6043,4/1/2027,7/1/2028,#N/A
292,7045,4/1/2028,7/1/2029,#N/A
473,6037,2/1/2024,7/8/2025,11/8/2026
235,6027,7/25/2024,11/24/2025,3/24/2027
246,6092,4/1/2028,7/1/2029,#N/A
160,6030,7/20/2024,11/24/2025,3/24/2027
162,6038,8/15/2024,10/24/2025,2/24/2027
233,7034,7/1/2027,10/1/2028,#N/A
226,6080,4/1/2027,7/1/2028,#N/A
511,6021,1/6/2026,4/6/2027,8/6/2028
801,7035,7/1/2026,10/1/2027,#N/A
320,7045,4/1/2028,7/1/2029,#N/A
461,7033,10/1/2027,1/1/2029,#N/A
450,6021,1/6/2026,4/6/2027,8/6/2028
511,6026,3/12/2025,9/17/2026,1/17/2028
446,6021,1/6/2026,4/6/2027,8/6/2028
427,6025,10/12/2023,4/6/2025,8/6/2026
239,6024,7/20/2023,1/24/2025,5/24/2026
317,6024,7/20/2023,1/24/2025,5/24/2026
472,6037,2/1/2024,7/8/2025,11/8/2026
292,7045,4/1/2028,7/1/2029,#N/A
450,6021,1/6/2026,4/6/2027,8/6/2028
170,7034,7/1/2027,10/1/2028,#N/A
284,7034,7/1/2027,10/1/2028,#N/A
194,6038,8/15/2024,10/24/2025,2/24/2027
457,6026,3/12/2025,9/17/2026,1/17/2028
281,7034,7/1/2027,10/1/2028,#N/A
180,6030,7/20/2024,11/24/2025,3/24/2027
179,6030,7/20/2024,11/24/2025,3/24/2027
453,6026,3/12/2025,9/17/2026,1/17/2028
237,6027,7/25/2024,11/24/2025,3/24/2027
396,7033,10/1/2027,1/1/2029,#N/A
405,6031,6/30/2025,10/30/2026,#N/A
453,6026,3/12/2025,9/17/2026,1/17/2028
457,6026,3/12/2025,9/17/2026,1/17/2028
450,6026,3/12/2025,9/17/2026,1/17/2028
183,6030,7/20/2024,11/24/2025,3/24/2027
188,6038,8/15/2024,10/24/2025,2/24/2027
184,6030,7/20/2024,11/24/2025,3/24/2027
297,6040,8/15/2024,12/22/2025,4/22/2027
231,6027,7/25/2024,11/24/2025,3/24/2027
201,6043,4/1/2027,7/1/2028,#N/A
201,6043,4/1/2027,7/1/2028,#N/A
208,6027,7/25/2024,11/24/2025,3/24/2027
226,6080,4/1/2027,7/1/2028,#N/A
122,6039,11/2/2023,4/18/2025,8/18/2026
64,7036,4/1/2028,7/1/2029,#N/A
801,7035,7/1/2026,10/1/2027,#N/A
170,7034,7/1/2027,10/1/2028,#N/A
468,6026,3/12/2025,9/17/2026,1/17/2028
469,6037,2/1/2024,7/8/2025,11/8/2026
469,6037,2/1/2024,7/8/2025,11/8/2026
811,7035,7/1/2026,10/1/2027,#N/A
214,6024,7/20/2023,1/24/2025,5/24/2026
469,6037,2/1/2024,7/8/2025,11/8/2026
478,6026,3/12/2025,9/17/2026,1/17/2028
460,7033,10/1/2027,1/1/2029,#N/A
216,6024,7/20/2023,1/24/2025,5/24/2026
196,7039,11/1/2026,2/1/2028,#N/A
202,6043,4/1/2027,7/1/2028,#N/A
111,6020,5/1/2022,9/1/2024,In Progress
464,6021,1/6/2026,4/6/2027,8/6/2028
320,7045,4/1/2028,7/1/2029,#N/A
382,7026,7/1/2027,10/1/2028,#N/A
811,7035,7/1/2026,10/1/2027,#N/A
56,6068,4/1/2028,7/1/2029,#N/A
422,6025,10/12/2023,4/6/2025,8/6/2026
195,6038,8/15/2024,10/24/2025,2/24/2027
311,6039,11/2/2023,4/18/2025,8/18/2026
174,6080,4/1/2027,7/1/2028,#N/A
110,7038,1/1/2028,4/1/2029,#N/A
187,6038,8/15/2024,10/24/2025,2/24/2027
189,6038,8/15/2024,10/24/2025,2/24/2027
460,7033,10/1/2027,1/1/2029,#N/A
160,6030,7/20/2024,11/24/2025,3/24/2027
170,7034,7/1/2027,10/1/2028,#N/A
188,6038,8/15/2024,10/24/2025,2/24/2027
219,6024,7/20/2023,1/24/2025,5/24/2026
447,6021,1/6/2026,4/6/2027,8/6/2028
196,6043,4/1/2027,7/1/2028,#N/A
475,6037,2/1/2024,7/8/2025,11/8/2026
200,6043,4/1/2027,7/1/2028,#N/A
159,6030,7/20/2024,11/24/2025,3/24/2027
164,6080,4/1/2027,7/1/2028,#N/A
53,6068,4/1/2028,7/1/2029,#N/A
392,6026,3/12/2025,9/17/2026,1/17/2028
195,6038,8/15/2024,10/24/2025,2/24/2027
165,7034,7/1/2027,10/1/2028,#N/A
165,7034,7/1/2027,10/1/2028,#N/A
465,6021,1/6/2026,4/6/2027,8/6/2028
13,6006,8/22/2024,4/2/2026,8/2/2027
372,6031,6/30/2025,10/30/2026,#N/A
370,6031,6/30/2025,10/30/2026,#N/A
7,6010,5/4/2023,1/6/2025,5/6/2026
216,6024,7/20/2023,1/24/2025,5/24/2026
187,6038,8/15/2024,10/24/2025,2/24/2027
450,6021,1/6/2026,4/6/2027,8/6/2028
156,6030,7/20/2024,11/24/2025,3/24/2027
451,6021,1/6/2026,4/6/2027,8/6/2028
190,6038,8/15/2024,10/24/2025,2/24/2027
472,6037,2/1/2024,7/8/2025,11/8/2026
159,6030,7/20/2024,11/24/2025,3/24/2027
47,6018,3/17/2025,11/13/2026,3/13/2028
223,6024,7/20/2023,1/24/2025,5/24/2026
380,6019,12/8/2025,3/8/2027,7/8/2028
470,7033,10/1/2027,1/1/2029,#N/A
440,7039,11/1/2026,2/1/2028,#N/A
159,6030,7/20/2024,11/24/2025,3/24/2027
237,6027,7/25/2024,11/24/2025,3/24/2027
183,6030,7/20/2024,11/24/2025,3/24/2027
411,6035,8/15/2024,1/26/2026,5/26/2027
131,6048,11/1/2026,2/1/2028,#N/A
82,6016,2/16/2023,11/12/2024,3/12/2026
306,6070,1/1/2028,4/1/2029,#N/A
190,6038,8/15/2024,10/24/2025,2/24/2027
291,7045,4/1/2028,7/1/2029,#N/A
296,6040,8/15/2024,12/22/2025,4/22/2027
181,6030,7/20/2024,11/24/2025,3/24/2027
157,6030,7/20/2024,11/24/2025,3/24/2027
180,6030,7/20/2024,11/24/2025,3/24/2027
166,7034,7/1/2027,10/1/2028,#N/A
184,6030,7/20/2024,11/24/2025,3/24/2027
179,6030,7/20/2024,11/24/2025,3/24/2027
173,6038,8/15/2024,10/24/2025,2/24/2027
168,6080,4/1/2027,7/1/2028,#N/A
189,6038,8/15/2024,10/24/2025,2/24/2027
383,7026,7/1/2027,10/1/2028,#N/A
216,6024,7/20/2023,1/24/2025,5/24/2026
458,7033,10/1/2027,1/1/2029,#N/A
109,7038,1/1/2028,4/1/2029,#N/A
188,6038,8/15/2024,10/24/2025,2/24/2027
183,6030,7/20/2024,11/24/2025,3/24/2027
24,6054,4/1/2027,7/1/2028,#N/A
156,6030,7/20/2024,11/24/2025,3/24/2027
171,6080,4/1/2027,7/1/2028,#N/A
160,6030,7/20/2024,11/24/2025,3/24/2027
156,6030,7/20/2024,11/24/2025,3/24/2027
194,6027,7/25/2024,11/24/2025,3/24/2027
290,6023,3/10/2025,10/4/2026,2/4/2028
511,6026,3/12/2025,9/17/2026,1/17/2028
173,6080,4/1/2027,7/1/2028,#N/A
194,6027,7/25/2024,11/24/2025,3/24/2027
191,6038,8/15/2024,10/24/2025,2/24/2027
167,7034,7/1/2027,10/1/2028,#N/A
232,6080,4/1/2027,7/1/2028,#N/A
162,6030,7/20/2024,11/24/2025,3/24/2027
154,6038,8/15/2024,10/24/2025,2/24/2027
333,6094,1/1/2028,4/1/2029,#N/A
107,7038,1/1/2028,4/1/2029,#N/A
459,7033,10/1/2027,1/1/2029,#N/A
179,6030,7/20/2024,11/24/2025,3/24/2027
157,6030,7/20/2024,11/24/2025,3/24/2027
463,7033,10/1/2027,1/1/2029,#N/A
180,6030,7/20/2024,11/24/2025,3/24/2027
160,6030,7/20/2024,11/24/2025,3/24/2027
232,6027,7/25/2024,11/24/2025,3/24/2027
473,6037,2/1/2024,7/8/2025,11/8/2026
469,6037,2/1/2024,7/8/2025,11/8/2026
392,6026,3/12/2025,9/17/2026,1/17/2028
453,6026,3/12/2025,9/17/2026,1/17/2028
207,6043,4/1/2027,7/1/2028,#N/A
436,7039,11/1/2026,2/1/2028,#N/A
208,6027,7/25/2024,11/24/2025,3/24/2027
283,6023,3/10/2025,10/4/2026,2/4/2028
178,7034,7/1/2027,10/1/2028,#N/A
472,6037,2/1/2024,7/8/2025,11/8/2026
208,6027,7/25/2024,11/24/2025,3/24/2027
423,6025,10/12/2023,4/6/2025,8/6/2026
216,6024,7/20/2023,1/24/2025,5/24/2026
162,6030,7/20/2024,11/24/2025,3/24/2027
505,6012,12/18/2024,6/18/2026,10/18/2027
180,6030,7/20/2024,11/24/2025,3/24/2027
267,6092,4/1/2028,7/1/2029,#N/A
233,6027,7/25/2024,11/24/2025,3/24/2027
466,6021,1/6/2026,4/6/2027,8/6/2028
403,7026,7/1/2027,10/1/2028,#N/A
226,6080,4/1/2027,7/1/2028,#N/A
216,6024,7/20/2023,1/24/2025,5/24/2026
195,6038,8/15/2024,10/24/2025,2/24/2027
208,6027,7/25/2024,11/24/2025,3/24/2027
340,6069,4/1/2028,7/1/2029,#N/A
41,6070,1/1/2028,4/1/2029,#N/A
265,6092,4/1/2028,7/1/2029,#N/A
466,7033,10/1/2027,1/1/2029,#N/A
333,6069,4/1/2028,7/1/2029,#N/A
157,6030,7/20/2024,11/24/2025,3/24/2027
585,6019,12/8/2025,3/8/2027,7/8/2028
181,6038,8/15/2024,10/24/2025,2/24/2027
161,6030,7/20/2024,11/24/2025,3/24/2027
481,7033,10/1/2027,1/1/2029,#N/A
159,6030,7/20/2024,11/24/2025,3/24/2027
154,6038,8/15/2024,10/24/2025,2/24/2027
237,6027,7/25/2024,11/24/2025,3/24/2027
279,6009,10/1/2026,1/1/2028,#N/A
163,6080,4/1/2027,7/1/2028,#N/A
280,7045,4/1/2028,7/1/2029,#N/A
189,6038,8/15/2024,10/24/2025,2/24/2027
167,7034,7/1/2027,10/1/2028,#N/A
118,7038,1/1/2028,4/1/2029,#N/A
200,6043,4/1/2027,7/1/2028,#N/A
86,6016,2/16/2023,11/12/2024,3/12/2026
801,7035,7/1/2026,10/1/2027,#N/A
475,6037,2/1/2024,7/8/2025,11/8/2026
464,7033,10/1/2027,1/1/2029,#N/A
478,6026,3/12/2025,9/17/2026,1/17/2028
316,6024,7/20/2023,1/24/2025,5/24/2026
460,7033,10/1/2027,1/1/2029,#N/A
299,6040,8/15/2024,12/22/2025,4/22/2027
293,7045,4/1/2028,7/1/2029,#N/A
467,6037,2/1/2024,7/8/2025,11/8/2026
225,6017,4/7/2025,10/31/2026,2/29/2028
484,6021,1/6/2026,4/6/2027,8/6/2028
168,6080,4/1/2027,7/1/2028,#N/A
458,7033,10/1/2027,1/1/2029,#N/A
165,7034,7/1/2027,10/1/2028,#N/A
232,6080,4/1/2027,7/1/2028,#N/A
296,6023,3/10/2025,10/4/2026,2/4/2028
67,7036,4/1/2028,7/1/2029,#N/A
283,6023,3/10/2025,10/4/2026,2/4/2028
383,6037,2/1/2024,7/8/2025,11/8/2026
161,6030,7/20/2024,11/24/2025,3/24/2027
190,6038,8/15/2024,10/24/2025,2/24/2027
167,7034,7/1/2027,10/1/2028,#N/A
189,6038,8/15/2024,10/24/2025,2/24/2027
35,6070,1/1/2028,4/1/2029,#N/A
214,6024,7/20/2023,1/24/2025,5/24/2026
156,6030,7/20/2024,11/24/2025,3/24/2027
473,6037,2/1/2024,7/8/2025,11/8/2026
375,7026,7/1/2027,10/1/2028,#N/A
440,7039,11/1/2026,2/1/2028,#N/A
285,7034,7/1/2027,10/1/2028,#N/A
205,6043,4/1/2027,7/1/2028,#N/A
424,6025,10/12/2023,4/6/2025,8/6/2026
239,6017,4/7/2025,10/31/2026,2/29/2028
238,6092,4/1/2028,7/1/2029,#N/A
449,6021,1/6/2026,4/6/2027,8/6/2028
228,6027,7/25/2024,11/24/2025,3/24/2027
282,7034,7/1/2027,10/1/2028,#N/A
451,6021,1/6/2026,4/6/2027,8/6/2028
235,6027,7/25/2024,11/24/2025,3/24/2027
162,6038,8/15/2024,10/24/2025,2/24/2027
161,6030,7/20/2024,11/24/2025,3/24/2027
173,6080,4/1/2027,7/1/2028,#N/A
189,6038,8/15/2024,10/24/2025,2/24/2027
171,6080,4/1/2027,7/1/2028,#N/A
229,6027,7/25/2024,11/24/2025,3/24/2027
462,6021,1/6/2026,4/6/2027,8/6/2028
154,6038,8/15/2024,10/24/2025,2/24/2027
458,7033,10/1/2027,1/1/2029,#N/A
484,6021,1/6/2026,4/6/2027,8/6/2028
585,6019,12/8/2025,3/8/2027,7/8/2028
174,6080,4/1/2027,7/1/2028,#N/A
287,6023,3/10/2025,10/4/2026,2/4/2028
448,6021,1/6/2026,4/6/2027,8/6/2028
163,6038,8/15/2024,10/24/2025,2/24/2027
227,6027,7/25/2024,11/24/2025,3/24/2027
811,7035,7/1/2026,10/1/2027,#N/A
11,6006,8/22/2024,4/2/2026,8/2/2027
582,7026,7/1/2027,10/1/2028,#N/A
470,7033,10/1/2027,1/1/2029,#N/A
221,6017,4/7/2025,10/31/2026,2/29/2028
123,6039,11/2/2023,4/18/2025,8/18/2026
247,6043,4/1/2027,7/1/2028,#N/A
312,7045,4/1/2028,7/1/2029,#N/A
209,6027,7/25/2024,11/24/2025,3/24/2027
470,7033,10/1/2027,1/1/2029,#N/A
478,6026,3/12/2025,9/17/2026,1/17/2028
214,6024,7/20/2023,1/24/2025,5/24/2026
472,6037,2/1/2024,7/8/2025,11/8/2026
231,6027,7/25/2024,11/24/2025,3/24/2027
471,6037,2/1/2024,7/8/2025,11/8/2026
468,6026,3/12/2025,9/17/2026,1/17/2028
470,7033,10/1/2027,1/1/2029,#N/A
145,6018,3/17/2025,11/13/2026,3/13/2028
215,6024,7/20/2023,1/24/2025,5/24/2026
472,6037,2/1/2024,7/8/2025,11/8/2026
194,6038,8/15/2024,10/24/2025,2/24/2027
497,6070,1/1/2028,4/1/2029,#N/A
156,6030,7/20/2024,11/24/2025,3/24/2027
183,6030,7/20/2024,11/24/2025,3/24/2027
162,6030,7/20/2024,11/24/2025,3/24/2027
181,6038,8/15/2024,10/24/2025,2/24/2027
445,7033,10/1/2027,1/1/2029,#N/A
233,7034,7/1/2027,10/1/2028,#N/A
441,7039,11/1/2026,2/1/2028,#N/A
159,6030,7/20/2024,11/24/2025,3/24/2027
312,7045,4/1/2028,7/1/2029,#N/A
196,6043,4/1/2027,7/1/2028,#N/A
246,6092,4/1/2028,7/1/2029,#N/A
233,7034,7/1/2027,10/1/2028,#N/A
