DC Number,Type,Date,Application,Summary,Status,Change Link,CHG NUMBER
6062,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6062,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6085,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6085,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7015,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7015,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6082,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6082,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7077,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7077,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6074,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6074,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6071,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6071,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6095,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6095,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7018,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7018,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6083,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6083,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7084,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7084,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6091,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6091,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6073,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6073,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6096,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6096,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7024,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7024,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6084,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6084,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
8397,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
8397,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6097,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6097,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6099,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6099,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7012,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7012,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7079,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7079,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
8348,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
8348,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
8852,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
8852,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
6858,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
6858,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7019,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7019,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7017,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7017,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7014,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7014,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7030,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7030,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7023,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7023,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7016,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7016,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
7055,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
7055,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
8851,Ehnacement,7/28/2025,ESS,"Enables Address Book in ESS for Grocery DCs, moving address management from CCM to Cosmos DB.",,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c12b453387fe6218d32143b6cebb3582&recordUrl=change_request.do%3Fsys_id%3Dc12b453387fe6218d32143b6cebb3582&sysparm_stack=&sysparm_view=,CHG3366558
8851,Ehnacement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=,CHG3376339
