Store,City,ST,Scheduling Status,Date Scheduled,Time Scheduled,Lead Planned hours onsite
2167,EXTON,PA,Scheduled,10/16/2024,7:00:00 PM,12
2541,ALLIANCE,OH,In Progress,,7:00:00 PM,8
3535,EPPING,NH,Scheduled,10/16/2024,7:00:00 PM,12
4285,CLEVELAND,OH,In Progress,,7:00:00 PM,8
757,PLEASANTON,TX,In Progress,,7:00:00 PM,12
1253,AUSTIN,TX,In Progress,,7:00:00 PM,11
1284,PHENIX CITY,AL,In Progress,,7:00:00 PM,11
1310,TERRE HAUTE,IN,In Progress,,7:00:00 PM,12
2731,GAINESVILLE,GA,Scheduled,10/17/2024,7:00:00 PM,8
2884,LAS VEGAS,NV,Scheduled,10/22/2024,7:00:00 PM,12
5472,SALINE,MI,In Progress,,7:00:00 PM,12
7,SHERWOOD,AR,In Progress,,7:00:00 PM,8
331,SULPHUR,LA,In Progress,,7:00:00 PM,10
423,ALABASTER,AL,In Progress,,7:00:00 PM,12
1068,SEBASTIAN,FL,In Progress,,7:00:00 PM,8
2732,VILLA RICA,GA,In Progress,,7:00:00 PM,5
2808,MIDLOTHIAN,VA,Scheduled,10/17/2024,7:00:00 PM,10
2929,HOPE MILLS,NC,In Progress,,7:00:00 PM,12
4664,CONWAY,SC,In Progress,,7:00:00 PM,10
5033,FORT MORGAN,CO,In Progress,,7:00:00 PM,12
1665,MUNCIE,IN,In Progress,,7:00:00 PM,12
1675,LEBANON,KY,In Progress,,7:00:00 PM,8
1698,HOOKSETT,NH,In Progress,,7:00:00 PM,8
1783,PRINCETON,IN,In Progress,,7:00:00 PM,12
2141,PHILADELPHIA,PA,In Progress,,7:00:00 PM,9
2683,HADLEY,MA,In Progress,,7:00:00 PM,12
3722,KENT,OH,In Progress,,7:00:00 PM,12
475,ROUND ROCK,TX,In Progress,,7:00:00 PM,10
1313,SAN ANTONIO,TX,In Progress,,7:00:00 PM,12
2838,HENDERSON,NV,Scheduled,10/23/2024,7:00:00 PM,10
4262,THE VILLAGES,FL,In Progress,,7:00:00 PM,12
1759,GLOUCESTER,VA,In Progress,,7:00:00 PM,12
2781,NAMPA,ID,In Progress,,7:00:00 PM,8
2853,LA PLATA,MD,In Progress,,7:00:00 PM,12
3595,FAYETTEVILLE,NC,In Progress,,7:00:00 PM,8
1796,AMHERST,NH,In Progress,,7:00:00 PM,10
5278,CHICOPEE,MA,In Progress,,7:00:00 PM,12
452,MCALLEN,TX,In Progress,,7:00:00 PM,12
565,CORSICANA,TX,In Progress,,7:00:00 PM,12
744,HUMBLE,TX,In Progress,,7:00:00 PM,12
1281,SPARTANBURG,SC,In Progress,,7:00:00 PM,8
1487,MICHIGAN CITY,IN,In Progress,,7:00:00 PM,8
1940,EAST GREENBUSH,NY,In Progress,,7:00:00 PM,12
2599,SAN ANTONIO,TX,In Progress,,7:00:00 PM,8
3538,MELBOURNE,FL,In Progress,,7:00:00 PM,12
4527,WAYCROSS,GA,Scheduled,10/21/2024,7:00:00 PM,11
81,STILWELL,OK,In Progress,,7:00:00 PM,6
448,SHREVEPORT,LA,In Progress,,7:00:00 PM,8
525,LAKE MARY,FL,Scheduled,10/21/2024,7:00:00 PM,6
787,RIVERDALE,GA,In Progress,,7:00:00 PM,8
1201,GARDENDALE,AL,In Progress,,7:00:00 PM,10
1348,WILMINGTON,NC,In Progress,,7:00:00 PM,8
3739,NAMPA,ID,In Progress,,7:00:00 PM,12
4260,PORT ST LUCIE,FL,In Progress,,7:00:00 PM,12
5343,FREDERICKSBURG,VA,In Progress,,7:00:00 PM,8
6879,FAYETTEVILLE,NC,Scheduled,10/21/2024,7:00:00 PM,12
7032,HENRICO,VA,In Progress,,7:00:00 PM,10
2142,SALEM,NH,In Progress,,7:00:00 PM,6
2595,MARYSVILLE,WA,In Progress,,7:00:00 PM,8
2650,PHILADELPHIA,PA,In Progress,,7:00:00 PM,8
5025,FORT WAYNE,IN,In Progress,,7:00:00 PM,12
899,VALDOSTA,GA,In Progress,,7:00:00 PM,8
1611,FORT GRATIOT,MI,In Progress,,7:00:00 PM,12
1853,HEMET,CA,Scheduled,10/22/2024,7:00:00 PM,12
279,DE QUEEN,AR,In Progress,,7:00:00 PM,9
323,MANSFIELD,LA,In Progress,,7:00:00 PM,11
809,OXFORD,AL,In Progress,,7:00:00 PM,12
1268,WHITEVILLE,NC,In Progress,,7:00:00 PM,12
1687,SUFFOLK,VA,In Progress,,7:00:00 PM,8
1833,FREDERICKSBURG,VA,In Progress,,7:00:00 PM,12
3370,PALMETTO,FL,In Progress,,7:00:00 PM,12
4211,ORLANDO,FL,Scheduled,10/22/2024,7:00:00 PM,11
4691,MONTGOMERY,AL,Scheduled,10/22/2024,7:00:00 PM,12
5738,SPRINGDALE,AR,Scheduled,10/22/2024,7:00:00 PM,8
6590,LAKE CHARLES,LA,Scheduled,10/22/2024,7:00:00 PM,9
6849,BILOXI,MS,Scheduled,10/22/2024,7:00:00 PM,8
6958,CAMERON,NC,In Progress,,7:00:00 PM,12
6971,PEA RIDGE,AR,Scheduled,10/22/2024,7:00:00 PM,9
2830,EDDYSTONE,PA,In Progress,,7:00:00 PM,12
1729,CONNERSVILLE,IN,In Progress,,7:00:00 PM,11
1758,NEW CASTLE,IN,In Progress,,7:00:00 PM,12
2289,BENNINGTON,VT,Scheduled,10/22/2024,7:00:00 PM,12
2628,LEXINGTON,KY,In Progress,,7:00:00 PM,11
2640,SALEM,MA,In Progress,,7:00:00 PM,7
3218,SPANAWAY,WA,In Progress,,7:00:00 PM,11
5385,DEFIANCE,OH,In Progress,,7:00:00 PM,10
510,GAINESVILLE,GA,In Progress,,7:00:00 PM,3
1798,CARO,MI,In Progress,,7:00:00 PM,8
2106,RENO,NV,Scheduled,10/16/2024,7:00:00 PM,8
2214,COLUMBIA,SC,Scheduled,10/23/2024,7:00:00 PM,12
2952,MURRIETA,CA,Scheduled,10/23/2024,7:00:00 PM,10
3569,AUSTIN,TX,In Progress,,7:00:00 PM,3
5065,KALAMAZOO,MI,In Progress,,7:00:00 PM,8
762,BIRMINGHAM,AL,In Progress,,7:00:00 PM,10
909,CHALMETTE,LA,In Progress,,7:00:00 PM,11
1578,ROSWELL,GA,In Progress,,7:00:00 PM,9
3164,BENTONVILLE,AR,Scheduled,10/23/2024,7:00:00 PM,8
3214,SUFFOLK,VA,In Progress,,7:00:00 PM,12
3736,PINEVILLE,LA,Scheduled,10/23/2024,7:00:00 PM,7
4065,WILMINGTON,NC,In Progress,,7:00:00 PM,12
4586,BILOXI,MS,Scheduled,10/23/2024,7:00:00 PM,12
5106,OVIEDO,FL,Scheduled,10/23/2024,7:00:00 PM,9
5743,GARNER,NC,In Progress,,7:00:00 PM,12
5744,THEODORE,AL,Scheduled,10/23/2024,7:00:00 PM,7
6936,STAFFORD,VA,In Progress,,7:00:00 PM,4
2055,CONCORD,NH,In Progress,,7:00:00 PM,12
2786,AVON,IN,In Progress,,7:00:00 PM,8
3809,UPPER SANDUSKY,OH,In Progress,,7:00:00 PM,12
3810,EAST GREENVILLE,PA,In Progress,,7:00:00 PM,12
4607,LEXINGTON,KY,In Progress,,7:00:00 PM,3
5410,CANTON,OH,In Progress,,7:00:00 PM,12
5628,MONROE,WA,Scheduled,10/23/2024,7:00:00 PM,10
781,MARBLE FALLS,TX,In Progress,,7:00:00 PM,12
1024,SWAINSBORO,GA,In Progress,,7:00:00 PM,10
1286,COLUMBIA,SC,Scheduled,10/24/2024,7:00:00 PM,12
2100,CHEBOYGAN,MI,In Progress,,7:00:00 PM,10
3254,RENO,NV,Scheduled,10/24/2024,7:00:00 PM,10
3726,GRAND BLANC,MI,In Progress,,7:00:00 PM,12
110,WINTER GARDEN,FL,In Progress,,7:00:00 PM,7
316,ATTALLA,AL,In Progress,,7:00:00 PM,9
541,COVINGTON,LA,In Progress,,7:00:00 PM,10
1321,SMITHFIELD,NC,In Progress,,7:00:00 PM,12
1852,WOODBRIDGE,VA,In Progress,,7:00:00 PM,10
2686,BENTONVILLE,AR,Scheduled,10/24/2024,7:00:00 PM,5
3077,HAYMARKET,VA,In Progress,,7:00:00 PM,6
5081,MERAUX,LA,Scheduled,10/24/2024,7:00:00 PM,7
5740,MOBILE,AL,Scheduled,10/24/2024,7:00:00 PM,11
6149,ORLANDO,FL,Scheduled,10/24/2024,7:00:00 PM,7
6165,GULFPORT,MS,Scheduled,10/24/2024,7:00:00 PM,6
1975,CLAREMONT,NH,In Progress,,7:00:00 PM,10
2614,TEMPLE,PA,Scheduled,10/24/2024,7:00:00 PM,12
2788,BROWNSBURG,IN,In Progress,,7:00:00 PM,12
5309,OBERLIN,OH,In Progress,,7:00:00 PM,12
1111,HARTWELL,GA,In Progress,,7:00:00 PM,6
170,NATCHITOCHES,LA,In Progress,,7:00:00 PM,12
731,DEMOPOLIS,AL,In Progress,,7:00:00 PM,8
2038,STERLING,VA,In Progress,,7:00:00 PM,12
5046,CLAYTON,NC,In Progress,,7:00:00 PM,12
1777,READING,PA,In Progress,,7:00:00 PM,12
1930,PLAISTOW,NH,In Progress,,7:00:00 PM,12
2194,ALEXANDRIA,VA,In Progress,,7:00:00 PM,12
2005,KANNAPOLIS,NC,In Progress,,7:00:00 PM,12
1392,WILMINGTON,NC,In Progress,,7:00:00 PM,12
1868,AUBURN,ME,In Progress,,7:00:00 PM,10
2399,MANCHESTER,NH,In Progress,,7:00:00 PM,12
5450,NORTH EAST,MD,In Progress,,7:00:00 PM,12
6732,VALDOSTA,GA,Scheduled,10/28/2024,7:00:00 PM,11
817,KISSIMMEE,FL,In Progress,,7:00:00 PM,8
839,BATON ROUGE,LA,In Progress,,7:00:00 PM,9
1527,ELIZABETH CITY,NC,In Progress,,7:00:00 PM,12
1680,KENDALL,FL,Scheduled,10/28/2024,7:00:00 PM,10
2258,ALEXANDRIA,VA,In Progress,,7:00:00 PM,12
3743,WEST MONROE,LA,Scheduled,10/28/2024,7:00:00 PM,8
4273,LELAND,NC,In Progress,,7:00:00 PM,12
4371,TEXARKANA,TX,Scheduled,10/28/2024,7:00:00 PM,8
4376,BENTONVILLE,AR,Scheduled,10/28/2024,7:00:00 PM,10
4672,MONTGOMERY,AL,Scheduled,10/28/2024,7:00:00 PM,6
5079,PASS CHRISTIAN,MS,Scheduled,10/28/2024,7:00:00 PM,12
1753,DERRY,NH,In Progress,,7:00:00 PM,12
2641,ALLENTOWN,PA,In Progress,,7:00:00 PM,12
3537,LAKEWOOD,WA,Scheduled,10/28/2024,7:00:00 PM,12
864,VIDALIA,GA,Scheduled,10/29/2024,7:00:00 PM,10
3750,WARNER ROBINS,GA,In Progress,,7:00:00 PM,3
5842,SOUTHGATE,MI,In Progress,,7:00:00 PM,12
450,SHREVEPORT,LA,In Progress,,7:00:00 PM,6
721,PORT CHARLOTTE,FL,In Progress,,7:00:00 PM,12
1349,SUNRISE,FL,Scheduled,10/29/2024,7:00:00 PM,12
1767,SHALLOTTE,NC,In Progress,,7:00:00 PM,12
1825,MANASSAS,VA,In Progress,,7:00:00 PM,12
2529,VIRGINIA BEACH,VA,In Progress,,7:00:00 PM,12
4367,TEXARKANA,TX,Scheduled,10/29/2024,7:00:00 PM,9
5459,STARKVILLE,MS,Scheduled,10/29/2024,7:00:00 PM,5
5671,HOMESTEAD,FL,Scheduled,10/29/2024,7:00:00 PM,12
884,SHELBYVILLE,IN,In Progress,,7:00:00 PM,12
1954,SANFORD,ME,In Progress,,7:00:00 PM,10
2035,GREENVILLE,OH,In Progress,,7:00:00 PM,10
3363,OWENSBORO,KY,In Progress,,7:00:00 PM,12
3525,PUYALLUP,WA,In Progress,,7:00:00 PM,8
3531,LACEY,WA,Scheduled,10/29/2024,7:00:00 PM,12
5142,NEPTUNE,NJ,In Progress,,7:00:00 PM,12
1222,PENSACOLA,FL,In Progress,,7:00:00 PM,11
1629,BRAZIL,IN,In Progress,,7:00:00 PM,10
4303,MIAMI,FL,Scheduled,10/30/2024,7:00:00 PM,12
415,BROUSSARD,LA,Scheduled,10/30/2024,7:00:00 PM,8
540,MORGAN CITY,LA,In Progress,,7:00:00 PM,11
575,WOODSTOCK,GA,Scheduled,10/30/2024,7:00:00 PM,12
1166,ELIZABETHTOWN,NC,In Progress,,7:00:00 PM,12
1322,LEXINGTON,NC,In Progress,,7:00:00 PM,12
2742,SPRINGDALE,AR,Scheduled,10/30/2024,7:00:00 PM,7
3644,CHESAPEAKE,VA,In Progress,,7:00:00 PM,10
4210,MOBILE,AL,Scheduled,10/30/2024,7:00:00 PM,8
5753,ALEXANDRIA,VA,In Progress,,7:00:00 PM,3
6469,BYRAM,MS,Scheduled,10/30/2024,7:00:00 PM,12
1026,BEDFORD,IN,In Progress,,7:00:00 PM,12
2659,FALMOUTH,ME,In Progress,,7:00:00 PM,10
5728,NEWBURGH,IN,In Progress,,7:00:00 PM,8
476,GATESVILLE,TX,In Progress,,7:00:00 PM,12
1934,SOUTH HILL,VA,In Progress,,7:00:00 PM,12
1972,LIVERMORE,CA,Scheduled,1/21/2025,7:00:00 PM,9
2039,MERCED,CA,Scheduled,1/20/2025,7:00:00 PM,10
2239,SAN ANTONIO,TX,In Progress,,7:00:00 PM,8
3489,BALTIMORE,MD,In Progress,,7:00:00 PM,12
4132,DOWNEY,CA,Scheduled,1/15/2025,7:00:00 PM,8
4565,THE VILLAGES,FL,In Progress,,7:00:00 PM,6
4673,AUBURN,AL,In Progress,,7:00:00 PM,12
5063,CHARLOTTE,NC,In Progress,,7:00:00 PM,12
6951,SUTTON,WV,In Progress,,7:00:00 PM,12
296,DARDANELLE,AR,In Progress,,7:00:00 PM,9
4498,CORAL SPRINGS,FL,In Progress,,7:00:00 PM,3
5363,HAMPTON,GA,In Progress,,7:00:00 PM,8
5816,JACKSONVILLE,FL,In Progress,,7:00:00 PM,12
6967,LAKE WORTH,FL,In Progress,,7:00:00 PM,11
7099,MORGAN CITY,LA,In Progress,,7:00:00 PM,9
7342,MADISON,AL,In Progress,,7:00:00 PM,8
304,SPRINGFIELD,TN,In Progress,,7:00:00 PM,12
317,VANDALIA,IL,In Progress,,7:00:00 PM,7
2200,GROTON,CT,Scheduled,2/20/2025,7:00:00 PM,10
2585,STRATFORD,CT,Scheduled,3/11/2025,7:00:00 PM,12
2660,NORTH READING,MA,In Progress,,7:00:00 PM,12
5111,WATCHUNG,NJ,Scheduled,2/4/2025,7:00:00 PM,10
1464,CHARLOTTE,NC,In Progress,,7:00:00 PM,12
2190,WOODLAND,CA,Scheduled,1/15/2025,7:00:00 PM,8
2502,LATROBE,PA,In Progress,,7:00:00 PM,11
2712,MYRTLE BEACH,SC,In Progress,,7:00:00 PM,12
3449,KILLEEN,TX,In Progress,,7:00:00 PM,12
3720,ARBUTUS,MD,In Progress,,7:00:00 PM,12
3947,CHULA VISTA,CA,Scheduled,1/20/2025,7:00:00 PM,7
5062,AUBURN,AL,In Progress,,7:00:00 PM,10
5154,ROSEMEAD,CA,Scheduled,1/7/2025,7:00:00 PM,8
5226,SAN ANTONIO,TX,In Progress,,7:00:00 PM,6
5337,CLOVIS,CA,Scheduled,1/13/2025,7:00:00 PM,5
5610,SAN RAMON,CA,Scheduled,1/28/2025,7:00:00 PM,10
3621,CHAMBLEE,GA,In Progress,,7:00:00 PM,8
4441,PALM SPRINGS VILLAGE,FL,In Progress,,7:00:00 PM,11
5325,MARGATE,FL,In Progress,,7:00:00 PM,7
5464,THIBODAUX,LA,In Progress,,7:00:00 PM,8
5790,HOT SPRINGS,AR,In Progress,,7:00:00 PM,8
5925,HUNTSVILLE,AL,In Progress,,7:00:00 PM,8
6978,JACKSONVILLE,FL,In Progress,,7:00:00 PM,10
334,CARLINVILLE,IL,In Progress,,7:00:00 PM,8
1226,ASHLAND CITY,TN,In Progress,,7:00:00 PM,8
1873,CRANSTON,RI,Scheduled,3/5/2025,7:00:00 PM,10
2633,PISCATAWAY,NJ,Scheduled,2/6/2025,7:00:00 PM,11
2954,NORWALK,CT,Scheduled,3/13/2025,7:00:00 PM,12
5095,HARTFORD,CT,Scheduled,2/18/2025,7:00:00 PM,8
1232,BELTON,TX,In Progress,,7:00:00 PM,8
2253,EL CAJON,CA,Scheduled,1/21/2025,7:00:00 PM,12
4238,SANGER,CA,Scheduled,2/17/2025,7:00:00 PM,12
4848,CHARLOTTE,NC,In Progress,,7:00:00 PM,11
5139,DIXON,CA,Scheduled,1/23/2025,7:00:00 PM,8
5356,BLAIRSVILLE,PA,In Progress,,7:00:00 PM,12
5382,PASADENA,MD,In Progress,,7:00:00 PM,12
5686,BURBANK,CA,Scheduled,1/30/2025,7:00:00 PM,7
5771,PENSACOLA,FL,In Progress,,7:00:00 PM,9
5923,MYRTLE BEACH,SC,In Progress,,7:00:00 PM,8
1444,JACKSONVILLE,FL,In Progress,,7:00:00 PM,12
2396,BOYNTON BEACH,FL,In Progress,,7:00:00 PM,9
4185,CUMMING,GA,In Progress,,7:00:00 PM,10
4354,NAPLES,FL,In Progress,,7:00:00 PM,8
4563,DANIA BEACH,FL,In Progress,,7:00:00 PM,8
5774,HOUMA,LA,In Progress,,7:00:00 PM,8
5789,HOT SPRINGS,AR,In Progress,,7:00:00 PM,10
6588,SLIDELL,LA,In Progress,,7:00:00 PM,8
352,CHESTER,IL,In Progress,,7:00:00 PM,5
2104,NEWBURGH,NY,Scheduled,3/18/2025,7:00:00 PM,12
2373,WARWICK,RI,Scheduled,3/3/2025,7:00:00 PM,12
3337,RIO GRANDE,NJ,Scheduled,3/13/2025,7:00:00 PM,8
5148,MURFREESBORO,TN,In Progress,,7:00:00 PM,12
1660,PALMDALE,CA,In Progress,,7:00:00 PM,12
1760,FOLSOM,CA,Scheduled,1/13/2025,7:00:00 PM,12
2019,UNIONTOWN,PA,In Progress,,7:00:00 PM,8
2536,TULARE,CA,In Progress,,7:00:00 PM,10
2870,MYRTLE BEACH,SC,In Progress,,7:00:00 PM,8
3035,WASHINGTON,DC,In Progress,,7:00:00 PM,12
3450,KILLEEN,TX,In Progress,,7:00:00 PM,12
3516,CHULA VISTA,CA,Scheduled,1/23/2025,7:00:00 PM,7
4148,CHARLOTTE,NC,In Progress,,7:00:00 PM,8
5162,SANTA CLARITA,CA,Scheduled,1/8/2025,7:00:00 PM,7
5434,SAN LEANDRO,CA,Scheduled,2/17/2025,7:00:00 PM,10
6531,PENSACOLA,FL,In Progress,,7:00:00 PM,8
3609,ELLENWOOD,GA,In Progress,,7:00:00 PM,4
4128,RUSSELLVILLE,AR,In Progress,,7:00:00 PM,5
4826,HOLLYWOOD,FL,In Progress,,7:00:00 PM,6
5037,YULEE,FL,In Progress,,7:00:00 PM,5
5055,NAPLES,FL,In Progress,,7:00:00 PM,12
5703,MADISON,AL,In Progress,,7:00:00 PM,8
5722,HARVEY,LA,In Progress,,7:00:00 PM,4
1869,MARLTON,NJ,Scheduled,3/11/2025,7:00:00 PM,10
2331,WATERFORD,CT,Scheduled,2/19/2025,7:00:00 PM,12
2425,COLLINSVILLE,IL,In Progress,,7:00:00 PM,7
2637,MONROE,NY,Scheduled,3/19/2025,7:00:00 PM,12
2747,WARWICK,RI,Scheduled,3/4/2025,7:00:00 PM,12
5182,MURFREESBORO,TN,In Progress,,7:00:00 PM,8
1129,AUSTIN,TX,In Progress,,7:00:00 PM,5
1350,LYNCHBURG,VA,In Progress,,7:00:00 PM,12
1600,RIDGECREST,CA,In Progress,,7:00:00 PM,10
2526,PORTER RANCH,CA,Scheduled,1/9/2025,7:00:00 PM,8
2773,LAGRANGE,GA,In Progress,,7:00:00 PM,10
3494,SAN MARCOS,CA,Scheduled,1/27/2025,7:00:00 PM,8
4434,OCALA,FL,In Progress,,7:00:00 PM,11
5345,DUNKIRK,MD,In Progress,,7:00:00 PM,9
5367,MYRTLE BEACH,SC,In Progress,,7:00:00 PM,8
7004,DALLAS,NC,In Progress,,7:00:00 PM,8
759,WAUCHULA,FL,In Progress,,7:00:00 PM,3
1314,BUFORD,GA,In Progress,,7:00:00 PM,3
1391,DAYTONA BEACH,FL,In Progress,,7:00:00 PM,12
2690,MADISON,AL,In Progress,,7:00:00 PM,12
5102,GRETNA,LA,In Progress,,7:00:00 PM,6
7317,GREENBRIER,AR,In Progress,,7:00:00 PM,7
2041,PENNSVILLE,NJ,In Progress,,7:00:00 PM,8
2097,HUDSON,NY,Scheduled,3/17/2025,7:00:00 PM,12
2282,EAST WINDSOR,CT,Scheduled,2/17/2025,7:00:00 PM,12
4695,GODFREY,IL,In Progress,,7:00:00 PM,10
5239,BECHTELSVILLE,PA,Scheduled,2/26/2025,7:00:00 PM,12
7020,LA VERGNE,TN,In Progress,,7:00:00 PM,12
1303,GEORGETOWN,TX,In Progress,,7:00:00 PM,6
2110,PARAMOUNT,CA,Scheduled,1/14/2025,7:00:00 PM,10
2468,ROHNERT PARK,CA,Scheduled,3/12/2025,7:00:00 PM,7
3588,DUMFRIES,VA,In Progress,,7:00:00 PM,12
3605,LYNCHBURG,VA,In Progress,,7:00:00 PM,7
4426,COLUMBUS,GA,In Progress,,7:00:00 PM,8
5085,BELMONT,NC,In Progress,,7:00:00 PM,12
126,LITTLE ROCK,AR,In Progress,,7:00:00 PM,10
725,HAINES CITY,FL,In Progress,,7:00:00 PM,12
937,MARIETTA,GA,In Progress,,7:00:00 PM,10
973,FORT PIERCE,FL,In Progress,,7:00:00 PM,10
1541,WEST PALM BEACH,FL,In Progress,,7:00:00 PM,12
6577,SLIDELL,LA,In Progress,,7:00:00 PM,8
7307,BRADENTON,FL,In Progress,,7:00:00 PM,9
173,POTOSI,MO,In Progress,,7:00:00 PM,8
1807,WEST BERLIN,NJ,In Progress,,7:00:00 PM,11
2547,MONTICELLO,NY,Scheduled,3/20/2025,7:00:00 PM,12
2898,OLD SAYBROOK,CT,Scheduled,3/10/2025,7:00:00 PM,10
5107,MADISON,TN,In Progress,,7:00:00 PM,8
1338,COLUMBUS,GA,In Progress,,7:00:00 PM,12
2133,AUSTIN,TX,In Progress,,7:00:00 PM,4
2418,PLACERVILLE,CA,Scheduled,3/13/2025,7:00:00 PM,8
2523,BREA,CA,Scheduled,1/16/2025,7:00:00 PM,9
2927,WOOD VILLAGE,OR,Scheduled,2/20/2025,7:00:00 PM,12
3603,FOREST,VA,In Progress,,7:00:00 PM,8
5227,BURKE,VA,In Progress,,7:00:00 PM,12
5747,LOCUST,NC,In Progress,,7:00:00 PM,12
547,PLANT CITY,FL,In Progress,,7:00:00 PM,12
1536,ST PETERSBURG,FL,In Progress,,7:00:00 PM,8
1766,MARIETTA,GA,In Progress,,7:00:00 PM,8
3527,PORT ST LUCIE,FL,In Progress,,7:00:00 PM,12
4446,WEST PALM BEACH,FL,In Progress,,7:00:00 PM,12
5433,HOT SPRINGS VILLAGE,AR,In Progress,,7:00:00 PM,8
7221,NORTH PORT,FL,In Progress,,7:00:00 PM,8
99,UNION,MO,In Progress,,7:00:00 PM,6
2284,NAUGATUCK,CT,Scheduled,3/12/2025,7:00:00 PM,8
2341,QUINCY,MA,In Progress,,7:00:00 PM,12
3362,OAK GROVE,KY,In Progress,,7:00:00 PM,12
5281,WOODBRIDGE,NJ,Scheduled,2/3/2025,7:00:00 PM,8
1096,MOCKSVILLE,NC,In Progress,,7:00:00 PM,12
2244,HUNTINGTON,WV,In Progress,,7:00:00 PM,12
2991,CEDAR PARK,TX,In Progress,,7:00:00 PM,3
3455,RICHMOND,CA,Scheduled,2/18/2025,7:00:00 PM,12
3733,TEGA CAY,SC,In Progress,,7:00:00 PM,8
5907,COLUMBUS,GA,In Progress,,7:00:00 PM,11
157,SEARCY,AR,In Progress,,7:00:00 PM,12
819,CAPE CORAL,FL,In Progress,,7:00:00 PM,12
860,DELAND,FL,In Progress,,7:00:00 PM,12
941,VALRICO,FL,In Progress,,7:00:00 PM,8
1960,TAMPA,FL,In Progress,,7:00:00 PM,11
3389,SNELLVILLE,GA,In Progress,,7:00:00 PM,10
4560,WEST PALM BEACH,FL,In Progress,,7:00:00 PM,7
5704,PORT SAINT LUCIE,FL,In Progress,,7:00:00 PM,8
2128,HALIFAX,MA,In Progress,,7:00:00 PM,9
2263,POTTSTOWN,PA,Scheduled,3/17/2025,7:00:00 PM,12
2757,MURFREESBORO,TN,In Progress,,7:00:00 PM,12
5427,ST. PETERS,MO,In Progress,,7:00:00 PM,8
1085,PORT RICHEY,FL,In Progress,,7:00:00 PM,12
1613,HIGH POINT,NC,In Progress,,7:00:00 PM,9
1624,BAKERSFIELD,CA,Scheduled,2/13/2025,7:00:00 PM,10
2078,MARIETTA,OH,In Progress,,7:00:00 PM,12
4421,COLUMBUS,GA,In Progress,,7:00:00 PM,8
4582,NAVARRE,FL,In Progress,,7:00:00 PM,9
5224,SAN ANTONIO,TX,In Progress,,7:00:00 PM,8
925,SEFFNER,FL,In Progress,,7:00:00 PM,12
1079,NEW SMYRNA BEACH,FL,In Progress,,7:00:00 PM,10
4546,VERO BEACH,FL,In Progress,,7:00:00 PM,8
5453,CAPE CORAL,FL,In Progress,,7:00:00 PM,4
5911,BOYNTON BEACH,FL,In Progress,,7:00:00 PM,10
2095,WAREHAM,MA,Scheduled,3/6/2025,7:00:00 PM,12
5795,OXFORD,PA,Scheduled,2/19/2025,7:00:00 PM,12
2638,ASHLAND,KY,In Progress,,7:00:00 PM,10
4056,CONVERSE,TX,In Progress,,7:00:00 PM,10
5689,PALMDALE,CA,Scheduled,2/20/2025,7:00:00 PM,3
5872,SANTA ROSA BEACH,FL,In Progress,,7:00:00 PM,9
5903,PHENIX CITY,AL,In Progress,,7:00:00 PM,8
6176,GREENSBORO,NC,In Progress,,7:00:00 PM,7
6207,SPRING HILL,FL,In Progress,,7:00:00 PM,5
2180,DANVERS,MA,In Progress,,7:00:00 PM,12
5414,LANOKA HARBOR,NJ,Scheduled,3/12/2025,7:00:00 PM,8
863,ROANOKE,AL,In Progress,,7:00:00 PM,4
1560,LAS VEGAS,NV,Scheduled,2/10/2025,7:00:00 PM,8
2119,MILPITAS,CA,Scheduled,1/14/2025,7:00:00 PM,11
2248,CATONSVILLE,MD,In Progress,,7:00:00 PM,12
4477,HIGH POINT,NC,In Progress,,7:00:00 PM,10
4530,SAVANNAH,GA,In Progress,,7:00:00 PM,12
7329,SAINT PAULS,NC,In Progress,,7:00:00 PM,8
494,NEWNAN,GA,In Progress,,7:00:00 PM,12
977,FERNANDINA BEACH,FL,In Progress,,7:00:00 PM,6
1501,TAMPA,FL,In Progress,,7:00:00 PM,3
3397,MIAMI GARDENS,FL,In Progress,,7:00:00 PM,8
4580,VESTAVIA HILLS,AL,In Progress,,7:00:00 PM,7
4654,MARION,AR,In Progress,,7:00:00 PM,8
5670,CLEARWATER,FL,In Progress,,7:00:00 PM,8
724,JEFFERSON CITY,TN,In Progress,,7:00:00 PM,12
4153,OLD BRIDGE,NJ,Scheduled,3/6/2025,7:00:00 PM,12
5752,GARFIELD,NJ,In Progress,,7:00:00 PM,9
1992,UPLAND,CA,Scheduled,1/16/2025,7:00:00 PM,8
2436,SYKESVILLE,MD,In Progress,,7:00:00 PM,12
2735,SACRAMENTO,CA,Scheduled,1/16/2025,7:00:00 PM,12
3180,SOUTH GATE,CA,Scheduled,1/13/2025,7:00:00 PM,4
3456,HOPE MILLS,NC,In Progress,,7:00:00 PM,10
3524,EL CAJON,CA,Scheduled,12/3/2024,7:00:00 PM,8
4556,SAVANNAH,GA,In Progress,,7:00:00 PM,12
5259,LAS VEGAS,NV,Scheduled,1/21/2025,7:00:00 PM,9
5320,GREENSBORO,NC,In Progress,,7:00:00 PM,12
5487,TRAVELERS REST,SC,In Progress,,7:00:00 PM,11
97,RIPLEY,TN,In Progress,,7:00:00 PM,12
303,HOLLY SPRINGS,MS,In Progress,,7:00:00 PM,7
890,ORLANDO,FL,In Progress,,7:00:00 PM,11
