Store#,16' Train,8' Train,CRAYOLA ENDCAP,WRITING ENDCAP,HV DUMP BIN CRAYOLA,HV DUMP BIN NEWELL,8' OLDER STUDENT TRAIN,OLDER STUDENT TRAIN ENDCAPS
578,Yes,No,Yes,Yes,Yes,No,Yes,Yes
579,Yes,No,Yes,Yes,Yes,Yes,No,No
580,Yes,No,Yes,Yes,Yes,No,No,No
581,Yes,No,Yes,Yes,Yes,No,Yes,Yes
582,Yes,No,Yes,Yes,Yes,No,Yes,Yes
583,No,Yes,Yes,Yes,No,Yes,No,No
584,Yes,No,Yes,Yes,Yes,No,No,No
585,Yes,No,Yes,Yes,Yes,No,Yes,Yes
586,Yes,No,Yes,Yes,Yes,No,No,No
587,No,Yes,Yes,Yes,No,No,No,No
588,Yes,No,Yes,Yes,Yes,No,Yes,Yes
589,No,Yes,Yes,Yes,No,No,No,No
590,Yes,No,Yes,Yes,Yes,Yes,No,No
592,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
593,No,Yes,Yes,Yes,No,Yes,No,No
594,Yes,No,Yes,Yes,Yes,No,Yes,Yes
595,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
596,No,No,No,No,No,No,No,No
598,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
599,Yes,No,Yes,Yes,Yes,No,Yes,Yes
600,Yes,No,Yes,Yes,Yes,No,No,No
601,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
602,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
603,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
604,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
605,Yes,No,Yes,Yes,Yes,Yes,No,No
606,No,Yes,Yes,Yes,No,No,No,No
608,Yes,No,Yes,Yes,Yes,No,Yes,Yes
609,Yes,No,Yes,Yes,Yes,Yes,No,No
610,Yes,No,Yes,Yes,Yes,No,Yes,Yes
611,Yes,No,Yes,Yes,Yes,Yes,No,No
612,No,Yes,Yes,Yes,Yes,No,No,No
613,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
614,Yes,No,No,No,Yes,No,Yes,Yes
615,Yes,No,Yes,Yes,Yes,No,Yes,Yes
616,Yes,No,Yes,Yes,Yes,No,No,No
617,No,Yes,No,No,No,No,No,No
618,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
619,No,Yes,Yes,Yes,No,Yes,No,No
620,No,Yes,Yes,Yes,Yes,No,No,No
621,Yes,No,Yes,Yes,No,No,No,No
622,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
623,Yes,No,Yes,Yes,No,No,Yes,Yes
624,No,No,No,Yes,No,No,No,No
625,Yes,No,Yes,Yes,No,No,No,No
626,No,Yes,Yes,Yes,No,No,No,No
627,No,Yes,No,Yes,No,No,No,No
628,Yes,No,Yes,Yes,Yes,No,Yes,Yes
629,No,Yes,Yes,Yes,No,No,No,No
630,Yes,No,Yes,Yes,Yes,No,Yes,Yes
631,Yes,No,Yes,Yes,Yes,No,Yes,Yes
633,No,Yes,Yes,Yes,No,No,No,No
634,Yes,No,Yes,Yes,Yes,No,Yes,Yes
635,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
636,No,No,No,No,No,No,No,No
637,No,Yes,Yes,Yes,No,No,No,No
638,Yes,No,Yes,Yes,Yes,No,No,No
639,Yes,No,Yes,Yes,Yes,No,No,No
640,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
641,No,Yes,Yes,Yes,No,Yes,No,No
642,No,Yes,Yes,Yes,No,No,No,No
643,No,Yes,No,Yes,No,No,No,No
644,Yes,No,Yes,Yes,No,No,No,No
645,Yes,No,Yes,Yes,No,No,Yes,Yes
646,No,Yes,No,Yes,No,No,No,No
647,No,Yes,No,Yes,No,No,No,No
648,No,No,No,No,No,No,No,No
649,Yes,No,Yes,Yes,Yes,No,No,No
651,Yes,No,Yes,Yes,No,Yes,Yes,Yes
652,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
653,Yes,No,Yes,Yes,Yes,Yes,No,No
655,Yes,No,Yes,Yes,Yes,No,Yes,Yes
656,Yes,No,Yes,Yes,No,No,No,No
657,Yes,No,Yes,Yes,Yes,No,Yes,Yes
658,Yes,No,Yes,Yes,Yes,No,No,No
659,Yes,No,Yes,Yes,No,No,No,No
660,Yes,No,Yes,Yes,No,No,No,No
661,Yes,No,Yes,Yes,Yes,No,Yes,Yes
662,Yes,No,Yes,Yes,Yes,No,No,No
663,Yes,No,Yes,Yes,Yes,No,Yes,Yes
664,Yes,No,Yes,Yes,No,No,Yes,Yes
665,Yes,No,Yes,Yes,Yes,No,No,No
666,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
667,Yes,No,Yes,Yes,Yes,No,No,No
668,Yes,No,Yes,Yes,Yes,No,No,No
669,Yes,No,Yes,Yes,No,No,Yes,Yes
670,Yes,No,Yes,Yes,Yes,No,Yes,Yes
671,Yes,No,Yes,Yes,Yes,No,Yes,Yes
672,Yes,No,Yes,Yes,Yes,No,Yes,Yes
673,Yes,No,Yes,Yes,No,Yes,Yes,Yes
674,Yes,No,Yes,Yes,Yes,No,Yes,Yes
675,Yes,No,Yes,Yes,No,No,No,No
676,Yes,No,Yes,Yes,No,No,No,No
677,Yes,No,Yes,Yes,Yes,No,Yes,Yes
678,Yes,No,Yes,Yes,No,No,No,No
680,Yes,No,Yes,Yes,Yes,No,Yes,Yes
681,No,Yes,Yes,Yes,No,No,No,No
682,Yes,No,Yes,Yes,No,No,Yes,Yes
683,Yes,No,Yes,Yes,Yes,No,Yes,Yes
684,No,Yes,Yes,Yes,No,Yes,No,No
685,Yes,No,Yes,Yes,No,No,Yes,Yes
686,No,Yes,Yes,Yes,Yes,Yes,No,No
687,Yes,No,Yes,Yes,No,Yes,Yes,Yes
688,Yes,No,Yes,Yes,Yes,No,Yes,Yes
689,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
690,Yes,No,Yes,Yes,No,No,No,No
691,Yes,No,Yes,Yes,Yes,No,Yes,Yes
692,No,No,No,No,No,No,No,No
693,No,Yes,No,No,No,No,No,No
694,Yes,No,Yes,Yes,No,Yes,Yes,Yes
695,Yes,No,Yes,Yes,No,No,No,No
696,No,Yes,Yes,Yes,No,No,No,No
697,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
698,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
699,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
700,No,Yes,Yes,Yes,Yes,Yes,No,No
701,Yes,No,Yes,Yes,Yes,No,Yes,Yes
702,Yes,No,Yes,Yes,Yes,No,No,No
703,Yes,No,Yes,Yes,No,Yes,Yes,Yes
705,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
706,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
707,No,Yes,Yes,Yes,No,No,No,No
708,Yes,No,Yes,Yes,No,No,No,No
709,Yes,No,Yes,Yes,Yes,No,Yes,Yes
710,Yes,No,Yes,Yes,Yes,No,Yes,Yes
711,Yes,No,Yes,Yes,Yes,No,Yes,Yes
712,Yes,No,Yes,No,No,No,No,No
713,No,Yes,Yes,No,No,No,No,No
714,No,Yes,No,No,No,No,No,No
715,Yes,No,Yes,Yes,Yes,No,Yes,Yes
716,No,Yes,Yes,Yes,No,No,No,No
718,Yes,No,Yes,Yes,Yes,Yes,No,No
719,Yes,No,Yes,Yes,Yes,No,Yes,Yes
720,No,No,No,No,No,No,No,No
721,Yes,No,Yes,Yes,No,No,No,No
722,Yes,No,Yes,Yes,Yes,No,Yes,Yes
723,Yes,No,Yes,Yes,Yes,No,No,No
724,Yes,No,Yes,Yes,No,No,No,No
725,Yes,No,Yes,Yes,No,Yes,Yes,Yes
726,No,No,No,Yes,No,No,No,No
727,No,Yes,Yes,Yes,No,No,No,No
728,No,Yes,No,Yes,Yes,No,No,No
729,Yes,No,Yes,Yes,No,Yes,Yes,Yes
730,Yes,No,Yes,Yes,No,No,No,No
731,No,Yes,Yes,Yes,No,No,No,No
733,No,Yes,Yes,Yes,No,No,No,No
734,Yes,No,Yes,Yes,Yes,No,Yes,Yes
735,Yes,No,Yes,Yes,No,No,No,No
736,No,No,No,Yes,No,No,No,No
737,No,Yes,Yes,Yes,Yes,No,No,No
738,No,Yes,Yes,Yes,No,No,No,No
739,Yes,No,Yes,Yes,Yes,No,Yes,Yes
740,No,Yes,Yes,Yes,No,No,No,No
741,Yes,No,Yes,Yes,Yes,No,Yes,Yes
742,Yes,No,Yes,Yes,No,No,No,No
743,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
744,Yes,No,Yes,Yes,No,Yes,Yes,Yes
745,Yes,No,Yes,Yes,Yes,No,No,No
746,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
747,No,No,No,No,No,No,No,No
748,No,Yes,Yes,Yes,No,No,No,No
749,Yes,No,Yes,Yes,No,No,No,No
750,No,Yes,Yes,Yes,No,No,No,No
751,No,Yes,Yes,Yes,Yes,Yes,No,No
752,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
753,Yes,No,Yes,Yes,No,No,Yes,Yes
754,Yes,No,Yes,Yes,Yes,No,Yes,Yes
755,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
756,No,Yes,Yes,Yes,No,No,No,No
757,Yes,No,Yes,Yes,Yes,Yes,No,No
758,Yes,No,Yes,Yes,No,No,No,No
759,No,Yes,Yes,No,No,No,No,No
760,No,Yes,No,No,No,No,No,No
761,No,Yes,Yes,Yes,No,No,No,No
762,No,Yes,Yes,Yes,No,No,No,No
764,Yes,No,Yes,Yes,Yes,No,No,No
765,Yes,No,Yes,Yes,No,Yes,No,No
766,Yes,No,Yes,Yes,Yes,No,No,No
767,No,No,No,No,No,No,No,No
768,Yes,No,Yes,Yes,Yes,No,Yes,Yes
769,No,Yes,Yes,Yes,No,No,No,No
770,Yes,No,Yes,Yes,Yes,No,No,No
771,Yes,No,Yes,Yes,No,No,No,No
772,Yes,No,Yes,Yes,Yes,No,Yes,Yes
773,No,No,No,No,No,No,No,No
774,Yes,No,Yes,Yes,Yes,Yes,No,No
775,Yes,No,Yes,Yes,Yes,No,Yes,Yes
776,Yes,No,Yes,Yes,Yes,No,Yes,Yes
777,Yes,No,Yes,Yes,Yes,No,No,No
778,No,Yes,Yes,Yes,Yes,No,No,No
779,Yes,No,Yes,Yes,Yes,Yes,No,No
780,Yes,No,Yes,Yes,Yes,No,No,No
781,Yes,No,Yes,Yes,No,No,Yes,Yes
782,Yes,No,Yes,Yes,Yes,Yes,No,No
783,No,No,No,No,No,No,No,No
784,No,Yes,Yes,Yes,No,No,No,No
785,No,Yes,Yes,Yes,No,No,No,No
786,Yes,No,Yes,Yes,Yes,No,Yes,Yes
787,Yes,No,Yes,Yes,Yes,No,No,No
788,No,No,No,No,No,No,No,No
789,Yes,No,Yes,Yes,Yes,No,Yes,Yes
790,No,Yes,Yes,Yes,No,No,No,No
791,Yes,No,Yes,Yes,No,No,No,No
792,No,No,No,No,No,No,No,No
793,Yes,No,Yes,Yes,Yes,No,Yes,Yes
794,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
795,No,No,No,No,No,No,No,No
796,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
797,Yes,No,Yes,Yes,Yes,Yes,No,No
798,No,Yes,No,No,No,No,No,No
799,Yes,No,Yes,Yes,Yes,No,Yes,Yes
800,No,Yes,Yes,Yes,No,Yes,No,No
801,Yes,No,Yes,Yes,No,No,No,No
802,No,Yes,No,Yes,No,No,No,No
803,No,Yes,Yes,Yes,No,No,No,No
804,Yes,No,Yes,Yes,Yes,No,No,No
805,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
806,Yes,No,Yes,Yes,No,No,Yes,Yes
807,Yes,No,No,No,Yes,No,Yes,Yes
808,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
809,Yes,No,Yes,Yes,Yes,No,No,No
810,Yes,No,Yes,Yes,No,Yes,Yes,Yes
811,No,Yes,No,Yes,No,No,No,No
812,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
813,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
814,Yes,No,Yes,Yes,Yes,Yes,No,No
815,No,Yes,Yes,Yes,Yes,No,No,No
816,Yes,No,Yes,Yes,Yes,No,Yes,Yes
817,No,No,No,No,No,No,No,No
819,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
820,No,Yes,Yes,Yes,No,No,No,No
821,Yes,No,Yes,Yes,Yes,No,Yes,Yes
822,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
823,No,Yes,Yes,Yes,Yes,No,No,No
824,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
825,No,Yes,Yes,Yes,No,No,No,No
826,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
827,Yes,No,Yes,Yes,Yes,No,Yes,Yes
828,Yes,No,Yes,Yes,No,Yes,Yes,Yes
829,Yes,No,Yes,Yes,Yes,No,No,No
830,No,No,No,No,No,No,No,No
831,No,No,No,No,No,No,No,No
833,No,Yes,No,No,No,No,No,No
834,No,Yes,Yes,Yes,No,No,No,No
835,Yes,No,Yes,Yes,Yes,Yes,No,No
836,Yes,No,Yes,Yes,Yes,Yes,No,No
837,No,Yes,No,No,No,No,No,No
838,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
839,Yes,No,Yes,Yes,No,No,No,No
842,Yes,No,Yes,Yes,Yes,No,Yes,Yes
844,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
845,No,Yes,No,No,No,No,No,No
846,No,No,No,No,No,No,No,No
847,No,Yes,No,Yes,No,No,No,No
848,Yes,No,Yes,Yes,Yes,No,Yes,Yes
849,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
850,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
851,No,Yes,No,Yes,No,No,No,No
852,Yes,No,Yes,Yes,Yes,Yes,No,No
853,Yes,No,Yes,Yes,Yes,No,Yes,Yes
854,No,Yes,Yes,Yes,No,No,No,No
855,Yes,No,No,Yes,No,No,No,No
856,Yes,No,Yes,Yes,Yes,No,No,No
857,Yes,No,Yes,Yes,Yes,No,No,No
858,No,Yes,No,Yes,No,No,No,No
859,No,Yes,Yes,Yes,Yes,No,No,No
860,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
861,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
862,Yes,No,Yes,Yes,Yes,No,Yes,Yes
863,No,Yes,No,Yes,No,No,No,No
864,Yes,No,Yes,Yes,No,No,No,No
865,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
866,Yes,No,Yes,Yes,No,No,No,No
867,Yes,No,Yes,Yes,Yes,No,Yes,Yes
868,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
869,Yes,No,No,Yes,No,No,Yes,Yes
870,Yes,No,Yes,Yes,Yes,No,No,No
872,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
873,No,Yes,No,Yes,No,No,No,No
874,Yes,No,Yes,Yes,No,No,No,No
875,Yes,No,Yes,Yes,Yes,Yes,No,No
876,No,Yes,No,Yes,No,No,No,No
877,Yes,No,Yes,Yes,Yes,No,Yes,Yes
878,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
879,Yes,No,Yes,Yes,No,No,No,No
880,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
881,Yes,No,Yes,Yes,Yes,No,Yes,Yes
882,Yes,No,No,Yes,No,No,No,No
884,Yes,No,Yes,Yes,Yes,No,Yes,Yes
885,No,Yes,No,No,No,No,No,No
886,Yes,No,Yes,Yes,Yes,No,Yes,Yes
887,No,Yes,Yes,Yes,Yes,No,No,No
888,No,Yes,No,No,No,No,No,No
889,Yes,No,Yes,Yes,No,No,No,No
890,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
891,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
892,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
894,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
895,No,Yes,No,No,No,No,No,No
896,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
897,No,Yes,No,No,No,No,No,No
898,No,Yes,No,No,No,No,No,No
899,Yes,No,Yes,Yes,No,No,No,No
900,No,Yes,No,Yes,No,No,No,No
901,Yes,No,Yes,Yes,No,Yes,Yes,Yes
902,No,Yes,Yes,Yes,Yes,No,No,No
903,Yes,No,No,No,Yes,No,No,No
905,Yes,No,Yes,Yes,Yes,No,Yes,Yes
906,Yes,No,Yes,Yes,Yes,No,Yes,Yes
907,No,Yes,Yes,Yes,Yes,No,No,No
908,No,No,No,No,No,No,No,No
909,Yes,No,Yes,Yes,No,No,Yes,Yes
910,Yes,No,No,Yes,No,No,No,No
911,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
912,Yes,No,Yes,Yes,No,No,No,No
913,Yes,No,Yes,Yes,Yes,No,No,No
914,No,Yes,No,No,No,No,No,No
915,Yes,No,Yes,Yes,No,Yes,Yes,Yes
916,Yes,No,Yes,Yes,Yes,No,Yes,Yes
917,No,Yes,No,No,No,No,No,No
918,Yes,No,Yes,Yes,Yes,No,Yes,Yes
919,Yes,No,Yes,Yes,Yes,No,Yes,Yes
920,No,No,No,No,No,No,No,No
921,No,Yes,No,No,No,No,No,No
922,Yes,No,Yes,Yes,Yes,No,Yes,Yes
923,Yes,No,Yes,Yes,Yes,No,Yes,Yes
924,No,Yes,No,Yes,No,No,No,No
925,No,Yes,Yes,No,No,No,No,No
927,Yes,No,Yes,Yes,Yes,No,No,No
928,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
929,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
930,No,Yes,Yes,Yes,No,No,No,No
931,Yes,No,Yes,Yes,No,No,Yes,Yes
932,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
933,No,Yes,Yes,Yes,No,No,No,No
934,Yes,No,Yes,Yes,Yes,No,No,No
935,Yes,No,Yes,Yes,Yes,No,Yes,Yes
936,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
937,Yes,No,Yes,Yes,Yes,No,No,No
938,Yes,No,Yes,Yes,No,No,No,No
939,Yes,No,Yes,Yes,Yes,Yes,No,No
940,Yes,No,Yes,Yes,Yes,No,No,No
941,Yes,No,Yes,Yes,No,Yes,Yes,Yes
942,Yes,No,Yes,Yes,No,Yes,Yes,Yes
943,Yes,No,Yes,Yes,Yes,No,Yes,Yes
944,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
945,Yes,No,Yes,Yes,Yes,No,Yes,Yes
947,Yes,No,Yes,Yes,No,No,Yes,Yes
948,Yes,No,Yes,Yes,Yes,No,Yes,Yes
950,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
951,No,No,No,No,No,No,No,No
952,No,Yes,No,Yes,No,No,No,No
953,Yes,No,Yes,Yes,Yes,No,Yes,Yes
954,No,Yes,Yes,Yes,No,No,No,No
955,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
956,Yes,No,No,Yes,No,No,No,No
957,No,No,No,No,No,No,No,No
958,Yes,No,Yes,Yes,Yes,No,Yes,Yes
959,No,Yes,Yes,Yes,No,No,No,No
960,No,Yes,Yes,Yes,No,No,No,No
961,Yes,No,Yes,Yes,No,No,No,No
962,No,Yes,No,Yes,No,No,No,No
963,Yes,No,No,No,Yes,Yes,Yes,Yes
964,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
965,Yes,No,No,Yes,No,No,No,No
966,No,Yes,No,Yes,No,No,No,No
967,Yes,No,Yes,Yes,Yes,No,No,No
968,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
969,Yes,No,Yes,Yes,Yes,No,Yes,Yes
970,Yes,No,Yes,Yes,Yes,No,No,No
971,No,Yes,No,Yes,No,No,No,No
972,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
973,Yes,No,Yes,Yes,Yes,No,Yes,Yes
974,Yes,No,Yes,Yes,No,No,Yes,Yes
975,No,Yes,Yes,Yes,No,No,No,No
976,No,Yes,Yes,Yes,No,No,No,No
977,No,Yes,No,No,No,No,No,No
978,No,Yes,No,Yes,No,No,No,No
979,No,Yes,No,Yes,No,No,No,No
980,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
981,Yes,No,Yes,Yes,Yes,Yes,No,No
982,No,Yes,Yes,Yes,No,Yes,No,No
984,Yes,No,Yes,Yes,Yes,No,Yes,Yes
985,No,Yes,Yes,Yes,No,No,No,No
987,Yes,No,Yes,Yes,Yes,No,No,No
988,Yes,No,Yes,Yes,No,Yes,Yes,Yes
989,Yes,No,Yes,Yes,Yes,No,Yes,Yes
990,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
991,Yes,No,Yes,Yes,Yes,No,No,No
992,No,No,No,No,No,No,No,No
993,No,Yes,Yes,Yes,No,Yes,Yes,Yes
994,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
995,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
996,No,Yes,No,No,No,No,No,No
998,No,No,No,No,No,No,No,No
999,Yes,No,Yes,Yes,No,No,No,No
1000,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1001,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1002,No,Yes,Yes,Yes,No,No,No,No
1003,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1004,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1005,No,Yes,Yes,Yes,Yes,No,No,No
1006,No,Yes,Yes,Yes,No,No,No,No
1007,No,No,No,No,No,No,No,No
1008,Yes,No,Yes,Yes,No,No,No,No
1009,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1010,Yes,No,Yes,Yes,Yes,No,No,No
1011,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1012,Yes,No,Yes,Yes,No,Yes,No,No
1013,No,Yes,Yes,No,No,No,No,No
1014,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1015,Yes,No,Yes,Yes,No,No,Yes,Yes
1016,Yes,No,Yes,Yes,Yes,Yes,No,No
1017,No,Yes,Yes,Yes,No,No,No,No
1018,No,Yes,No,No,No,No,No,No
1019,No,Yes,Yes,Yes,No,No,No,No
1020,No,Yes,Yes,Yes,No,No,No,No
1021,Yes,No,Yes,Yes,No,No,No,No
1022,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1023,Yes,No,Yes,Yes,Yes,No,No,No
1024,No,Yes,Yes,Yes,No,No,No,No
1025,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1026,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1027,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1028,Yes,No,Yes,Yes,No,Yes,No,No
1029,No,Yes,No,No,No,No,No,No
1030,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1032,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1033,Yes,No,Yes,Yes,Yes,No,No,No
1034,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1035,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1036,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1037,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1038,No,Yes,Yes,Yes,No,No,No,No
1039,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1040,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1041,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1042,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1043,No,No,No,No,No,No,No,No
1044,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1045,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1046,No,Yes,Yes,Yes,No,No,No,No
1047,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1048,No,Yes,Yes,Yes,No,No,No,No
1051,Yes,No,Yes,Yes,No,No,No,No
1052,No,Yes,Yes,Yes,No,No,No,No
1053,Yes,No,Yes,Yes,Yes,No,No,No
1054,No,No,No,Yes,No,No,No,No
1055,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1056,Yes,No,Yes,Yes,No,No,No,No
1057,No,Yes,No,No,No,No,No,No
1058,No,Yes,Yes,Yes,No,No,No,No
1059,No,Yes,Yes,Yes,No,No,No,No
1060,Yes,No,Yes,Yes,No,No,Yes,Yes
1061,No,No,No,No,No,No,No,No
1062,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1063,No,No,No,No,No,No,No,No
1064,Yes,No,Yes,Yes,No,No,No,No
1066,Yes,No,Yes,Yes,No,Yes,No,No
1067,No,Yes,No,Yes,No,No,No,No
1068,No,Yes,Yes,Yes,No,No,No,No
1069,No,Yes,Yes,Yes,No,No,No,No
1070,No,Yes,Yes,Yes,No,No,No,No
1071,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1072,Yes,No,Yes,Yes,Yes,No,No,No
1073,No,Yes,Yes,Yes,No,No,No,No
1074,Yes,No,Yes,Yes,Yes,No,No,No
1075,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1076,Yes,No,Yes,Yes,No,No,No,No
1077,Yes,No,Yes,Yes,Yes,No,No,No
1079,No,Yes,Yes,Yes,No,No,No,No
1080,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1081,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1082,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1083,Yes,No,Yes,Yes,No,No,Yes,Yes
1084,Yes,No,Yes,Yes,Yes,No,No,No
1085,Yes,No,Yes,Yes,Yes,No,No,No
1086,No,No,No,No,No,No,No,No
1087,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1088,Yes,No,Yes,Yes,Yes,No,No,No
1089,Yes,No,Yes,Yes,No,No,No,No
1090,No,Yes,Yes,Yes,Yes,Yes,No,No
1091,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1093,No,Yes,Yes,Yes,No,No,No,No
1094,Yes,No,Yes,Yes,Yes,No,No,No
1095,No,Yes,No,Yes,No,No,No,No
1096,Yes,No,No,No,Yes,No,Yes,Yes
1097,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1098,No,Yes,Yes,Yes,Yes,Yes,No,No
1099,Yes,No,Yes,Yes,Yes,No,No,No
1100,No,Yes,No,No,No,No,No,No
1101,Yes,No,Yes,Yes,Yes,No,No,No
1102,No,Yes,Yes,Yes,Yes,No,No,No
1103,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1104,Yes,No,Yes,Yes,Yes,No,No,No
1105,Yes,No,Yes,Yes,Yes,No,No,No
1106,No,Yes,Yes,Yes,No,No,No,No
1107,No,Yes,No,No,No,Yes,No,No
1108,No,No,No,No,No,No,No,No
1109,No,Yes,No,No,No,No,No,No
1110,No,No,No,No,No,No,No,No
1111,No,No,No,Yes,No,No,No,No
1112,Yes,No,Yes,Yes,No,No,No,No
1113,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1114,No,Yes,No,No,No,No,No,No
1115,No,Yes,Yes,Yes,No,No,No,No
1116,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1117,Yes,No,Yes,Yes,Yes,Yes,No,No
1118,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1119,No,No,No,No,No,No,No,No
1120,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1121,Yes,No,Yes,Yes,No,No,Yes,Yes
1122,Yes,No,Yes,Yes,Yes,No,No,No
1123,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1124,No,Yes,Yes,Yes,Yes,Yes,No,No
1125,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1126,Yes,No,Yes,Yes,Yes,No,No,No
1128,Yes,No,Yes,Yes,No,No,No,No
