Store#,16' Train,8' Train,CRAYOLA ENDCAP,WRITING ENDCAP,HV DUMP BIN CRAYOLA,HV DUMP BIN NEWELL,8' OLDER STUDENT TRAIN,OLDER STUDENT TRAIN ENDCAPS
1639,No,Yes,Yes,Yes,No,No,No,No
1640,No,No,No,No,No,No,No,No
1641,Yes,No,Yes,Yes,No,No,No,No
1642,No,Yes,Yes,Yes,No,No,No,No
1643,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1644,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1645,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1646,Yes,No,Yes,Yes,No,No,No,No
1647,No,Yes,Yes,Yes,Yes,Yes,No,No
1648,Yes,No,No,Yes,No,No,No,No
1649,Yes,No,No,No,Yes,No,No,No
1650,No,Yes,No,Yes,No,No,No,No
1651,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1652,No,Yes,Yes,Yes,No,No,No,No
1654,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1655,Yes,No,Yes,Yes,No,Yes,No,No
1656,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1657,Yes,No,Yes,Yes,No,No,Yes,Yes
1658,Yes,No,Yes,Yes,No,No,No,No
1659,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1660,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1661,No,Yes,Yes,Yes,No,No,No,No
1662,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1663,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1664,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1665,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1666,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1667,No,Yes,Yes,Yes,No,No,No,No
1668,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1669,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1670,No,Yes,Yes,Yes,No,No,No,No
1671,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1672,No,Yes,No,Yes,No,No,No,No
1673,Yes,No,Yes,Yes,Yes,No,No,No
1674,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1675,No,Yes,No,No,No,No,No,No
1676,Yes,No,Yes,Yes,No,No,No,No
1677,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1678,No,Yes,No,Yes,No,No,No,No
1679,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1680,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1681,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1682,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1683,No,Yes,Yes,Yes,No,No,No,No
1684,No,No,No,Yes,No,No,No,No
1685,No,Yes,Yes,No,No,No,No,No
1686,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1687,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1688,Yes,No,Yes,Yes,No,No,Yes,Yes
1689,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1690,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1691,Yes,No,Yes,Yes,Yes,Yes,No,No
1692,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1693,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1694,Yes,No,Yes,Yes,No,No,No,No
1695,No,Yes,No,Yes,No,No,No,No
1696,No,Yes,Yes,Yes,No,No,No,No
1697,Yes,No,Yes,Yes,Yes,No,No,No
1698,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1699,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1700,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1701,No,Yes,No,Yes,No,No,No,No
1702,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1703,Yes,No,Yes,Yes,No,No,Yes,Yes
1704,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1705,No,Yes,Yes,Yes,No,No,No,No
1707,Yes,No,Yes,Yes,Yes,Yes,No,No
1708,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1709,Yes,No,Yes,Yes,No,No,No,No
1710,Yes,No,Yes,Yes,Yes,No,No,No
1711,Yes,No,Yes,Yes,No,No,No,No
1712,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1713,No,Yes,Yes,Yes,No,No,No,No
1714,Yes,No,Yes,Yes,Yes,No,No,No
1715,Yes,No,Yes,Yes,No,No,No,No
1716,Yes,No,Yes,Yes,Yes,No,No,No
1717,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1718,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1720,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1721,Yes,No,Yes,Yes,No,Yes,No,No
1722,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1723,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1724,No,Yes,Yes,Yes,Yes,Yes,No,No
1726,Yes,No,Yes,Yes,Yes,No,No,No
1727,No,Yes,Yes,Yes,No,No,No,No
1728,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1729,No,Yes,Yes,Yes,No,No,No,No
1730,Yes,No,No,No,No,No,No,No
1731,No,No,No,No,No,No,No,No
1732,No,Yes,No,Yes,No,No,No,No
1733,No,Yes,Yes,Yes,Yes,No,No,No
1734,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1735,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1736,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1737,Yes,No,Yes,Yes,Yes,Yes,No,No
1738,Yes,No,Yes,Yes,Yes,No,No,No
1739,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1740,Yes,No,Yes,Yes,Yes,Yes,No,No
1741,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1742,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1743,No,Yes,No,No,No,No,No,No
1744,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1745,Yes,No,Yes,Yes,Yes,Yes,No,No
1746,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1747,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1748,Yes,No,Yes,Yes,Yes,No,No,No
1749,No,Yes,No,Yes,Yes,No,No,No
1750,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1751,No,Yes,Yes,Yes,No,No,No,No
1752,Yes,No,Yes,Yes,Yes,Yes,No,No
1753,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1754,Yes,No,Yes,Yes,Yes,No,No,No
1755,Yes,No,Yes,Yes,No,No,No,No
1756,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1757,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1758,No,Yes,Yes,Yes,Yes,No,No,No
1759,Yes,No,Yes,Yes,No,No,No,No
1760,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1761,Yes,No,No,No,Yes,No,No,No
1762,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1763,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1764,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1765,No,Yes,Yes,Yes,No,No,No,No
1766,Yes,No,Yes,Yes,No,No,No,No
1767,Yes,No,Yes,Yes,Yes,No,No,No
1768,Yes,No,Yes,Yes,No,No,Yes,Yes
1769,No,Yes,Yes,Yes,No,No,No,No
1770,Yes,No,Yes,Yes,Yes,No,No,No
1771,No,Yes,Yes,Yes,Yes,No,No,No
1772,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1773,Yes,No,Yes,Yes,No,No,Yes,Yes
1774,No,No,No,No,No,No,No,No
1775,Yes,No,Yes,Yes,Yes,Yes,No,No
1776,Yes,No,No,Yes,No,No,No,No
1777,Yes,No,Yes,Yes,Yes,No,No,No
1778,No,Yes,No,Yes,No,No,Yes,Yes
1779,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1780,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1781,Yes,No,No,Yes,Yes,No,Yes,Yes
1782,Yes,No,Yes,Yes,No,No,Yes,Yes
1783,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1784,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1785,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1786,No,Yes,Yes,Yes,No,Yes,Yes,Yes
1787,No,Yes,Yes,Yes,Yes,No,No,No
1788,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1789,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1790,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1791,Yes,No,Yes,Yes,Yes,No,No,No
1792,No,Yes,Yes,Yes,No,No,No,No
1793,Yes,No,Yes,Yes,Yes,No,No,No
1794,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1795,No,Yes,Yes,Yes,No,No,No,No
1796,Yes,No,Yes,Yes,Yes,Yes,No,No
1797,No,Yes,Yes,Yes,No,No,No,No
1798,Yes,No,Yes,Yes,Yes,No,No,No
1799,No,Yes,No,Yes,No,No,No,No
1800,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1801,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1802,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1803,No,Yes,Yes,Yes,Yes,Yes,No,No
1804,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1805,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1806,Yes,No,Yes,Yes,No,No,No,No
1807,No,Yes,Yes,Yes,No,No,Yes,Yes
1809,Yes,No,Yes,Yes,Yes,No,No,No
1810,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1811,Yes,No,Yes,Yes,Yes,Yes,No,No
1812,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1813,No,Yes,Yes,Yes,No,No,No,No
1814,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1815,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1816,No,Yes,Yes,Yes,No,No,No,No
1817,Yes,No,Yes,Yes,No,No,No,No
1819,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1820,No,Yes,Yes,Yes,No,No,No,No
1821,No,Yes,Yes,Yes,Yes,No,No,No
1822,No,No,No,No,No,No,No,No
1823,Yes,No,Yes,Yes,Yes,No,No,No
1825,No,No,No,No,No,No,No,No
1826,Yes,No,Yes,Yes,Yes,Yes,No,No
1827,No,Yes,Yes,Yes,No,No,No,No
1828,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1829,No,Yes,Yes,Yes,No,No,No,No
1830,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1831,Yes,No,Yes,Yes,No,No,Yes,Yes
1832,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1833,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1834,Yes,No,Yes,Yes,No,No,No,No
1835,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1836,Yes,No,Yes,Yes,No,No,Yes,Yes
1837,Yes,No,No,No,Yes,Yes,Yes,Yes
1838,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1839,Yes,No,Yes,Yes,Yes,Yes,No,No
1840,Yes,No,Yes,Yes,No,No,No,No
1841,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1842,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1843,Yes,No,Yes,Yes,Yes,No,No,No
1844,Yes,No,Yes,Yes,Yes,No,No,No
1845,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1846,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1847,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1848,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1849,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1850,Yes,No,Yes,Yes,No,No,Yes,Yes
1851,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1852,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1853,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1854,No,No,No,No,No,No,No,No
1855,Yes,No,Yes,Yes,Yes,No,No,No
1856,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1857,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1858,No,Yes,No,Yes,No,No,No,No
1859,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1860,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1861,Yes,No,Yes,Yes,Yes,Yes,No,No
1862,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1863,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1864,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1865,No,Yes,No,No,No,No,No,No
1866,No,Yes,Yes,Yes,No,No,No,No
1867,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1868,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1869,No,Yes,Yes,Yes,Yes,No,No,No
1870,No,Yes,Yes,Yes,No,No,No,No
1871,Yes,No,Yes,Yes,No,No,Yes,Yes
1872,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1873,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1874,No,Yes,No,Yes,No,No,No,No
1875,Yes,No,Yes,Yes,Yes,Yes,No,No
1876,Yes,No,No,Yes,No,No,No,No
1877,Yes,No,Yes,Yes,No,No,No,No
1878,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1879,No,Yes,Yes,Yes,No,No,No,No
1880,Yes,No,Yes,Yes,Yes,No,No,No
1881,No,Yes,Yes,Yes,No,No,No,No
1883,No,Yes,Yes,Yes,No,No,No,No
1884,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1885,Yes,No,Yes,Yes,Yes,No,No,No
1886,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1887,Yes,No,Yes,Yes,Yes,No,No,No
1888,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1889,Yes,No,No,Yes,Yes,No,No,No
1890,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1891,Yes,No,No,Yes,Yes,No,No,No
1892,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1893,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1894,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1895,Yes,No,Yes,Yes,Yes,Yes,No,No
1896,Yes,No,No,Yes,Yes,No,Yes,Yes
1897,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1898,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1899,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1900,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1901,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1902,Yes,No,No,No,Yes,Yes,Yes,Yes
1903,Yes,No,Yes,Yes,Yes,No,No,No
1904,Yes,No,No,No,Yes,Yes,Yes,Yes
1905,Yes,No,Yes,Yes,Yes,Yes,No,No
1906,Yes,No,No,No,No,No,No,No
1907,No,Yes,No,No,No,No,No,No
1908,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1909,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1910,No,Yes,No,No,No,No,No,No
1911,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1912,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1913,Yes,No,Yes,Yes,Yes,No,No,No
1914,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1915,No,Yes,No,No,Yes,No,No,No
1916,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1917,Yes,No,Yes,Yes,Yes,Yes,No,No
1918,Yes,No,Yes,Yes,No,No,Yes,Yes
1919,No,No,No,No,No,No,No,No
1920,Yes,No,Yes,Yes,No,No,Yes,Yes
1921,No,Yes,Yes,Yes,No,No,No,No
1922,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1923,Yes,No,Yes,Yes,Yes,No,No,No
1924,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1925,No,No,No,Yes,No,No,No,No
1926,Yes,No,Yes,Yes,No,No,No,No
1927,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1928,Yes,No,Yes,Yes,Yes,No,No,No
1929,Yes,No,Yes,Yes,Yes,No,No,No
1930,No,No,No,No,No,No,No,No
1931,Yes,No,No,Yes,No,No,Yes,Yes
1932,No,Yes,No,No,No,No,No,No
1933,Yes,No,No,No,No,No,Yes,Yes
1934,Yes,No,Yes,Yes,Yes,No,No,No
1935,Yes,No,Yes,Yes,No,No,No,No
1936,No,Yes,Yes,Yes,No,No,No,No
1937,Yes,No,Yes,Yes,No,No,No,No
1938,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1939,No,Yes,Yes,Yes,Yes,No,No,No
1940,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1941,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1942,Yes,No,Yes,Yes,Yes,No,No,No
1943,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1945,No,Yes,No,No,No,No,No,No
1946,Yes,No,Yes,Yes,No,No,Yes,Yes
1947,Yes,No,Yes,Yes,No,No,No,No
1948,Yes,No,Yes,Yes,Yes,No,No,No
1949,Yes,No,Yes,Yes,Yes,No,No,No
1950,No,Yes,No,Yes,Yes,No,No,No
1951,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1952,Yes,No,Yes,Yes,Yes,Yes,No,No
1953,No,Yes,Yes,Yes,No,No,No,No
1954,Yes,No,Yes,Yes,Yes,No,No,No
1955,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1956,Yes,No,No,No,Yes,Yes,Yes,Yes
1957,No,Yes,Yes,Yes,No,No,No,No
1958,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1959,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1960,Yes,No,Yes,Yes,No,No,Yes,Yes
1961,Yes,No,Yes,Yes,Yes,No,No,No
1962,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1963,Yes,No,Yes,No,Yes,No,No,No
1964,No,Yes,Yes,Yes,No,No,No,No
1965,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1966,Yes,No,Yes,Yes,No,No,No,No
1967,No,Yes,No,Yes,No,Yes,No,No
1968,Yes,No,Yes,Yes,Yes,No,No,No
1969,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1970,No,Yes,No,Yes,No,No,No,No
1971,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1972,Yes,No,No,Yes,No,No,No,No
1973,Yes,No,Yes,Yes,Yes,No,No,No
1974,No,Yes,No,Yes,No,No,No,No
1975,No,Yes,Yes,Yes,Yes,No,No,No
1976,No,No,No,No,No,No,No,No
1977,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1978,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1979,No,Yes,No,Yes,No,No,No,No
1980,No,Yes,Yes,Yes,No,No,No,No
1981,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1982,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1983,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1984,No,Yes,No,No,No,No,No,No
1985,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1986,Yes,No,Yes,Yes,Yes,Yes,No,No
1987,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1988,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1989,Yes,No,Yes,Yes,Yes,No,No,No
1990,No,Yes,Yes,Yes,Yes,No,No,No
1991,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1992,Yes,No,Yes,Yes,Yes,No,No,No
1993,Yes,No,Yes,Yes,No,No,Yes,Yes
1994,Yes,No,Yes,Yes,No,No,No,No
1995,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1996,Yes,No,No,No,No,No,Yes,Yes
1997,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1998,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1999,Yes,No,Yes,Yes,Yes,Yes,No,No
2000,No,Yes,Yes,Yes,No,No,No,No
2001,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2002,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2003,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2004,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2005,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2006,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2007,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2008,No,Yes,Yes,Yes,No,No,No,No
2009,Yes,No,No,Yes,No,No,No,No
2010,Yes,No,Yes,Yes,Yes,No,No,No
2012,Yes,No,Yes,Yes,Yes,No,No,No
2013,No,Yes,Yes,Yes,No,No,No,No
2014,No,Yes,Yes,Yes,No,No,No,No
2015,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2016,No,Yes,Yes,Yes,No,No,No,No
2019,Yes,No,Yes,Yes,No,No,No,No
2020,No,Yes,Yes,Yes,No,No,No,No
2021,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2022,Yes,No,Yes,Yes,Yes,No,No,No
2023,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2024,Yes,No,Yes,Yes,Yes,No,No,No
2025,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2026,No,No,No,No,No,No,No,No
2027,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2028,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2030,Yes,No,No,Yes,Yes,No,No,No
2031,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2032,Yes,No,Yes,Yes,No,No,Yes,Yes
2033,No,Yes,Yes,Yes,No,No,No,No
2035,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2036,Yes,No,Yes,Yes,No,No,No,No
2037,Yes,No,Yes,Yes,No,No,No,No
2038,No,No,No,No,No,No,No,No
2039,No,Yes,Yes,Yes,No,No,No,No
2040,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2041,No,Yes,Yes,Yes,No,No,No,No
2043,No,Yes,No,Yes,No,No,No,No
2044,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2045,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2046,Yes,No,Yes,Yes,Yes,No,No,No
2047,No,Yes,Yes,Yes,No,No,No,No
2048,Yes,No,Yes,Yes,Yes,No,No,No
2049,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2050,Yes,No,Yes,Yes,No,No,Yes,Yes
2051,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2052,No,Yes,Yes,Yes,Yes,No,No,No
2053,No,Yes,No,No,No,No,No,No
2054,No,Yes,No,Yes,No,No,No,No
2055,No,No,No,No,No,No,No,No
2056,Yes,No,Yes,Yes,Yes,No,No,No
2057,No,Yes,No,Yes,No,No,No,No
2058,No,Yes,Yes,Yes,No,Yes,Yes,Yes
2059,Yes,No,Yes,Yes,No,No,No,No
2061,Yes,No,Yes,Yes,No,No,No,No
2062,Yes,No,Yes,Yes,Yes,No,No,No
2063,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2064,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2065,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2066,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2067,No,No,No,No,No,No,No,No
2068,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2069,Yes,No,No,Yes,Yes,No,No,No
2070,Yes,No,Yes,Yes,No,No,No,No
2071,Yes,No,Yes,Yes,No,No,No,No
2072,No,No,No,No,No,No,No,No
2073,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2074,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2075,Yes,No,Yes,Yes,No,No,No,No
2077,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2078,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2079,Yes,No,Yes,Yes,Yes,No,No,No
2080,Yes,No,Yes,Yes,Yes,No,No,No
2081,Yes,No,Yes,Yes,No,No,Yes,Yes
2082,No,No,No,No,No,No,No,No
2083,Yes,No,Yes,Yes,Yes,No,No,No
2084,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2085,No,No,No,No,No,No,No,No
2086,Yes,No,Yes,Yes,Yes,No,No,No
2087,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2088,Yes,No,Yes,Yes,Yes,No,No,No
2089,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2090,Yes,No,Yes,Yes,No,No,No,No
2091,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2092,No,No,No,Yes,No,No,No,No
2093,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2094,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2095,Yes,No,Yes,Yes,Yes,No,No,No
2096,Yes,No,Yes,Yes,No,No,No,No
2097,Yes,No,Yes,Yes,No,No,No,No
2098,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2099,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2100,No,No,No,No,No,No,No,No
2101,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2102,No,No,No,Yes,No,No,No,No
2103,Yes,No,Yes,Yes,Yes,Yes,No,No
2104,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2105,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2106,No,Yes,No,Yes,No,No,No,No
2107,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2108,No,Yes,Yes,Yes,No,No,Yes,Yes
2109,No,Yes,Yes,Yes,No,Yes,No,No
2110,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2111,Yes,No,Yes,Yes,No,No,No,No
2112,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2113,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2114,No,Yes,Yes,Yes,Yes,No,No,No
2115,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2116,Yes,No,Yes,Yes,No,No,No,No
2117,No,Yes,Yes,Yes,No,No,No,No
2118,Yes,No,Yes,Yes,Yes,No,No,No
2119,Yes,No,Yes,Yes,Yes,No,No,No
2120,Yes,No,Yes,Yes,No,No,No,No
2121,Yes,No,No,No,Yes,No,No,No
2122,No,Yes,Yes,Yes,No,No,No,No
2123,Yes,No,Yes,Yes,Yes,Yes,No,No
2124,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2125,No,No,No,No,No,No,No,No
2126,Yes,No,Yes,Yes,No,No,Yes,Yes
2127,Yes,No,Yes,Yes,No,No,Yes,Yes
2128,No,Yes,Yes,Yes,Yes,No,No,No
2129,No,Yes,Yes,Yes,No,No,No,No
2130,No,Yes,Yes,Yes,No,No,No,No
2131,Yes,No,Yes,Yes,Yes,No,No,No
2132,Yes,No,Yes,Yes,Yes,No,No,No
2133,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2134,Yes,No,Yes,Yes,No,No,Yes,Yes
2135,Yes,No,Yes,Yes,No,No,No,No
2136,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2137,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2138,No,No,No,Yes,No,No,Yes,Yes
2139,Yes,No,Yes,Yes,Yes,No,Yes,Yes
2140,No,Yes,No,No,No,No,No,No
2141,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2142,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2143,No,Yes,No,No,No,No,No,No
2144,Yes,No,Yes,Yes,Yes,No,No,No
2145,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2146,Yes,No,Yes,Yes,Yes,No,No,No
2147,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
