Store Nbr,Store Name,Item Desc 1,Curr Str On Hand Qty
2103,"WALPOLE, MA",GGS GENTLE 27 OZ,72 
2105,"FARMERS BRANCH, TX",GGS GENTLE 27 OZ,46 
2106,"RENO (N), NV",GGS GENTLE 27 OZ,47 
2108,"MAYS LANDING, NJ",GGS GENTLE 27 OZ,60 
2109,"MILLVILLE, NJ",GGS GENTLE 27 OZ,57 
2110,"PARAMOUNT, CA",GGS GENTLE 27 OZ,36 
2111,HOOVER SE AL,GGS GENTLE 27 OZ,76 
2112,"SCOTTSDALE, AZ",GGS GENTLE 27 OZ,36 
2114,"CHIPLEY, FL",GGS GENTLE 27 OZ,34 
2117,"LOS BANOS (MERCED), CA EF",GGS GENTLE 27 OZ,3 
2118,"LUNENBURG, MA",GGS GENTLE 27 OZ,37 
2119,"MILPITAS, CA",GGS GENTLE 27 OZ,41 
2121,"SHELTON, WA",GGS GENTLE 27 OZ,5 
2122,"AVON, MA",GGS GENTLE 27 OZ,46 
2123,"TEXARKANA, TX",GGS GENTLE 27 OZ,80 
2124,"BEAVER CREEK, OH",GGS GENTLE 27 OZ,13 
2128,"HALIFAX, MA",GGS GENTLE 27 OZ,1 
2129,"CLEARFIELD, PA",GGS GENTLE 27 OZ,114 
2130,"PORTSMOUTH, NH",GGS GENTLE 27 OZ,62 
2131,"TOPEKA, KS",GGS GENTLE 27 OZ,3 
2132,"BATON ROUGE (S), LA",GGS GENTLE 27 OZ,33 
2135,"COBLESKILL, NY",GGS GENTLE 27 OZ,1 
2136,"CULPEPER, VA",GGS GENTLE 27 OZ,1 
2137,"DURHAM, NC",GGS GENTLE 27 OZ,17 
2138,"LEBANON, NH",GGS GENTLE 27 OZ,7 
2139,"LYNN, MA",GGS GENTLE 27 OZ,88 
2141,"PHILADELPHIA (S), PA",GGS GENTLE 27 OZ,130 
2142,SALEM NH,GGS GENTLE 27 OZ,40 
2143,"SKOWHEGAN, ME",GGS GENTLE 27 OZ,27 
2145,"WHITEHALL, PA (ALLENTOWN)",GGS GENTLE 27 OZ,39 
2147,"MISSOULA, MT",GGS GENTLE 27 OZ,1 
2149,"MT VERNON, OH",GGS GENTLE 27 OZ,10 
2153,"BIDDEFORD, ME",GGS GENTLE 27 OZ,42 
2154,"DULUTH, (NW), GA",GGS GENTLE 27 OZ,33 
2156,"MIDDLE ISLAND (LI), NY",GGS GENTLE 27 OZ,43 
2157,"NORTH DARTMOUTH, MA",GGS GENTLE 27 OZ,24 
2158,"NORTHBOROUGH, MA",GGS GENTLE 27 OZ,48 
2159,"ALLEGANY, NY",GGS GENTLE 27 OZ,146 
2161,"PLEASANTON, CA",GGS GENTLE 27 OZ,25 
2164,"SPRINGVILLE, NY",GGS GENTLE 27 OZ,60 
2167,"WEST WHITELAND, PA",GGS GENTLE 27 OZ,94 
2175,"BRANSON WEST, MO",GGS GENTLE 27 OZ,41 
2176,"JUPITER, FL",GGS GENTLE 27 OZ,36 
2177,"SAN DIEGO, CA",GGS GENTLE 27 OZ,2 
2181,INDIO N CA,GGS GENTLE 27 OZ,7 
2184,"SEEKONK, MA EF",GGS GENTLE 27 OZ,0 
2185,"SELINSGROVE, PA",GGS GENTLE 27 OZ,0 
2187,"WENATCHEE, WA",GGS GENTLE 27 OZ,89 
2188,"EAGLE RIVER, AK",GGS GENTLE 27 OZ,44 
2191,"BRYAN, OH",GGS GENTLE 27 OZ,8 
2192,"HOUGHTON, MI",GGS GENTLE 27 OZ,40 
2194,"ALEXANDRIA, VA",GGS GENTLE 27 OZ,29 
2195,"HOWELL, NJ",GGS GENTLE 27 OZ,30 
2196,"PORT ANGELES, WA",GGS GENTLE 27 OZ,64 
2197,"WARREN, OH",GGS GENTLE 27 OZ,35 
2198,"BLOOMINGTON, MN",GGS GENTLE 27 OZ,3 
2199,"ST CLAIRSVILLE, OH",GGS GENTLE 27 OZ,49 
2201,"EL PASO (C), TX",GGS GENTLE 27 OZ,7 
2204,"FOREST PARK, IL",GGS GENTLE 27 OZ,25 
2206,"LAGUNA NIGUEL, CA EF",GGS GENTLE 27 OZ,12 
2208,"SAYRE, PA",GGS GENTLE 27 OZ,4 
2209,"ZANESVILLE, OH",GGS GENTLE 27 OZ,28 
2211,"POLAND, OH",GGS GENTLE 27 OZ,82 
2213,"ST LOUIS (S), MO",GGS GENTLE 27 OZ,38 
2218,"FOOTHILL RANCH, CA",GGS GENTLE 27 OZ,89 
2221,"SPRINGFIELD, MO",GGS GENTLE 27 OZ,11 
2222,"TEWKSBURY, MA",GGS GENTLE 27 OZ,205 
2225,"WOONSOCKET, RI",GGS GENTLE 27 OZ,80 
2227,"ABINGTON, MA",GGS GENTLE 27 OZ,15 
2228,"PITTSFIELD, MA",GGS GENTLE 27 OZ,7 
2230,"STATE COLLEGE, PA",GGS GENTLE 27 OZ,5 
2233,"FREDERICK, MD",GGS GENTLE 27 OZ,39 
2237,"LEHIGH ACRES, FL",GGS GENTLE 27 OZ,3 
2239,"SAN ANTONIO (W), TX",GGS GENTLE 27 OZ,39 
2240,"HUMACAO, PR",GGS GENTLE 27 OZ,70 
2241,"SUNNYSIDE, WA",GGS GENTLE 27 OZ,75 
2242,"ANAHEIM, CA",GGS GENTLE 27 OZ,75 
2243,"REDMOND, OR",GGS GENTLE 27 OZ,2 
2244,HUNTINGTON WV,GGS GENTLE 27 OZ,104 
2245,"OCEANSIDE (E), CA",GGS GENTLE 27 OZ,1 
2247,"CARY, NC",GGS GENTLE 27 OZ,31 
2248,CATONSVILLE (BALTIMORE)MD,GGS GENTLE 27 OZ,40 
2249,"CHEHALIS, WA",GGS GENTLE 27 OZ,123 
2250,"CINCINNATI (CENTRAL), OH",GGS GENTLE 27 OZ,9 
2251,"CITY OF INDUSTRY, CA",GGS GENTLE 27 OZ,51 
2252,"EASTON, PA",GGS GENTLE 27 OZ,4 
2255,"HAZLETON, PA",GGS GENTLE 27 OZ,53 
2256,"HENDERSON, NC",GGS GENTLE 27 OZ,24 
2257,"HOUSTON, TX",GGS GENTLE 27 OZ,70 
2258,"ALEXANDRIA, VA",GGS GENTLE 27 OZ,1 
2259,"KALISPELL, MT",GGS GENTLE 27 OZ,2 
2263,"POTTSTOWN, PA",GGS GENTLE 27 OZ,81 
2265,"SIMPSONVILLE, SC",GGS GENTLE 27 OZ,4 
2267,"WEST BOLYSTON, MA",GGS GENTLE 27 OZ,36 
2269,"YAKIMA,  WA",GGS GENTLE 27 OZ,2 
2270,"DURANGO, CO",GGS GENTLE 27 OZ,19 
2271,"SHAWANO, WI",GGS GENTLE 27 OZ,38 
2272,"CAMBRIDGE, MD",GGS GENTLE 27 OZ,67 
2275,"OXFORD,  OH",GGS GENTLE 27 OZ,0 
2277,"CLOVIS, CA",GGS GENTLE 27 OZ,48 
2278,ERIE (S) PA,GGS GENTLE 27 OZ,35 
2279,"GLEN BURNIE (N), MD",GGS GENTLE 27 OZ,36 
2280,"MOUNTAIN VIEW , CA",GGS GENTLE 27 OZ,12 
2281,"WEST MIFFLIN, PA",GGS GENTLE 27 OZ,17 
2282,"EAST WINDSOR, CT",GGS GENTLE 27 OZ,28 
2283,"COVENTRY, RI",GGS GENTLE 27 OZ,60 
2284,"NAUGATUCK, CT",GGS GENTLE 27 OZ,50 
2285,"HERKIMER, NY",GGS GENTLE 27 OZ,38 
2286,"CENTEREACH (LI), NY",GGS GENTLE 27 OZ,12 
2287,"NEW CASTLE, PA",GGS GENTLE 27 OZ,127 
2288,"POMONA, CA",GGS GENTLE 27 OZ,47 
2289,"BENNINGTON, VT EF",GGS GENTLE 27 OZ,19 
2291,CHULA VISTA (W) CA,GGS GENTLE 27 OZ,48 
2292,"COVINA, CA",GGS GENTLE 27 OZ,60 
2293,"GOLDEN, CO",GGS GENTLE 27 OZ,1 
2294,"FLEMINGTON, NJ",GGS GENTLE 27 OZ,78 
2295,"RICHMOND, VA",GGS GENTLE 27 OZ,1 
2297,"STEVENSON RANCH, CA",GGS GENTLE 27 OZ,1 
2299,"CROMWELL, CT",GGS GENTLE 27 OZ,66 
2300,"PITTSBURGH (W), PA",GGS GENTLE 27 OZ,52 
2302,SUPERCENTER BARCELONETA,GGS GENTLE 27 OZ,15 
2307,"SOUTH JORDAN, UT",GGS GENTLE 27 OZ,38 
2308,"LIHUE, HI",GGS GENTLE 27 OZ,144 
2309,"WEST CHESTER, OH",GGS GENTLE 27 OZ,6 
2310,"KNOXVILLE (E), TN",GGS GENTLE 27 OZ,6 
2313,"STREETSBORO, OH",GGS GENTLE 27 OZ,16 
2314,"WAIPAHU, HI",GGS GENTLE 27 OZ,122 
2319,"OAK HARBOR, WA",GGS GENTLE 27 OZ,42 
2321,"KAILUA KONA, HI",GGS GENTLE 27 OZ,38 
2322,"GERMANTOWN, TN",GGS GENTLE 27 OZ,12 
2323,"STOW, OH",GGS GENTLE 27 OZ,24 
2325,"PORT ORCHARD, WA",GGS GENTLE 27 OZ,14 
2328,GREENVILLE WADE HAMPTON S,GGS GENTLE 27 OZ,25 
2329,"ORANGE, MA",GGS GENTLE 27 OZ,1 
2330,"ROCHESTER, NH",GGS GENTLE 27 OZ,61 
2331,"WATERFORD, CT",GGS GENTLE 27 OZ,48 
2332,"ST. ALBANS, VT",GGS GENTLE 27 OZ,1 
2333,APPLE VALLEY CA,GGS GENTLE 27 OZ,102 
2334,"LANCASTER, PA",GGS GENTLE 27 OZ,135 
2335,"MADISON, WI (E)",GGS GENTLE 27 OZ,56 
2336,"PLYMOUTH, MA",GGS GENTLE 27 OZ,40 
2339,"WEST LAFAYETTE, IN",GGS GENTLE 27 OZ,6 
2340,"EPHRATA,PA",GGS GENTLE 27 OZ,39 
2341,"QUINCY, MA",GGS GENTLE 27 OZ,50 
2346,SUPERCENTER TOA BAJA,GGS GENTLE 27 OZ,48 
2350,"WAUSEON, OH",GGS GENTLE 27 OZ,112 
2351,"CATSKILL, NY",GGS GENTLE 27 OZ,28 
2352,"CAMBRIDGE, MN",GGS GENTLE 27 OZ,5 
2354,"ROCHESTER HILLS, MI",GGS GENTLE 27 OZ,132 
2355,"CLARENCE, NY",GGS GENTLE 27 OZ,24 
2358,"ALPENA, MI",GGS GENTLE 27 OZ,17 
2359,"ASHTABULA, OH",GGS GENTLE 27 OZ,20 
2360,"ATLANTA (N), GA",GGS GENTLE 27 OZ,4 
2361,"NORTH CANTON, OH",GGS GENTLE 27 OZ,18 
2362,"CLEVELAND HEIGHTS, OH",GGS GENTLE 27 OZ,0 
2365,"MT POCONO, PA",GGS GENTLE 27 OZ,52 
2366,"NORTH ATTLEBORO, MA",GGS GENTLE 27 OZ,2 
2367,"PINE CITY, MN",GGS GENTLE 27 OZ,0 
2369,"TILTON, NH",GGS GENTLE 27 OZ,22 
2370,"TROY, NY",GGS GENTLE 27 OZ,9 
2371,"WALLINGFORD, CT",GGS GENTLE 27 OZ,41 
2373,"WARWICK, RI",GGS GENTLE 27 OZ,48 
2385,"AUBURN, WA",GGS GENTLE 27 OZ,169 
2386,"WARE, MA",GGS GENTLE 27 OZ,7 
2387,"BRANDON, (W) FL",GGS GENTLE 27 OZ,53 
2392,SARASOTA BEE RIDGE & BENE,GGS GENTLE 27 OZ,54 
2398,"NEWINGTON, NH",GGS GENTLE 27 OZ,49 
2399,"MANCHESTER, NH",GGS GENTLE 27 OZ,48 
2400,"CHILLICOTHE, OH",GGS GENTLE 27 OZ,23 
2401,"DUARTE, CA",GGS GENTLE 27 OZ,17 
2402,"ELKO, NV",GGS GENTLE 27 OZ,1 
2403,"PUYALLUP, WA",GGS GENTLE 27 OZ,4 
2405,"HAMBURG, NY",GGS GENTLE 27 OZ,45 
2406,DELRAY SOUTH FL,GGS GENTLE 27 OZ,58 
2417,"PETOSKEY,MI",GGS GENTLE 27 OZ,108 
2418,PLACERVILLE CA,GGS GENTLE 27 OZ,2 
2419,"REHOBOTH BEACH, DE",GGS GENTLE 27 OZ,46 
2420,"BELLE VERNON, PA",GGS GENTLE 27 OZ,168 
2421,"ST CROIX FALLS, WI",GGS GENTLE 27 OZ,114 
2423,CAROLINA (RACETRACK) PR,GGS GENTLE 27 OZ,36 
2424,"TICONDEROGA, NY",GGS GENTLE 27 OZ,26 
2425,COLLINSVILLE BELT LINE IL,GGS GENTLE 27 OZ,46 
2426,"COLUMBUS (SW), OH",GGS GENTLE 27 OZ,20 
2427,"DALLAS, TX",GGS GENTLE 27 OZ,15 
2428,"NEWTON, KS",GGS GENTLE 27 OZ,50 
2429,"SPRINGFIELD, OH",GGS GENTLE 27 OZ,55 
2434,"IRON MOUNTAIN, MI",GGS GENTLE 27 OZ,56 
2435,"DUNDALK, MD",GGS GENTLE 27 OZ,12 
2436,"ELDERSBURG, MD",GGS GENTLE 27 OZ,66 
2438,"STAFFORD, VA",GGS GENTLE 27 OZ,1 
2439,BAYTOWN TX,GGS GENTLE 27 OZ,25 
2441,"HAMILTON, OH",GGS GENTLE 27 OZ,7 
2443,SIOUX FALLS S SD,GGS GENTLE 27 OZ,1 
2444,"ONEIDA, NY",GGS GENTLE 27 OZ,1 
2446,"QUAKERTOWN, PA",GGS GENTLE 27 OZ,8 
2447,"CINCINNATI, OH",GGS GENTLE 27 OZ,2 
2449,"CAGUAS, PR",GGS GENTLE 27 OZ,61 
2450,"BELLINGHAM, WA",GGS GENTLE 27 OZ,35 
2452,"MILWAUKEE, WI",GGS GENTLE 27 OZ,88 
2455,GREAT FALLS MT,GGS GENTLE 27 OZ,35 
2457,"RANCHO CORDOVA, CA",GGS GENTLE 27 OZ,4 
2458,"SALINAS, CA",GGS GENTLE 27 OZ,1 
2459,"SARASOTA (S), FL",GGS GENTLE 27 OZ,66 
2460,"SEAFORD,DE",GGS GENTLE 27 OZ,15 
2463,FRISCO STONEBROOK & 423 T,GGS GENTLE 27 OZ,76 
2464,SACRAMENTO DELTA SHORES C,GGS GENTLE 27 OZ,91 
2465,AUGUSTA WINDSOR GA,GGS GENTLE 27 OZ,27 
2468,ROHNERT PARK CA,GGS GENTLE 27 OZ,27 
2469,"LONGVIEW, WA",GGS GENTLE 27 OZ,5 
2471,"COLUMBUS, (NW) OH",GGS GENTLE 27 OZ,9 
2472,"WINSTON-SALEM, NC",GGS GENTLE 27 OZ,62 
2473,"HILO, HI",GGS GENTLE 27 OZ,1 
2474,"KEYSER, WV",GGS GENTLE 27 OZ,20 
2475,"CONYERS, GA",GGS GENTLE 27 OZ,32 
2476,"COLLEGE PLACE, WA",GGS GENTLE 27 OZ,1 
2479,"SAN DIEGO, CA",GGS GENTLE 27 OZ,4 
2480,"HONESDALE, PA",GGS GENTLE 27 OZ,56 
2481,"SHAMOKIN, PA",GGS GENTLE 27 OZ,78 
2482,"MESA (W), AZ",GGS GENTLE 27 OZ,42 
2483,LAS VEGAS BLUE DIAMOND NV,GGS GENTLE 27 OZ,66 
2484,"CLEWISTON, FL",GGS GENTLE 27 OZ,15 
2486,SAN JOSE CA,GGS GENTLE 27 OZ,56 
2487,CORONA 6TH STREET CA,GGS GENTLE 27 OZ,59 
2488,DECATUR AL,GGS GENTLE 27 OZ,80 
2491,"DANVILLE, IL",GGS GENTLE 27 OZ,16 
2492,"PENDLETON,OR",GGS GENTLE 27 OZ,81 
2494,"OCEANSIDE (WEST), CA",GGS GENTLE 27 OZ,99 
2495,WESTMINSTER CA,GGS GENTLE 27 OZ,8 
2496,"BOONE, NC",GGS GENTLE 27 OZ,9 
2499,WINDERMERE FL,GGS GENTLE 27 OZ,1 
2501,"BAYAMON, PR",GGS GENTLE 27 OZ,84 
2502,LATROBE PA,GGS GENTLE 27 OZ,69 
2503,HACKETTSTOWN NJ,GGS GENTLE 27 OZ,9 
2504,"KINGSTON,NY",GGS GENTLE 27 OZ,12 
2505,"MISSOURI CITY, TX",GGS GENTLE 27 OZ,45 
2507,"SANTA MARIA, CA",GGS GENTLE 27 OZ,54 
2509,"CHILTON, WI",GGS GENTLE 27 OZ,16 
2513,"DAHLONEGA, GA",GGS GENTLE 27 OZ,46 
2514,"POCOMOKE CITY, MD",GGS GENTLE 27 OZ,12 
2515,"PHOENIX (E), AZ",GGS GENTLE 27 OZ,3 
2516,"RENTON, WA",GGS GENTLE 27 OZ,5 
2517,"SANTA ANA, CA",GGS GENTLE 27 OZ,39 
2519,"SHREWSBURY, PA",GGS GENTLE 27 OZ,2 
2520,"FREDERICKSBURG (E), VA",GGS GENTLE 27 OZ,2 
2523,"BREA, CA",GGS GENTLE 27 OZ,59 
2527,"SAN CLEMENTE, CA",GGS GENTLE 27 OZ,58 
2528,"MILL HALL, PA",GGS GENTLE 27 OZ,42 
2529,"VIRGINIA BEACH, VA",GGS GENTLE 27 OZ,8 
2531,"TOWN OF CORDLANDT, NY",GGS GENTLE 27 OZ,14 
2536,"TULARE, CA",GGS GENTLE 27 OZ,31 
2537,"REDDING, CA",GGS GENTLE 27 OZ,4 
2538,"EUGENE, OR",GGS GENTLE 27 OZ,124 
2539,"SPOKANE, WA",GGS GENTLE 27 OZ,32 
2540,"CLARION, PA",GGS GENTLE 27 OZ,20 
2541,"ALLIANCE, OH",GGS GENTLE 27 OZ,47 
2542,"OTTAWA, OH",GGS GENTLE 27 OZ,84 
2546,"ORANGE, CA",GGS GENTLE 27 OZ,31 
2547,"THOMPSON, NY",GGS GENTLE 27 OZ,36 
2548,"SOUTH WILLIAMSON, KY",GGS GENTLE 27 OZ,48 
2550,"VANCOUVER (E),WA",GGS GENTLE 27 OZ,2 
2551,"MOUNT AIRY, MD",GGS GENTLE 27 OZ,29 
2553,"WINDSOR, CA",GGS GENTLE 27 OZ,5 
2554,"AVONDALE, AZ",GGS GENTLE 27 OZ,19 
2555,"NEW CASTLE, DE",GGS GENTLE 27 OZ,72 
2556,"ARROYO GRANDE, CA",GGS GENTLE 27 OZ,12 
2557,"BAKERSFIELD, CA EF",GGS GENTLE 27 OZ,45 
2558,STERLING HEIGHTS MI,GGS GENTLE 27 OZ,55 
2559,"STERLING HEIGHTS, MI",GGS GENTLE 27 OZ,106 
2560,"BERLIN, MD",GGS GENTLE 27 OZ,67 
2561,"ERIE (W), PA",GGS GENTLE 27 OZ,1 
2562,"GOODLAND, KS",GGS GENTLE 27 OZ,2 
2563,"PAOLI, IN",GGS GENTLE 27 OZ,0 
2565,"MADISON HEIGHTS, VA",GGS GENTLE 27 OZ,50 
2567,"GRANDVILLE, MI",GGS GENTLE 27 OZ,19 
2568,"PANORAMA CITY, CA",GGS GENTLE 27 OZ,36 
2572,"WAVERLY, OH",GGS GENTLE 27 OZ,3 
2574,"CARLISLE, PA",GGS GENTLE 27 OZ,2 
2575,"CONWAY (S), AR",GGS GENTLE 27 OZ,23 
2576,"CROSS LANES, WV",GGS GENTLE 27 OZ,36 
2577,"HUNT VALLEY, MD",GGS GENTLE 27 OZ,86 
2579,"CHADRON, NE",GGS GENTLE 27 OZ,10 
2580,"CLINTON, NC",GGS GENTLE 27 OZ,0 
2582,"CLINTON, NJ",GGS GENTLE 27 OZ,55 
2583,"UNIONDALE (LI), NY",GGS GENTLE 27 OZ,43 
2585,"STRATFORD, CT",GGS GENTLE 27 OZ,1 
2586,"CHEEKTOWAGA, NY",GGS GENTLE 27 OZ,75 
2587,"CABOT, AR",GGS GENTLE 27 OZ,2 
2588,"NORTH VERSAILLES,PA",GGS GENTLE 27 OZ,49 
2590,HILLSBORO OR,GGS GENTLE 27 OZ,1 
2591,"PEMBROKE PINES, FL",GGS GENTLE 27 OZ,45 
2592,"NORTH LAS VEGAS, NV",GGS GENTLE 27 OZ,96 
2593,"LAS VEGAS, (S), NV",GGS GENTLE 27 OZ,93 
2595,MARYSVILLE WA,GGS GENTLE 27 OZ,10 
2596,"MOUNT VERNON, WA",GGS GENTLE 27 OZ,20 
2597,"FRANKLIN, PA",GGS GENTLE 27 OZ,12 
2598,"SACRAMENTO, CA",GGS GENTLE 27 OZ,28 
2599,"SAN ANTONIO (NW), TX",GGS GENTLE 27 OZ,0 
2600,"CHESTERFIELD, MO",GGS GENTLE 27 OZ,39 
2603,"GIBSONIA, PA",GGS GENTLE 27 OZ,36 
2607,"POLSON, MT",GGS GENTLE 27 OZ,22 
2608,"MILES CITY, MT",GGS GENTLE 27 OZ,42 
2609,"LAKEWOOD, CA",GGS GENTLE 27 OZ,48 
2610,"LOGAN, WV",GGS GENTLE 27 OZ,35 
2611,"MT.PLEASANT, PA",GGS GENTLE 27 OZ,70 
2612,"EL PASO (NE), TX",GGS GENTLE 27 OZ,22 
2613,"BUCYRUS, OH",GGS GENTLE 27 OZ,25 
2614,"READING (N), PA",GGS GENTLE 27 OZ,11 
2615,"VALDOSTA (N), GA",GGS GENTLE 27 OZ,43 
2618,"COMMERCE, MI",GGS GENTLE 27 OZ,18 
2620,"HASTINGS, MI",GGS GENTLE 27 OZ,73 
2621,"SIMI VALLEY, CA",GGS GENTLE 27 OZ,46 
2626,"LIVE OAK, FL",GGS GENTLE 27 OZ,31 
2627,"TAMPA, FL",GGS GENTLE 27 OZ,89 
2628,"LEXINGTON, KY",GGS GENTLE 27 OZ,16 
2629,"NORTHBRIDGE, MA",GGS GENTLE 27 OZ,0 
2630,"JESUP, GA",GGS GENTLE 27 OZ,55 
2632,PHOENIX SUNNYSLOPE AZ,GGS GENTLE 27 OZ,3 
2633,"PISCATAWAY, NJ",GGS GENTLE 27 OZ,22 
2636,"HUNTINGTON BEACH,CA",GGS GENTLE 27 OZ,13 
2637,"MONROE, NY",GGS GENTLE 27 OZ,59 
2638,"ASHLAND, (S), KY",GGS GENTLE 27 OZ,17 
2640,"SALEM, MA",GGS GENTLE 27 OZ,54 
2641,"ALLENTOWN (SW), PA",GGS GENTLE 27 OZ,58 
2643,WOODBURY MN,GGS GENTLE 27 OZ,70 
2644,"SAGINAW, MI",GGS GENTLE 27 OZ,33 
2647,"WOODSTOCK, VA",GGS GENTLE 27 OZ,1 
2648,"SAN LEANDRO, CA EF",GGS GENTLE 27 OZ,63 
2649,"IRVING (NORTH), TX",GGS GENTLE 27 OZ,55 
2651,"MANVILLE, NJ",GGS GENTLE 27 OZ,43 
2653,"PORTALES, NM",GGS GENTLE 27 OZ,36 
2654,"TOMPKINSVILLE, KY",GGS GENTLE 27 OZ,0 
2659,"FALMOUTH, ME",GGS GENTLE 27 OZ,26 
2660,"NORTH READING, MA",GGS GENTLE 27 OZ,1 
2662,"COVINGTON, VA",GGS GENTLE 27 OZ,1 
2663,"EBENSBURG, PA",GGS GENTLE 27 OZ,52 
2664,"PUNXSUTAWNEY, PA",GGS GENTLE 27 OZ,3 
2666,"COLUMBUS (S), OH",GGS GENTLE 27 OZ,5 
2667,"DALLAS (E), TX",GGS GENTLE 27 OZ,1 
2668,"RACINE, WI",GGS GENTLE 27 OZ,67 
2671,CHANDLER AZ,GGS GENTLE 27 OZ,2 
2672,"LAMAR, CO",GGS GENTLE 27 OZ,3 
2674,"GREENVILLE, PA",GGS GENTLE 27 OZ,97 
2678,"MISHAWAKA, IN",GGS GENTLE 27 OZ,600 
2679,"ELKHART, IN",GGS GENTLE 27 OZ,383 
2681,"LITTLETON,NH",GGS GENTLE 27 OZ,1 
2682,"BERLIN, VT",GGS GENTLE 27 OZ,2 
2684,"NEW MARTINSVILLE, WV",GGS GENTLE 27 OZ,34 
2688,"TYLER, TX",GGS GENTLE 27 OZ,61 
2690,"MADISON, AL",GGS GENTLE 27 OZ,68 
2694,"KIRKWOOD, MO",GGS GENTLE 27 OZ,1 
2695,"CLERMONT, FL",GGS GENTLE 27 OZ,37 
2697,"ANTIOCH, CA EF",GGS GENTLE 27 OZ,65 
2699,GAINESVILLE NORTH THOMPSO,GGS GENTLE 27 OZ,7 
2700,WHITE LAKE MI,GGS GENTLE 27 OZ,2 
2702,"NIXA, MO",GGS GENTLE 27 OZ,40 
2703,"FLORENCE, SC",GGS GENTLE 27 OZ,118 
2705,"FRANKLIN, VA",GGS GENTLE 27 OZ,0 
2706,GRETNA (N) LA,GGS GENTLE 27 OZ,46 
2708,TEMECULA CA,GGS GENTLE 27 OZ,57 
2711,"KODIAK, AK",GGS GENTLE 27 OZ,73 
2712,"MYRTLE BEACH (S), SC",GGS GENTLE 27 OZ,0 
2713,BIRMINGHAM AL,GGS GENTLE 27 OZ,60 
2715,"DIBERVILLE, MS",GGS GENTLE 27 OZ,36 
2718,"HOUSTON (C), TX",GGS GENTLE 27 OZ,58 
2720,"MADISON, MS",GGS GENTLE 27 OZ,43 
2721,"CAYEY, PR",GGS GENTLE 27 OZ,60 
2722,"FAIRBANKS, AK",GGS GENTLE 27 OZ,7 
2723,"SUMITON, AL",GGS GENTLE 27 OZ,16 
2724,"PASADENA, TX",GGS GENTLE 27 OZ,39 
2725,"LEWIS CENTER, OH",GGS GENTLE 27 OZ,29 
2726,"REYNOLDSBURG, OH",GGS GENTLE 27 OZ,15 
2728,"DECATUR, (S), IL",GGS GENTLE 27 OZ,58 
2729,"FORT COLLINS-LOVELAND, CO",GGS GENTLE 27 OZ,25 
2730,"TARBORO, NC",GGS GENTLE 27 OZ,18 
2732,"VILLA RICA, GA",GGS GENTLE 27 OZ,43 
2733,"PERRY, GA",GGS GENTLE 27 OZ,22 
2734,"NORMAN (E), OK",GGS GENTLE 27 OZ,1 
2735,"SACRAMENTO, CA",GGS GENTLE 27 OZ,72 
2739,"BAY MINETTE, AL",GGS GENTLE 27 OZ,20 
2740,"TAMPA, FL",GGS GENTLE 27 OZ,54 
2741,"BENTONVILLE,AR WNM/NEIGHB",GGS GENTLE 27 OZ,1 
2743,"SHERWOOD,AR WNM NEIGH MKT",GGS GENTLE 27 OZ,13 
2744,"FORT SMITH,AR WNM NEIGH M",GGS GENTLE 27 OZ,10 
2747,"WARWICK (W), RI",GGS GENTLE 27 OZ,12 
2748,"GULF SHORES, AL",GGS GENTLE 27 OZ,45 
2749,"SPRUCE PINE, NC",GGS GENTLE 27 OZ,33 
2752,"COMMERCE CITY, CO",GGS GENTLE 27 OZ,24 
2754,"WAYNESBORO, GA",GGS GENTLE 27 OZ,31 
2755,"FLOWOOD, MS",GGS GENTLE 27 OZ,0 
2756,FREDERICK (N),GGS GENTLE 27 OZ,14 
2757,MURFREESBORO NORTH TN,GGS GENTLE 27 OZ,47 
2758,PLYMOUTH NH,GGS GENTLE 27 OZ,8 
2761,"POUNDING MILL, VA",GGS GENTLE 27 OZ,37 
2762,FAIRLAWN VA,GGS GENTLE 27 OZ,16 
2763,DONNA TX,GGS GENTLE 27 OZ,94 
2764,"ALTOONA, IA",GGS GENTLE 27 OZ,2 
2767,MESA (NORTH) AZ,GGS GENTLE 27 OZ,58 
2768,"MESA (S), AZ",GGS GENTLE 27 OZ,36 
2769,SAN ANTONIO WALZEM & PARK,GGS GENTLE 27 OZ,62 
2774,DUBLIN OH,GGS GENTLE 27 OZ,34 
2777,"SUPRISE,AZ",GGS GENTLE 27 OZ,60 
2778,"COOLIDGE, AZ",GGS GENTLE 27 OZ,1 
2782,"MOUNTAIN HOME, ID",GGS GENTLE 27 OZ,10 
2787,"INDIANAPOLIS (N), IN",GGS GENTLE 27 OZ,1 
2789,"BOYNTON BEACH(E), FL",GGS GENTLE 27 OZ,19 
2791,"GEORGETOWN, DE",GGS GENTLE 27 OZ,64 
2792,"WAYNE, WV",GGS GENTLE 27 OZ,62 
2793,"KERNERSVILLE, NC",GGS GENTLE 27 OZ,10 
2796,"OLDSMAR, FL",GGS GENTLE 27 OZ,57 
2797,"STURBRIDGE, MA",GGS GENTLE 27 OZ,55 
2799,"CLINTON, MD",GGS GENTLE 27 OZ,13 
2801,ALBANY GILLIONVILLE GA,GGS GENTLE 27 OZ,33 
2805,"EMPORIA, VA",GGS GENTLE 27 OZ,3 
2806,"BOILING SPRINGS, SC",GGS GENTLE 27 OZ,8 
