Club Number,Device Description,Serial Number,FedEx Tracking #,Date Shipped,
6309,SM1,22B7E639,511595846384,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846384&locale=en_US&cntry_code=us
6309,SM1,22BB87C2,511595846384,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846384&locale=en_US&cntry_code=us
6309,SM1,22BF753D,511595846384,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846384&locale=en_US&cntry_code=us
6309,SM1,229F26E5,511595846384,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846384&locale=en_US&cntry_code=us
6309,SM1,22E2C4A6,511595846384,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846384&locale=en_US&cntry_code=us
6309,SM1,22948E45,511595846384,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846384&locale=en_US&cntry_code=us
6309,SM1,22E2CD26,511595846384,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846384&locale=en_US&cntry_code=us
6309,SM1,22ED1819,511595846384,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846384&locale=en_US&cntry_code=us
6309,SM1,2280E7D3,511595846384,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846384&locale=en_US&cntry_code=us
6309,SM1,22E970C4,511595846384,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846384&locale=en_US&cntry_code=us
6309,SM1,22850ED4,511595846384,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846384&locale=en_US&cntry_code=us
6309,SM1,228B4647,511595846384,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846384&locale=en_US&cntry_code=us
6309,SM1,22912B38,511595846410,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846410&locale=en_US&cntry_code=us
6309,SM1,22EC32AC,511595846410,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846410&locale=en_US&cntry_code=us
6309,SM1,22954521,511595846410,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846410&locale=en_US&cntry_code=us
6309,SM1,228599A6,511595846410,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846410&locale=en_US&cntry_code=us
6309,SM1,229A4793,511595846410,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846410&locale=en_US&cntry_code=us
6309,SM1,22E1139C,511595846410,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846410&locale=en_US&cntry_code=us
6309,SM1,22DE7117,511595846410,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846410&locale=en_US&cntry_code=us
6309,SM1,22A286EB,511595846410,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846410&locale=en_US&cntry_code=us
6309,SM1,22AAC2A8,511595846410,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846410&locale=en_US&cntry_code=us
6309,SM1,22DD2E1C,511595846410,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846410&locale=en_US&cntry_code=us
6309,SM1,227D74CA,511595846410,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846410&locale=en_US&cntry_code=us
6309,SM1,227C5876,511595846410,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595846410&locale=en_US&cntry_code=us
6309,SM1,228B906D,560726574004,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574004&locale=en_US&cntry_code=us
6309,SM1,2284B042,560726574004,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574004&locale=en_US&cntry_code=us
6309,SM1,22845D2F,560726574004,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574004&locale=en_US&cntry_code=us
6309,SM1,228CC914,560726574004,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574004&locale=en_US&cntry_code=us
6309,SM1,2294F97A,560726574004,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574004&locale=en_US&cntry_code=us
6309,SM1,229EA855,560726574004,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574004&locale=en_US&cntry_code=us
6309,SM1,22A0D738,560726574004,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574004&locale=en_US&cntry_code=us
6309,SM1,22AE09E1,560726574004,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574004&locale=en_US&cntry_code=us
6309,SM1,22AEDCA4,560726574004,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574004&locale=en_US&cntry_code=us
6309,SM1,22B3E1AD,560726574004,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574004&locale=en_US&cntry_code=us
6309,SM1,22DD9BFF,560726574004,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574004&locale=en_US&cntry_code=us
6309,SM1,22E93FA6,560726574004,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574004&locale=en_US&cntry_code=us
6309,SM1,22A0BD8F,560726575927,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726575927&locale=en_US&cntry_code=us
6309,SM1,22D4F9B8,560726575927,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726575927&locale=en_US&cntry_code=us
6309,SM1,22D2516B,560726575927,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726575927&locale=en_US&cntry_code=us
6309,SM1,22B46E89,560726575927,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726575927&locale=en_US&cntry_code=us
6310,SM1,234680F3,511595804892,1/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595804892&locale=en_US&cntry_code=us
6310,SM1,234575A8,511595804892,1/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595804892&locale=en_US&cntry_code=us
6310,SM1,23814893,511595804892,1/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=511595804892&locale=en_US&cntry_code=us
6310,SM1,22F130A7,560726574118,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574118&locale=en_US&cntry_code=us
6310,SM1,22E637AA,560726574118,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574118&locale=en_US&cntry_code=us
6310,SM1,22E30E89,560726574118,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574118&locale=en_US&cntry_code=us
6310,SM1,22D89E05,560726574118,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574118&locale=en_US&cntry_code=us
6310,SM1,22B7BA90,560726574118,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574118&locale=en_US&cntry_code=us
6310,SM1,22B4B7AE,560726574118,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574118&locale=en_US&cntry_code=us
6310,SM1,22B418E9,560726574118,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574118&locale=en_US&cntry_code=us
6310,SM1,22A982E2,560726574118,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574118&locale=en_US&cntry_code=us
6310,SM1,2291941D,560726574118,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574118&locale=en_US&cntry_code=us
6310,SM1,227B9EEC,560726574118,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574118&locale=en_US&cntry_code=us
6310,SM1,2282BDA7,560726574118,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574118&locale=en_US&cntry_code=us
6310,SM1,2281539B,560726574118,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574118&locale=en_US&cntry_code=us
6310,SM1,22FA0F7A,560726576040,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576040&locale=en_US&cntry_code=us
6310,SM1,22A23C62,560726576040,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576040&locale=en_US&cntry_code=us
6310,SM1,22AEB9B6,560726576040,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576040&locale=en_US&cntry_code=us
6310,SM1,227FD5B5,560726576040,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576040&locale=en_US&cntry_code=us
6310,SM1,22D788DE,560726576040,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576040&locale=en_US&cntry_code=us
6310,SM1,22D9224E,560726576040,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576040&locale=en_US&cntry_code=us
6310,SM1,22BA5307,560726576040,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576040&locale=en_US&cntry_code=us
6310,SM1,227EB13F,560726576040,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576040&locale=en_US&cntry_code=us
6310,SM1,22B03166,560726576040,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576040&locale=en_US&cntry_code=us
6310,SM1,233F6FA5,560726576040,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576040&locale=en_US&cntry_code=us
6310,SM1,22928B86,560726576040,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576040&locale=en_US&cntry_code=us
6310,SM1,229D11FA,560726576040,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576040&locale=en_US&cntry_code=us
6310,SM1,22EAD902,560726576073,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576073&locale=en_US&cntry_code=us
6310,SM1,22EAA7F6,560726576073,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576073&locale=en_US&cntry_code=us
6310,SM1,227EEED0,560726576073,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576073&locale=en_US&cntry_code=us
6310,SM1,22DE16DD,560726576073,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576073&locale=en_US&cntry_code=us
6310,SM1,2290F0F7,560726576073,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576073&locale=en_US&cntry_code=us
6310,SM1,22B3A0D1,560726576073,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576073&locale=en_US&cntry_code=us
6310,SM1,22BDAE32,560726576073,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576073&locale=en_US&cntry_code=us
6310,SM1,22BD4A64,560726576073,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576073&locale=en_US&cntry_code=us
6310,SM1,2280C8FA,560726576073,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576073&locale=en_US&cntry_code=us
6310,SM1,2289D70E,560726576073,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576073&locale=en_US&cntry_code=us
6310,SM1,229F82DA,560726576073,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576073&locale=en_US&cntry_code=us
6310,SM1,22B3C7B1,560726576073,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576073&locale=en_US&cntry_code=us
6312,SM1,24C8ACD5,542048560850,1/6/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048560850&locale=en_US&cntry_code=us
6312,SM1,238379F8,542048560850,1/6/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048560850&locale=en_US&cntry_code=us
6312,SM1,237AA0C2,542048560850,1/6/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048560850&locale=en_US&cntry_code=us
6312,SM1,233482D6,542048560850,1/6/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048560850&locale=en_US&cntry_code=us
6312,SM1,22AE6BA7,560726575982,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726575982&locale=en_US&cntry_code=us
6312,SM1,22B7B1C8,560726575982,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726575982&locale=en_US&cntry_code=us
6312,SM1,22AD6D65,560726575982,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726575982&locale=en_US&cntry_code=us
6312,SM1,22A5AB4A,560726575982,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726575982&locale=en_US&cntry_code=us
6312,SM1,229F7D97,560726575982,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726575982&locale=en_US&cntry_code=us
6312,SM1,22BBCD84,560726575982,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726575982&locale=en_US&cntry_code=us
6312,SM1,22D7AF05,560726575982,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726575982&locale=en_US&cntry_code=us
6312,SM1,22E4F485,560726575982,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726575982&locale=en_US&cntry_code=us
6312,SM1,22E7EFD5,560726575982,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726575982&locale=en_US&cntry_code=us
6312,SM1,22ED4EAD,560726575982,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726575982&locale=en_US&cntry_code=us
6312,SM1,22B2EAAE,560726576018,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576018&locale=en_US&cntry_code=us
6312,SM1,22A306AC,560726576018,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576018&locale=en_US&cntry_code=us
6312,SM1,22B4E231,560726576018,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576018&locale=en_US&cntry_code=us
6312,SM1,228E1E47,560726576018,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576018&locale=en_US&cntry_code=us
6312,SM1,22BE62AD,560726576018,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576018&locale=en_US&cntry_code=us
6312,SM1,22DC9081,560726576018,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576018&locale=en_US&cntry_code=us
6312,SM1,22DF1D7B,560726576018,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576018&locale=en_US&cntry_code=us
6312,SM1,2286A586,560726576018,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576018&locale=en_US&cntry_code=us
6312,SM1,22E7389F,560726576018,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576018&locale=en_US&cntry_code=us
6312,SM1,22EAF8D7,560726576018,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576018&locale=en_US&cntry_code=us
6312,SM1,22803096,560726576018,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576018&locale=en_US&cntry_code=us
6312,SM1,22F1FACE,560726576018,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726576018&locale=en_US&cntry_code=us
6312,SM1,22B8D3EF,560726574070,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574070&locale=en_US&cntry_code=us
6312,SM1,22A54707,560726574070,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574070&locale=en_US&cntry_code=us
6312,SM1,22B9E023,560726574070,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574070&locale=en_US&cntry_code=us
6312,SM1,22A59F93,560726574070,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574070&locale=en_US&cntry_code=us
6312,SM1,22B21432,560726574070,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574070&locale=en_US&cntry_code=us
6312,SM1,228B8083,560726574070,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574070&locale=en_US&cntry_code=us
6312,SM1,22AD3CF2,560726574070,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574070&locale=en_US&cntry_code=us
6312,SM1,229497F0,560726574070,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574070&locale=en_US&cntry_code=us
6312,SM1,22DE8DB1,560726574070,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574070&locale=en_US&cntry_code=us
6312,SM1,229135B6,560726574070,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574070&locale=en_US&cntry_code=us
6312,SM1,22DB7C36,560726574070,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574070&locale=en_US&cntry_code=us
6312,SM1,22882982,560726574070,3/9/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726574070&locale=en_US&cntry_code=us
6313,SM1,2282F946,560726580672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726580672&locale=en_US&cntry_code=us
6313,SM1,228886A9,560726580672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726580672&locale=en_US&cntry_code=us
6313,SM1,228B18F0,560726580672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726580672&locale=en_US&cntry_code=us
6313,SM1,227C4130,560726580672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726580672&locale=en_US&cntry_code=us
6313,SM1,22ABDDBC,560726580672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726580672&locale=en_US&cntry_code=us
6313,SM1,22B52466,560726580672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726580672&locale=en_US&cntry_code=us
6313,SM1,22B6F58A,560726580672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726580672&locale=en_US&cntry_code=us
6313,SM1,22E08210,560726580672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726580672&locale=en_US&cntry_code=us
6313,SM1,22E79534,560726580672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726580672&locale=en_US&cntry_code=us
6313,SM1,22FBCC2B,560726580672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726580672&locale=en_US&cntry_code=us
6313,SM1,22FE4920,560726580672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726580672&locale=en_US&cntry_code=us
6313,SM1,22ADB354,560726578672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578672&locale=en_US&cntry_code=us
6313,SM1,22916818,560726578672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578672&locale=en_US&cntry_code=us
6313,SM1,22B093F8,560726578672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578672&locale=en_US&cntry_code=us
6313,SM1,22DC0A92,560726578672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578672&locale=en_US&cntry_code=us
6313,SM1,22DE7970,560726578672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578672&locale=en_US&cntry_code=us
6313,SM1,22BC209B,560726578672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578672&locale=en_US&cntry_code=us
6313,SM1,22B2DCE3,560726578672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578672&locale=en_US&cntry_code=us
6313,SM1,22E1E6E0,560726578672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578672&locale=en_US&cntry_code=us
6313,SM1,22E39D37,560726578672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578672&locale=en_US&cntry_code=us
6313,SM1,22A2188F,560726578672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578672&locale=en_US&cntry_code=us
6313,SM1,22A9159C,560726578672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578672&locale=en_US&cntry_code=us
6313,SM1,22EC4718,560726578672,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578672&locale=en_US&cntry_code=us
6313,SM1,227BD4A2,560726578569,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578569&locale=en_US&cntry_code=us
6313,SM1,22A0BD65,560726578569,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578569&locale=en_US&cntry_code=us
6313,SM1,22AEC62A,560726578569,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578569&locale=en_US&cntry_code=us
6313,SM1,22B24BE4,560726578569,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578569&locale=en_US&cntry_code=us
6313,SM1,22AB0F78,560726578569,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578569&locale=en_US&cntry_code=us
6313,SM1,22A6B43A,560726578569,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578569&locale=en_US&cntry_code=us
6313,SM1,22A40B40,560726578569,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578569&locale=en_US&cntry_code=us
6313,SM1,22B77A52,560726578569,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578569&locale=en_US&cntry_code=us
6313,SM1,22BCCF33,560726578569,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578569&locale=en_US&cntry_code=us
6313,SM1,22D83DF7,560726578569,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578569&locale=en_US&cntry_code=us
6313,SM1,227F0B21,560726578569,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578569&locale=en_US&cntry_code=us
6313,SM1,22E61C95,560726578569,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578569&locale=en_US&cntry_code=us
6313,SM1,22DB145E,560726577448,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726577448&locale=en_US&cntry_code=us
6313,SM1,22B2C85D,560726577448,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726577448&locale=en_US&cntry_code=us
6314,SM1,24B9F379,526786252711,10/15/21,https://www.fedex.com/fedextrack/?action=track&tracknumbers=526786252711&locale=en_US&cntry_code=us
6314,SM1,23352048,542048582248,1/20/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048582248&locale=en_US&cntry_code=us
6314,SM1,24C3AD92,542048582248,1/20/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048582248&locale=en_US&cntry_code=us
6314,SM1,238C4565,542048582248,1/20/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048582248&locale=en_US&cntry_code=us
6314,SM1,238B2547,542048582248,1/20/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048582248&locale=en_US&cntry_code=us
6314,SM1,2389B11F,542048582248,1/20/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048582248&locale=en_US&cntry_code=us
6314,SM1,23870FB7,542048582248,1/20/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048582248&locale=en_US&cntry_code=us
6314,SM1,237F4C6C,542048582248,1/20/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048582248&locale=en_US&cntry_code=us
6314,SM1,237ADCEA,542048582248,1/20/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=542048582248&locale=en_US&cntry_code=us
6315,SM1,230C35A5,560726578547,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578547&locale=en_US&cntry_code=us
6315,SM1,22EFE94C,560726578547,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578547&locale=en_US&cntry_code=us
6315,SM1,22E7F4F9,560726578547,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578547&locale=en_US&cntry_code=us
6315,SM1,22DD7CDA,560726578547,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578547&locale=en_US&cntry_code=us
6315,SM1,22D75E5B,560726578547,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578547&locale=en_US&cntry_code=us
6315,SM1,22B7DF00,560726578547,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578547&locale=en_US&cntry_code=us
6315,SM1,22AD36F0,560726578547,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578547&locale=en_US&cntry_code=us
6315,SM1,22AB5706,560726578547,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578547&locale=en_US&cntry_code=us
6315,SM1,228AAC5E,560726578547,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578547&locale=en_US&cntry_code=us
6315,SM1,2288E19B,560726578547,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578547&locale=en_US&cntry_code=us
6315,SM1,221FD82D,560726578547,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578547&locale=en_US&cntry_code=us
6315,SM1,227EDC55,560726580731,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726580731&locale=en_US&cntry_code=us
6315,SM1,2293A287,560726580731,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726580731&locale=en_US&cntry_code=us
6315,SM1,2293599B,560726580731,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726580731&locale=en_US&cntry_code=us
6315,SM1,228C221B,560726580731,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726580731&locale=en_US&cntry_code=us
6315,SM1,22AB0B0D,560726597130,3/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726597130&locale=en_US&cntry_code=us
6315,SM1,22AB27D9,560726597130,3/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726597130&locale=en_US&cntry_code=us
6315,SM1,22B51176,560726597130,3/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726597130&locale=en_US&cntry_code=us
6315,SM1,22B880D0,560726597130,3/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726597130&locale=en_US&cntry_code=us
6315,SM1,22DBC770,560726597130,3/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726597130&locale=en_US&cntry_code=us
6315,SM1,22F98CBF,560726597130,3/17/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726597130&locale=en_US&cntry_code=us
6317,SM1,22B9A174,560726577530,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726577530&locale=en_US&cntry_code=us
6319,SM1,22AE346B,560726578694,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578694&locale=en_US&cntry_code=us
6319,SM1,22B033F0,560726578694,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578694&locale=en_US&cntry_code=us
6319,SM1,22E8FE75,560726578694,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578694&locale=en_US&cntry_code=us
6319,SM1,227CE979,560726578694,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578694&locale=en_US&cntry_code=us
6319,SM1,22EA47A9,560726578694,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578694&locale=en_US&cntry_code=us
6319,SM1,22D7A4C4,560726578694,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578694&locale=en_US&cntry_code=us
6319,SM1,22D79BF6,560726578694,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578694&locale=en_US&cntry_code=us
6319,SM1,22B5F2C9,560726578694,3/10/22,https://www.fedex.com/fedextrack/?action=track&tracknumbers=560726578694&locale=en_US&cntry_code=us
