0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Store,Tracking Number,Ship date ,Status ,Delivered date,Service type ,Reference ,Purchase order number ,Shipper company ,Recipient contact name ,Recipient city ,Recipient address ,Recipient state ,Recipient postal ,Received by ,Dimensional Wt (Lbs) ,Scheduled delivery date ,Status with details ,Pkg Dimensions (in) 
5090,6.44E+11,10/11/2023,Delivered,10/12/2023,FedEx Ground,D9354,5090,SPARTAN GRAPHICS,STORE MANAGER,DE PERE,1415 LAWRENCE DR,WI,54115,DAVID,,,"Delivered: 10/12/2023 12:01 pm Signed for by:DAVID; De Pere, WI",11x9x6
3749,6.44E+11,Not available,Out for delivery,,FedEx Ground,D9354,3749,SPARTAN GRAPHICS,STORE MANAGER,CINCINNATI,2801 CUNNINGHAM RD,OH,45241,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
3765,6.44E+11,Not available,Out for delivery,,FedEx Ground,D9354,3765,SPARTAN GRAPHICS,STORE MANAGER,PIQUA,1300 E ASH ST,OH,45356,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
3790,6.44E+11,Not available,Out for delivery,,FedEx Ground,D9354,3790,SPARTAN GRAPHICS,STORE MANAGER,LOCKPORT,16241 S FARRELL RD,IL,60441,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
3812,6.44E+11,Not available,Out for delivery,,FedEx Ground,D9354,3812,SPARTAN GRAPHICS,STORE MANAGER,COLUMBUS,2700 BETHEL RD,OH,43220,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
3837,6.44E+11,Not available,Out for delivery,,FedEx Ground,D9354,3837,SPARTAN GRAPHICS,STORE MANAGER,ROSCOE,4781 E ROCKTON RD,IL,61073,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
4053,6.44E+11,Not available,Out for delivery,,FedEx Ground,D9354,4053,SPARTAN GRAPHICS,STORE MANAGER,INDIANAPOLIS,5555 MICHIGAN RD,IN,46228,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
4054,6.44E+11,Not available,Out for delivery,,FedEx Ground,D9354,4054,SPARTAN GRAPHICS,STORE MANAGER,INDIANAPOLIS,4837 KENTUCKY AVE,IN,46221,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
4231,6.44E+11,Not available,Out for delivery,,FedEx Ground,D9354,4231,SPARTAN GRAPHICS,STORE MANAGER,FORT WAYNE,7502 SOUTHTOWN XING,IN,46816,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
4285,6.44E+11,Not available,Out for delivery,,FedEx Ground,D9354,4285,SPARTAN GRAPHICS,STORE MANAGER,CLEVELAND,3400 STEELYARD DR,OH,44109,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
4286,6.44E+11,Not available,Out for delivery,,FedEx Ground,D9354,4286,SPARTAN GRAPHICS,STORE MANAGER,MONTGOMERY,2000 ORCHARD RD,IL,60538,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
4323,6.44E+11,Not available,Delivery exception,,FedEx Ground,D9354,4323,SPARTAN GRAPHICS,STORE MANAGER,KANKAKEE,505 RIVERSTONE PKWY,IL,60901,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
4383,6.44E+11,Not available,Out for delivery,,FedEx Ground,D9354,4383,SPARTAN GRAPHICS,STORE MANAGER,DEARBORN,5851 MERCURY DR,MI,48126,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
4399,6.44E+11,Not available,Out for delivery,,FedEx Ground,D9354,4399,SPARTAN GRAPHICS,STORE MANAGER,ELKHART,30830 OLD US 20,IN,46514,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
4405,6.44E+11,Not available,Out for delivery,,FedEx Ground,D9354,4405,SPARTAN GRAPHICS,STORE MANAGER,AURORA,2900 KIRK RD,IL,60502,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
4511,6.44E+11,Not available,Out for delivery,,FedEx Ground,D9354,4511,SPARTAN GRAPHICS,STORE MANAGER,SILVIS,1601 18TH ST,IL,61282,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7334,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7334,SPARTAN GRAPHICS,STORE MANAGER,GOLDSBORO,4350 US HIGHWAY 70  E,NC,27534,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7337,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7337,SPARTAN GRAPHICS,STORE MANAGER,GREENVILLE,1826 E ARLINGTON BLVD,NC,27858,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7339,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7339,SPARTAN GRAPHICS,STORE MANAGER,GROVETOWN,5303A WRIGHTSBORO RD,GA,30813,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7340,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7340,SPARTAN GRAPHICS,STORE MANAGER,GOLDSBORO,1144 TOMMYS RD,NC,27534,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7342,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7342,SPARTAN GRAPHICS,STORE MANAGER,MADISON,7140 WALL TRIANA HWY,AL,35757,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
8331,6.44E+11,Not available,On the way,,FedEx Ground,D9354,8331,SPARTAN GRAPHICS,STORE MANAGER,YAPHANK,901 BOULEVARD E,NY,11980,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5812,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5812,SPARTAN GRAPHICS,STORE MANAGER,BLUE RIDGE,97 COMMERCE DR,GA,30513,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5923,6.44E+11,Not available,Delay,,FedEx Ground,D9354,5923,SPARTAN GRAPHICS,STORE MANAGER,MYRTLE BEACH,3650 WALTON DR,SC,29577,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7235,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7235,SPARTAN GRAPHICS,STORE MANAGER,WINTERVILLE,3801 S MEMORIAL DR,NC,28590,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7218,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7218,SPARTAN GRAPHICS,STORE MANAGER,NEW BERN,2915 NEUSE BLVD,NC,28560,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7206,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7206,SPARTAN GRAPHICS,STORE MANAGER,ARCHDALE,10250 S MAIN ST,NC,27263,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7209,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7209,SPARTAN GRAPHICS,STORE MANAGER,LUMBERTON,2985 E ELIZABETHTOWN RD,NC,28358,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7194,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7194,SPARTAN GRAPHICS,STORE MANAGER,ADEL,351 ALABAMA RD,GA,31620,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7205,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7205,SPARTAN GRAPHICS,STORE MANAGER,LEXINGTON,90 W US HIGHWAY 64,NC,27295,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7185,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7185,SPARTAN GRAPHICS,STORE MANAGER,CUMMING,3655 BROWNS BRIDGE RD,GA,30028,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7188,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7188,SPARTAN GRAPHICS,STORE MANAGER,DARLINGTON,251 ANDOVER PL,SC,29532,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7179,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7179,SPARTAN GRAPHICS,STORE MANAGER,SWANSBORO,1109 W CORBETT AVE,NC,28584,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7180,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7180,SPARTAN GRAPHICS,STORE MANAGER,WAXHAW,2520 CUTHBERTSON RD,NC,28173,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7174,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7174,SPARTAN GRAPHICS,STORE MANAGER,NORTH CHESTERFIELD,5700 HOPKINS RD,VA,23234,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7177,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7177,SPARTAN GRAPHICS,STORE MANAGER,ROCKINGHAM,1942 PORT REPUBLIC RD,VA,22801,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7146,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7146,SPARTAN GRAPHICS,STORE MANAGER,KINGS MOUNTAIN,1011 SHELBY RD,NC,28086,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7162,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7162,SPARTAN GRAPHICS,STORE MANAGER,HAMPSTEAD,420 FUN CENTER DR,NC,28443,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7127,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7127,SPARTAN GRAPHICS,STORE MANAGER,POPLAR BLUFF,3001 OAK GROVE RD,MO,63901,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7137,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7137,SPARTAN GRAPHICS,STORE MANAGER,JACKSONVILLE,4250 WESTERN BLVD,NC,28546,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7087,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7087,SPARTAN GRAPHICS,STORE MANAGER,SALEM,1309 E HACKBERRY ST,IN,47167,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7098,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7098,SPARTAN GRAPHICS,STORE MANAGER,NEWPORT,6645 HWY 70,NC,28570,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7062,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7062,SPARTAN GRAPHICS,STORE MANAGER,GASTONIA,2324 S NEW HOPE RD,NC,28054,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7072,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7072,SPARTAN GRAPHICS,STORE MANAGER,CAPE GIRARDEAU,2021 INDEPENDENCE ST,MO,63703,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7020,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7020,SPARTAN GRAPHICS,STORE MANAGER,LA VERGNE,5511 MURFREESBORO RD,TN,37086,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7032,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7032,SPARTAN GRAPHICS,STORE MANAGER,RICHMOND,5001 9 MILE RD,VA,23223,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7004,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7004,SPARTAN GRAPHICS,STORE MANAGER,DALLAS,1300 DALLAS CHERRYVILLE HWY,NC,28034,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7009,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7009,SPARTAN GRAPHICS,STORE MANAGER,RICHLANDS,349 KINSTON HWY,NC,28574,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6975,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6975,SPARTAN GRAPHICS,STORE MANAGER,CABOT,1203 S PINE ST,AR,72023,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6998,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6998,SPARTAN GRAPHICS,STORE MANAGER,EAST POINT,844 CLEVELAND AVE,GA,30344,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6964,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6964,SPARTAN GRAPHICS,STORE MANAGER,HORN LAKE,4150 GOODMAN RD,MS,38637,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6971,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6971,SPARTAN GRAPHICS,STORE MANAGER,PEA RIDGE,240 SLACK ST,AR,72751,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6960,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6960,SPARTAN GRAPHICS,STORE MANAGER,SILOAM SPRINGS,935 S HOLLY ST,AR,72761,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6962,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6962,SPARTAN GRAPHICS,STORE MANAGER,ROCK HILL,1225 CHERRY RD,SC,29732,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6953,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6953,SPARTAN GRAPHICS,STORE MANAGER,CENTERTON,1800 E CENTERTON BLVD,AR,72712,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6958,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6958,SPARTAN GRAPHICS,STORE MANAGER,CAMERON,2800 NC 24-87,NC,28326,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6951,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6951,SPARTAN GRAPHICS,STORE MANAGER,SUTTON,369 SCOTT FRK,WV,26601,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6952,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6952,SPARTAN GRAPHICS,STORE MANAGER,TIMBERVILLE,375 S MAIN ST,VA,22853,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6942,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6942,SPARTAN GRAPHICS,STORE MANAGER,BROKEN ARROW,4851 W HOUSTON ST,OK,74012,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6943,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6943,SPARTAN GRAPHICS,STORE MANAGER,JONESBORO,2811 CREEK DR,AR,72401,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6931,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6931,SPARTAN GRAPHICS,STORE MANAGER,LOUISVILLE,4840 OUTER LOOP,KY,40219,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6936,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6936,SPARTAN GRAPHICS,STORE MANAGER,STAFFORD,14 N STAFFORD COMPLEX CTR,VA,22556,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6879,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6879,SPARTAN GRAPHICS,STORE MANAGER,FAYETTEVILLE,2820 GILLESPIE ST,NC,28306,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6887,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6887,SPARTAN GRAPHICS,STORE MANAGER,GREENWOOD,300 BYPASS 25  NE,SC,29646,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6876,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6876,SPARTAN GRAPHICS,STORE MANAGER,JONESBORO,3319 HARRISBURG RD,AR,72404,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6878,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6878,SPARTAN GRAPHICS,STORE MANAGER,HAZEL GREEN,14595 HWY 231 431  N,AL,35750,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6814,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6814,SPARTAN GRAPHICS,STORE MANAGER,WINSTON SALEM,5175 BROOKBERRY PARK AVE,NC,27104,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6828,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6828,SPARTAN GRAPHICS,STORE MANAGER,KERNERSVILLE,1035 BEESONS FIELD DR,NC,27284,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6798,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6798,SPARTAN GRAPHICS,STORE MANAGER,NORFOLK,3350 E PRINCESS ANNE RD,VA,23502,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6807,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6807,SPARTAN GRAPHICS,STORE MANAGER,MEMPHIS,6727 RALEIGH LAGRANGE,TN,38134,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6753,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6753,SPARTAN GRAPHICS,STORE MANAGER,LEBANON,1015 HIXSON BLVD,TN,37090,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6789,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6789,SPARTAN GRAPHICS,STORE MANAGER,KING,204 INGRAM DR,NC,27021,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6585,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6585,SPARTAN GRAPHICS,STORE MANAGER,TOPEKA,335 SW MACVICAR AVE,KS,66606,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6586,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6586,SPARTAN GRAPHICS,STORE MANAGER,CONCORD,3905 CONCORD PKWY S,NC,28027,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6500,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6500,SPARTAN GRAPHICS,STORE MANAGER,INDEPENDENCE,3411 S NOLAND RD,MO,64055,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6576,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6576,SPARTAN GRAPHICS,STORE MANAGER,NORTH AUGUSTA,1041 EDGEFIELD RD,SC,29860,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6392,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6392,SPARTAN GRAPHICS,STORE MANAGER,TOPEKA,2630 SE CALIFORNIA AVE,KS,66605,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6469,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6469,SPARTAN GRAPHICS,STORE MANAGER,BYRAM,131 HANDLEY BLVD,MS,39272,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6264,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6264,SPARTAN GRAPHICS,STORE MANAGER,WINSTON SALEM,180 HARVEY ST,NC,27103,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6370,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6370,SPARTAN GRAPHICS,STORE MANAGER,MORRISTOWN,4331 W ANDREW JOHNSON HWY,TN,37814,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6243,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6243,SPARTAN GRAPHICS,STORE MANAGER,CLEMMONS,3633 CLEMMONS RD,NC,27012,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6263,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6263,SPARTAN GRAPHICS,STORE MANAGER,WINSTON SALEM,5039 UNIVERSITY PKWY,NC,27106,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6226,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6226,SPARTAN GRAPHICS,STORE MANAGER,VIRGINIA BEACH,1832 KEMPSVILLE RD,VA,23464,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6233,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6233,SPARTAN GRAPHICS,STORE MANAGER,CHARLOTTE,11530 N TRYON ST,NC,28262,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6174,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6174,SPARTAN GRAPHICS,STORE MANAGER,SUMMERVILLE,10635 DORCHESTER RD,SC,29485,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6176,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6176,SPARTAN GRAPHICS,STORE MANAGER,GREENSBORO,5611 W FRIENDLY AVE,NC,27410,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6170,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6170,SPARTAN GRAPHICS,STORE MANAGER,TULSA,3139 S HARVARD AVE,OK,74135,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
6172,6.44E+11,Not available,On the way,,FedEx Ground,D9354,6172,SPARTAN GRAPHICS,STORE MANAGER,KANSAS CITY,2300 METROPOLITAN AVE,KS,66106,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5991,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5991,SPARTAN GRAPHICS,STORE MANAGER,WICHITA,3137 S SENECA ST,KS,67217,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5992,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5992,SPARTAN GRAPHICS,STORE MANAGER,LAKEVILLE,20710 KEOKUK AVE,MN,55044,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5977,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5977,SPARTAN GRAPHICS,STORE MANAGER,BURNSVILLE,12200 RIVER RIDGE BLVD,MN,55337,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5990,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5990,SPARTAN GRAPHICS,STORE MANAGER,WICHITA,2111 N AMIDON AVE,KS,67203,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5969,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5969,SPARTAN GRAPHICS,STORE MANAGER,CHANTILLY,4368 CHANTILLY SHOPPING CENTER DR,VA,20151,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5976,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5976,SPARTAN GRAPHICS,STORE MANAGER,BLAINE,11505 ULYSSES ST NE,MN,55434,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5944,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5944,SPARTAN GRAPHICS,STORE MANAGER,MOUNT LAUREL,934 ROUTE 73,NJ,8054,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5968,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5968,SPARTAN GRAPHICS,STORE MANAGER,WASHINGTON,5929 GEORGIA AVE NW,DC,20011,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5927,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5927,SPARTAN GRAPHICS,STORE MANAGER,FLORISSANT,3390 N HWY 67,MO,63033,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5936,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5936,SPARTAN GRAPHICS,STORE MANAGER,VIENNA,"1500 CORNERSIDE BLVD,STE B",VA,22182,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
7238,6.44E+11,Not available,On the way,,FedEx Ground,D9354,7238,SPARTAN GRAPHICS,STORE MANAGER,GRANTSBORO,11233 NC 55 HWY,NC,28529,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5925,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5925,SPARTAN GRAPHICS,STORE MANAGER,HUNTSVILLE,2305 JORDAN LN SW,AL,35805,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5908,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5908,SPARTAN GRAPHICS,STORE MANAGER,SEVIERVILLE,1185 DOLLY PARTON PKWY,TN,37862,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5922,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5922,SPARTAN GRAPHICS,STORE MANAGER,VIRGINIA BEACH,546 FIRST COLONIAL RD,VA,23451,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5903,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5903,SPARTAN GRAPHICS,STORE MANAGER,PHENIX CITY,3864 US HIGHWAY 80  W,AL,36870,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5907,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5907,SPARTAN GRAPHICS,STORE MANAGER,COLUMBUS,4909 BUENA VISTA RD,GA,31907,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5888,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5888,SPARTAN GRAPHICS,STORE MANAGER,CAMP HILL,3400 HARTZDALE DR,PA,17011,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5891,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5891,SPARTAN GRAPHICS,STORE MANAGER,PHILADELPHIA,2200 WHEATSHEAF LN,PA,19137,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5880,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5880,SPARTAN GRAPHICS,STORE MANAGER,FAIRFAX,11181 LEE HWY,VA,22030,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5881,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5881,SPARTAN GRAPHICS,STORE MANAGER,SPRINGFIELD,400 S STATE RD,PA,19064,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5867,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5867,SPARTAN GRAPHICS,STORE MANAGER,BAYONNE,500 BAYONNE CROSSING WAY,NJ,7002,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5879,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5879,SPARTAN GRAPHICS,STORE MANAGER,HUNTERSVILLE,11145 BRYTON TOWN CENTER DR,NC,28078,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5855,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5855,SPARTAN GRAPHICS,STORE MANAGER,WICHITA,10550 W CENTRAL AVE,KS,67212,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5863,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5863,SPARTAN GRAPHICS,STORE MANAGER,MIDWEST CITY,7520 E RENO AVE,OK,73110,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5847,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5847,SPARTAN GRAPHICS,STORE MANAGER,POWHATAN,1950 ANDERSON HWY,VA,23139,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
5851,6.44E+11,Not available,On the way,,FedEx Ground,D9354,5851,SPARTAN GRAPHICS,STORE MANAGER,GREENVILLE,4600 E 10TH ST,NC,27858,,,Not available,Label created; Please check back later for shipment status or subscribe for e-mail notifications,
