Market,Store,Store Type,Launch Date
214,1927,SUP,2/16/2023
184,1930,W/M,2/16/2023
179,1932,SUP,2/16/2023
314,1934,SUP,2/16/2023
216,1937,SUP,2/16/2023
180,1939,SUP,2/16/2023
188,1940,SUP,2/16/2023
187,1946,SUP,2/16/2023
194,1949,SUP,2/16/2023
183,1954,SUP,2/16/2023
164,1959,SUP,2/16/2023
161,1964,SUP,2/16/2023
194,1966,SUP,2/16/2023
154,1967,SUP,2/16/2023
290,1969,SUP,2/16/2023
159,1970,SUP,2/16/2023
194,1973,SUP,2/16/2023
179,1974,W/M,2/16/2023
181,1975,SUP,2/16/2023
190,1976,SUP,2/16/2023
178,1977,SUP,2/16/2023
162,1980,SUP,2/16/2023
154,1984,SUP,2/16/2023
213,1986,SUP,2/16/2023
217,1990,W/M,2/16/2023
195,1993,SUP,2/16/2023
187,1994,SUP,2/16/2023
188,1997,SUP,2/16/2023
174,2003,SUP,2/16/2023
156,2012,SUP,2/16/2023
179,2013,SUP,2/16/2023
292,2015,SUP,2/16/2023
160,2021,SUP,2/16/2023
162,2022,SUP,2/16/2023
239,2035,SUP,2/16/2023
292,2038,SUP,2/16/2023
170,2040,SUP,2/16/2023
284,2041,W/M,2/16/2023
194,2043,W/M,2/16/2023
180,2046,SUP,2/16/2023
179,2047,SUP,2/16/2023
183,2055,SUP,2/16/2023
188,2056,SUP,2/16/2023
184,2057,W/M,2/16/2023
208,2063,SUP,2/16/2023
214,2073,SUP,2/16/2023
216,2078,SUP,2/16/2023
195,2088,SUP,2/16/2023
311,2089,SUP,2/16/2023
174,2090,W/M,2/16/2023
187,2092,W/M,2/16/2023
189,2093,SUP,2/16/2023
160,2095,SUP,2/16/2023
188,2097,SUP,2/16/2023
219,2098,SUP,2/16/2023
159,2103,SUP,2/16/2023
164,2104,SUP,2/16/2023
195,2107,SUP,2/16/2023
165,2108,SUP,2/16/2023
165,2109,W/M,2/16/2023
216,2115,SUP,2/16/2023
187,2116,SUP,2/16/2023
156,2118,W/M,2/16/2023
190,2120,SUP,2/16/2023
159,2122,SUP,2/16/2023
223,2124,SUP,2/16/2023
159,2128,SUP,2/16/2023
183,2130,SUP,2/16/2023
190,2135,SUP,2/16/2023
291,2136,SUP,2/16/2023
181,2138,W/M,2/16/2023
157,2139,W/M,2/16/2023
180,2140,SUP,2/16/2023
179,2143,SUP,2/16/2023
173,2144,W/M,2/16/2023
189,2146,SUP,2/16/2023
216,2149,SUP,2/16/2023
188,2152,SUP,2/16/2023
183,2153,SUP,2/16/2023
156,2155,SUP,2/16/2023
171,2156,W/M,2/16/2023
160,2157,SUP,2/16/2023
156,2158,SUP,2/16/2023
194,2159,SUP,2/16/2023
290,2160,SUP,2/16/2023
173,2163,W/M,2/16/2023
194,2164,SUP,2/16/2023
191,2166,SUP,2/16/2023
162,2170,W/M,2/16/2023
154,2174,SUP,2/16/2023
179,2178,SUP,2/16/2023
157,2180,W/M,2/16/2023
180,2183,SUP,2/16/2023
160,2184,W/M,2/16/2023
207,2191,SUP,2/16/2023
208,2193,SUP,2/16/2023
283,2194,W/M,2/16/2023
178,2195,SUP,2/16/2023
208,2197,SUP,2/16/2023
216,2199,SUP,2/16/2023
162,2200,W/M,2/16/2023
180,2202,SUP,2/16/2023
216,2209,SUP,2/16/2023
195,2210,SUP,2/16/2023
208,2211,SUP,2/16/2023
157,2222,SUP,2/16/2023
181,2224,W/M,2/16/2023
161,2225,SUP,2/16/2023
159,2227,W/M,2/16/2023
154,2228,W/M,2/16/2023
163,2232,W/M,2/16/2023
189,2234,SUP,2/16/2023
225,2250,SUP,2/16/2023
165,2254,W/M,2/16/2023
161,2261,SUP,2/16/2023
190,2262,SUP,2/16/2023
189,2264,W/M,2/16/2023
214,2266,SUP,2/16/2023
156,2267,W/M,2/16/2023
239,2275,SUP,2/16/2023
162,2282,SUP,2/16/2023
161,2283,SUP,2/16/2023
173,2284,SUP,2/16/2023
189,2285,SUP,2/16/2023
171,2286,W/M,2/16/2023
154,2289,SUP,2/16/2023
174,2294,SUP,2/16/2023
287,2295,SUP,2/16/2023
163,2299,SUP,2/16/2023
221,2309,SUP,2/16/2023
312,2312,SUP,2/16/2023
209,2313,SUP,2/16/2023
214,2316,SUP,2/16/2023
215,2323,SUP,2/16/2023
194,2326,W/M,2/16/2023
156,2329,SUP,2/16/2023
183,2330,SUP,2/16/2023
162,2331,SUP,2/16/2023
181,2332,W/M,2/16/2023
159,2336,SUP,2/16/2023
312,2337,SUP,2/16/2023
159,2341,W/M,2/16/2023
207,2350,SUP,2/16/2023
188,2351,SUP,2/16/2023
195,2355,SUP,2/16/2023
209,2359,SUP,2/16/2023
215,2361,W/M,2/16/2023
209,2362,SUP,2/16/2023
160,2366,SUP,2/16/2023
181,2369,SUP,2/16/2023
188,2370,SUP,2/16/2023
163,2371,SUP,2/16/2023
161,2373,W/M,2/16/2023
154,2386,SUP,2/16/2023
183,2398,W/M,2/16/2023
184,2399,SUP,2/16/2023
218,2400,SUP,2/16/2023
194,2405,SUP,2/16/2023
285,2419,W/M,2/16/2023
187,2424,SUP,2/16/2023
217,2426,SUP,2/16/2023
223,2429,SUP,2/16/2023
286,2437,SUP,2/16/2023
291,2438,SUP,2/16/2023
223,2441,SUP,2/16/2023
189,2444,SUP,2/16/2023
225,2447,SUP,2/16/2023
285,2460,SUP,2/16/2023
217,2471,SUP,2/16/2023
174,2497,SUP,2/16/2023
96,2499,WNM,2/16/2023
174,2503,SUP,2/16/2023
188,2504,SUP,2/16/2023
215,2506,SUP,2/16/2023
558,2518,W/M,2/16/2023
291,2520,SUP,2/16/2023
289,2529,SUP,2/16/2023
181,2530,W/M,2/16/2023
164,2531,W/M,2/16/2023
208,2541,SUP,2/16/2023
222,2542,SUP,2/16/2023
164,2547,SUP,2/16/2023
284,2555,W/M,2/16/2023
286,2564,SUP,2/16/2023
315,2565,SUP,2/16/2023
218,2572,SUP,2/16/2023
191,2581,SUP,2/16/2023
174,2582,W/M,2/16/2023
172,2583,W/M,2/16/2023
173,2585,W/M,2/16/2023
195,2586,SUP,2/16/2023
174,2604,W/M,2/16/2023
218,2605,SUP,2/16/2023
213,2613,SUP,2/16/2023
156,2629,SUP,2/16/2023
175,2633,W/M,2/16/2023
180,2634,SUP,2/16/2023
164,2637,SUP,2/16/2023
181,2639,SUP,2/16/2023
157,2640,W/M,2/16/2023
314,2645,SUP,2/16/2023
317,2646,SUP,2/16/2023
286,2647,SUP,2/16/2023
175,2651,SUP,2/16/2023
183,2659,W/M,2/16/2023
157,2660,W/M,2/16/2023
317,2662,SUP,2/16/2023
219,2666,W/M,2/16/2023
180,2681,W/M,2/16/2023
181,2682,SUP,2/16/2023
154,2683,W/M,2/16/2023
314,2705,SUP,2/16/2023
163,2719,W/M,2/16/2023
217,2725,SUP,2/16/2023
219,2726,SUP,2/16/2023
537,2744,WNM,2/16/2023
537,2745,WNM,2/16/2023
161,2747,W/M,2/16/2023
181,2758,SUP,2/16/2023
311,2761,SUP,2/16/2023
312,2762,SUP,2/16/2023
217,2774,SUP,2/16/2023
192,2785,SUP,2/16/2023
285,2791,SUP,2/16/2023
287,2795,SUP,2/16/2023
154,2797,W/M,2/16/2023
314,2805,SUP,2/16/2023
315,2807,SUP,2/16/2023
290,2808,SUP,2/16/2023
290,2821,SUP,2/16/2023
175,2825,W/M,2/16/2023
538,2839,WNM,2/16/2023
558,2841,W/M,2/16/2023
188,2844,SUP,2/16/2023
162,2854,SUP,2/16/2023
194,2859,SUP,2/16/2023
558,2871,SUP,2/16/2023
189,2874,SUP,2/16/2023
161,2885,W/M,2/16/2023
173,2897,W/M,2/16/2023
162,2898,W/M,2/16/2023
163,2899,W/M,2/16/2023
163,2900,W/M,2/16/2023
154,2901,W/M,2/16/2023
159,2902,W/M,2/16/2023
157,2903,W/M,2/16/2023
159,2904,W/M,2/16/2023
164,2905,W/M,2/16/2023
171,2906,W/M,2/16/2023
208,2910,SUP,2/16/2023
191,2911,SUP,2/16/2023
215,2914,SUP,2/16/2023
171,2915,W/M,2/16/2023
172,2916,W/M,2/16/2023
171,2917,W/M,2/16/2023
160,2953,SUP,2/16/2023
173,2954,W/M,2/16/2023
156,2964,SUP,2/16/2023
163,2965,W/M,2/16/2023
215,2966,SUP,2/16/2023
190,2992,SUP,2/16/2023
283,3035,SUP,2/16/2023
292,3077,SUP,2/16/2023
175,3078,SUP,2/16/2023
157,3114,SUP,2/16/2023
502,3156,WNM,2/16/2023
502,3157,WNM,2/16/2023
577,3159,SUP,2/16/2023
159,3200,W/M,2/16/2023
222,3206,SUP,2/16/2023
178,3212,SUP,2/16/2023
289,3214,SUP,2/16/2023
289,3216,SUP,2/16/2023
288,3219,SUP,2/16/2023
190,3221,SUP,2/16/2023
178,3236,SUP,2/16/2023
538,3238,WNM,2/16/2023
312,3243,SUP,2/16/2023
209,3250,SUP,2/16/2023
218,3251,SUP,2/16/2023
216,3262,SUP,2/16/2023
288,3265,SUP,2/16/2023
558,3266,W/M,2/16/2023
180,3269,SUP,2/16/2023
311,3270,SUP,2/16/2023
192,3280,SUP,2/16/2023
218,3282,SUP,2/16/2023
174,3291,W/M,2/16/2023
176,3292,W/M,2/16/2023
209,3293,SUP,2/16/2023
502,3299,WNM,2/16/2023
222,3300,SUP,2/16/2023
161,3301,W/M,2/16/2023
311,3303,SUP,2/16/2023
187,3329,SUP,2/16/2023
502,3330,WNM,2/16/2023
191,3332,SUP,2/16/2023
187,3334,SUP,2/16/2023
178,3337,SUP,2/16/2023
165,3339,SUP,2/16/2023
225,3342,SUP,2/16/2023
286,3344,SUP,2/16/2023
156,3409,SUP,2/16/2023
548,3414,WNM,2/16/2023
172,3420,W/M,2/16/2023
165,3422,SUP,2/16/2023
544,3424,WNM,2/16/2023
577,3443,W/M,2/16/2023
207,3445,SUP,2/16/2023
219,3447,SUP,2/16/2023
175,3469,SUP,2/16/2023
311,3480,SUP,2/16/2023
218,3486,SUP,2/16/2023
184,3491,W/M,2/16/2023
223,3502,SUP,2/16/2023
218,3515,SUP,2/16/2023
577,3520,SUP,2/16/2023
157,3535,SUP,2/16/2023
173,3543,W/M,2/16/2023
163,3545,W/M,2/16/2023
173,3546,W/M,2/16/2023
173,3547,W/M,2/16/2023
173,3548,W/M,2/16/2023
184,3549,W/M,2/16/2023
160,3560,SUP,2/16/2023
160,3561,W/M,2/16/2023
577,3562,W/M,2/16/2023
221,3571,SUP,2/16/2023
286,3573,SUP,2/16/2023
219,3580,SUP,2/16/2023
216,3581,SUP,2/16/2023
188,3583,SUP,2/16/2023
291,3588,SUP,2/16/2023
176,3598,W/M,2/16/2023
509,3603,WNM,2/16/2023
509,3605,WNM,2/16/2023
549,3606,WNM,2/16/2023
195,3607,SUP,2/16/2023
209,3608,SUP,2/16/2023
509,3614,WNM,2/16/2023
509,3622,WNM,2/16/2023
549,3629,WNM,2/16/2023
223,3641,SUP,2/16/2023
289,3644,SUP,2/16/2023
215,3722,SUP,2/16/2023
225,3749,SUP,2/16/2023
223,3765,SUP,2/16/2023
314,3768,SUP,2/16/2023
312,3770,SUP,2/16/2023
311,3772,SUP,2/16/2023
165,3774,SUP,2/16/2023
223,3783,SUP,2/16/2023
221,3784,SUP,2/16/2023
219,3792,SUP,2/16/2023
577,3795,SUP,2/16/2023
284,3802,SUP,2/16/2023
173,3803,W/M,2/16/2023
213,3809,SUP,2/16/2023
217,3812,SUP,2/16/2023
178,3830,SUP,2/16/2023
288,3831,SUP,2/16/2023
222,3840,SUP,2/16/2023
192,3842,SUP,2/16/2023
208,3860,SUP,2/16/2023
549,3862,WNM,2/16/2023
287,3869,SUP,2/16/2023
502,3880,WNM,2/16/2023
502,3885,WNM,2/16/2023
176,3912,SUP,2/16/2023
103,3935,WNM,2/16/2023
544,3990,WNM,2/16/2023
289,4064,SUP,2/16/2023
175,4153,SUP,2/16/2023
181,4156,SUP,2/16/2023
502,4184,WNM,2/16/2023
544,4189,WNM,2/16/2023
287,4191,SUP,2/16/2023
96,4197,WNM,2/16/2023
502,4220,WNM,2/16/2023
214,4255,SUP,2/16/2023
291,4258,SUP,2/16/2023
214,4285,SUP,2/16/2023
287,4350,SUP,2/16/2023
534,4375,WNM,2/16/2023
285,4378,SUP,2/16/2023
156,4387,SUP,2/16/2023
502,4388,WNM,2/16/2023
181,4389,SUP,2/16/2023
187,4403,SUP,2/16/2023
546,4421,WNM,2/16/2023
546,4426,WNM,2/16/2023
548,4434,WNM,2/16/2023
558,4456,SUP,2/16/2023
538,4470,WNM,2/16/2023
290,4476,SUP,2/16/2023
538,4478,WNM,2/16/2023
207,4479,SUP,2/16/2023
286,4514,SUP,2/16/2023
546,4527,WNM,2/16/2023
549,4561,WNM,2/16/2023
559,4565,WNM,2/16/2023
164,4570,SUP,2/16/2023
537,4579,WNM,2/16/2023
544,4580,WNM,2/16/2023
195,4597,SUP,2/16/2023
225,4609,SUP,2/16/2023
492,4619,WNM,2/16/2023
288,4623,SUP,2/16/2023
314,4636,SUP,2/16/2023
291,4638,SUP,2/16/2023
492,4654,WNM,2/16/2023
544,4673,WNM,2/16/2023
315,4682,SUP,2/16/2023
315,4697,SUP,2/16/2023
544,4756,WNM,2/16/2023
103,4826,WNM,2/16/2023
170,5012,SUP,2/16/2023
194,5027,SUP,2/16/2023
207,5028,SUP,2/16/2023
207,5029,SUP,2/16/2023
207,5030,SUP,2/16/2023
284,5039,SUP,2/16/2023
558,5047,W/M,2/16/2023
214,5066,SUP,2/16/2023
179,5076,SUP,2/16/2023
577,5077,W/M,2/16/2023
214,5082,SUP,2/16/2023
163,5095,SUP,2/16/2023
221,5104,SUP,2/16/2023
286,5105,SUP,2/16/2023
176,5111,W/M,2/16/2023
315,5117,SUP,2/16/2023
178,5142,SUP,2/16/2023
176,5178,W/M,2/16/2023
219,5184,SUP,2/16/2023
217,5185,SUP,2/16/2023
546,5198,WNM,2/16/2023
175,5201,W/M,2/16/2023
171,5202,W/M,2/16/2023
217,5203,SUP,2/16/2023
292,5227,W/M,2/16/2023
190,5240,SUP,2/16/2023
191,5242,SUP,2/16/2023
544,5248,WNM,2/16/2023
289,5253,SUP,2/16/2023
544,5256,WNM,2/16/2023
559,5265,WNM,2/16/2023
154,5278,SUP,2/16/2023
175,5281,W/M,2/16/2023
192,5282,SUP,2/16/2023
215,5285,SUP,2/16/2023
172,5293,SUP,2/16/2023
173,5294,W/M,2/16/2023
172,5295,SUP,2/16/2023
213,5309,SUP,2/16/2023
558,5340,W/M,2/16/2023
291,5343,SUP,2/16/2023
222,5355,SUP,2/16/2023
239,5374,SUP,2/16/2023
284,5384,W/M,2/16/2023
207,5385,SUP,2/16/2023
209,5387,SUP,2/16/2023
223,5409,SUP,2/16/2023
215,5410,SUP,2/16/2023
178,5414,SUP,2/16/2023
284,5436,W/M,2/16/2023
163,5439,SUP,2/16/2023
160,5448,SUP,2/16/2023
544,5459,WNM,2/16/2023
219,5466,SUP,2/16/2023
213,5471,SUP,2/16/2023
165,5476,SUP,2/16/2023
288,5488,SUP,2/16/2023
187,5497,SUP,2/16/2023
187,5498,SUP,2/16/2023
221,5499,SUP,2/16/2023
103,5615,WNM,2/16/2023
545,5623,WNM,2/16/2023
545,5653,WNM,2/16/2023
291,5731,SUP,2/16/2023
190,5732,SUP,2/16/2023
545,5740,WNM,2/16/2023
545,5744,WNM,2/16/2023
577,5752,SUP,2/16/2023
283,5753,SUP,2/16/2023
502,5754,WNM,2/16/2023
502,5755,WNM,2/16/2023
545,5769,WNM,2/16/2023
545,5771,WNM,2/16/2023
162,5777,SUP,2/16/2023
291,5779,SUP,2/16/2023
492,5780,WNM,2/16/2023
537,5789,WNM,2/16/2023
537,5790,WNM,2/16/2023
538,5791,WNM,2/16/2023
509,5829,WNM,2/16/2023
534,5837,WNM,2/16/2023
290,5847,SUP,2/16/2023
219,5857,SUP,2/16/2023
176,5867,SUP,2/16/2023
548,5876,WNM,2/16/2023
292,5880,SUP,2/16/2023
546,5903,WNM,2/16/2023
546,5907,WNM,2/16/2023
289,5922,SUP,2/16/2023
283,5941,SUP,2/16/2023
558,5944,SUP,2/16/2023
283,5968,SUP,2/16/2023
292,5969,SUP,2/16/2023
502,6226,WNM,2/16/2023
549,6398,WNM,2/16/2023
545,6531,WNM,2/16/2023
546,6732,WNM,2/16/2023
502,6798,WNM,2/16/2023
96,6894,WNM,2/16/2023
502,6936,WNM,2/16/2023
102,6941,WNM,2/16/2023
492,6943,WNM,2/16/2023
286,6952,SUP,2/16/2023
492,6975,WNM,2/16/2023
287,7032,SUP,2/16/2023
502,7174,WNM,2/16/2023
502,7177,WNM,2/16/2023
171,8331,SUP,2/16/2023
21,3,SUP,2/23/2023
89,110,SUP,2/23/2023
92,174,SUP,2/23/2023
25,459,SUP,2/23/2023
97,488,SUP,2/23/2023
273,492,SUP,2/23/2023
16,494,SUP,2/23/2023
21,510,SUP,2/23/2023
26,518,SUP,2/23/2023
25,520,SUP,2/23/2023
549,525,WNM,2/23/2023
115,528,SUP,2/23/2023
93,538,SUP,2/23/2023
114,547,SUP,2/23/2023
25,548,SUP,2/23/2023
93,551,SUP,2/23/2023
32,555,SUP,2/23/2023
28,556,SUP,2/23/2023
94,563,SUP,2/23/2023
24,575,SUP,2/23/2023
94,579,SUP,2/23/2023
116,580,SUP,2/23/2023
94,582,SUP,2/23/2023
27,588,SUP,2/23/2023
28,593,SUP,2/23/2023
22,594,SUP,2/23/2023
29,605,SUP,2/23/2023
29,606,W/M,2/23/2023
94,613,SUP,2/23/2023
16,614,SUP,2/23/2023
26,615,SUP,2/23/2023
580,617,W/M,2/23/2023
26,618,SUP,2/23/2023
118,623,SUP,2/23/2023
29,635,SUP,2/23/2023
28,639,SUP,2/23/2023
92,649,SUP,2/23/2023
120,658,SUP,2/23/2023
115,666,SUP,2/23/2023
120,669,SUP,2/23/2023
28,686,SUP,2/23/2023
93,697,SUP,2/23/2023
89,705,SUP,2/23/2023
114,706,SUP,2/23/2023
114,713,W/M,2/23/2023
114,718,SUP,2/23/2023
118,721,SUP,2/23/2023
22,722,SUP,2/23/2023
114,725,SUP,2/23/2023
22,727,SUP,2/23/2023
19,745,SUP,2/23/2023
30,754,SUP,2/23/2023
120,756,SUP,2/23/2023
32,758,SUP,2/23/2023
116,759,SUP,2/23/2023
101,767,SUP,2/23/2023
115,769,SUP,2/23/2023
92,771,SUP,2/23/2023
118,778,SUP,2/23/2023
114,779,SUP,2/23/2023
25,780,SUP,2/23/2023
22,787,SUP,2/23/2023
89,800,SUP,2/23/2023
118,811,SUP,2/23/2023
107,814,SUP,2/23/2023
90,817,SUP,2/23/2023
105,819,SUP,2/23/2023
251,828,SUP,2/23/2023
28,836,SUP,2/23/2023
554,840,WNM,2/23/2023
27,843,SUP,2/23/2023
246,854,SUP,2/23/2023
22,855,SUP,2/23/2023
22,856,SUP,2/23/2023
94,857,SUP,2/23/2023
97,858,SUP,2/23/2023
116,859,SUP,2/23/2023
94,860,SUP,2/23/2023
28,862,SUP,2/23/2023
28,864,SUP,2/23/2023
580,870,SUP,2/23/2023
24,878,SUP,2/23/2023
249,884,SUP,2/23/2023
27,889,SUP,2/23/2023
91,890,SUP,2/23/2023
27,899,SUP,2/23/2023
251,902,SUP,2/23/2023
32,907,SUP,2/23/2023
90,908,SUP,2/23/2023
554,920,WNM,2/23/2023
243,922,SUP,2/23/2023
482,923,SUP,2/23/2023
114,925,W/M,2/23/2023
98,928,SUP,2/23/2023
107,929,SUP,2/23/2023
92,931,SUP,2/23/2023
16,932,SUP,2/23/2023
26,937,SUP,2/23/2023
116,941,SUP,2/23/2023
89,942,SUP,2/23/2023
91,943,SUP,2/23/2023
27,952,SUP,2/23/2023
91,955,SUP,2/23/2023
92,956,W/M,2/23/2023
89,959,SUP,2/23/2023
93,960,SUP,2/23/2023
104,967,SUP,2/23/2023
116,968,SUP,2/23/2023
92,973,SUP,2/23/2023
92,974,SUP,2/23/2023
98,977,W/M,2/23/2023
105,987,SUP,2/23/2023
104,988,SUP,2/23/2023
104,994,SUP,2/23/2023
251,995,SUP,2/23/2023
251,996,W/M,2/23/2023
580,1002,SUP,2/23/2023
115,1004,SUP,2/23/2023
27,1006,SUP,2/23/2023
29,1011,SUP,2/23/2023
251,1013,W/M,2/23/2023
28,1018,SUP,2/23/2023
30,1024,SUP,2/23/2023
580,1026,SUP,2/23/2023
104,1029,SUP,2/23/2023
243,1033,SUP,2/23/2023
22,1047,SUP,2/23/2023
28,1061,SUP,2/23/2023
92,1068,SUP,2/23/2023
18,1070,SUP,2/23/2023
27,1072,SUP,2/23/2023
32,1076,SUP,2/23/2023
97,1077,SUP,2/23/2023
94,1079,SUP,2/23/2023
93,1081,SUP,2/23/2023
98,1082,SUP,2/23/2023
101,1083,SUP,2/23/2023
91,1084,W/M,2/23/2023
104,1085,SUP,2/23/2023
90,1086,SUP,2/23/2023
107,1087,SUP,2/23/2023
101,1090,SUP,2/23/2023
104,1104,SUP,2/23/2023
21,1111,SUP,2/23/2023
16,1112,SUP,2/23/2023
105,1119,W/M,2/23/2023
21,1121,SUP,2/23/2023
18,1122,SUP,2/23/2023
249,1141,SUP,2/23/2023
243,1142,SUP,2/23/2023
30,1143,SUP,2/23/2023
32,1153,SUP,2/23/2023
243,1157,SUP,2/23/2023
243,1160,SUP,2/23/2023
580,1162,SUP,2/23/2023
115,1171,SUP,2/23/2023
98,1172,SUP,2/23/2023
98,1173,SUP,2/23/2023
243,1180,SUP,2/23/2023
23,1181,SUP,2/23/2023
94,1182,SUP,2/23/2023
20,1184,SUP,2/23/2023
116,1203,SUP,2/23/2023
101,1205,SUP,2/23/2023
104,1213,SUP,2/23/2023
120,1215,SUP,2/23/2023
101,1219,SUP,2/23/2023
90,1220,SUP,2/23/2023
97,1223,SUP,2/23/2023
101,1225,SUP,2/23/2023
30,1227,SUP,2/23/2023
114,1245,SUP,2/23/2023
482,1275,SUP,2/23/2023
93,1283,SUP,2/23/2023
16,1284,SUP,2/23/2023
30,1293,SUP,2/23/2023
247,1294,SUP,2/23/2023
93,1297,SUP,2/23/2023
247,1304,SUP,2/23/2023
251,1310,SUP,2/23/2023
16,1311,SUP,2/23/2023
24,1314,SUP,2/23/2023
243,1327,SUP,2/23/2023
247,1329,SUP,2/23/2023
16,1338,SUP,2/23/2023
20,1340,SUP,2/23/2023
109,1349,SUP,2/23/2023
251,1356,SUP,2/23/2023
21,1363,SUP,2/23/2023
32,1367,SUP,2/23/2023
580,1371,SUP,2/23/2023
24,1373,SUP,2/23/2023
91,1374,W/M,2/23/2023
97,1375,SUP,2/23/2023
247,1378,SUP,2/23/2023
108,1387,SUP,2/23/2023
248,1388,SUP,2/23/2023
111,1390,SUP,2/23/2023
94,1391,SUP,2/23/2023
108,1398,SUP,2/23/2023
21,1400,SUP,2/23/2023
18,1403,SUP,2/23/2023
97,1408,SUP,2/23/2023
248,1419,SUP,2/23/2023
204,1422,SUP,2/23/2023
