Store #,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail
2502,4.43,,2.37,,4.11,,2.21,,3.88,,2.09,,3.7,,2,,4.14,,2.22,
3228,4.43,,2.37,,4.11,,2.21,,3.88,,2.09,,3.7,,2,,4.14,,2.22,
1769,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
1792,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
2540,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
3429,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
3514,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
1607,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
1640,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
2049,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
2129,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
2230,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
4348,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
5470,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
1684,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
1765,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
1935,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
2318,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
2663,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
2664,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
5356,4.66,,2.48,,4.34,,2.32,,4.11,,2.21,,3.94,,2.12,,4.43,,2.37,
