Market,Store,Food,Consumables,Toys,Live Plants ,Fashion  
251,1310,Yes,Yes,Yes,Yes,No
16,1311,Yes,Yes,Yes,Yes,No
310,1312,Yes,Yes,Yes,Yes,No
77,1313,Yes,Yes,Yes,Yes,Yes
24,1314,Yes,Yes,Yes,Yes,No
381,1315,Yes,Yes,Yes,Yes,No
439,1316,Yes,Yes,Yes,Yes,No
294,1317,Yes,Yes,Yes,Yes,No
122,1318,Yes,Yes,Yes,Yes,Yes
122,1319,Yes,Yes,Yes,Yes,Yes
122,1320,Yes,Yes,Yes,Yes,No
299,1321,Yes,Yes,Yes,Yes,No
308,1322,Yes,Yes,Yes,Yes,No
278,1323,Yes,Yes,Yes,Yes,Yes
366,1324,Yes,Yes,Yes,Yes,No
366,1325,Yes,Yes,Yes,Yes,No
429,1326,Yes,Yes,Yes,Yes,No
243,1327,Yes,Yes,Yes,Yes,No
364,1328,Yes,Yes,Yes,Yes,No
246,1329,Yes,Yes,Yes,Yes,No
222,1330,Yes,Yes,Yes,Yes,No
223,1331,Yes,Yes,Yes,Yes,No
426,1332,Yes,Yes,Yes,Yes,No
222,1333,Yes,Yes,Yes,Yes,No
372,1334,Yes,Yes,Yes,Yes,No
315,1335,Yes,Yes,Yes,Yes,No
311,1336,Yes,Yes,Yes,Yes,No
304,1337,Yes,Yes,Yes,Yes,No
16,1338,Yes,Yes,Yes,Yes,No
41,1339,Yes,Yes,Yes,Yes,No
25,1340,Yes,Yes,Yes,Yes,No
254,1341,Yes,Yes,Yes,Yes,Yes
128,1342,Yes,Yes,Yes,Yes,Yes
315,1344,Yes,Yes,Yes,Yes,No
314,1345,Yes,Yes,Yes,Yes,No
143,1346,Yes,Yes,Yes,Yes,No
87,1347,Yes,Yes,Yes,Yes,Yes
300,1348,Yes,Yes,Yes,Yes,No
109,1349,Yes,Yes,Yes,Yes,Yes
315,1350,Yes,Yes,Yes,Yes,No
317,1351,Yes,Yes,Yes,Yes,No
300,1352,Yes,Yes,Yes,Yes,No
128,1353,Yes,Yes,Yes,Yes,No
301,1354,Yes,Yes,Yes,Yes,No
302,1355,Yes,Yes,Yes,Yes,No
251,1356,Yes,Yes,Yes,Yes,No
387,1357,Yes,Yes,Yes,Yes,No
36,1358,Yes,Yes,Yes,Yes,No
36,1359,Yes,Yes,Yes,Yes,No
317,1360,Yes,Yes,Yes,Yes,No
426,1361,Yes,Yes,Yes,Yes,No
15,1362,Yes,Yes,Yes,Yes,No
21,1363,Yes,Yes,Yes,Yes,No
365,1364,Yes,Yes,Yes,Yes,No
436,1365,Yes,Yes,Yes,Yes,No
440,1366,Yes,Yes,Yes,Yes,No
32,1367,Yes,Yes,Yes,Yes,No
218,1368,Yes,Yes,Yes,Yes,No
364,1369,Yes,Yes,Yes,Yes,No
365,1370,Yes,Yes,Yes,Yes,No
580,1371,Yes,Yes,Yes,Yes,No
299,1372,Yes,Yes,Yes,Yes,Yes
23,1373,Yes,Yes,Yes,Yes,Yes
91,1374,Yes,Yes,Yes,Yes,Yes
97,1375,Yes,Yes,Yes,Yes,No
152,1376,Yes,Yes,Yes,Yes,Yes
270,1377,Yes,Yes,Yes,Yes,No
247,1378,Yes,Yes,Yes,Yes,No
301,1379,Yes,Yes,Yes,Yes,No
375,1380,Yes,Yes,Yes,Yes,No
372,1381,Yes,Yes,Yes,Yes,No
39,1382,Yes,Yes,Yes,Yes,No
29,1383,Yes,Yes,Yes,Yes,No
389,1384,Yes,Yes,Yes,Yes,No
305,1385,Yes,Yes,Yes,Yes,No
262,1386,Yes,Yes,Yes,Yes,No
108,1387,Yes,Yes,Yes,Yes,Yes
248,1388,Yes,Yes,Yes,Yes,No
414,1389,Yes,Yes,Yes,Yes,No
111,1390,Yes,Yes,Yes,Yes,Yes
94,1391,Yes,Yes,Yes,Yes,No
300,1392,Yes,Yes,Yes,Yes,No
413,1393,Yes,Yes,Yes,Yes,No
435,1394,Yes,Yes,Yes,Yes,Yes
272,1395,Yes,Yes,Yes,Yes,No
441,1396,Yes,Yes,Yes,Yes,No
384,1397,Yes,Yes,Yes,Yes,No
108,1398,Yes,Yes,Yes,Yes,Yes
315,1399,Yes,Yes,Yes,Yes,No
21,1400,Yes,Yes,Yes,Yes,No
265,1401,Yes,Yes,Yes,Yes,No
18,1403,Yes,Yes,Yes,Yes,No
269,1404,Yes,Yes,Yes,Yes,No
61,1405,Yes,Yes,Yes,Yes,No
286,1406,Yes,Yes,Yes,Yes,No
221,1407,Yes,Yes,Yes,Yes,No
97,1408,Yes,Yes,Yes,Yes,No
65,1409,Yes,Yes,Yes,Yes,No
223,1410,Yes,Yes,Yes,Yes,No
366,1411,Yes,Yes,Yes,Yes,No
381,1412,Yes,Yes,Yes,Yes,No
270,1413,Yes,Yes,Yes,Yes,No
384,1414,Yes,Yes,Yes,Yes,No
421,1415,Yes,Yes,Yes,Yes,No
207,1416,Yes,Yes,Yes,Yes,No
364,1417,Yes,Yes,Yes,Yes,No
341,1418,Yes,Yes,Yes,Yes,No
248,1419,Yes,Yes,Yes,Yes,Yes
264,1420,Yes,Yes,Yes,Yes,Yes
278,1421,Yes,Yes,Yes,Yes,No
204,1422,Yes,Yes,Yes,Yes,No
203,1423,Yes,Yes,Yes,Yes,No
290,1424,Yes,Yes,Yes,Yes,No
247,1425,Yes,Yes,Yes,Yes,No
259,1426,Yes,Yes,Yes,Yes,Yes
218,1427,Yes,Yes,Yes,Yes,No
204,1428,Yes,Yes,Yes,Yes,No
213,1429,Yes,Yes,Yes,Yes,No
439,1430,Yes,Yes,Yes,Yes,No
418,1431,Yes,Yes,Yes,Yes,No
204,1432,Yes,Yes,Yes,Yes,No
222,1433,Yes,Yes,Yes,Yes,No
391,1434,Yes,Yes,Yes,Yes,No
413,1435,Yes,Yes,Yes,Yes,No
107,1436,Yes,Yes,Yes,Yes,No
406,1437,Yes,Yes,Yes,Yes,No
405,1438,Yes,Yes,Yes,Yes,No
405,1439,Yes,Yes,Yes,Yes,No
403,1440,Yes,Yes,Yes,Yes,No
221,1441,Yes,Yes,Yes,Yes,Yes
405,1442,Yes,Yes,Yes,Yes,No
225,1443,Yes,Yes,Yes,Yes,No
98,1444,Yes,Yes,Yes,Yes,Yes
213,1445,Yes,Yes,Yes,Yes,No
436,1446,Yes,Yes,Yes,Yes,No
419,1447,Yes,Yes,Yes,Yes,No
213,1448,Yes,Yes,Yes,Yes,No
439,1449,Yes,Yes,Yes,Yes,No
316,1450,Yes,Yes,Yes,Yes,No
275,1451,Yes,Yes,Yes,Yes,No
309,1452,Yes,Yes,Yes,Yes,No
440,1453,Yes,Yes,Yes,Yes,Yes
275,1454,Yes,Yes,Yes,Yes,No
44,1455,Yes,Yes,Yes,Yes,Yes
381,1456,Yes,Yes,Yes,Yes,No
381,1457,Yes,Yes,Yes,Yes,No
120,1458,Yes,Yes,Yes,Yes,No
249,1459,Yes,Yes,Yes,Yes,Yes
429,1460,Yes,Yes,Yes,Yes,No
381,1461,Yes,Yes,Yes,Yes,No
7,1462,Yes,Yes,Yes,Yes,No
223,1463,Yes,Yes,Yes,Yes,No
305,1464,Yes,Yes,Yes,Yes,No
314,1465,Yes,Yes,Yes,Yes,No
121,1466,Yes,Yes,Yes,Yes,No
121,1467,Yes,Yes,Yes,Yes,No
136,1468,Yes,Yes,Yes,Yes,No
120,1469,Yes,Yes,Yes,Yes,Yes
421,1470,Yes,Yes,Yes,Yes,No
439,1471,Yes,Yes,Yes,Yes,No
423,1472,Yes,Yes,Yes,Yes,No
421,1473,Yes,Yes,Yes,Yes,No
365,1474,Yes,Yes,Yes,Yes,No
418,1475,Yes,Yes,Yes,Yes,No
243,1476,Yes,Yes,Yes,Yes,No
317,1477,Yes,Yes,Yes,Yes,No
259,1478,Yes,Yes,Yes,Yes,No
238,1479,Yes,Yes,Yes,Yes,No
239,1480,Yes,Yes,Yes,Yes,No
13,1481,Yes,Yes,Yes,Yes,No
112,1482,Yes,Yes,Yes,Yes,No
430,1483,Yes,Yes,Yes,Yes,No
382,1485,Yes,Yes,Yes,Yes,No
314,1486,Yes,Yes,Yes,Yes,No
238,1487,Yes,Yes,Yes,Yes,No
22,1488,Yes,Yes,Yes,Yes,No
269,1489,Yes,Yes,Yes,Yes,No
263,1490,Yes,Yes,Yes,Yes,No
413,1491,Yes,Yes,Yes,Yes,No
376,1492,Yes,Yes,Yes,Yes,No
14,1493,Yes,Yes,Yes,Yes,No
78,1494,Yes,Yes,Yes,Yes,No
223,1495,Yes,Yes,Yes,Yes,Yes
415,1496,Yes,Yes,Yes,Yes,No
266,1497,Yes,Yes,Yes,Yes,No
298,1498,Yes,Yes,Yes,Yes,No
317,1499,Yes,Yes,Yes,Yes,No
430,1500,Yes,Yes,Yes,Yes,No
112,1501,Yes,Yes,Yes,Yes,Yes
301,1502,Yes,Yes,Yes,Yes,No
221,1503,Yes,Yes,Yes,Yes,Yes
221,1504,Yes,Yes,Yes,Yes,No
258,1505,Yes,Yes,Yes,Yes,Yes
415,1506,Yes,Yes,Yes,Yes,No
409,1507,Yes,Yes,Yes,Yes,No
382,1508,Yes,Yes,Yes,Yes,No
415,1509,Yes,Yes,Yes,Yes,No
225,1510,Yes,Yes,Yes,Yes,No
553,1511,Yes,Yes,Yes,Yes,No
371,1512,Yes,Yes,Yes,Yes,Yes
111,1513,Yes,Yes,Yes,Yes,Yes
340,1514,Yes,Yes,Yes,Yes,Yes
442,1515,Yes,Yes,Yes,Yes,Yes
70,1516,Yes,Yes,Yes,Yes,No
108,1517,Yes,Yes,Yes,Yes,No
482,1518,Yes,Yes,Yes,Yes,No
218,1519,Yes,Yes,Yes,Yes,No
430,1520,Yes,Yes,Yes,Yes,No
225,1521,Yes,Yes,Yes,Yes,Yes
320,1522,Yes,Yes,Yes,Yes,No
287,1523,Yes,Yes,Yes,Yes,No
290,1524,Yes,Yes,Yes,Yes,No
287,1525,Yes,Yes,Yes,Yes,Yes
426,1526,Yes,Yes,Yes,Yes,No
301,1527,Yes,Yes,Yes,Yes,No
415,1528,Yes,Yes,Yes,Yes,No
233,1529,Yes,Yes,Yes,Yes,Yes
136,1530,Yes,Yes,Yes,Yes,No
270,1531,Yes,Yes,Yes,Yes,Yes
369,1532,Yes,Yes,Yes,Yes,No
369,1533,Yes,Yes,Yes,Yes,No
427,1534,Yes,Yes,Yes,Yes,No
430,1535,Yes,Yes,Yes,Yes,No
111,1536,Yes,Yes,Yes,Yes,No
234,1537,Yes,Yes,Yes,Yes,No
430,1538,Yes,Yes,Yes,Yes,No
213,1539,Yes,Yes,Yes,Yes,No
201,1540,Yes,Yes,Yes,Yes,No
107,1541,Yes,Yes,Yes,Yes,No
196,1542,Yes,Yes,Yes,Yes,No
430,1543,Yes,Yes,Yes,Yes,No
320,1544,Yes,Yes,Yes,Yes,No
412,1545,Yes,Yes,Yes,Yes,No
426,1546,Yes,Yes,Yes,Yes,No
246,1547,Yes,Yes,Yes,Yes,Yes
262,1548,Yes,Yes,Yes,Yes,No
368,1549,Yes,Yes,Yes,Yes,Yes
388,1550,Yes,Yes,Yes,Yes,No
435,1551,Yes,Yes,Yes,Yes,Yes
308,1552,Yes,Yes,Yes,Yes,No
264,1553,Yes,Yes,Yes,Yes,Yes
452,1554,Yes,Yes,Yes,Yes,No
463,1555,Yes,Yes,Yes,Yes,No
266,1556,Yes,Yes,Yes,Yes,Yes
482,1557,Yes,Yes,Yes,Yes,Yes
298,1558,Yes,Yes,Yes,Yes,No
394,1559,Yes,Yes,Yes,Yes,No
396,1560,Yes,Yes,Yes,Yes,Yes
145,1561,Yes,Yes,Yes,Yes,No
424,1562,Yes,Yes,Yes,Yes,No
448,1563,Yes,Yes,Yes,Yes,Yes
218,1564,Yes,Yes,Yes,Yes,Yes
427,1565,Yes,Yes,Yes,Yes,No
247,1566,Yes,Yes,Yes,Yes,No
427,1567,Yes,Yes,Yes,Yes,No
229,1568,Yes,Yes,Yes,Yes,No
259,1569,Yes,Yes,Yes,Yes,No
248,1570,Yes,Yes,Yes,Yes,No
435,1571,Yes,Yes,Yes,Yes,No
582,1572,Yes,Yes,Yes,Yes,No
405,1573,Yes,Yes,Yes,Yes,No
447,1574,Yes,Yes,Yes,Yes,No
457,1575,Yes,Yes,Yes,Yes,No
238,1576,Yes,Yes,Yes,Yes,Yes
424,1577,Yes,Yes,Yes,Yes,No
24,1578,Yes,Yes,Yes,Yes,Yes
296,1579,Yes,Yes,Yes,Yes,No
249,1580,Yes,Yes,Yes,Yes,No
427,1581,Yes,Yes,Yes,Yes,No
449,1583,Yes,Yes,Yes,Yes,No
396,1584,Yes,Yes,Yes,Yes,No
429,1585,Yes,Yes,Yes,Yes,No
26,1586,Yes,Yes,Yes,Yes,No
450,1587,Yes,Yes,Yes,Yes,No
445,1588,Yes,Yes,Yes,Yes,Yes
108,1589,Yes,Yes,Yes,Yes,No
553,1590,Yes,Yes,Yes,Yes,No
234,1591,Yes,Yes,Yes,Yes,No
205,1592,Yes,Yes,Yes,Yes,No
202,1593,Yes,Yes,Yes,Yes,No
219,1594,Yes,Yes,Yes,Yes,No
217,1595,Yes,Yes,Yes,Yes,No
265,1596,Yes,Yes,Yes,Yes,No
356,1597,Yes,Yes,Yes,Yes,Yes
370,1598,Yes,Yes,Yes,Yes,Yes
362,1599,Yes,Yes,Yes,Yes,No
447,1600,Yes,Yes,Yes,Yes,No
482,1601,Yes,Yes,Yes,Yes,No
275,1602,Yes,Yes,Yes,Yes,No
42,1603,Yes,Yes,Yes,Yes,No
430,1604,Yes,Yes,Yes,Yes,No
14,1605,Yes,Yes,Yes,Yes,No
119,1606,Yes,Yes,Yes,Yes,Yes
237,1607,Yes,Yes,Yes,Yes,No
457,1608,Yes,Yes,Yes,Yes,No
419,1609,Yes,Yes,Yes,Yes,No
192,1610,Yes,Yes,Yes,Yes,Yes
205,1611,Yes,Yes,Yes,Yes,Yes
366,1612,Yes,Yes,Yes,Yes,Yes
308,1613,Yes,Yes,Yes,Yes,No
297,1614,Yes,Yes,Yes,Yes,No
452,1615,Yes,Yes,Yes,Yes,No
392,1616,Yes,Yes,Yes,Yes,No
381,1617,Yes,Yes,Yes,Yes,No
238,1618,Yes,Yes,Yes,Yes,Yes
192,1619,Yes,Yes,Yes,Yes,Yes
14,1620,Yes,Yes,Yes,Yes,No
418,1621,Yes,Yes,Yes,Yes,No
213,1622,Yes,Yes,Yes,Yes,No
226,1623,Yes,Yes,Yes,Yes,No
447,1624,Yes,Yes,Yes,Yes,No
426,1625,Yes,Yes,Yes,Yes,No
352,1626,Yes,Yes,Yes,Yes,No
427,1627,Yes,Yes,Yes,Yes,No
213,1628,Yes,Yes,Yes,Yes,No
251,1629,Yes,Yes,Yes,Yes,No
468,1630,Yes,Yes,Yes,Yes,No
288,1631,Yes,Yes,Yes,Yes,No
412,1632,Yes,Yes,Yes,Yes,No
424,1633,Yes,Yes,Yes,Yes,No
419,1634,Yes,Yes,Yes,Yes,No
442,1635,Yes,Yes,Yes,Yes,No
427,1636,Yes,Yes,Yes,Yes,No
432,1637,Yes,Yes,Yes,Yes,Yes
7,1638,Yes,Yes,Yes,Yes,No
247,1639,Yes,Yes,Yes,Yes,No
237,1640,Yes,Yes,Yes,Yes,No
301,1641,Yes,Yes,Yes,Yes,No
202,1642,Yes,Yes,Yes,Yes,No
444,1643,Yes,Yes,Yes,Yes,No
232,1644,Yes,Yes,Yes,Yes,No
581,1645,Yes,Yes,Yes,Yes,No
372,1646,Yes,Yes,Yes,Yes,No
248,1647,Yes,Yes,Yes,Yes,No
455,1648,Yes,Yes,Yes,Yes,No
427,1649,Yes,Yes,Yes,Yes,No
444,1650,Yes,Yes,Yes,Yes,No
452,1651,Yes,Yes,Yes,Yes,No
312,1652,Yes,Yes,Yes,Yes,No
320,1653,Yes,Yes,Yes,Yes,No
419,1654,Yes,Yes,Yes,Yes,No
482,1655,Yes,Yes,Yes,Yes,No
228,1656,Yes,Yes,Yes,Yes,No
425,1657,Yes,Yes,Yes,Yes,No
30,1658,Yes,Yes,Yes,Yes,No
379,1659,Yes,Yes,Yes,Yes,No
448,1660,Yes,Yes,Yes,Yes,Yes
302,1661,Yes,Yes,Yes,Yes,No
304,1662,Yes,Yes,Yes,Yes,No
294,1663,Yes,Yes,Yes,Yes,No
299,1664,Yes,Yes,Yes,Yes,No
239,1665,Yes,Yes,Yes,Yes,No
309,1666,Yes,Yes,Yes,Yes,No
247,1667,Yes,Yes,Yes,Yes,No
269,1668,Yes,Yes,Yes,Yes,Yes
438,1669,Yes,Yes,Yes,Yes,No
168,1670,Yes,Yes,Yes,Yes,Yes
433,1671,Yes,Yes,Yes,Yes,No
436,1672,Yes,Yes,Yes,Yes,No
192,1673,Yes,Yes,Yes,Yes,No
280,1674,Yes,Yes,Yes,Yes,No
256,1675,Yes,Yes,Yes,Yes,No
254,1676,Yes,Yes,Yes,Yes,No
189,1677,Yes,Yes,Yes,Yes,No
442,1678,Yes,Yes,Yes,Yes,No
438,1679,Yes,Yes,Yes,Yes,No
110,1680,Yes,Yes,Yes,Yes,Yes
268,1681,Yes,Yes,Yes,Yes,No
288,1682,Yes,Yes,Yes,Yes,Yes
413,1683,Yes,Yes,Yes,Yes,No
237,1684,Yes,Yes,Yes,Yes,No
430,1685,Yes,Yes,Yes,Yes,No
403,1686,Yes,Yes,Yes,Yes,No
288,1687,Yes,Yes,Yes,Yes,No
289,1688,Yes,Yes,Yes,Yes,No
376,1689,Yes,Yes,Yes,Yes,No
275,1690,Yes,Yes,Yes,Yes,No
362,1691,Yes,Yes,Yes,Yes,No
445,1692,Yes,Yes,Yes,Yes,Yes
445,1693,Yes,Yes,Yes,Yes,Yes
124,1694,Yes,Yes,Yes,Yes,No
427,1695,Yes,Yes,Yes,Yes,No
412,1696,Yes,Yes,Yes,Yes,No
454,1697,Yes,Yes,Yes,Yes,Yes
183,1698,Yes,Yes,Yes,Yes,No
401,1699,Yes,Yes,Yes,Yes,No
459,1700,Yes,Yes,Yes,Yes,No
21,1701,Yes,Yes,Yes,Yes,No
92,1702,Yes,Yes,Yes,Yes,Yes
280,1703,Yes,Yes,Yes,Yes,No
453,1704,Yes,Yes,Yes,Yes,No
191,1705,Yes,Yes,Yes,Yes,No
208,1707,Yes,Yes,Yes,Yes,No
401,1708,Yes,Yes,Yes,Yes,Yes
248,1709,Yes,Yes,Yes,Yes,No
140,1710,Yes,Yes,Yes,Yes,No
2,1711,Yes,Yes,Yes,Yes,No
111,1712,Yes,Yes,Yes,Yes,No
278,1713,Yes,Yes,Yes,Yes,No
320,1714,Yes,Yes,Yes,Yes,No
285,1715,Yes,Yes,Yes,Yes,No
508,1716,Yes,Yes,Yes,Yes,No
508,1717,Yes,Yes,Yes,Yes,No
222,1718,Yes,Yes,Yes,Yes,No
204,1719,Yes,Yes,Yes,Yes,No
23,1720,Yes,Yes,Yes,Yes,No
418,1721,Yes,Yes,Yes,Yes,No
421,1722,Yes,Yes,Yes,Yes,No
413,1723,Yes,Yes,Yes,Yes,No
216,1724,Yes,Yes,Yes,Yes,No
315,1726,Yes,Yes,Yes,Yes,No
439,1727,Yes,Yes,Yes,Yes,No
239,1728,Yes,Yes,Yes,Yes,No
239,1729,Yes,Yes,Yes,Yes,No
287,1730,Yes,Yes,Yes,Yes,No
192,1731,Yes,Yes,Yes,Yes,No
414,1732,Yes,Yes,Yes,Yes,No
203,1733,Yes,Yes,Yes,Yes,No
273,1734,Yes,Yes,Yes,Yes,No
269,1735,Yes,Yes,Yes,Yes,Yes
284,1736,Yes,Yes,Yes,Yes,No
268,1737,Yes,Yes,Yes,Yes,Yes
421,1738,Yes,Yes,Yes,Yes,No
235,1739,Yes,Yes,Yes,Yes,No
263,1740,Yes,Yes,Yes,Yes,No
284,1741,Yes,Yes,Yes,Yes,No
165,1742,Yes,Yes,Yes,Yes,No
258,1743,Yes,Yes,Yes,Yes,No
192,1744,Yes,Yes,Yes,Yes,Yes
239,1745,Yes,Yes,Yes,Yes,No
371,1746,Yes,Yes,Yes,Yes,No
461,1747,Yes,Yes,Yes,Yes,No
36,1748,Yes,Yes,Yes,Yes,No
183,1749,Yes,Yes,Yes,Yes,No
222,1750,Yes,Yes,Yes,Yes,No
297,1751,Yes,Yes,Yes,Yes,Yes
204,1752,Yes,Yes,Yes,Yes,No
184,1753,Yes,Yes,Yes,Yes,No
203,1754,Yes,Yes,Yes,Yes,No
452,1755,Yes,Yes,Yes,Yes,No
462,1756,Yes,Yes,Yes,Yes,No
419,1757,Yes,Yes,Yes,Yes,No
239,1758,Yes,Yes,Yes,Yes,No
288,1759,Yes,Yes,Yes,Yes,No
455,1760,Yes,Yes,Yes,Yes,No
341,1761,Yes,Yes,Yes,Yes,Yes
157,1762,Yes,Yes,Yes,Yes,No
311,1763,Yes,Yes,Yes,Yes,No
413,1764,Yes,Yes,Yes,Yes,No
231,1765,Yes,Yes,Yes,Yes,No
24,1766,Yes,Yes,Yes,Yes,No
300,1767,Yes,Yes,Yes,Yes,No
582,1768,Yes,Yes,Yes,Yes,No
237,1769,Yes,Yes,Yes,Yes,No
229,1770,Yes,Yes,Yes,Yes,Yes
202,1771,Yes,Yes,Yes,Yes,No
468,1772,Yes,Yes,Yes,Yes,No
288,1773,Yes,Yes,Yes,Yes,No
310,1774,Yes,Yes,Yes,Yes,No
478,1775,Yes,Yes,Yes,Yes,No
442,1776,Yes,Yes,Yes,Yes,No
168,1777,Yes,Yes,Yes,Yes,No
382,1778,Yes,Yes,Yes,Yes,No
265,1779,Yes,Yes,Yes,Yes,Yes
315,1780,Yes,Yes,Yes,Yes,No
190,1781,Yes,Yes,Yes,Yes,No
216,1782,Yes,Yes,Yes,Yes,No
580,1783,Yes,Yes,Yes,Yes,No
477,1784,Yes,Yes,Yes,Yes,No
184,1785,Yes,Yes,Yes,Yes,Yes
423,1786,Yes,Yes,Yes,Yes,Yes
414,1787,Yes,Yes,Yes,Yes,No
183,1788,Yes,Yes,Yes,Yes,No
454,1789,Yes,Yes,Yes,Yes,No
197,1790,Yes,Yes,Yes,Yes,No
200,1791,Yes,Yes,Yes,Yes,No
237,1792,Yes,Yes,Yes,Yes,No
477,1793,Yes,Yes,Yes,Yes,No
232,1794,Yes,Yes,Yes,Yes,No
294,1795,Yes,Yes,Yes,Yes,No
184,1796,Yes,Yes,Yes,Yes,No
179,1797,Yes,Yes,Yes,Yes,No
205,1798,Yes,Yes,Yes,Yes,No
441,1799,Yes,Yes,Yes,Yes,No
583,1800,Yes,Yes,Yes,Yes,No
44,1801,Yes,Yes,Yes,Yes,No
411,1802,Yes,Yes,Yes,Yes,No
87,1803,Yes,Yes,Yes,Yes,No
248,1804,Yes,Yes,Yes,Yes,Yes
463,1805,Yes,Yes,Yes,Yes,No
189,1806,Yes,Yes,Yes,Yes,No
558,1807,Yes,Yes,Yes,Yes,No
388,1808,Yes,Yes,Yes,Yes,No
202,1809,Yes,Yes,Yes,Yes,No
164,1810,Yes,Yes,Yes,Yes,No
289,1811,Yes,Yes,Yes,Yes,No
215,1812,Yes,Yes,Yes,Yes,No
192,1813,Yes,Yes,Yes,Yes,No
264,1814,Yes,Yes,Yes,Yes,Yes
449,1815,Yes,Yes,Yes,Yes,No
297,1816,Yes,Yes,Yes,Yes,No
475,1817,Yes,Yes,Yes,Yes,No
436,1819,Yes,Yes,Yes,Yes,No
229,1820,Yes,Yes,Yes,Yes,No
306,1821,Yes,Yes,Yes,Yes,Yes
811,1822,Yes,Yes,Yes,Yes,No
234,1823,Yes,Yes,Yes,Yes,No
286,1825,Yes,Yes,Yes,Yes,No
581,1826,Yes,Yes,Yes,Yes,No
582,1827,Yes,Yes,Yes,Yes,No
439,1828,Yes,Yes,Yes,Yes,No
37,1829,Yes,Yes,Yes,Yes,No
191,1830,Yes,Yes,Yes,Yes,No
191,1831,Yes,Yes,Yes,Yes,No
463,1832,Yes,Yes,Yes,Yes,No
291,1833,Yes,Yes,Yes,Yes,No
468,1834,Yes,Yes,Yes,Yes,No
190,1835,Yes,Yes,Yes,Yes,No
202,1836,Yes,Yes,Yes,Yes,No
59,1837,Yes,Yes,Yes,Yes,Yes
394,1838,Yes,Yes,Yes,Yes,Yes
214,1839,Yes,Yes,Yes,Yes,No
450,1840,Yes,Yes,Yes,Yes,No
289,1841,Yes,Yes,Yes,Yes,Yes
298,1842,Yes,Yes,Yes,Yes,No
477,1843,Yes,Yes,Yes,Yes,No
178,1844,Yes,Yes,Yes,Yes,No
109,1845,Yes,Yes,Yes,Yes,No
366,1846,Yes,Yes,Yes,Yes,No
93,1847,Yes,Yes,Yes,Yes,No
264,1848,Yes,Yes,Yes,Yes,No
308,1849,Yes,Yes,Yes,Yes,No
234,1850,Yes,Yes,Yes,Yes,No
109,1851,Yes,Yes,Yes,Yes,No
291,1852,Yes,Yes,Yes,Yes,No
461,1853,Yes,Yes,Yes,Yes,No
801,1854,Yes,Yes,Yes,Yes,No
423,1855,Yes,Yes,Yes,Yes,No
179,1856,Yes,Yes,Yes,Yes,No
209,1857,Yes,Yes,Yes,Yes,Yes
421,1858,Yes,Yes,Yes,Yes,No
463,1859,Yes,Yes,Yes,Yes,No
284,1860,Yes,Yes,Yes,Yes,No
422,1861,Yes,Yes,Yes,Yes,No
462,1862,Yes,Yes,Yes,Yes,Yes
209,1863,Yes,Yes,Yes,Yes,No
422,1864,Yes,Yes,Yes,Yes,No
421,1865,Yes,Yes,Yes,Yes,No
180,1866,Yes,Yes,Yes,Yes,No
293,1867,Yes,Yes,Yes,Yes,No
180,1868,Yes,Yes,Yes,Yes,No
558,1869,Yes,Yes,Yes,Yes,No
475,1870,Yes,Yes,Yes,Yes,No
187,1871,Yes,Yes,Yes,Yes,No
383,1872,Yes,Yes,Yes,Yes,No
161,1873,Yes,Yes,Yes,Yes,No
118,1874,Yes,Yes,Yes,Yes,No
282,1875,Yes,Yes,Yes,Yes,No
476,1876,Yes,Yes,Yes,Yes,No
581,1877,Yes,Yes,Yes,Yes,No
400,1878,Yes,Yes,Yes,Yes,No
445,1879,Yes,Yes,Yes,Yes,No
468,1880,Yes,Yes,Yes,Yes,No
453,1881,Yes,Yes,Yes,Yes,Yes
581,1882,Yes,Yes,Yes,Yes,No
229,1883,Yes,Yes,Yes,Yes,No
226,1884,Yes,Yes,Yes,Yes,Yes
229,1885,Yes,Yes,Yes,Yes,Yes
234,1886,Yes,Yes,Yes,Yes,Yes
232,1887,Yes,Yes,Yes,Yes,No
401,1888,Yes,Yes,Yes,Yes,No
475,1889,Yes,Yes,Yes,Yes,No
285,1890,Yes,Yes,Yes,Yes,No
162,1891,Yes,Yes,Yes,Yes,No
268,1892,Yes,Yes,Yes,Yes,Yes
508,1893,Yes,Yes,Yes,Yes,No
215,1894,Yes,Yes,Yes,Yes,No
215,1895,Yes,Yes,Yes,Yes,No
391,1896,Yes,Yes,Yes,Yes,No
268,1897,Yes,Yes,Yes,Yes,No
264,1898,Yes,Yes,Yes,Yes,Yes
461,1899,Yes,Yes,Yes,Yes,Yes
400,1900,Yes,Yes,Yes,Yes,No
383,1901,Yes,Yes,Yes,Yes,No
400,1902,Yes,Yes,Yes,Yes,No
457,1903,Yes,Yes,Yes,Yes,No
292,1904,Yes,Yes,Yes,Yes,No
400,1905,Yes,Yes,Yes,Yes,No
160,1906,Yes,Yes,Yes,Yes,No
184,1907,Yes,Yes,Yes,Yes,No
440,1908,Yes,Yes,Yes,Yes,No
195,1909,Yes,Yes,Yes,Yes,No
468,1910,Yes,Yes,Yes,Yes,No
215,1911,Yes,Yes,Yes,Yes,No
461,1912,Yes,Yes,Yes,Yes,No
207,1913,Yes,Yes,Yes,Yes,No
445,1914,Yes,Yes,Yes,Yes,No
463,1915,Yes,Yes,Yes,Yes,No
108,1916,Yes,Yes,Yes,Yes,No
