Location,Date
1085,12/18/2022
1087,11/27/2022
1087,11/28/2022
1087,1/2/2023
1090,11/21/2022
1090,11/22/2022
1090,12/22/2022
1091,11/5/2022
1091,11/12/2022
1091,11/19/2022
1093,11/27/2022
1093,12/30/2022
1093,1/2/2023
1094,11/27/2022
1094,12/18/2022
1094,1/15/2023
1096,11/27/2022
1096,12/22/2022
1096,12/30/2022
1097,11/4/2022
1097,11/11/2022
1097,12/22/2022
1098,11/24/2022
1098,12/25/2022
1098,1/2/2023
1104,11/11/2022
1104,11/12/2022
1104,11/27/2022
1107,11/4/2022
1107,11/11/2022
1107,1/16/2023
1109,11/27/2022
1109,12/30/2022
1109,1/2/2023
1110,11/28/2022
1110,1/2/2023
1110,1/16/2023
1112,11/22/2022
1112,12/30/2022
1112,1/2/2023
1113,11/5/2022
1113,12/1/2022
1113,12/2/2022
1114,11/19/2022
1114,11/27/2022
1114,12/22/2022
1115,11/19/2022
1115,11/20/2022
1115,12/18/2022
1116,12/3/2022
1116,12/10/2022
1116,12/17/2022
1121,11/11/2022
1121,11/18/2022
1121,1/16/2023
1123,11/12/2022
1123,11/19/2022
1123,11/22/2022
1124,11/24/2022
1124,11/27/2022
1124,12/25/2022
1129,11/27/2022
1129,11/28/2022
1132,11/27/2022
1132,11/28/2022
1132,12/3/2022
1134,11/5/2022
1134,11/12/2022
1134,11/19/2022
1135,11/27/2022
1135,11/28/2022
1135,12/25/2022
1137,11/27/2022
1137,11/28/2022
1137,12/22/2022
1138,11/27/2022
1138,12/17/2022
1138,12/18/2022
1140,11/4/2022
1140,11/11/2022
1140,11/27/2022
1147,11/18/2022
1147,11/19/2022
1147,12/17/2022
1148,11/28/2022
1148,12/30/2022
1148,1/2/2023
1149,11/11/2022
1149,11/17/2022
1149,11/18/2022
1151,11/22/2022
1151,12/22/2022
1151,12/30/2022
1155,11/22/2022
1155,11/27/2022
1155,12/30/2022
1158,11/1/2022
1158,11/3/2022
1158,12/1/2022
1159,11/13/2022
1159,11/20/2022
1159,11/27/2022
1160,11/20/2022
1160,11/27/2022
1160,12/18/2022
1161,11/5/2022
1161,11/12/2022
1161,11/19/2022
1165,11/22/2022
1165,12/22/2022
1165,1/16/2023
1166,11/27/2022
1166,12/22/2022
1166,12/30/2022
1168,11/19/2022
1168,12/3/2022
1168,12/17/2022
1170,11/1/2022
1170,12/1/2022
1170,12/2/2022
1171,11/11/2022
1171,11/28/2022
1171,1/14/2023
1175,11/27/2022
1175,11/28/2022
1175,12/30/2022
1179,11/20/2022
1179,11/27/2022
1179,12/18/2022
1181,11/28/2022
1181,12/16/2022
1181,1/25/2023
1182,11/27/2022
1182,12/21/2022
1182,12/22/2022
1187,11/24/2022
1187,11/27/2022
1187,12/25/2022
1188,11/27/2022
1188,12/30/2022
1188,1/2/2023
1189,11/5/2022
1189,11/12/2022
1189,12/2/2022
1192,11/19/2022
1192,12/17/2022
1192,1/14/2023
1198,11/1/2022
1198,11/24/2022
1198,12/25/2022
1202,11/19/2022
1202,11/20/2022
1202,11/27/2022
1204,11/11/2022
1204,11/18/2022
1204,1/2/2023
1205,11/27/2022
1205,12/22/2022
1205,1/2/2023
1206,11/28/2022
1206,12/22/2022
1206,1/2/2023
1207,11/27/2022
1207,12/22/2022
1209,11/1/2022
1209,11/27/2022
1209,1/8/2023
1211,11/4/2022
1211,11/11/2022
1211,12/17/2022
1212,11/27/2022
1212,12/10/2022
1212,12/17/2022
1213,11/22/2022
1213,12/30/2022
1213,1/2/2023
1214,11/27/2022
1214,12/17/2022
1214,12/18/2022
1217,12/16/2022
1217,12/17/2022
1217,12/18/2022
1222,11/19/2022
1222,12/17/2022
1222,12/18/2022
1223,11/18/2022
1223,11/19/2022
1223,11/20/2022
1224,12/27/2022
1224,12/30/2022
1224,1/2/2023
1227,11/27/2022
1227,12/22/2022
1227,1/2/2023
1228,11/27/2022
1228,12/11/2022
1228,12/30/2022
1230,11/11/2022
1230,1/23/2023
1230,1/24/2023
1232,11/27/2022
1232,11/28/2022
1232,12/30/2022
1233,11/1/2022
1233,12/2/2022
1233,1/3/2023
1235,11/22/2022
1235,12/22/2022
1235,12/30/2022
1239,11/27/2022
1239,11/28/2022
1239,12/30/2022
1247,11/28/2022
1247,12/2/2022
1247,12/3/2022
1249,11/22/2022
1249,12/17/2022
1249,12/18/2022
1252,11/1/2022
1252,11/24/2022
1252,12/25/2022
1253,11/11/2022
1253,11/27/2022
1253,1/2/2023
1254,11/5/2022
1254,11/12/2022
1254,12/25/2022
1255,11/27/2022
1255,12/27/2022
1255,1/2/2023
1257,11/4/2022
1257,11/11/2022
1257,11/27/2022
1260,11/27/2022
1260,11/28/2022
1260,12/3/2022
1263,11/19/2022
1263,11/20/2022
1263,12/17/2022
1265,11/1/2022
1265,12/1/2022
1265,12/2/2022
1272,11/27/2022
1272,12/17/2022
1272,12/18/2022
1273,11/1/2022
1273,11/19/2022
1273,11/20/2022
1275,11/12/2022
1275,11/19/2022
1275,12/17/2022
1279,11/8/2022
1279,12/22/2022
1279,1/2/2023
1282,11/1/2022
1282,11/11/2022
1282,11/19/2022
1283,1/6/2023
1283,1/7/2023
1283,1/8/2023
1284,11/27/2022
1284,12/22/2022
1284,12/30/2022
1285,11/19/2022
1285,12/17/2022
1285,12/30/2022
1287,11/1/2022
1287,11/27/2022
1287,11/28/2022
1288,11/22/2022
1288,11/28/2022
1288,12/17/2022
1289,11/28/2022
1289,12/30/2022
1289,1/2/2023
1290,11/28/2022
1290,12/21/2022
1290,12/22/2022
1292,11/24/2022
1292,12/25/2022
1292,1/15/2023
1294,11/27/2022
1294,11/28/2022
1294,12/17/2022
1296,11/22/2022
1296,12/22/2022
1296,12/30/2022
1297,11/1/2022
1297,11/4/2022
1297,11/11/2022
1298,11/11/2022
1298,11/27/2022
1298,1/15/2023
1300,11/22/2022
1300,11/27/2022
1300,11/28/2022
1301,11/19/2022
1301,11/20/2022
1301,11/27/2022
1303,11/4/2022
1303,11/11/2022
1303,11/22/2022
1305,11/27/2022
1305,11/28/2022
1305,12/30/2022
1308,11/19/2022
1308,11/20/2022
1308,1/2/2023
1310,11/19/2022
1310,12/3/2022
1310,12/17/2022
1312,11/27/2022
1313,11/27/2022
1313,12/22/2022
1313,1/2/2023
1315,11/27/2022
1315,12/30/2022
1315,1/2/2023
1316,11/22/2022
1316,11/28/2022
1316,1/2/2023
1317,11/5/2022
1317,11/12/2022
1317,12/25/2022
1319,11/12/2022
1319,11/19/2022
1319,12/18/2022
1321,11/27/2022
1321,12/27/2022
1321,12/29/2022
1323,12/17/2022
1323,12/18/2022
1323,1/2/2023
1324,11/27/2022
1324,11/28/2022
1324,12/30/2022
1328,11/5/2022
1328,12/3/2022
1328,12/30/2022
1333,11/22/2022
1333,12/17/2022
1333,12/18/2022
1334,11/22/2022
1334,11/28/2022
1334,12/22/2022
1335,11/19/2022
1335,11/20/2022
1335,12/17/2022
1337,11/27/2022
1337,12/27/2022
1337,1/2/2023
1338,11/5/2022
1338,11/6/2022
1338,12/17/2022
1344,11/19/2022
1344,11/20/2022
1344,12/17/2022
1346,11/5/2022
1346,11/12/2022
1346,11/27/2022
1349,11/4/2022
1349,11/11/2022
1349,11/28/2022
1350,11/19/2022
1350,11/20/2022
1350,12/17/2022
1351,11/28/2022
1351,11/29/2022
1351,12/17/2022
1352,12/3/2022
1352,12/10/2022
1352,12/17/2022
1353,11/27/2022
1353,11/28/2022
1354,11/4/2022
1354,11/11/2022
1354,11/18/2022
1355,11/18/2022
1355,11/27/2022
1355,12/17/2022
1366,11/5/2022
1366,11/12/2022
1366,11/19/2022
1368,11/12/2022
1368,11/18/2022
1368,11/19/2022
1374,11/19/2022
1374,11/20/2022
1374,11/28/2022
1375,11/22/2022
1375,12/2/2022
1375,12/3/2022
1376,11/27/2022
1376,12/17/2022
1376,12/18/2022
1377,11/19/2022
1377,12/17/2022
1377,12/18/2022
1380,11/11/2022
1381,11/27/2022
1381,12/16/2022
1381,12/30/2022
1382,11/22/2022
1382,12/29/2022
1382,12/30/2022
1383,12/17/2022
1383,12/18/2022
1383,12/25/2022
1384,11/22/2022
1384,12/21/2022
1384,12/22/2022
1387,11/22/2022
1387,12/22/2022
1387,1/2/2023
1389,11/19/2022
1389,12/10/2022
1389,12/17/2022
1390,11/28/2022
1390,1/16/2023
1390,1/25/2023
1393,11/19/2022
1393,11/20/2022
1393,11/27/2022
1394,11/19/2022
1394,11/27/2022
1394,12/17/2022
1399,11/19/2022
1399,11/20/2022
1399,12/17/2022
1400,11/24/2022
1400,11/27/2022
1400,11/28/2022
1406,11/18/2022
1406,11/27/2022
1406,11/28/2022
1407,11/21/2022
1407,11/27/2022
1407,12/30/2022
1409,11/27/2022
1409,11/28/2022
1409,12/30/2022
1410,11/27/2022
1411,11/11/2022
1411,11/12/2022
1411,11/27/2022
1413,11/20/2022
1413,12/17/2022
1413,12/18/2022
1414,11/24/2022
1414,11/28/2022
1414,12/25/2022
1415,11/27/2022
1415,1/26/2023
1415,1/27/2023
1416,11/22/2022
1416,11/28/2022
1416,12/18/2022
1418,11/27/2022
1418,12/27/2022
1418,1/2/2023
1419,11/19/2022
1419,11/27/2022
1419,12/17/2022
1421,11/20/2022
1421,12/11/2022
1421,12/18/2022
1422,11/3/2022
1422,12/1/2022
1422,12/2/2022
1425,11/19/2022
1425,11/20/2022
1425,12/17/2022
1426,11/19/2022
1426,11/27/2022
1426,12/2/2022
1428,11/14/2022
1428,11/15/2022
1428,11/29/2022
1429,11/5/2022
1429,11/12/2022
1429,1/2/2023
1430,11/27/2022
1430,12/17/2022
1430,12/18/2022
1431,11/19/2022
1431,11/28/2022
1431,12/30/2022
1432,11/1/2022
1432,12/1/2022
1432,12/22/2022
1437,11/27/2022
1437,11/28/2022
1437,1/6/2023
1438,11/12/2022
1438,11/18/2022
1438,11/19/2022
1439,11/19/2022
1439,12/16/2022
1439,12/17/2022
1440,11/19/2022
1440,11/28/2022
1440,12/22/2022
1442,11/27/2022
1442,12/22/2022
1442,1/2/2023
1443,12/17/2022
1443,12/18/2022
1443,12/22/2022
1446,11/19/2022
1446,12/17/2022
1446,12/18/2022
1449,11/27/2022
1449,11/28/2022
1449,12/22/2022
1450,11/11/2022
1450,11/18/2022
1450,12/17/2022
1451,11/12/2022
1451,11/19/2022
1451,12/17/2022
1453,12/3/2022
1453,12/10/2022
1453,12/17/2022
1454,11/19/2022
1454,12/3/2022
1454,12/17/2022
1455,11/27/2022
1455,12/30/2022
1455,1/2/2023
1456,11/18/2022
1456,11/19/2022
1456,12/17/2022
1460,11/27/2022
1460,11/28/2022
1460,12/22/2022
1463,11/19/2022
1463,11/20/2022
1463,12/30/2022
1465,11/22/2022
1465,12/22/2022
1465,12/30/2022
1466,11/12/2022
1466,11/19/2022
1466,12/3/2022
1468,11/19/2022
1468,12/10/2022
1468,12/17/2022
1470,11/27/2022
1470,12/10/2022
1470,12/18/2022
1471,11/19/2022
1471,12/10/2022
1471,12/17/2022
1474,11/27/2022
1474,11/28/2022
1477,11/27/2022
1477,12/3/2022
1477,12/17/2022
1478,11/19/2022
1478,11/27/2022
1478,11/28/2022
1479,11/28/2022
1481,11/19/2022
1481,11/20/2022
1481,11/21/2022
1482,11/27/2022
1482,11/28/2022
1482,12/18/2022
1483,11/20/2022
1483,12/18/2022
1483,12/22/2022
1486,11/1/2022
1486,11/9/2022
1486,12/1/2022
1487,11/28/2022
1487,12/5/2022
1487,1/16/2023
1488,11/17/2022
1488,11/19/2022
1488,11/28/2022
1489,11/22/2022
1489,11/27/2022
1489,12/30/2022
1491,11/27/2022
1491,12/30/2022
1491,1/2/2023
1492,11/4/2022
1492,11/11/2022
1492,11/28/2022
1493,11/22/2022
1493,12/25/2022
1493,12/30/2022
1494,11/22/2022
1494,11/27/2022
1494,12/22/2022
1496,11/4/2022
1496,12/22/2022
1496,1/2/2023
1505,12/3/2022
1505,12/10/2022
1505,12/17/2022
1507,11/22/2022
1507,11/24/2022
1507,11/27/2022
1508,11/5/2022
1508,11/12/2022
1508,12/17/2022
1511,11/1/2022
1511,11/27/2022
1511,1/2/2023
1512,11/27/2022
1512,11/28/2022
1512,1/2/2023
1513,11/19/2022
1513,11/20/2022
1513,11/28/2022
1516,11/5/2022
1516,11/12/2022
1516,11/19/2022
1517,11/27/2022
1517,12/18/2022
1517,1/2/2023
1519,11/5/2022
1519,11/22/2022
1519,12/3/2022
1520,11/10/2022
1520,12/10/2022
1520,1/10/2023
1524,11/22/2022
1524,11/27/2022
1524,12/30/2022
1529,11/27/2022
1529,11/28/2022
1529,12/18/2022
1531,11/12/2022
1531,11/19/2022
1531,12/17/2022
1534,11/19/2022
1534,11/20/2022
1534,12/17/2022
1536,11/29/2022
1536,12/27/2022
1536,12/30/2022
1537,12/3/2022
1537,12/10/2022
1537,12/17/2022
1538,12/4/2022
1538,12/11/2022
1538,12/18/2022
1539,11/27/2022
1539,12/17/2022
1539,12/18/2022
1542,11/19/2022
1542,12/17/2022
1542,12/18/2022
1543,11/24/2022
1543,12/25/2022
1544,12/3/2022
1544,12/10/2022
1544,12/17/2022
1545,12/10/2022
1545,12/17/2022
1545,12/18/2022
1552,11/28/2022
1552,12/27/2022
1552,1/2/2023
1555,11/5/2022
1555,12/3/2022
1555,12/4/2022
1557,11/28/2022
1557,12/22/2022
1557,1/2/2023
1569,11/4/2022
1569,11/11/2022
1569,12/17/2022
1570,11/19/2022
1570,12/18/2022
1570,12/30/2022
1571,11/28/2022
1580,11/1/2022
1581,11/27/2022
1581,12/22/2022
1581,1/2/2023
1585,11/4/2022
1585,11/11/2022
1585,11/18/2022
1588,11/11/2022
1588,11/27/2022
1588,1/2/2023
1589,11/27/2022
1589,1/2/2023
1589,1/16/2023
1592,11/5/2022
1592,11/12/2022
1592,12/17/2022
1593,11/4/2022
1593,11/11/2022
1593,11/28/2022
1595,11/27/2022
1595,11/28/2022
1595,12/30/2022
1597,12/10/2022
1597,12/17/2022
1597,12/18/2022
1602,11/20/2022
1602,12/11/2022
1602,12/18/2022
1603,11/1/2022
1603,11/19/2022
1603,12/1/2022
1604,11/19/2022
1604,12/10/2022
1604,12/17/2022
1605,11/27/2022
1605,11/28/2022
1606,11/18/2022
1606,12/2/2022
1606,12/16/2022
1608,11/24/2022
1608,12/30/2022
1608,1/2/2023
1611,11/18/2022
1611,11/27/2022
1611,11/28/2022
1617,11/19/2022
1617,11/20/2022
1617,12/22/2022
1619,11/24/2022
1619,12/17/2022
1619,12/25/2022
1621,11/27/2022
1621,12/17/2022
1621,12/18/2022
1622,11/19/2022
1622,12/10/2022
1622,12/17/2022
1623,11/19/2022
1623,11/28/2022
1623,12/10/2022
1626,11/1/2022
1626,11/24/2022
1626,12/1/2022
1628,11/19/2022
1628,11/20/2022
1628,11/27/2022
1629,11/12/2022
1629,11/19/2022
1629,12/3/2022
1632,11/27/2022
1632,11/28/2022
1632,12/22/2022
1635,11/18/2022
1635,12/10/2022
1635,12/17/2022
1636,12/2/2022
1636,12/3/2022
1636,12/17/2022
1638,11/4/2022
1638,11/11/2022
1638,11/18/2022
1639,11/27/2022
1639,12/17/2022
1639,12/18/2022
1642,11/4/2022
1642,11/11/2022
1642,11/27/2022
1643,11/13/2022
1643,12/4/2022
1643,12/11/2022
1645,11/28/2022
1645,12/1/2022
1645,12/30/2022
1647,11/12/2022
1647,11/19/2022
1647,12/17/2022
1648,11/20/2022
1648,12/17/2022
1648,12/18/2022
1652,11/19/2022
1652,11/24/2022
1652,12/25/2022
1656,11/28/2022
1656,12/17/2022
1656,12/22/2022
1661,11/18/2022
1661,11/19/2022
1661,11/27/2022
1663,11/27/2022
1663,12/22/2022
1663,12/30/2022
1669,11/27/2022
1669,12/22/2022
1669,1/2/2023
1671,11/27/2022
1671,11/28/2022
1671,12/22/2022
1672,11/4/2022
1672,11/11/2022
1672,12/17/2022
1673,11/24/2022
1673,12/22/2022
1673,12/25/2022
1674,11/27/2022
1674,12/30/2022
1674,1/2/2023
1675,11/24/2022
1675,11/27/2022
1675,12/25/2022
1676,12/3/2022
1676,12/10/2022
1676,12/17/2022
1679,12/10/2022
1679,12/17/2022
1679,12/18/2022
1681,11/5/2022
1681,11/19/2022
1681,11/27/2022
1683,12/17/2022
1683,12/18/2022
1683,12/30/2022
1685,11/6/2022
1685,12/17/2022
1685,12/18/2022
1686,11/27/2022
1686,12/17/2022
1686,12/18/2022
1687,11/27/2022
1687,12/17/2022
1687,1/2/2023
1688,12/17/2022
1688,12/18/2022
1690,11/20/2022
1690,12/17/2022
1690,12/18/2022
1692,11/27/2022
1692,12/22/2022
1692,1/2/2023
1693,11/27/2022
1693,12/22/2022
1693,1/2/2023
1694,12/16/2022
1694,12/17/2022
1694,12/18/2022
1695,11/1/2022
1695,12/1/2022
1695,12/22/2022
1696,11/5/2022
1696,11/12/2022
1696,12/22/2022
1697,11/11/2022
1697,11/27/2022
1697,12/30/2022
1699,11/27/2022
1699,11/28/2022
1699,12/22/2022
1702,11/27/2022
1702,11/28/2022
1702,1/16/2023
1703,11/27/2022
1703,12/17/2022
1703,12/18/2022
1705,11/27/2022
1705,12/17/2022
1705,12/18/2022
1707,11/19/2022
1707,11/20/2022
1707,12/22/2022
1711,11/24/2022
1711,12/25/2022
1711,1/16/2023
1713,12/2/2022
1713,12/10/2022
1713,12/17/2022
1714,11/19/2022
1714,12/3/2022
1714,12/17/2022
1718,12/11/2022
1718,12/17/2022
1718,12/18/2022
1723,11/28/2022
1723,12/3/2022
1723,12/4/2022
1724,11/18/2022
1724,11/27/2022
1724,11/28/2022
1726,11/19/2022
1726,11/20/2022
1726,12/17/2022
1727,12/16/2022
1727,12/17/2022
1727,12/30/2022
1728,11/4/2022
1728,11/11/2022
1728,11/12/2022
1729,11/19/2022
1729,11/20/2022
1729,11/22/2022
1730,11/11/2022
1730,11/18/2022
1730,12/22/2022
1731,11/5/2022
1731,12/3/2022
1731,12/4/2022
1732,11/4/2022
1732,11/11/2022
1733,11/19/2022
1733,12/17/2022
1733,12/25/2022
1734,11/19/2022
1734,12/17/2022
1734,12/18/2022
1736,11/20/2022
1736,12/17/2022
1736,12/18/2022
1738,11/19/2022
1738,12/18/2022
1738,12/19/2022
1739,11/27/2022
1739,12/17/2022
1739,12/18/2022
1740,11/19/2022
1740,11/20/2022
1740,12/22/2022
1741,11/27/2022
1741,12/17/2022
1741,12/18/2022
1742,11/28/2022
1742,12/25/2022
1742,12/30/2022
1743,11/4/2022
1743,12/2/2022
1743,12/17/2022
1753,12/3/2022
1753,12/10/2022
1753,12/17/2022
1754,11/15/2022
1754,11/27/2022
1754,12/22/2022
1758,11/19/2022
1758,12/17/2022
1758,12/18/2022
1763,11/27/2022
1763,12/17/2022
1763,12/18/2022
1766,11/20/2022
1766,12/11/2022
1766,12/18/2022
1768,11/19/2022
1768,12/17/2022
1768,1/7/2023
1769,11/18/2022
1769,12/16/2022
1769,12/30/2022
1770,11/28/2022
1770,12/17/2022
1770,12/18/2022
1775,11/19/2022
1775,11/20/2022
1775,12/18/2022
1776,11/19/2022
1776,11/20/2022
1776,12/17/2022
1778,11/19/2022
1778,12/17/2022
1778,1/2/2023
1779,1/2/2023
1779,1/16/2023
1780,11/19/2022
1780,11/20/2022
1780,12/17/2022
1783,11/19/2022
1783,12/10/2022
1783,12/17/2022
1784,11/5/2022
1784,12/3/2022
1784,12/18/2022
1786,11/22/2022
1786,11/27/2022
1786,12/22/2022
1789,11/19/2022
1789,11/20/2022
1789,11/21/2022
1790,11/19/2022
1790,11/27/2022
1790,12/27/2022
1792,11/4/2022
1792,11/5/2022
1792,11/11/2022
1795,11/27/2022
1797,11/12/2022
1797,11/22/2022
1797,12/22/2022
1798,12/3/2022
1798,12/10/2022
1798,12/17/2022
1802,12/10/2022
1802,12/17/2022
1802,12/18/2022
1804,11/19/2022
1804,11/27/2022
1804,12/17/2022
1805,11/28/2022
1805,12/27/2022
1805,1/2/2023
1813,11/22/2022
1813,12/21/2022
1813,12/22/2022
1814,11/27/2022
1814,11/28/2022
1814,12/22/2022
1815,11/27/2022
1815,12/27/2022
1815,1/16/2023
1819,11/19/2022
1819,12/17/2022
1819,12/18/2022
1820,11/27/2022
1820,12/22/2022
1820,1/2/2023
1821,11/19/2022
1821,11/20/2022
1821,11/27/2022
1825,11/27/2022
1825,11/28/2022
1825,12/30/2022
1826,11/27/2022
1826,12/22/2022
1826,12/30/2022
1828,11/12/2022
1828,11/19/2022
1828,11/20/2022
1829,11/27/2022
1829,11/28/2022
1829,12/22/2022
1831,11/28/2022
1831,12/17/2022
1831,12/18/2022
1835,11/5/2022
1835,11/28/2022
1835,12/3/2022
1841,11/20/2022
1841,11/28/2022
1841,12/17/2022
1843,11/27/2022
1843,12/22/2022
1843,12/30/2022
1844,11/5/2022
1844,11/19/2022
1844,11/28/2022
1852,11/27/2022
1852,12/22/2022
1852,1/2/2023
1858,11/19/2022
1858,11/20/2022
1858,12/30/2022
1860,11/22/2022
1860,11/28/2022
1860,12/22/2022
1862,11/22/2022
1862,11/28/2022
1862,12/17/2022
1863,11/4/2022
1863,11/11/2022
1863,11/28/2022
1864,11/27/2022
1864,12/17/2022
1864,12/18/2022
1866,11/27/2022
1867,11/4/2022
1867,11/11/2022
1867,12/17/2022
1871,11/28/2022
1871,12/3/2022
1871,12/17/2022
1876,11/27/2022
1876,12/21/2022
1876,12/22/2022
1881,11/22/2022
1881,12/22/2022
1881,12/30/2022
1883,11/27/2022
1883,11/28/2022
1883,12/30/2022
1885,12/3/2022
1885,12/10/2022
1885,12/17/2022
1887,12/17/2022
1888,11/22/2022
1888,12/22/2022
1888,12/30/2022
1891,11/27/2022
1891,11/28/2022
1891,1/2/2023
1896,11/27/2022
1896,12/21/2022
1896,12/22/2022
1898,12/17/2022
1898,12/27/2022
1898,12/28/2022
1901,11/22/2022
1901,12/17/2022
1901,12/22/2022
1903,11/27/2022
1903,11/28/2022
1903,12/3/2022
1905,11/19/2022
1905,11/20/2022
1905,11/27/2022
1906,11/4/2022
1906,11/11/2022
1906,11/18/2022
1908,11/19/2022
1908,12/17/2022
1908,12/19/2022
1911,11/19/2022
1911,12/17/2022
1911,12/18/2022
1914,11/27/2022
1914,11/28/2022
1914,12/17/2022
1918,11/22/2022
1918,11/27/2022
1918,1/2/2023
1920,11/1/2022
1920,11/27/2022
1920,12/30/2022
1921,11/11/2022
1921,11/27/2022
1921,11/28/2022
1922,11/27/2022
1922,12/30/2022
1922,1/2/2023
1923,12/17/2022
1923,12/18/2022
1923,12/30/2022
1924,11/27/2022
1924,11/28/2022
1924,12/22/2022
1928,11/12/2022
1928,11/19/2022
1928,12/30/2022
1930,11/27/2022
1930,12/22/2022
1930,12/30/2022
1932,11/5/2022
1932,11/12/2022
1932,12/17/2022
1933,11/27/2022
1933,12/22/2022
1933,12/30/2022
1935,11/27/2022
1935,12/17/2022
1935,12/18/2022
1936,11/4/2022
1936,11/11/2022
1936,11/18/2022
1937,11/5/2022
1937,11/19/2022
1937,12/17/2022
1938,11/27/2022
1938,11/28/2022
1938,12/30/2022
1941,11/11/2022
1941,11/18/2022
1941,11/22/2022
1943,11/19/2022
1943,11/22/2022
1943,12/22/2022
1945,11/2/2022
1945,11/28/2022
1945,12/2/2022
1946,11/24/2022
1946,11/27/2022
1946,12/25/2022
1947,11/1/2022
1947,11/3/2022
1947,12/1/2022
1948,11/24/2022
1948,12/25/2022
1948,1/2/2023
1949,11/1/2022
1949,11/28/2022
1949,12/22/2022
1950,12/18/2022
1950,12/19/2022
1950,1/16/2023
1953,11/27/2022
1953,12/22/2022
1953,1/2/2023
1956,11/19/2022
1956,12/17/2022
1956,12/18/2022
1958,11/27/2022
1958,12/30/2022
1958,1/2/2023
1960,11/22/2022
1960,11/27/2022
1960,1/2/2023
1964,11/5/2022
1964,11/12/2022
1964,12/17/2022
1967,11/4/2022
1967,11/28/2022
1967,12/17/2022
1970,11/28/2022
1970,12/17/2022
1970,12/18/2022
1971,11/5/2022
1971,11/12/2022
1971,11/19/2022
1975,12/3/2022
1975,12/10/2022
1975,12/17/2022
1976,11/4/2022
1976,11/11/2022
1976,11/19/2022
1982,11/27/2022
1982,12/17/2022
1982,12/30/2022
1983,11/1/2022
1983,12/27/2022
1983,1/24/2023
1984,11/19/2022
1984,12/3/2022
1984,12/17/2022
1986,11/19/2022
1986,12/16/2022
1986,12/17/2022
1989,11/28/2022
1989,12/22/2022
1989,12/30/2022
1995,11/22/2022
1995,12/17/2022
1995,12/18/2022
1998,11/27/2022
1998,11/28/2022
1998,12/30/2022
1999,11/5/2022
1999,11/12/2022
1999,12/17/2022
2001,12/18/2022
2001,12/27/2022
2001,1/2/2023
2005,11/12/2022
2005,11/13/2022
2005,12/17/2022
2007,11/22/2022
2007,12/22/2022
2007,12/27/2022
2008,11/28/2022
2008,12/25/2022
2008,1/21/2023
2009,11/27/2022
2009,11/28/2022
2009,11/29/2022
2015,11/18/2022
2015,11/27/2022
2015,12/18/2022
2016,11/19/2022
2016,11/20/2022
2016,12/22/2022
2019,11/19/2022
2019,11/20/2022
2019,11/27/2022
2022,12/11/2022
2022,12/18/2022
2022,12/19/2022
2027,11/28/2022
2027,12/22/2022
2027,12/30/2022
2033,11/1/2022
2033,12/1/2022
2033,12/22/2022
2035,11/27/2022
2035,11/28/2022
2035,12/22/2022
2036,11/27/2022
2036,12/3/2022
2036,12/17/2022
2038,11/1/2022
2038,1/6/2023
2038,1/23/2023
2047,11/24/2022
2047,12/17/2022
2047,12/25/2022
2048,11/27/2022
2048,11/28/2022
2048,1/16/2023
2049,11/5/2022
2049,12/3/2022
2049,12/4/2022
2050,11/19/2022
2050,11/20/2022
2050,11/28/2022
2051,11/4/2022
2051,12/17/2022
2051,12/18/2022
2055,11/27/2022
2055,11/28/2022
2055,12/17/2022
2056,11/22/2022
2056,11/28/2022
2056,12/22/2022
2059,11/19/2022
2059,12/17/2022
2059,12/18/2022
2063,11/20/2022
2063,11/27/2022
2063,12/11/2022
2064,11/27/2022
2064,11/28/2022
2064,12/22/2022
2066,11/24/2022
2066,11/28/2022
2066,12/25/2022
2073,11/20/2022
2073,12/17/2022
2073,12/18/2022
2078,11/28/2022
2078,12/30/2022
2078,1/9/2023
2079,11/19/2022
2079,11/22/2022
2079,12/22/2022
2080,11/5/2022
2080,11/12/2022
2080,11/19/2022
2082,11/22/2022
2082,12/22/2022
2082,12/30/2022
2084,11/22/2022
2084,12/22/2022
2084,12/30/2022
2087,11/19/2022
2087,12/17/2022
2087,12/30/2022
2091,11/11/2022
2091,1/16/2023
2092,11/5/2022
2092,11/12/2022
2092,12/17/2022
2093,11/5/2022
2093,11/12/2022
2093,11/19/2022
2098,11/27/2022
2098,12/3/2022
2098,12/17/2022
2100,11/4/2022
2100,11/11/2022
2100,12/22/2022
2101,11/1/2022
2111,11/11/2022
2111,12/18/2022
2111,1/16/2023
2113,11/1/2022
2113,11/6/2022
2113,12/4/2022
2114,11/5/2022
2114,11/12/2022
2114,11/28/2022
2116,11/19/2022
2116,12/17/2022
2116,12/18/2022
2117,11/1/2022
2117,12/28/2022
2117,1/6/2023
2120,11/5/2022
2120,12/3/2022
2120,12/4/2022
2122,11/11/2022
2122,11/27/2022
2122,12/3/2022
2126,11/27/2022
2126,12/17/2022
2126,12/18/2022
2131,11/4/2022
2131,11/11/2022
2131,11/18/2022
2133,11/27/2022
2133,12/17/2022
2133,12/18/2022
2137,11/19/2022
2137,11/20/2022
2137,12/17/2022
2138,1/2/2023
2139,11/28/2022
2142,11/27/2022
2142,11/28/2022
2142,11/29/2022
2143,11/27/2022
2143,12/17/2022
2143,12/18/2022
2144,11/5/2022
2144,12/3/2022
2144,12/4/2022
2146,11/28/2022
2146,12/21/2022
2146,12/22/2022
2149,11/18/2022
