Store,Code ID,Barcode,Blank
9401,1,7.87E+28,
9401,2,7.87E+28,
9401,3,7.87E+28,
9401,4,7.87E+28,
9401,5,7.87E+28,
9401,6,7.87E+28,
9401,7,7.87E+28,
9401,8,7.87E+28,
9401,9,7.87E+28,
9401,10,7.87E+28,
9401,,,
